,eutil,NGUTIL,cec_forcasting_zone,CZT24,NAC_KWH,NAC_Therms,scg,elecMM,res,numi,homeage,SQFT_A,rescnt,DWLTYPE,STORIES,OWNRENT,YRS_RES,SEASOCC,SEASJAN,SEASFEB,SEASMAR,SEASAPR,SEASMAY,SEASJUN,SEASJUL,SEASAUG,SEASSEP,SEASOCT,SEASNOV,SEASDEC,BUILTYR,NUMROOM,SQFT,EXTWLINS,ACEILINS,CEILINCH,WINDTYPE,WINFRAME,WINFPTYP,REMOD,RMDROOM,RMDKTBTH,RMDREBLT,RMDOTHR,kids,adults,seniors,NR0_5,NR6_18,NR19_34,NR35_54,NR55_64,NR65_99,ONPKUSE,NGSERV,NGLINE,EVYN,EVYN2,NUMBEV,NUMHEV,EVMDMF,EVMDSS,EVTMCHH,EVTMCHW,EVTMCHO,EVCHTYPE,EVCHH6_9,EVCHH9_5,EVCHH5_9,EVCHH9_6,EVCountChgh,EVCountChgo,EVCountChgw,EVMiles,EVMilesmf,EVMilesss,PropChgHome,phtfuel3,phtfuel2,PAYHEAT,PHTNGCNT,PHTNGFWL,PHTNGRAD,PHTNGFP,PHTNGOTH,PHTELBSB,PHTELCRH,PHTELCHP,PHTELWHP,PHTELPOR,PHTELOTH,PHTBGCNT,PHTBGFWL,PHTBGRAD,PHTBGOTH,PHTWDWS,PHTWDFP,PHTSLRN,PHTSLRG,PHTSLRP,PHTSLRE,PHTOTSYS,AHTNGCNT,AHTNGFWL,AHTNGRAD,AHTNGOTH,AHTELBSB,AHTELCRH,AHTELCHP,AHTELWHP,AHTELPOR,AHTELOTH,AHTBGCNT,AHTBGFWL,AHTBGRAD,AHTNGFP,AHTBGOTH,AHTWDWS,AHTWDFP,AHTSLRN,AHTSLRG,AHTSLRP,AHTSLRE,AHTOTSYS,MAINPILT,SECPILT,HTSYSAGE,HTCTLTYP,HMRNSET,HDAYSET,HEVNSET,HNITESET,HTMAINTN,NPORHTRS,USEADDHT,phtcnt,havesec,ahtcnt,htng,phtng,ahtng,htelec,phtelec,ahtelec,htbg,phtbg,ahtbg,htwdfp2,phtwdfp2,ahtwdfp2,htsolar,phtsolar,ahtsolar,htother,phtother,ahtother,htelwhp,payCOOL2,paycool3,Cooling,caccnt,RACCNT,PAYCOOL,CTLACAGE,CTEVZON,CTEVPAGE,CTLACZON,HPAGE,HPZON,CLCNTAGE,CLCTLTYP,CMRNSET,CDAYSET,CEVNSET,CNITESET,CLMAINTN,NOROOMAC,ACTYP1,ACTYP2,ACTYP3,ACAGE1,ACAGE2,ACAGE3,CMRNUSE,CDAYUSE,CEVNUSE,CNITEUSE,CHOTUSE,MSDNUM,MSDZON,pwhfuel3,pwhfuel2,PAYWH,PWHNGTNK,PWHNGWHT,PWHNGHEC,PWHELTNK,PWHELHP,PWHELWHT,PWHELPNT,PWHLPTNK,PWHLPWHT,PWHSLRN,PWHSLRG,PWHSLRP,PWHSLRE,PWHOTSYS,AWHNGTNK,AWHNGWHT,AWHNGHEC,AWHELTNK,AWHELHP,AWHELWHT,AWHELPNT,AWHLPTNK,AWHLPWHT,AWHSLRN,AWHSLRG,AWHSLRP,AWHSLRE,AWHOTSYS,WHTEMP,PRWHAGE,SHWRDAY,BATHSDAY,SHOWERHD,AERATORS,whng,whelec,whbg,whsl,whoth,whngtnk,whngwht,wheltnk,whelhp,whelwht,whelpnt,whlptnk,whlpwht,whslrn,whslrg,whslrp,whslre,whotsys,gdry,edry,numwash,LNDRYEQP,CWTYP,CWAGE,CWHWLD,CWWWLD,CWCWLD,CDTYP,CDAGE,DRYLDS,DRYLDSH,DRYLDSM,DRYLDSL,CKRNTYP,CKRNA,CKOVTYP,CKOVA,CKOOVTYP,CKOOVA,CKBBTYP,CKBBQA,CKMW,CKMWA,WRNUSE,WOVUSE,WMWUSE,WOTHUSE,DISHWASH,DWAGE,DWLOADS,RFNUM,RF1STY,RF2STY,RF3STY,RF1SZ,RF2SZ,RF3SZ,RF1AGE,RF2AGE,RF3AGE,RF1OTH,RF2OTH,RF3OTH,RFDISCRD,FZNUM,FZ1STY,FZ1SZ,FZ1AGE,FZ2STY,FZ2SZ,FZ2AGE,FZDISCRD,SPTYP,SPHTF,SPSZ,SPLOC,SPCOV,SMRNFLTPMP,SMDFLTPMP,SNITFLTPMP,WMRNFLTPMP,WMDFLTPMP,WNITFLTPMP,SMRNHTSPA,SMDHTSPA,SNITHTSPA,WMRNHTSPA,WMDHTSPA,WNITHTSPA,PLTYP,PLSZ,SMRNFLTHR,SMDFLTHR,SNITFLTHR,WMRNFLTHR,WMDFLTHR,WNITFLTHR,PLHTF,SMRNHTPL,SMDHTPL,SNITHTPL,WMRNHTPL,WMDHTPL,WNITHTPL,PMPTYP,PLCOV,PLTIMR,PLSWEEP,PLVAC,PLINDOOR,tvcnt,SMLLEDTV,MEDLEDTV,LRGLEDTV,SMLLCDTV,MEDLCDTV,BIGLCDTV,PLSMTV,STDTV,DLPTV,DVRBOX,MOVPLA,GAMSYS,STREAM,HTSYS,SNDBAR,AUDTOTV,SAMUSIC,SMLTVUSE,MEDTVUSE,BIGTVUSE,lrgtvuse,NDSKPCS,NLAPPCS,DSKPCHRS,LAPPCHRS,WORKHOME,WKHRSHM,PRNTSCAN,TABLET,HUBS,SMRTDEV,SMACELL,OTHCELL,HSMODINT,HMNET,UNPWRSUP,CELL,INCPORT,CFLPORT,LEDPORT,LMRNUSEN,LDAYUSEN,LEVNUSEN,LNITEUSEN,ICTLTIMR,ICTLOCCS,ICTLDIM,ICTLCONN,ICTLNITE,EXINC,EXCFL,EXLED,EXLOWV,EXHID,ECTLTIMR,ECTLDSK,ECTLMOTN,CHRGRS,RECHVAC,SMACOOK,FNPORT,FNCEIL,WNDATV,FNATTIC,FNWHOLE,AIRCLEAN,PORTPUR,HUMDEH,WINCLR,WHPURIFY,DHWRPMP,SAUNA,POND,FIREPIT,WLWTRPMP,WTRSRCES,WLWTUSE,SUMPPMP,SHOPTLS,WELD,AIRCOMP,BATCHRGE,KILN,MEDICAL,EWHLS1,EWHLS2,EWHLS3,CHRGELSC,OLRGAPP,CHADD,CHFUEL,CCADD,ccfuel,WWADD,wwfuel,EVCLADD,evclfuel,WHADD,WHFUEL,RFADD,RFfuel,FRZADD,FRZfuel,STADD,STFUEL,OVADD,OVFUEL,MWADD,mwfuel,DWADD,dwfuel,CWADD,cwfuel,CDADD,CDFUEL,PHADD,PHFUEL,PPADD,ppfuel,TBADD,TBFUEL,NOADD,DCHAGE,DCHFL,DCCAGE,dccfl,DWWAGE,dwwfl,DEVCLAGE,DEVCLFL,DWHAGE,DWHFL,DRFAGE,DRFFL,DFZAGE,DFRZFL,DSTAGE,DSTFL,DOVAGE,DOVFL,DMWAGE,dmwfl,DDWAGE,ddwfl,DCWAGE,dcwfl,DCDAGE,DCDFL,DPHAGE,DPHFL,DPPAGE,dppfl,DTBAGE,DTBFL,NODISCRD,NORENEW,PVRENEW,SORENEW,BTRENEW,WGRENEW,FCRENEW,NOPLAN,PVPLAN,SOWHPLAN,SOPHPLAN,BTPLAN,WGPLAN,FCPLAN,OTHPLAN,samEth,mixedeth,PTHME,PTHMELOC,PTHMEUTL,PTHMGUTL,EDUC,ETHNIC,DISABLED,HOHETH,HOHIND1,HOHIND2,HOHASN1,HOHASN2,HOHBLK1,HOHBLK2,HOHLAT1,HOHLAT2,HOHWHT1,HOHWHT2,HOHOTH1,HOHOTH2,INCOME19,avginc,gasmm,IDENT,STRATA,wt,wt_CDA_E,wt_CDA_NG,wt_LP_E,wt_LP_NG,wt_unadjusted,occtype,netmetered,Non_Response,prov,servzip,payheat2,paywh2,Gas_Unique_ID,new_ght_uec,new_gauxht_uec,new_gwh_uec,new_gswh_uec,new_grng_uec,new_gdry_uec,new_gpht_uec,new_gspa_uec,new_gmiss_uec,new_gall_uec,new_eht_uec,new_ehp_uec,new_auxht_uec,new_cac_uec,new_rac_uec,new_swp_uec,new_ev_uec,new_wht_uec,new_whts_uec,new_rng_uec,new_mwv_uec,new_dwh_uec,new_sph_uec,new_spa_uec,new_cws_uec,new_edy_uec,new_olt_uec,new_ctv_uec,new_off_uec,new_pcs_uec,new_pmp_uec,new_wpm_uec,new_vnt1_uec,new_vnt2_uec,new_msc_uec,new_ref1_uec,new_ref2_uec,new_fz_uec,new_all_uec
5173,1,97,16,6,,,0,2,4,2.0,34.85131747,1375.0,2,4,99,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,97,2,6,4,3,99,1,3,10,1,99,99,99,99,0,2,0,0,0,1,1,0,0,1,97,97,2,2,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,99,0,99,0,0,99,0,0,99,0,0,99,0,0,99,0,0,99,0,0,99,1,1,1,1,0,1,1,99,0,0,0,99,97,2,4,4,3,4,97,1,99,99,99,99,99,99,99,99,99,99,99,0,99,97,97,1,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,2,0,97,97,0,0,0,0,0,97,97,97,97,97,97,97,97,97,97,97,97,97,0,0,99,2,99,99,99,99,99,99,99,99,99,99,99,2,97,97,97,97,97,97,97,97,97,97,97,97,97,2,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,97,97,97,97,97,97,97,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,99,99,99,99,0,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,0,0,0,0,0,0,97,97,97,97,97,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,66013.35665,0.0,L001016023-002264,1,45.8,,,,,225.3,2,0,,,90292,2,1,,,,,,,,,,,,,,,516.2643258,,,,,,310.1363262,,,,,,,,221.57597180000005,,,,,,,1326.7639589999999,1124.778207,,,3499.5187899999996
5177,1,7,16,6,6223.07,,0,2,4,3.0,24.0,1125.0,3,4,99,2,3,1,99,99,99,99,99,99,99,99,99,99,99,99,9,2,5,4,3,99,1,1,2,1,99,99,99,99,1,2,0,1,0,2,0,0,0,1,1,1,1,1,97,1,1,1,1,5,5,1,1,1,1,1,7.0,0.5,0.5,3650.0,10.0,10.0,0.875,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,97,3,5,5,5,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,99,0,99,1,0,97,3,3,3,3,2,1,1,99,99,99,99,99,99,99,99,99,99,99,0,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,0,3,1,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,2,99,99,99,99,99,99,99,99,99,99,99,1,97,1,97,97,97,97,97,1,97,5,5,4,97,1,1,8,1,2,99,99,4,99,99,97,99,99,0,99,99,0,0,99,99,99,99,99,99,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,99,99,2,2,1,1,2,2,1,99,1,2,0,0,2,0,1,1,0,2,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,99,99,0,0,0,0,0,0,0,1,99,99,99,1,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,99,99,99,99,1,99,99,99,99,99,99,99,1,0,2,99,99,99,6,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,5,62500.0,0.0,L001016023-004949,1,84.2,355.4,,,,214.7,1,0,,,90066,1,97,,,,,,31.11407958,,,,,31.11407958,,,,476.65447130000007,,,178.9303412,,,,159.3037754,100.7474983,,,,,,269.58898519999997,,227.25399309999997,,,,,1320.354285,1035.426667,,,3768.2600159999997
5178,1,3,16,6,4868.74,38.33,1,2,4,1.0,39.0,875.0,1,4,99,1,6,1,99,99,99,99,99,99,99,99,99,99,99,99,7,2,4,2,1,1,2,3,9,2,97,97,97,97,0,0,1,0,0,0,0,0,1,1,1,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,99,6,3,2,6,6,1,2,1,4,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,99,0,1,0,99,6,3,1,1,1,1,2,1,99,99,99,99,99,99,99,99,99,99,99,0,99,1,1,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,1,1,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,3,1,2,3,1,2,0,2,3,2,2,0,0,1,3,1,3,97,97,97,97,1,2,5,4,3,97,1,4,0,1,3,99,99,3,99,99,4,99,99,0,99,99,0,0,99,99,99,99,99,99,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,99,3,99,3,0,1,99,97,1,99,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,99,99,0,0,0,0,0,0,0,1,99,99,99,1,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,99,99,99,99,1,99,99,99,99,99,99,99,0,0,2,99,99,99,4,1,1,5,0,97,0,97,0,97,0,97,1,97,0,97,12,68343.20006,0.0,L001016023-004982,1,170.7,314.3,239.3,,204.9,214.7,3,0,,6.0,90293,1,97,6132830.0,,,,,1.62268223,2.492824208,,,,4.115506438,,,,95.52770754,,,,,,,79.65188769,6.142546591,,,53.63404855,,,,,78.61779674,,,24.94037079,,895.1420370999999,1308.7372599999999,,,2542.393655
5179,1,99,16,6,4756.26,,1,2,4,4.0,39.0,1125.0,4,4,99,2,5,1,99,99,99,99,99,99,99,99,99,99,99,99,7,2,5,4,3,99,1,3,10,1,99,99,99,99,2,2,0,2,0,0,2,0,0,1,2,99,1,1,97,1,1,1,97,97,1,4,97,97,97,97,0.0,7.0,0.0,3650.0,10.0,10.0,0.0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,5,3,1,1,1,5,2,2,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,97,97,97,97,97,97,5,3,1,1,1,4,2,1,99,99,99,99,99,99,99,99,99,99,99,97,97,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,1,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,2,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,97,97,97,97,97,97,5,5,97,97,1,2,7,1,2,99,99,3,99,99,3,99,99,0,99,99,0,0,99,99,99,99,99,99,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,0,2,0,0,0,0,0,0,0,1,0,1,2,1,0,1,2,99,2,99,2,0,2,99,3,2,3,1,2,0,0,2,0,1,1,0,2,97,2,2,1,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,99,99,0,0,0,0,0,0,0,1,99,99,99,1,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,1,1,0,99,0,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,99,99,99,99,99,99,99,99,99,97,1,99,99,99,99,99,1,99,99,99,99,99,99,99,1,0,2,99,99,99,5,3,1,4,0,0,0,0,0,0,1,1,0,0,0,0,7,125000.0,0.0,L001016023-005429,1,179.1,329.8,,,,225.3,1,0,,6.0,90025,1,2,6133101.0,,,,,,,,,,,,,,64.5172091,,,,,,664.0300295,,131.2034902,,,,,,,94.09622625,279.17236089999994,,,,,1627.7506529999998,898.7713712000001,,,3759.5413399999998
5180,1,3,16,6,8923.78,,1,2,4,1.0,24.0,2250.0,1,4,99,1,7,1,99,99,99,99,99,99,99,99,99,99,99,99,9,2,8,4,3,99,2,2,5,1,99,99,99,99,0,0,1,0,0,0,0,0,1,2,1,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,99,3,2,6,1,6,6,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,99,0,0,0,99,3,1,5,5,5,5,1,1,99,99,99,99,99,99,99,99,99,99,99,0,99,1,1,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,1,2,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,8,1,1,2,3,2,3,2,3,4,97,4,97,1,2,2,2,97,97,97,2,1,2,97,97,97,97,2,97,97,1,3,99,99,3,99,99,2,99,99,0,99,99,0,0,99,99,99,99,99,99,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,2,2,1,1,1,2,1,99,1,1,0,0,0,0,1,0,0,0,97,97,97,97,2,1,1,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,97,97,97,97,97,97,97,97,97,97,97,97,1,99,99,0,0,0,0,0,0,0,1,99,99,99,97,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,1,1,0,99,0,99,0,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,99,99,99,99,1,99,99,99,99,99,99,99,0,0,2,99,99,99,6,1,1,5,0,97,0,97,0,97,0,97,1,97,0,97,12,122207.5134,0.0,L001016023-005725,1,279.8,513.5,,,374.6,214.7,3,0,,6.0,90049,1,97,6039790.0,101.6648881,,,,0.613626921,18.52100202,,,,120.79951709999999,,,,500.5877045,,,,,,55.81594951,79.65188769,,,,53.63404855,,,288.21635489999994,,186.8730404,,,75.56490404,,1768.9030510000002,905.7793351,,,3915.0262759999996
5184,1,3,16,6,,100.73,1,2,2,1.0,16.0,2250.0,1,97,99,1,16,1,99,99,99,99,99,99,99,99,99,99,99,99,10,2,8,4,3,99,1,3,10,1,99,99,99,99,0,0,1,0,0,0,0,0,1,1,1,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,5,2,5,1,5,5,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,99,0,0,0,99,5,1,3,1,4,3,1,1,99,99,99,99,99,99,99,99,99,99,99,0,99,1,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,5,0,3,0,3,5,3,97,3,97,1,3,1,3,97,97,1,97,1,3,5,4,5,97,1,5,1,2,1,4,99,3,4,99,4,4,99,0,0,99,0,0,99,99,99,99,99,99,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,9,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,1,99,1,99,2,0,0,0,1,0,0,0,0,1,3,97,97,1,1,2,0,0,0,0,0,0,97,97,97,97,97,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,99,99,0,0,0,0,0,0,0,99,2,99,2,97,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,99,99,99,99,1,99,99,99,99,99,99,99,0,0,2,99,99,99,4,1,1,5,0,97,0,97,0,97,0,97,1,97,0,97,9,187500.0,0.0,L001016023-007226,1,"5,418.60",,"8,347.70",,"7,386.40","11,355.30",3,0,1.0,6.0,90291,1,1,6166045.0,109.3551314,,297.4641087,,22.72562665,,,,19.30747029,448.85233700000003,,,,613.5656487000001,,,,,,,79.65188769,6.142546591,,,69.21658601,417.4552988,,455.8626825,,81.5021505,,,75.56490404,,2187.184459,1410.352737,943.2538157,,6339.752716
5185,1,3,16,6,4500.83,256.59,1,2,2,2.0,47.0,1750.0,2,2,99,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,5,2,7,4,3,99,2,3,9,1,99,99,99,99,0,2,0,0,0,0,2,0,0,2,1,1,1,1,1,97,1,2,5,4,5,4,97,97,97,97,0.5,0.5,1.5,5735.714286,10.0,30.0,0.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,2,5,6,6,5,2,0,97,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,99,0,0,0,99,4,2,6,6,6,6,2,1,99,99,99,99,99,99,99,99,99,99,99,0,99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,0,0,1,2,4,1,0,0,1,1,3,1,3,97,97,3,2,1,1,4,3,3,3,1,4,1,2,3,1,99,4,1,99,1,1,99,1,0,99,1,0,99,99,99,99,99,99,0,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,0,0,1,0,1,0,1,0,0,2,2,0,2,1,1,1,1,99,1,2,2,0,2,99,2,1,99,1,1,3,0,2,0,1,1,0,2,3,1,1,1,1,1,1,0,0,2,0,1,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,99,99,0,0,0,0,0,0,0,1,99,99,99,1,0,99,0,99,0,99,0,99,0,99,1,1,0,99,0,99,0,99,1,1,0,99,0,99,0,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,99,2,97,99,99,99,99,99,99,2,1,99,99,99,99,99,99,99,99,99,99,99,99,97,1,99,99,99,99,99,1,99,99,99,99,99,99,99,1,0,2,99,99,99,5,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,12,104201.8112,0.0,L001016023-007533,1,170.7,314.3,239.3,,204.9,214.7,2,0,,6.0,90292,1,1,6142288.0,125.04004920000001,,265.818577,,17.68128342,20.35178833,,,,428.891698,,,,315.9522313,,,,,,,126.2452551,61.48289572,,,4.888315133,,68.8848793,288.21635489999994,,181.1043329,,,57.26471962,,1642.185439,886.5074344000001,409.3365615,,4042.0684189999997
