Scenario Number,Scenario Name,Planning Area,Sector,End Use,Units,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
4,Mid-High,PGE,Commercial,Cooking,GWh,0,8.207565827,17.49693052,26.20366144,34.06911749,40.66567574,45.89569513,43.47585923,39.71468469,35.47464083,31.80269923,29.28771289
4,Mid-High,PGE,Commercial,Cooking,MM Therms,0,0.216984718,0.458345732,0.682987369,0.906030961,1.128814127,1.351913615,1.572299721,1.792013204,2.011713008,2.231381698,2.45131154
4,Mid-High,PGE,Commercial,HVAC - Cooling,GWh,0,2.107277131,4.435284641,5.840018027,6.779498209,7.495510116,8.325316165,9.387895679,10.49674648,11.6083704,12.6767278,13.76533189
4,Mid-High,PGE,Commercial,HVAC - General,GWh,0,22.58618861,45.81657952,68.51326568,121.3106014,174.3049038,227.6055144,289.5187178,351.3384289,413.0965465,474.8858601,536.664484
4,Mid-High,PGE,Commercial,HVAC - General,MM Therms,0,0.506840505,1.088632134,1.635616042,2.50799186,3.355584391,4.182097211,4.981707126,5.552758533,6.100220146,6.77336805,7.467414059
4,Mid-High,PGE,Commercial,HVAC - Heating,GWh,0,-0.59336914,-1.770173337,-3.568157865,-6.021657489,-9.126990268,-12.86819976,-17.26281999,-22.34195503,-28.12701933,-34.64017004,-41.80463581
4,Mid-High,PGE,Commercial,HVAC - Heating,MM Therms,0,0.080418791,0.239917987,0.483393596,0.815473674,1.23507497,1.740143652,2.332573332,3.016333831,3.794325128,4.669324233,5.630733817
4,Mid-High,PGE,Commercial,Lighting - General,GWh,0,40.24739008,80.33641865,118.2635632,160.7698469,197.0487152,228.4698092,248.6036234,263.5794265,274.1072673,281.5104463,288.6874158
4,Mid-High,PGE,Commercial,Lighting - General,MM Therms,0,0.108142239,0.205229448,0.293770814,0.504565268,0.709688216,0.907866314,1.104600032,1.293349984,1.472841048,1.64047502,1.792859682
4,Mid-High,PGE,Commercial,Lighting - Indoor Equipment,GWh,0,0.131664824,0.263069879,0.394250533,0.525327001,0.656343711,0.787336127,0.917701561,1.046677887,1.172582722,1.29232463,1.400807296
4,Mid-High,PGE,Commercial,Lighting - Indoor Equipment,MM Therms,0,0.000372189,0.000744397,0.001115903,0.001487226,0.001857555,0.002226435,0.002592551,0.00295369,0.003305519,0.003639107,0.003939912
4,Mid-High,PGE,Commercial,Lighting - Outdoor,GWh,0,0.131664824,0.263069879,0.394250533,0.653785721,0.917362972,1.183158089,1.448694851,1.713297426,1.976113651,2.234003185,2.48111486
4,Mid-High,PGE,Commercial,Lighting - Outdoor,MM Therms,0,0.000372189,0.000744397,0.001115903,0.003225853,0.005343504,0.007466206,0.009593011,0.011721597,0.013846189,0.015950527,0.018017071
4,Mid-High,PGE,Commercial,MachDr,GWh,0,2.151795847,4.402467681,6.678006524,13.80246117,20.67365222,27.38307228,33.94739911,40.38103993,46.52168178,52.36401995,58.33571088
4,Mid-High,PGE,Commercial,Miscellaneous,GWh,0,7.122422442,14.41001418,21.61999039,28.71276821,35.65157045,42.42534607,43.17271514,43.65238753,43.94296572,44.07850665,44.08098884
4,Mid-High,PGE,Commercial,Miscellaneous,MM Therms,0,0.007872434,0.015365777,0.022519432,0.029362427,0.035901604,0.042130807,0.047986537,0.053315568,0.057853539,0.061241667,0.063228857
4,Mid-High,PGE,Commercial,Office Equipment,GWh,0,3.64974851,27.90098286,73.2424714,117.8736003,161.7032923,204.4695897,235.3495083,245.8139924,253.7851829,258.6532537,263.2444997
4,Mid-High,PGE,Commercial,Office Equipment,MM Therms,0,0.027196085,0.025587847,-0.072573701,-0.143212805,-0.209303404,-0.272410197,-0.250312416,-0.222807719,-0.198507195,-0.177114349,-0.158594335
4,Mid-High,PGE,Commercial,Refrigeration,GWh,0,38.96239282,80.22364265,118.7696158,154.3783402,187.9451998,215.9506199,237.0442697,257.0888436,276.5485579,296.1391203,316.2932044
4,Mid-High,PGE,Commercial,Refrigeration,MM Therms,0,0.00015557,0.000275256,0.000353727,0.005497139,0.010677053,0.015916468,0.021211598,0.026556329,0.031933279,0.037338637,0.042788396
4,Mid-High,PGE,Commercial,Water Heating,GWh,0,0.413080627,0.283510607,-0.465476174,-1.273775867,-2.63706964,-4.574213007,-7.116777819,-10.28965422,-14.11581591,-18.63075293,-23.78091097
4,Mid-High,PGE,Commercial,Water Heating,MM Therms,0,0.529706776,1.152934791,1.859925637,2.653380629,3.539053718,4.516837418,5.58708629,6.753393904,8.025383153,9.401660225,10.86910141
4,Mid-High,PGE,Commercial,WholeBlg,GWh,0,83.28944208,185.6063711,255.1507436,314.9761356,375.9625682,451.6795915,527.7743647,592.6821679,659.6325976,728.1245758,796.7092569
4,Mid-High,PGE,Commercial,WholeBlg,MM Therms,0,2.291239503,5.059086762,7.234683562,9.091756321,11.00420027,13.12089206,15.32627527,17.45977936,19.69700382,22.03329257,24.42599731
4,Mid-High,PGE,Industrial,HVAC,GWh,0,1.871073282,3.876042998,6.0076539,8.216282736,10.39311058,12.43086592,14.30911,16.01839186,17.5688325,18.85130858,20.34718755
4,Mid-High,PGE,Industrial,HVAC,MM Therms,0,0.20111045,0.387221272,0.556039755,0.686814434,0.594227815,0.485206745,0.370708838,0.289214757,0.215012361,0.149638413,0.104385914
4,Mid-High,PGE,Industrial,Lighting,GWh,0,6.261208115,12.92390964,19.59538492,25.77272482,31.6227083,36.94925438,41.78379169,46.00973505,49.81310563,53.09554957,56.72158737
4,Mid-High,PGE,Industrial,MachDr,GWh,0,15.88383328,29.92905671,39.73654841,46.09526281,52.66614518,53.98358334,54.96869125,55.7236958,57.08005425,58.44952525,60.58669156
4,Mid-High,PGE,Industrial,Miscellaneous,GWh,0,1.517203499,2.805526645,3.802815105,4.480767716,4.996298573,5.360594311,5.613037801,5.763152934,5.871983794,5.95244981,6.014437266
4,Mid-High,PGE,Industrial,ProcHeat,GWh,0,0.021985276,0.045286952,0.069318618,0.094959084,0.124179138,0.159671947,0.201765129,0.248670672,0.296489431,0.381641102,0.447669709
4,Mid-High,PGE,Industrial,ProcHeat,MM Therms,0,2.439704288,4.963851623,7.508633515,9.769068019,11.45972037,12.1755138,12.11264055,11.77692013,10.947574,9.466816233,8.056840976
4,Mid-High,PGE,Industrial,WholeBlg,GWh,0,18.98385975,38.39622696,58.1583095,78.5558991,94.59256259,108.915242,123.7005641,139.3182318,156.3639545,175.8337136,199.4890433
4,Mid-High,PGE,Industrial,WholeBlg,MM Therms,0,2.863736603,5.776707165,8.748148093,11.80662833,14.24140478,16.45844575,18.80398605,21.37145705,24.33926128,28.00960823,32.86499809
4,Mid-High,PGE,Mining,OilGasExtract,GWh,0,1.886282473,3.717004689,5.551557574,7.310271978,8.994656919,10.60669131,12.14996308,13.62757195,15.04338487,16.40061004,17.70233479
4,Mid-High,PGE,Mining,OilGasExtract,MM Therms,0,0.002380936,0.004692811,0.0069156,0.009045842,0.011082163,0.013029042,0.014888367,0.016665502,0.018364087,0.019986236,0.021535421
4,Mid-High,PGE,Residential,Behavior,GWh,0,3.271061711,3.271274856,3.277400323,3.236082933,3.233249741,3.229970583,3.223412267,3.216867267,3.210335557,3.203817109,3.197285386
4,Mid-High,PGE,Residential,HVAC - Cooling,GWh,0,0.096593308,0.192497769,0.290580225,0.388294369,0.487695279,0.592425592,0.707865835,0.840713429,1.002738531,1.206844396,1.375321125
4,Mid-High,PGE,Residential,HVAC - General,GWh,0,14.25209834,36.74501958,54.6908049,79.51978582,104.1645036,128.5305544,151.4580856,173.575581,195.5489352,217.2088611,238.4623199
4,Mid-High,PGE,Residential,HVAC - General,MM Therms,0,0.454226951,2.604814515,4.0285018,5.41484743,6.774738907,8.531498702,10.4031282,12.20105733,13.98265906,15.7606996,17.50523623
4,Mid-High,PGE,Residential,HVAC - Heating,GWh,0,-1.936552496,-5.913391811,-11.84339541,-19.52327714,-28.71451671,-39.30240644,-51.78399219,-66.20137872,-82.59281083,-100.9971301,-121.2418812
4,Mid-High,PGE,Residential,HVAC - Heating,MM Therms,0,0.257385505,0.785969573,1.573460856,2.592831666,3.810764139,5.212506765,6.86258921,8.765950232,10.92769149,13.35238256,16.01652346
4,Mid-High,PGE,Residential,Lighting - General,GWh,0,0.935180737,1.942550469,2.985879209,4.103812168,5.215385383,6.490805997,7.710374501,8.705613793,9.590241175,10.37128175,11.09108483
4,Mid-High,PGE,Residential,Lighting - General,MM Therms,0,-0.007235837,-0.015786787,-0.025551155,-0.036486992,-0.048479825,-0.067249459,-0.086371902,-0.099288485,-0.111505104,-0.123714308,-0.135931734
4,Mid-High,PGE,Residential,Miscellaneous,GWh,0,0.623546965,1.48913276,2.388577791,3.323197011,4.29515567,5.301514925,6.33587856,7.348754449,8.307741815,9.069800658,9.790294749
4,Mid-High,PGE,Residential,Miscellaneous,MM Therms,0,0.104814238,0.212271352,0.322265677,0.43462489,0.54888663,0.664489014,0.780072381,0.893055232,0.999257696,1.092989545,1.169667979
4,Mid-High,PGE,Residential,Plug Load - Appliances,GWh,0,49.34937752,118.6506241,166.1662454,237.9627302,307.2594685,376.5331865,434.9379919,475.1955018,515.7004332,556.0268851,598.5020746
4,Mid-High,PGE,Residential,Plug Load - Appliances,MM Therms,0,0.447649486,0.80727798,1.074412778,1.651484615,2.297327783,2.954914381,3.702472281,4.536591446,5.370375984,6.203731986,7.036896692
4,Mid-High,PGE,Residential,Plug Load - Consumer Electronics,GWh,0,4.39E-05,8.77E-05,0.000131616,0.000175488,0.000202789,0.000233325,0.000265029,0.000297053,0.000329078,0.000360985,0.00039295
4,Mid-High,PGE,Residential,Refrig/Freezer,GWh,0,0.512056707,0.946238501,1.490797754,2.00459143,2.490972976,2.860327031,3.140249032,3.363977578,3.556375672,3.727229051,3.924520013
4,Mid-High,PGE,Residential,Water Heating,GWh,0,3.778258788,6.86756197,8.033072032,7.537654004,5.719736626,2.224827046,-3.568426291,-11.56436469,-21.64955446,-33.8047795,-48.1958351
4,Mid-High,PGE,Residential,Water Heating,MM Therms,0,1.977467874,4.324488376,6.911829505,9.739118308,12.98716725,16.35418709,19.70575013,23.27577315,27.07628651,31.09636236,35.07405745
4,Mid-High,PGE,Residential,WholeBlg,GWh,0,209.1918075,274.0861382,342.350486,550.086079,760.7413645,975.6029384,1192.377398,1411.379601,1631.469223,1851.932824,2071.166316
4,Mid-High,PGE,Residential,WholeBlg,MM Therms,0,5.971061291,8.605260842,11.45658993,25.98073964,40.7175704,55.68863861,70.85523985,86.17204493,101.5717122,117.0044784,132.3351908
4,Mid-High,PGE,Streetlighting,Street Lighting,GWh,0,0.866442046,1.827363636,2.917534898,4.248257886,5.830907074,7.668283609,9.75124772,12.06616178,14.59503847,17.31698859,20.23991488
4,Mid-High,SCE,AGWP,Lighting,GWh,0,4.410438424,9.1130562,9.668849177,9.379683616,8.419993395,7.138924298,5.870699534,4.855279558,4.168529632,3.757407219,3.531169485
4,Mid-High,SCE,AGWP,MachDr,GWh,0,1.556086658,3.258343833,5.095255854,6.997476331,8.989866128,11.05340149,13.16659437,15.27941004,17.35779086,19.36530846,21.27857006
4,Mid-High,SCE,AGWP,MachDr,MM Therms,0,0.156782242,0.331205685,0.519207543,0.714189582,0.907768029,1.092097039,1.13333685,1.140738463,1.117351181,1.071775298,1.014901717
4,Mid-High,SCE,AGWP,WholeBlg,GWh,0,15.80881761,31.53941493,47.27022333,63.12147997,77.61987941,91.73417331,106.3887206,122.1004454,139.7752685,161.0733819,188.7381529
4,Mid-High,SCE,AGWP,WholeBlg,MM Therms,0,0.499659643,0.987194342,1.463180693,1.928289485,2.371456731,2.799328424,3.217467158,3.626707549,4.027579764,4.420246718,4.804818994
4,Mid-High,SCE,Commercial,Behavior,GWh,0,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627
4,Mid-High,SCE,Commercial,Cooking,GWh,0,2.784535125,6.04377998,9.046173926,12.12841517,15.27244875,18.49878281,21.68725264,28.20708697,33.60080066,38.0965038,41.929782
4,Mid-High,SCE,Commercial,Cooking,MM Therms,0,1.031231933,2.183600244,3.36428567,4.56844141,5.793670736,7.038724689,8.296154524,9.564833326,10.84467887,12.13507944,13.43609133
4,Mid-High,SCE,Commercial,HVAC - Cooling,GWh,0,3.194853657,15.03536473,26.72038107,39.70235519,53.12449675,66.15486306,76.73524493,84.91599938,91.27644474,96.23802867,102.8091979
4,Mid-High,SCE,Commercial,HVAC - General,GWh,0,57.25727291,116.1827644,175.4236972,258.969924,344.7917991,435.4878227,533.2692863,629.6298739,725.8315108,823.7726265,923.4753455
4,Mid-High,SCE,Commercial,HVAC - General,MM Therms,0,0.228463922,0.478176971,0.731920838,1.469142143,2.192755942,2.918213012,3.651582139,4.347903604,5.043012963,5.740750426,6.442296041
4,Mid-High,SCE,Commercial,HVAC - Heating,GWh,0,-0.608605838,-1.815628341,-3.659782016,-6.176283286,-9.361355666,-13.19863298,-17.70609949,-22.91565797,-28.84927277,-35.52966997,-42.87810689
4,Mid-High,SCE,Commercial,HVAC - Heating,MM Therms,0,0.075317432,0.224658308,0.452921844,0.764438904,1.159142351,1.634913996,2.194225692,2.84116896,3.578412309,4.408874251,5.322936767
4,Mid-High,SCE,Commercial,Lighting - General,GWh,0,62.45554074,126.7533591,188.5430811,254.0213969,310.0503414,357.447032,380.2046042,391.9885252,394.7371191,392.0740576,390.1678414
4,Mid-High,SCE,Commercial,Lighting - General,MM Therms,0,0.110122805,0.209189001,0.298264583,0.499652792,0.693760873,0.881080837,1.062067742,1.236680978,1.404186445,1.562213359,1.706991829
4,Mid-High,SCE,Commercial,Lighting - Indoor Equipment,GWh,0,0.13524406,0.270870656,0.40626912,0.542100905,0.677727091,0.812800304,0.946883087,1.079297537,1.208453827,1.331116234,1.442095401
4,Mid-High,SCE,Commercial,Lighting - Indoor Equipment,MM Therms,0,0.000348579,0.000697081,0.001045376,0.001393708,0.001742065,0.002089557,0.002435236,0.002777008,0.003110596,0.003427632,0.003714552
4,Mid-High,SCE,Commercial,Lighting - Outdoor,GWh,0,0.13524406,0.270870656,0.40626912,0.675077684,0.947393287,1.221113987,1.493980158,1.765547428,2.035020871,2.299174313,2.55212515
4,Mid-High,SCE,Commercial,Lighting - Outdoor,MM Therms,0,0.000348579,0.000697081,0.001045376,0.00302917,0.005023494,0.007026772,0.009038342,0.011055009,0.013071188,0.015071937,0.017037985
4,Mid-High,SCE,Commercial,MachDr,GWh,0,2.672215605,5.66391872,8.936074333,17.53041648,25.48219952,32.70119441,39.32427363,45.78259655,52.1383075,58.38444487,64.56999846
4,Mid-High,SCE,Commercial,Miscellaneous,GWh,0,4.107755542,8.366779895,12.52008978,16.51018921,20.28186888,23.80910518,24.67189283,25.21817004,25.51858918,25.61455829,25.57066147
4,Mid-High,SCE,Commercial,Miscellaneous,MM Therms,0,0.007373047,0.014389145,0.021095865,0.027515182,0.033666676,0.039535448,0.045066399,0.050115108,0.054429988,0.057674593,0.059614044
4,Mid-High,SCE,Commercial,Office Equipment,GWh,0,4.169553333,29.07202028,76.05101947,122.3213946,167.6706013,211.7139002,243.7351106,254.553646,262.8543185,267.4437883,271.9741628
4,Mid-High,SCE,Commercial,Office Equipment,MM Therms,0,0.102525347,0.055864387,-0.124615857,-0.276096054,-0.42095879,-0.561253835,-0.641600551,-0.602742962,-0.566667119,-0.526828008,-0.49211653
4,Mid-High,SCE,Commercial,Refrigeration,GWh,0,32.70179066,66.87444519,99.83963784,129.6261341,157.043177,178.0217373,190.3170635,201.3605905,211.7414285,222.2637327,233.7027669
4,Mid-High,SCE,Commercial,Refrigeration,MM Therms,0,0,0,0,0.004946834,0.009925442,0.014938696,0.019982551,0.025058617,0.03016792,0.035310427,0.040493812
4,Mid-High,SCE,Commercial,Water Heating,GWh,0,0.598099742,0.711699526,0.264953222,-0.169616005,-1.155574493,-2.678087917,-4.780949462,-7.485255747,-10.81878531,-14.82139722,-19.44160324
4,Mid-High,SCE,Commercial,Water Heating,MM Therms,0,0.768946496,1.621224522,2.560769334,3.591630944,4.718658289,5.940116093,7.256199963,8.673132458,10.19349814,11.81998839,13.54264301
4,Mid-High,SCE,Commercial,WholeBlg,GWh,0,78.17528297,170.0674849,245.4790373,312.8437668,395.4741179,479.2180558,552.4709074,628.3623812,707.0909719,788.4096182,875.1267308
4,Mid-High,SCE,Commercial,WholeBlg,MM Therms,0,1.560771583,3.242556009,4.662055191,5.905661494,7.337619779,8.784056312,10.14607536,11.56946933,13.05727723,14.6072364,16.2154319
4,Mid-High,SCE,Industrial,HVAC,GWh,0,1.207954984,2.900937131,5.679951125,8.450060803,10.65773082,12.13136052,12.95765877,13.72375195,14.45575412,15.07447579,15.76688321
4,Mid-High,SCE,Industrial,HVAC,MM Therms,0,0.264182896,0.496197956,0.685090366,0.827336993,0.66361397,0.515761933,0.384231266,0.283820374,0.206412545,0.135834927,0.089011066
4,Mid-High,SCE,Industrial,Lighting,GWh,0,10.67487962,22.18429338,34.28038778,45.8658018,56.66937747,66.23575284,74.10105536,80.50192207,85.5230553,89.54410985,94.51644188
4,Mid-High,SCE,Industrial,MachDr,GWh,0,16.91896381,35.11452712,54.40255182,70.87599616,84.00349549,88.43587137,90.49204642,92.5542024,94.45062731,95.42107904,97.53575483
4,Mid-High,SCE,Industrial,Miscellaneous,GWh,0,0.965588815,2.082858618,3.328663498,4.622942171,5.914755997,7.705108681,9.341770708,10.74352555,11.85099728,12.13009956,12.21731363
4,Mid-High,SCE,Industrial,ProcHeat,GWh,0,0.271130037,0.810265997,2.040303519,3.328747548,4.31873847,5.001113259,5.411507742,5.885143979,6.361080381,6.726930831,7.146674175
4,Mid-High,SCE,Industrial,ProcHeat,MM Therms,0,1.99365039,4.140165538,6.315856863,8.39098899,9.879917469,12.27522152,12.75282303,12.6282355,11.82162068,10.70088471,8.100586664
4,Mid-High,SCE,Industrial,WholeBlg,GWh,0,20.75906369,42.27081573,64.20026863,86.9518571,104.972951,121.0282999,137.5057627,154.7672823,173.4360093,194.4809528,219.6075963
4,Mid-High,SCE,Industrial,WholeBlg,MM Therms,0,2.352585678,4.738495933,7.171342498,9.670523419,11.67673221,13.51510883,15.48117237,17.66543001,20.22958181,23.46005772,27.82786525
4,Mid-High,SCE,Mining,OilGasExtract,GWh,0,3.02978732,5.996289747,8.941583184,11.77321538,14.48861401,17.09047308,19.58296152,21.97076117,24.25868171,26.45137243,28.5532955
4,Mid-High,SCE,Mining,OilGasExtract,MM Therms,0,0.054529936,0.101791051,0.148521726,0.194150854,0.23833361,0.280882592,0.321732707,0.360871756,0.398327776,0.434141835,0.468381424
4,Mid-High,SCE,Residential,Behavior,GWh,0,10.83754049,10.72916509,10.73989425,10.75063415,10.76138478,10.77214616,10.78291831,10.79370123,10.80449493,10.81529943,10.82609313
4,Mid-High,SCE,Residential,HVAC - Cooling,GWh,0,1.188273601,4.091304185,7.276623198,10.77713337,14.42125852,18.05349441,21.96368248,25.66745065,28.94483676,31.57435932,34.74100468
4,Mid-High,SCE,Residential,HVAC - General,GWh,0,20.33155381,50.55344592,75.97465588,109.0734342,142.4239088,175.8821831,207.8434606,239.0327923,270.2149155,301.0111264,331.0663579
4,Mid-High,SCE,Residential,HVAC - General,MM Therms,0,0.18762454,2.776299996,4.449803877,6.098245024,7.746264901,9.415753799,11.09849022,12.73339135,14.36986481,15.81217219,17.24571618
4,Mid-High,SCE,Residential,HVAC - Heating,GWh,0,-1.98915872,-6.074028414,-12.16511988,-20.0536247,-29.49454323,-40.37005175,-53.19069834,-67.99973151,-84.83643497,-103.7407054,-124.5354029
4,Mid-High,SCE,Residential,HVAC - Heating,MM Therms,0,0.25150622,0.767876732,1.538167076,2.535865479,3.73118982,5.108858682,6.734224868,8.613160429,10.75047515,13.1515034,15.7942373
4,Mid-High,SCE,Residential,Lighting - General,GWh,0,7.139290415,14.21299375,19.48807343,23.65528344,26.49892738,27.57889418,28.697611,30.57247962,33.18354598,36.38603383,38.71477049
4,Mid-High,SCE,Residential,Lighting - General,MM Therms,0,-0.004596441,-0.009167696,-0.013473868,-0.017538599,-0.021383556,-0.024992503,-0.028387897,-0.031590063,-0.034617388,-0.03748651,-0.040212484
4,Mid-High,SCE,Residential,Miscellaneous,GWh,0,1.26848278,3.180288751,5.646074312,8.759899229,12.15724618,14.50099955,15.13001993,14.31363623,13.14310319,12.51862673,11.62500359
4,Mid-High,SCE,Residential,Miscellaneous,MM Therms,0,0.102420036,0.2073942,0.314986192,0.424957344,0.537102899,0.650733032,0.764622708,0.876252932,0.981470704,1.074718318,1.151537352
4,Mid-High,SCE,Residential,Plug Load - Appliances,GWh,0,34.2306448,97.20865626,154.1143556,237.1930252,318.0812258,397.5404541,464.7774017,503.8996618,540.9416279,575.5663367,610.667439
4,Mid-High,SCE,Residential,Plug Load - Appliances,MM Therms,0,0.417079362,0.733462819,0.947946749,1.634834438,2.357981048,3.164807253,4.135894939,5.246472576,6.369954051,7.467588031,8.566766534
4,Mid-High,SCE,Residential,Plug Load - Consumer Electronics,GWh,0,0.077783058,0.157122011,0.242793888,0.3312472,0.354814337,0.405038093,0.456140876,0.508140454,0.561058104,0.614912833,0.667839986
4,Mid-High,SCE,Residential,Refrig/Freezer,GWh,0,3.534438947,5.953096756,8.517307958,11.0496381,13.4898899,15.61204698,17.43742538,19.05767384,20.6663123,22.17225653,23.73535288
4,Mid-High,SCE,Residential,Water Heating,GWh,0,1.420493506,1.174843648,-1.108988741,-5.181713014,-10.85039243,-17.98954985,-27.13967401,-38.63372167,-52.17755585,-67.8186711,-85.38448248
4,Mid-High,SCE,Residential,Water Heating,MM Therms,0,2.349076696,4.875006611,7.238303475,9.715305346,12.09597551,14.60229699,16.27138399,18.27906784,20.65245327,23.32590142,26.29701144
4,Mid-High,SCE,Residential,WholeBlg,GWh,0,190.8526852,265.8549685,340.1355335,558.9344527,779.7197292,1001.357325,1220.38193,1441.167412,1662.695878,1883.554348,2102.245232
4,Mid-High,SCE,Residential,WholeBlg,MM Therms,0,6.136272478,7.628379532,9.085057146,22.47713019,35.8969927,49.29906546,62.71610409,76.13573,90.81162459,105.4293431,119.8471668
4,Mid-High,SCE,Streetlighting,Street Lighting,GWh,0,0.199556288,0.417866371,0.660204279,0.938452974,1.272016033,1.665883666,2.104322981,2.601355508,3.152169915,3.711964924,4.244797199
4,Mid-High,SDGE,AGWP,Lighting,GWh,0,0.025169551,0.056645126,0.092627284,0.129370863,0.188530639,0.228388648,0.22658268,0.226103357,0.226416063,0.22720258,0.228152779
4,Mid-High,SDGE,AGWP,Lighting,MM Therms,0,0,0,0,0,-4.85E-05,-7.58E-05,-9.03E-05,-9.75E-05,-0.000100911,-0.000102516,-5.47E-05
4,Mid-High,SDGE,AGWP,MachDr,MM Therms,0,0.00738931,0.013277621,0.016602915,0.018680956,0.020565002,0.022251606,0.017623134,0.014341267,0.013428312,0.013542418,0.013614537
4,Mid-High,SDGE,AGWP,WholeBlg,GWh,0,0.727390937,1.453234545,2.185513583,2.924854897,3.606127012,4.272911101,4.966811259,5.712308979,6.553539353,7.571387737,8.901206068
4,Mid-High,SDGE,AGWP,WholeBlg,MM Therms,0,0.023979791,0.046784843,0.068463231,0.089029253,0.107929247,0.125473717,0.141930667,0.157355665,0.171811205,0.185361017,0.19806704
4,Mid-High,SDGE,Commercial,Cooking,GWh,0,1.078237819,2.296499192,3.462325554,4.659505996,5.887618081,7.139935444,8.387161433,9.636142429,10.88898307,12.1421144,13.39679804
4,Mid-High,SDGE,Commercial,Cooking,MM Therms,0,0.103226024,0.215423048,0.324607978,0.435591097,0.548155746,0.661801221,0.774829699,0.887636485,1.000385595,1.112920097,1.22532406
4,Mid-High,SDGE,Commercial,HVAC - General,GWh,0,12.03031095,24.49038731,34.48231577,50.5687547,66.63357816,82.83122016,100.7910473,119.3117416,138.4737025,158.3624501,178.817132
4,Mid-High,SDGE,Commercial,HVAC - General,MM Therms,0,0.166253563,0.339979198,0.508280973,0.715625287,0.917428113,1.108910844,1.287170004,1.369549811,1.436315211,1.492509119,1.546529881
4,Mid-High,SDGE,Commercial,HVAC - Heating,GWh,0,-0.123123648,-0.367309629,-0.740390058,-1.249489375,-1.893843578,-2.670141718,-3.582022092,-4.635938771,-5.836335239,-7.187809084,-8.674430314
4,Mid-High,SDGE,Commercial,HVAC - Heating,MM Therms,0,0.009899933,0.029567657,0.059744529,0.101068456,0.153625966,0.217150636,0.292171631,0.379303797,0.478972754,0.59167142,0.716175823
4,Mid-High,SDGE,Commercial,Lighting - General,GWh,0,7.262731746,14.37555404,21.07968409,28.89061759,35.81670169,41.78816136,44.41268189,46.24598473,47.71485336,48.87366839,50.10842999
4,Mid-High,SDGE,Commercial,Lighting - General,MM Therms,0,0.013644057,0.02618784,0.037735736,0.064427681,0.090326379,0.115420323,0.140156189,0.163952846,0.18676639,0.208350881,0.228165582
4,Mid-High,SDGE,Commercial,Lighting - Indoor Equipment,GWh,0,0.026782487,0.053454652,0.080366464,0.107389403,0.134518664,0.161623728,0.188557759,0.21508913,0.240860604,0.265159937,0.286877028
4,Mid-High,SDGE,Commercial,Lighting - Indoor Equipment,MM Therms,0,4.58E-05,9.17E-05,0.00013776,0.000183968,0.000230355,0.000276755,0.000323131,0.000369185,0.000414339,0.000457493,0.000496853
4,Mid-High,SDGE,Commercial,Lighting - Outdoor,GWh,0,0.026782487,0.053454652,0.080366464,0.133988271,0.188545057,0.243496673,0.29823035,0.352517128,0.406081883,0.458121349,0.507666109
4,Mid-High,SDGE,Commercial,Lighting - Outdoor,MM Therms,0,4.58E-05,9.17E-05,0.00013776,0.000401741,0.000667897,0.00093639,0.001207135,0.001479625,0.001753135,0.002025675,0.00229385
4,Mid-High,SDGE,Commercial,MachDr,GWh,0,0.108773467,0.222195624,0.332805586,1.500264175,2.64457856,3.767733239,4.872788376,5.962705189,7.030617842,8.079493684,9.112000649
4,Mid-High,SDGE,Commercial,Miscellaneous,GWh,0,0.618644441,1.25505443,1.845285767,2.38646897,2.870391245,3.293835688,3.399834672,3.45290926,3.470189024,3.953799555,4.467020061
4,Mid-High,SDGE,Commercial,Miscellaneous,MM Therms,0,0.000969134,0.001893134,0.002779784,0.003631367,0.004450598,0.005234487,0.005977155,0.006659097,0.007246809,0.00769585,0.007974924
4,Mid-High,SDGE,Commercial,Office Equipment,GWh,0,1.694262106,7.753265644,18.35447648,28.86313697,39.23123382,49.23616004,56.74479915,59.80631263,62.32545344,63.71346271,65.07667145
4,Mid-High,SDGE,Commercial,Office Equipment,MM Therms,0,0.028829229,0.044912503,0.049539196,0.058905702,0.070078504,0.087031893,0.094318914,0.121332531,0.144151095,0.163894051,0.181857074
4,Mid-High,SDGE,Commercial,Refrigeration,GWh,0,8.556462592,17.38131548,25.42086455,32.38065986,38.53408931,42.7553569,44.47322562,45.77799972,46.90697275,48.11186107,49.57287625
4,Mid-High,SDGE,Commercial,Refrigeration,MM Therms,0,3.26E-05,5.74E-05,7.35E-05,0.00070782,0.001350919,0.002009789,0.002683046,0.003367993,0.004060705,0.00476063,0.005466183
4,Mid-High,SDGE,Commercial,Water Heating,GWh,0,0.171701488,0.23879007,0.18895253,0.135777533,-0.020726079,-0.273147347,-0.637841762,-1.122695941,-1.733327521,-2.47821834,-3.345771071
4,Mid-High,SDGE,Commercial,Water Heating,MM Therms,0,0.074568296,0.160255932,0.256997058,0.365643441,0.486950846,0.620402997,0.765849844,0.924359584,1.096410151,1.282474097,1.481287459
4,Mid-High,SDGE,Commercial,WholeBlg,GWh,0,16.94349567,39.84929355,56.41855597,69.27163461,87.06451212,105.4128523,120.4755572,136.4313515,153.4234702,171.4251324,190.6982002
