Scenario Number,Scenario Name,Planning Area,Sector,End Use,Units,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
2,Mid-Low,PGE,Industrial,ProcHeat,MM Therms,0,0,0,0,0,0,0.235626262,0.411522398,0.567204629,1.447398806,1.537120556,1.572995139
2,Mid-Low,PGE,Industrial,WholeBlg,GWh,0,18.59365565,37.31169394,56.30148031,75.68787192,90.66808339,103.7851475,117.0620303,130.7013756,144.9978245,160.3733208,177.351503
2,Mid-Low,PGE,Industrial,WholeBlg,MM Therms,0,2.810704742,5.645845353,8.509480567,11.42258748,13.69800676,15.72050526,17.80315243,19.9949209,22.38694988,25.11097542,28.30851123
2,Mid-Low,PGE,Mining,OilGasExtract,GWh,0,1.859597899,3.665650677,5.406155827,7.07728856,8.679229561,10.21396824,11.68393273,13.09189098,14.44048621,15.73240591,16.97002764
2,Mid-Low,PGE,Mining,OilGasExtract,MM Therms,0,0.002374721,0.004681084,0.006900372,0.009028707,0.011064085,0.013010526,0.014869658,0.01664671,0.01834526,0.019967396,0.021516575
2,Mid-Low,PGE,Residential,Behavior,GWh,0,3.271061711,3.271274856,3.277400323,3.236082933,3.233249741,3.229970583,3.223412267,3.216867267,3.210335557,3.203817109,3.197285386
2,Mid-Low,PGE,Residential,HVAC - Cooling,GWh,0,0.059318621,0.11804558,0.176242602,0.23324266,0.290452815,0.352382571,0.420783295,0.496472783,0.583825626,0.684805717,0.773140507
2,Mid-Low,PGE,Residential,HVAC - General,GWh,0,4.86380323,10.73091363,16.37148393,22.02924439,27.86908955,33.88196603,39.58289231,45.17918056,50.84614056,56.61877351,62.33290722
2,Mid-Low,PGE,Residential,HVAC - General,MM Therms,0,0.518984432,1.106790331,1.629879568,2.114123089,2.58612143,3.043796197,3.517367274,3.91958928,4.310035474,4.688841913,5.024924771
2,Mid-Low,PGE,Residential,HVAC - Heating,GWh,0,-0.645517499,-1.971130604,-3.947798472,-6.507759046,-9.571505571,-13.10080215,-17.26133073,-22.06712624,-27.53093694,-33.66571002,-40.41396041
2,Mid-Low,PGE,Residential,HVAC - Heating,MM Therms,0,0.085795168,0.261989858,0.524486952,0.864277222,1.270254713,1.737502255,2.287529737,2.921983411,3.642563831,4.450794185,5.338841154
2,Mid-Low,PGE,Residential,Lighting - General,GWh,0,0.553276642,1.152595087,1.792804801,2.508524377,3.24659488,3.986807545,4.701414102,5.373444059,5.983026232,6.51680842,7.016571035
2,Mid-Low,PGE,Residential,Lighting - General,MM Therms,0,-0.003828319,-0.00893532,-0.015335406,-0.022984812,-0.031781476,-0.041110883,-0.050641501,-0.060246751,-0.06984815,-0.079468657,-0.089229371
2,Mid-Low,PGE,Residential,Miscellaneous,GWh,0,0.370690046,0.744525546,1.123854807,1.508207296,1.896712764,2.28991753,2.683323297,3.034154428,3.361863822,3.649309595,3.886551697
2,Mid-Low,PGE,Residential,Miscellaneous,MM Therms,0,0.073369966,0.148589947,0.225585974,0.304237423,0.384220641,0.46514231,0.546050666,0.625138662,0.699480387,0.765092681,0.818767585
2,Mid-Low,PGE,Residential,Plug Load - Appliances,GWh,0,7.56777722,15.86201121,23.22215306,30.83160275,38.67052355,46.93490938,56.41406811,66.96946221,87.34101418,105.8435326,114.27989
2,Mid-Low,PGE,Residential,Plug Load - Appliances,MM Therms,0,0.439928252,0.896206323,1.355607286,1.819360467,2.286707533,2.756983008,3.229197656,3.702974459,4.177846147,4.653688309,5.130687064
2,Mid-Low,PGE,Residential,Plug Load - Consumer Electronics,GWh,0,4.39E-05,8.77E-05,0.000139463,0.000193354,0.000222454,0.000251707,0.000280993,0.000310194,0.000339276,0.000368226,0.000397302
2,Mid-Low,PGE,Residential,Refrig/Freezer,GWh,0,0.567288216,1.01974973,1.599162085,2.170554157,2.65657336,3.082410609,3.467987626,3.82687806,4.169402362,4.501962089,4.847687169
2,Mid-Low,PGE,Residential,Water Heating,GWh,0,4.456747655,9.844120125,14.61460536,18.84460565,22.59696257,25.87954661,28.42739442,30.29721181,31.40993272,31.80514731,31.54534902
2,Mid-Low,PGE,Residential,Water Heating,MM Therms,0,0.776126822,1.676874471,2.670688441,3.793947538,4.963477603,6.206910832,7.327653799,8.52963329,10.5583642,12.83436105,15.18363379
2,Mid-Low,PGE,Residential,WholeBlg,GWh,0,179.9748013,226.3181006,273.7029008,349.5678782,427.5903634,508.7789813,591.2086661,674.678944,757.5281727,840.7597114,923.5815671
2,Mid-Low,PGE,Residential,WholeBlg,MM Therms,0,5.063998132,7.045703747,9.159828438,13.55565523,18.1303245,22.89515568,27.82035247,32.8580221,37.94929004,43.10309949,48.25253083
2,Mid-Low,PGE,Streetlighting,Street Lighting,GWh,0,0.560342639,1.165005105,1.851810925,2.746399764,3.870970689,5.235832868,6.837384362,8.666912059,10.71161283,12.95811449,15.3940064
2,Mid-Low,SCE,AGWP,Lighting,GWh,0,2.057931125,4.207950356,4.553393314,4.510200643,4.233551051,3.909056665,3.641677936,3.481400433,3.394941213,3.741744516,3.944172016
2,Mid-Low,SCE,AGWP,MachDr,GWh,0,1.46430329,3.065945397,4.794963222,6.592197034,8.483780223,10.45144352,12.47425662,14.50503453,16.51412581,18.46834106,20.34005597
2,Mid-Low,SCE,AGWP,MachDr,MM Therms,0,0,0,0,0,0.033184515,0.068905713,0.106931578,0.147010745,0.288830599,0.411930774,0.517948795
2,Mid-Low,SCE,AGWP,WholeBlg,GWh,0,15.67460907,31.20386441,46.64744933,62.0993307,76.11339167,89.57314399,103.2614091,117.4620962,132.6273233,149.5102116,168.9997317
2,Mid-Low,SCE,AGWP,WholeBlg,MM Therms,0,0.498874765,0.985269265,1.459701982,1.922776665,2.363898786,2.789555292,3.205105976,3.611305848,4.008573993,4.396905533,4.776123409
2,Mid-Low,SCE,Commercial,Behavior,GWh,0,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627,4.384212627
2,Mid-Low,SCE,Commercial,Cooking,GWh,0,2.684025261,5.816089378,8.767472069,11.79268093,14.87781956,18.04402177,21.1837329,24.31029497,27.43152927,30.54799433,33.66467094
2,Mid-Low,SCE,Commercial,Cooking,MM Therms,0,0.981065246,2.067102345,3.172656158,4.295640348,5.435261551,6.591173583,7.756959709,8.931710036,10.11524862,11.30681669,12.50639854
2,Mid-Low,SCE,Commercial,HVAC - Cooling,GWh,0,8.479933139,17.09658291,25.75143885,34.11315681,42.20254848,49.89433025,56.20644613,61.10200461,65.14310367,68.49345286,72.61640669
2,Mid-Low,SCE,Commercial,HVAC - General,GWh,0,43.99165511,89.20247348,135.3864041,182.628691,232.7684339,285.4627597,339.5635116,395.3239123,452.599247,511.3670285,571.4675046
2,Mid-Low,SCE,Commercial,HVAC - General,MM Therms,0,0.13207601,0.268189089,0.400935901,0.516881295,0.628417833,0.736837549,0.840166166,0.912750266,0.98679019,1.06735528,1.15964349
2,Mid-Low,SCE,Commercial,HVAC - Heating,GWh,0,-0.202868613,-0.605209447,-1.219927339,-2.058761095,-3.120451889,-4.399544325,-5.902033163,-7.638552657,-9.616424256,-11.84322332,-14.2927023
2,Mid-Low,SCE,Commercial,HVAC - Heating,MM Therms,0,0.025105811,0.074886103,0.150973948,0.254812968,0.386380784,0.544971332,0.731408564,0.94705632,1.192804103,1.46962475,1.774312256
2,Mid-Low,SCE,Commercial,Lighting - General,GWh,0,57.9545833,114.9368189,169.9304536,227.4673353,278.0691096,322.443587,345.4752041,357.7161302,360.1369772,354.8527491,347.912011
2,Mid-Low,SCE,Commercial,Lighting - General,MM Therms,0,0.110359362,0.20966082,0.298958021,0.462274944,0.618054544,0.766804065,0.908972978,1.044547564,1.172825226,1.291589939,1.39720614
2,Mid-Low,SCE,Commercial,Lighting - Indoor Equipment,GWh,0,0.13524406,0.270870656,0.40626912,0.542100905,0.677727091,0.812800304,0.946883087,1.079297537,1.208453827,1.331116234,1.442095401
2,Mid-Low,SCE,Commercial,Lighting - Indoor Equipment,MM Therms,0,0.000348579,0.000697081,0.001045376,0.001393708,0.001742065,0.002089557,0.002435236,0.002777008,0.003110596,0.003427632,0.003714552
2,Mid-Low,SCE,Commercial,Lighting - Outdoor,GWh,0,0.13524406,0.270870656,0.40626912,0.633085017,0.862235541,1.092172824,1.321212662,1.548836936,1.773999699,1.993471762,2.20158944
2,Mid-Low,SCE,Commercial,Lighting - Outdoor,MM Therms,0,0.000348579,0.000697081,0.001045376,0.002512708,0.003987254,0.005467651,0.006953151,0.008440903,0.009925738,0.011394788,0.012830585
2,Mid-Low,SCE,Commercial,MachDr,GWh,0,1.525143602,3.177819918,4.949771215,6.790524152,8.332652893,9.323915906,9.866788071,10.0944702,10.30914313,10.51164015,10.72672973
2,Mid-Low,SCE,Commercial,Miscellaneous,GWh,0,3.897879679,7.750798188,11.50428886,15.10792337,18.51340842,21.69524176,22.41323305,22.84475188,23.04661662,23.05882259,22.93655951
2,Mid-Low,SCE,Commercial,Miscellaneous,MM Therms,0,0.006447395,0.012514757,0.018249081,0.0236745,0.028812443,0.033654248,0.038155887,0.042195703,0.045559645,0.047961496,0.049206672
2,Mid-Low,SCE,Commercial,Office Equipment,GWh,0,3.7817063,8.109917212,12.31408791,16.77343563,21.05996832,24.90044652,28.02103044,30.71288325,33.21625376,34.75059002,36.19073218
2,Mid-Low,SCE,Commercial,Office Equipment,MM Therms,0,0.100822426,0.200608653,0.3001219,0.412440752,0.524299903,0.636003952,0.671395157,0.705273556,0.737126364,0.767459494,0.796054469
2,Mid-Low,SCE,Commercial,Refrigeration,GWh,0,30.91333609,63.12696027,94.03290248,121.6503747,147.2661197,166.748679,177.7806022,187.4021034,196.1739163,204.8842773,214.3607101
2,Mid-Low,SCE,Commercial,Refrigeration,MM Therms,0,0,0,0,0.003384676,0.006791092,0.010221213,0.013672272,0.01714537,0.020641208,0.024159766,0.027706293
2,Mid-Low,SCE,Commercial,Water Heating,GWh,0,0.769909307,1.485838455,2.071518316,2.939109371,3.681360479,4.299800363,4.775231021,5.101992589,5.270106011,5.257371041,5.156899471
2,Mid-Low,SCE,Commercial,Water Heating,MM Therms,0,0.689829083,1.413217125,2.168709794,2.95700926,3.789139937,4.659622639,5.568437257,6.517910071,7.509008306,8.542121608,9.614872276
2,Mid-Low,SCE,Commercial,WholeBlg,GWh,0,55.38613143,120.067593,180.2096731,230.5943571,281.2074566,331.9378384,384.0300588,437.1887489,491.1475002,545.4370014,601.3504857
2,Mid-Low,SCE,Commercial,WholeBlg,MM Therms,0,0.832102189,1.736254138,2.500556172,3.059225473,3.619665121,4.1502131,4.699889878,5.264535451,5.845819823,6.438016481,7.032275286
2,Mid-Low,SCE,Industrial,HVAC,GWh,0,0.612557097,1.239751746,1.879027964,2.506254443,3.111567939,3.67378725,4.132608564,4.464589542,4.704876322,4.894401495,5.15515457
2,Mid-Low,SCE,Industrial,HVAC,MM Therms,0,0,0,0,0,0.113026279,0.20727791,0.2730783,0.321270142,0.236055487,0.158552103,0.104897431
2,Mid-Low,SCE,Industrial,Lighting,GWh,0,9.431805705,19.13437987,28.7645734,37.67499307,45.69193734,52.70874822,58.5535119,63.06828885,66.48994217,69.04272841,72.30213457
2,Mid-Low,SCE,Industrial,MachDr,GWh,0,4.796280766,9.155984094,12.94712115,15.53444852,17.55072118,18.98599068,19.92894821,20.36419725,20.48673404,20.58909745,20.68414919
2,Mid-Low,SCE,Industrial,Miscellaneous,GWh,0,0.916577652,1.984034549,3.184290957,4.446063062,5.722072485,6.943503622,8.044580782,8.97753162,9.706502939,10.25480988,10.6616164
2,Mid-Low,SCE,Industrial,ProcHeat,GWh,0,0.002739752,0.004581292,0.005940421,0.007007726,0.007896437,0.008673882,0.009380148,0.010039152,0.01066522,0.011266975,0.011897355
2,Mid-Low,SCE,Industrial,ProcHeat,MM Therms,0,0,0,0,0.328274053,0.615266313,0.873926605,2.275006317,3.050945407,3.457395492,3.639068617,3.734161981
2,Mid-Low,SCE,Industrial,WholeBlg,GWh,0,20.32915028,41.04619592,62.11427397,83.73711385,100.5800877,115.3065736,130.1469321,145.3045528,161.1145643,178.0075573,196.5030119
2,Mid-Low,SCE,Industrial,WholeBlg,MM Therms,0,2.310611472,4.6346076,6.981169166,9.363486054,11.24011649,12.91814438,14.6628751,16.52313503,18.57985048,20.96006247,23.80999261
2,Mid-Low,SCE,Mining,OilGasExtract,GWh,0,3.014648549,5.967049061,8.826644993,11.57985184,14.22226918,16.75521145,19.18175018,21.50585665,23.73161985,25.86321137,27.90454761
2,Mid-Low,SCE,Mining,OilGasExtract,MM Therms,0,0.054855631,0.101999294,0.148621309,0.194163605,0.238282872,0.280788117,0.321609285,0.360729656,0.398173757,0.433980183,0.468214783
2,Mid-Low,SCE,Residential,Behavior,GWh,0,10.83754049,10.72916509,10.73989425,10.75063415,10.76138478,10.77214616,10.78291831,10.79370123,10.80449493,10.81529943,10.82609313
2,Mid-Low,SCE,Residential,HVAC - Cooling,GWh,0,2.393752669,4.551549234,6.567258991,8.50400304,10.32341317,11.80263642,13.13416262,14.25079871,15.2073343,16.04497408,17.02211202
2,Mid-Low,SCE,Residential,HVAC - General,GWh,0,8.787344237,19.55036859,29.4975135,39.86511951,50.61353675,61.68605028,71.47496763,80.721098,90.31394808,99.97310785,109.1226892
2,Mid-Low,SCE,Residential,HVAC - General,MM Therms,0,0.304908553,0.634087863,0.951134237,1.265629015,1.587437912,1.91630588,2.25130274,2.549819681,2.857688808,3.175690992,3.486950533
2,Mid-Low,SCE,Residential,HVAC - Heating,GWh,0,-0.663052907,-2.024676138,-4.05503996,-6.684541567,-9.831514411,-13.45668392,-17.73023278,-22.66657717,-28.27881166,-34.58023514,-41.51180096
2,Mid-Low,SCE,Residential,HVAC - Heating,MM Therms,0,0.083835407,0.255958911,0.512722359,0.845288493,1.24372994,1.702952894,2.244741623,2.871053476,3.583491717,4.383834468,5.264745768
2,Mid-Low,SCE,Residential,Lighting - General,GWh,0,2.468657579,4.980155568,7.611575985,10.25967394,12.40782825,15.3363755,18.080287,20.65478616,22.62625897,24.52607312,26.22048661
2,Mid-Low,SCE,Residential,Miscellaneous,GWh,0,0.57162747,1.162991394,1.764839941,2.377262246,2.90417651,3.442416949,3.963051501,4.455672956,4.926299285,5.354465959,5.72956019
2,Mid-Low,SCE,Residential,Miscellaneous,MM Therms,0,0.071694025,0.14517594,0.220490335,0.297470141,0.37597203,0.455513122,0.535235896,0.613377052,0.687029492,0.752302823,0.806076146
2,Mid-Low,SCE,Residential,Plug Load - Appliances,GWh,0,31.32600271,63.2946995,68.73144611,72.11252347,73.81578285,74.518451,74.99093348,76.17565593,78.87918257,82.66264105,87.46718451
2,Mid-Low,SCE,Residential,Plug Load - Appliances,MM Therms,0,0.368702777,0.78181041,1.225708042,1.736030263,2.276673993,2.837588933,3.415474491,4.005652889,4.606724079,5.215141979,5.827768158
2,Mid-Low,SCE,Residential,Plug Load - Consumer Electronics,GWh,0,0.077782164,0.157119972,0.238044536,0.320587591,0.338231179,0.382546757,0.427748646,0.473854573,0.520882619,0.568851225,0.615888492
2,Mid-Low,SCE,Residential,Refrig/Freezer,GWh,0,3.023009674,4.732678511,6.446560085,8.016800723,9.420505331,10.69628502,11.85077115,12.91599615,13.98368305,15.02569858,16.07931885
2,Mid-Low,SCE,Residential,Water Heating,GWh,0,1.866136859,3.463671407,4.391071576,4.700760481,4.460674335,3.720320256,2.277074348,-0.201670007,-3.361533675,-7.224740903,-11.75897016
2,Mid-Low,SCE,Residential,Water Heating,MM Therms,0,1.270839674,2.668580224,3.884196089,5.193907204,6.376107276,7.627121382,8.89281139,10.19128448,11.53188535,12.91289133,14.31984176
2,Mid-Low,SCE,Residential,WholeBlg,GWh,0,154.9368987,203.6826856,251.8479307,329.0041001,407.4020134,487.6522117,568.508004,650.5772522,733.0129982,815.1640642,896.11792
2,Mid-Low,SCE,Residential,WholeBlg,MM Therms,0,5.379423798,6.20090384,7.012384847,10.03243242,13.07439402,16.11394778,19.1621294,22.21351135,25.26563416,28.27819326,31.21205359
2,Mid-Low,SCE,Streetlighting,Street Lighting,GWh,0,0.182482415,0.37337125,0.574974372,0.791194149,1.028212155,1.295933782,1.600579509,1.946631111,2.324706333,2.710450027,3.080613711
2,Mid-Low,SDGE,AGWP,Lighting,GWh,0,0.024511309,0.055325781,0.090835273,0.127497453,0.160600671,0.186459958,0.204121153,0.215079347,0.221589769,0.225500474,0.227984243
2,Mid-Low,SDGE,AGWP,MachDr,MM Therms,0,0,0.001186677,0.002415979,0.003655752,0.004868279,0.006025208,0.007452058,0.008694396,0.009738081,0.010592652,0.01127836
2,Mid-Low,SDGE,AGWP,WholeBlg,GWh,0,0.709435414,1.413138146,2.118244373,2.824172536,3.46713087,4.086952097,4.718678291,5.392761486,6.114569074,6.92033353,7.853637208
2,Mid-Low,SDGE,AGWP,WholeBlg,MM Therms,0,0.023942679,0.046695221,0.068304014,0.088781701,0.107598983,0.125060652,0.141427607,0.156755108,0.171105059,0.18454029,0.197121482
2,Mid-Low,SDGE,Commercial,Cooking,GWh,0,1.051626026,2.306053285,3.559957157,4.857709978,6.197786115,7.575051516,8.961303658,10.35800099,11.76494922,13.17824219,14.59769074
2,Mid-Low,SDGE,Commercial,Cooking,MM Therms,0,0.097297657,0.207052884,0.317123506,0.429667378,0.544566098,0.661556597,0.779141863,0.89736286,1.016222388,1.135540185,1.255289808
2,Mid-Low,SDGE,Commercial,HVAC - General,GWh,0,6.148310867,12.53055113,18.80367161,25.5550576,32.48955533,39.50841362,46.60372522,53.60862387,61.12140332,69.23617566,77.65939482
2,Mid-Low,SDGE,Commercial,HVAC - General,MM Therms,0,0.139210448,0.286908548,0.437631799,0.581381756,0.717676412,0.842670024,0.954194303,0.972276155,0.973317465,0.961962295,0.944040781
2,Mid-Low,SDGE,Commercial,HVAC - Heating,GWh,0,-0.041041216,-0.122436543,-0.246796686,-0.416496458,-0.631281193,-0.890047239,-1.194007364,-1.545312924,-1.94544508,-2.395936361,-2.891476771
2,Mid-Low,SDGE,Commercial,HVAC - Heating,MM Therms,0,0.003299978,0.009855886,0.019914843,0.033689485,0.051208655,0.072383545,0.097390544,0.126434599,0.159657585,0.197223807,0.238725274
2,Mid-Low,SDGE,Commercial,Lighting - General,GWh,0,6.901489202,13.70514659,20.21403167,27.42640199,33.86226867,39.38547239,41.87443434,43.44194985,44.48709676,45.06048762,45.58344512
2,Mid-Low,SDGE,Commercial,Lighting - General,MM Therms,0,0.014100802,0.027023092,0.038828435,0.060489105,0.081262759,0.101176065,0.120480046,0.138855494,0.156258864,0.172459556,0.186931958
2,Mid-Low,SDGE,Commercial,Lighting - Indoor Equipment,GWh,0,0.026782487,0.053454652,0.080366464,0.107389403,0.134518664,0.161623728,0.188557759,0.21508913,0.240860604,0.265159937,0.286877028
2,Mid-Low,SDGE,Commercial,Lighting - Indoor Equipment,MM Therms,0,4.58E-05,9.17E-05,0.00013776,0.000183968,0.000230355,0.000276755,0.000323131,0.000369185,0.000414339,0.000457493,0.000496853
2,Mid-Low,SDGE,Commercial,Lighting - Outdoor,GWh,0,0.026782487,0.053454652,0.080366464,0.125588628,0.171484091,0.217642059,0.2635969,0.309118813,0.353906742,0.397186166,0.437943242
2,Mid-Low,SDGE,Commercial,Lighting - Outdoor,MM Therms,0,4.58E-05,9.17E-05,0.00013776,0.000332971,0.000529726,0.000728085,0.000927976,0.00112896,0.001330358,0.00153046,0.001726377
2,Mid-Low,SDGE,Commercial,Miscellaneous,GWh,0,0.602809946,1.204130056,1.773794559,2.301561499,2.779697638,3.205262554,3.330105297,3.403134431,3.440401616,3.45407269,3.462056924
2,Mid-Low,SDGE,Commercial,Miscellaneous,MM Therms,0,0.000847464,0.001646518,0.002404614,0.003124349,0.003808603,0.004455333,0.005059834,0.005605636,0.006064208,0.006397713,0.006580196
2,Mid-Low,SDGE,Commercial,Office Equipment,GWh,0,0.597270729,1.194317514,1.790088982,2.598534985,3.921919757,5.25512332,6.558462935,7.842490611,9.134605849,10.4277343,11.7313197
2,Mid-Low,SDGE,Commercial,Office Equipment,MM Therms,0,0.028383698,0.058103027,0.089066302,0.122897915,0.157790873,0.193580742,0.206737022,0.219226832,0.231144209,0.242612406,0.253573111
2,Mid-Low,SDGE,Commercial,Refrigeration,GWh,0,6.215261911,12.82459109,18.92308657,24.29344546,29.21794045,33.83259476,36.00208226,37.67322612,39.02251132,40.28535504,41.51875056
2,Mid-Low,SDGE,Commercial,Refrigeration,MM Therms,0,3.22E-05,5.71E-05,7.35E-05,0.00050062,0.000933865,0.001380133,0.001838418,0.002306513,0.002780021,0.003258583,0.003741052
2,Mid-Low,SDGE,Commercial,Water Heating,GWh,0,0.188100854,0.340222974,0.451786164,0.61129763,0.734509346,0.837653971,0.90338915,0.927526115,0.908248926,0.841687237,0.730113773
2,Mid-Low,SDGE,Commercial,Water Heating,MM Therms,0,0.06586077,0.136630603,0.211541911,0.291260386,0.376181938,0.466061759,0.560378572,0.659698375,0.764250761,0.874324378,0.98986296
2,Mid-Low,SDGE,Commercial,WholeBlg,GWh,0,8.408519992,22.17785563,34.5080355,42.06971413,49.72328023,57.16693802,65.02081613,73.15562571,81.57717962,90.14922377,98.97206401
2,Mid-Low,SDGE,Commercial,WholeBlg,MM Therms,0,0.234567715,0.51993362,0.76991162,0.942218333,1.119189833,1.296183158,1.485461547,1.685513194,1.896284773,2.116180646,2.346135962
2,Mid-Low,SDGE,Industrial,HVAC,MM Therms,0,0,0,0,0,0.000560931,0.010917095,0.017578223,0.021904087,0.023012023,0.013762035,0.007910953
2,Mid-Low,SDGE,Industrial,Lighting,GWh,0,0.4012954,0.728601682,0.94658088,1.054369484,1.124333197,1.191707241,1.227129287,1.26062099,1.276013576,1.28815925,1.298307714
2,Mid-Low,SDGE,Industrial,MachDr,GWh,0,0.044586591,0.074648394,0.079169832,0.08240288,0.085404996,0.088192676,0.090781235,0.093184897,0.095416869,0.097489415,0.099413921
2,Mid-Low,SDGE,Industrial,Miscellaneous,GWh,0,0.235425568,0.469926885,0.684030122,0.863069323,1.006938485,1.119531727,1.200632448,1.259798465,1.300088689,1.327302657,1.34687218
2,Mid-Low,SDGE,Industrial,ProcHeat,MM Therms,0,0,0,0,0.003992565,0.006197536,0.013000653,0.032668915,0.042640546,0.046789276,0.04291869,0.039942514
2,Mid-Low,SDGE,Industrial,WholeBlg,GWh,0,1.522319424,3.042821391,4.578867144,6.129629951,7.404787595,8.565436196,9.74526751,10.96886139,12.28096734,13.74589793,15.43666826
2,Mid-Low,SDGE,Industrial,WholeBlg,MM Therms,0,0.033249016,0.066019949,0.098505042,0.130942214,0.157182056,0.18098308,0.206211179,0.233762657,0.265171348,0.302846949,0.349305196
2,Mid-Low,SDGE,Residential,HVAC - General,GWh,0,1.064523165,2.609440237,4.203580993,5.913282471,7.779670102,9.646243438,11.44092751,13.213943,15.00636051,16.71928479,18.48018641
2,Mid-Low,SDGE,Residential,HVAC - General,MM Therms,0,0.066473649,0.144339352,0.211042916,0.284606843,0.364709578,0.437371262,0.505610605,0.55857216,0.607706708,0.648200816,0.688106514
2,Mid-Low,SDGE,Residential,HVAC - Heating,GWh,0,-0.13401151,-0.409213055,-0.819575665,-1.351031717,-1.987075353,-2.719768677,-3.583507798,-4.581206409,-5.715511091,-6.989109721,-8.390068214
2,Mid-Low,SDGE,Residential,HVAC - Heating,MM Therms,0,0.010775387,0.03294123,0.066133697,0.109272335,0.161151984,0.221108461,0.292168844,0.374653201,0.468834556,0.57503925,0.692369406
2,Mid-Low,SDGE,Residential,Lighting - General,GWh,0,0.105737945,0.220767153,0.37394223,0.541491042,0.876441961,1.214401002,1.536020027,1.833355622,2.119843045,2.390526425,2.519602585
2,Mid-Low,SDGE,Residential,Lighting - General,MM Therms,0,-0.001077511,-0.002495965,-0.005343591,-0.008835007,-0.02240787,-0.036762692,-0.050884898,-0.06447299,-0.078575469,-0.092898158,-0.097651585
2,Mid-Low,SDGE,Residential,Miscellaneous,GWh,0,0.067153898,0.135713851,0.206658001,0.279464278,0.354002693,0.429657403,0.505414965,0.579407967,0.64881032,0.709737459,0.759007973
2,Mid-Low,SDGE,Residential,Miscellaneous,MM Therms,0,0.009214852,0.018677776,0.02841395,0.038399701,0.048622299,0.059010159,0.069474443,0.079785186,0.089565729,0.098315944,0.105631464
2,Mid-Low,SDGE,Residential,Plug Load - Appliances,GWh,0,3.486044257,7.228359292,11.0892022,15.0711356,19.16376532,23.3266074,27.56182849,31.86147275,36.22092526,40.60090319,45.03470532
2,Mid-Low,SDGE,Residential,Plug Load - Appliances,MM Therms,0,0.175880518,0.361651398,0.550627444,0.743330714,0.938921049,1.13523412,1.332507157,1.530379886,1.728752058,1.925901835,2.123647508
2,Mid-Low,SDGE,Residential,Water Heating,GWh,0,0.812778927,1.862499289,2.784451601,3.850552223,4.893740888,5.822383423,6.590853492,7.214497005,7.673051348,7.951741879,8.100227218
2,Mid-Low,SDGE,Residential,Water Heating,MM Therms,0,0.204529923,0.42900501,0.667393826,0.917996955,1.173845303,1.43533009,1.608985279,1.793347645,1.979304902,2.171399821,2.371435858
2,Mid-Low,SDGE,Residential,WholeBlg,GWh,0,51.89360106,60.10810615,69.39563928,84.50139845,100.2163607,116.3022487,132.522047,149.0004394,165.798876,182.3670413,198.7807928
2,Mid-Low,SDGE,Residential,WholeBlg,MM Therms,0,1.361801438,1.569445914,1.805585309,2.507055793,3.236994326,3.976290971,4.733837393,5.501378352,6.277072945,7.037139196,7.786808816
2,Mid-Low,SDGE,Streetlighting,Street Lighting,GWh,0,0.01390603,0.030734448,0.05084445,0.074506747,0.101839009,0.132816149,0.167310153,0.205161601,0.246222176,0.2903647,0.33748245
2,Mid-Low,SMUD,AGWP,Lighting,MM Therms,0,-0.001585134,-0.003117092,-0.004377065,-0.00526042,-0.00580322,-0.006106335,-0.004679373,-0.003225014,-0.002006292,-0.001142914,-0.000605331
2,Mid-Low,SMUD,AGWP,WholeBlg,MM Therms,0,0.025155471,0.048993842,0.071593725,0.093030541,0.11269191,0.131015451,0.148360096,0.164814063,0.180488677,0.195444034,0.209749108
2,Mid-Low,SMUD,Commercial,Behavior,GWh,0,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229,7.229591229
2,Mid-Low,SMUD,Commercial,Cooking,GWh,0,0.180515331,0.364640969,0.55244912,0.744013434,0.939409034,1.0493278,0.851350844,0.882470188,0.532055913,0.549008044,0.573043781
2,Mid-Low,SMUD,Commercial,Cooking,MM Therms,0,0.006208377,0.012539931,0.018897965,0.025237856,0.031570383,0.040516036,0.0516582,0.068901619,0.0912602,0.113766152,0.136398326
2,Mid-Low,SMUD,Commercial,HVAC - Cooling,GWh,0,9.590981851,18.17929082,25.5280286,32.06812054,38.2215873,44.19632539,50.11755748,56.03538132,61.73526283,67.650641,73.56724201
2,Mid-Low,SMUD,Commercial,HVAC - General,GWh,0,1.686866735,3.205194067,4.571836054,5.983603599,7.277841422,8.463301397,9.550508763,10.54866672,11.46515715,12.30411061,13.0620591
2,Mid-Low,SMUD,Commercial,HVAC - General,MM Therms,0,0.023335027,0.05143945,0.078041592,0.117879576,0.157679085,0.195598134,0.231261355,0.261340573,0.28869322,0.312912003,0.322898559
2,Mid-Low,SMUD,Commercial,HVAC - Heating,GWh,0,-0.024314611,-0.072536762,-0.146213149,-0.246750715,-0.373998584,-0.527302906,-0.707382176,-0.915510952,-1.152566739,-1.419457475,-1.713037283
2,Mid-Low,SMUD,Commercial,HVAC - Heating,MM Therms,0,0.002822689,0.008421402,0.016968277,0.028626089,0.043357017,0.061088429,0.081886904,0.10589185,0.133205339,0.163924873,0.197678339
