,resource,2020,lcoe_type,2021,2022,2023,2024
21,FCZ7.Commercial.Food.Ventilation,6.567447789423976,no_cobenefits,6.567447789423976,6.567447789423976,6.567447789423976,6.567447789423976
22,FCZ7.Commercial.Food.WaterHeating,48.1612837918518,no_cobenefits,48.1612837918518,48.1612837918518,48.1612837918518,48.1612837918518
23,FCZ7.Commercial.Health Care.Cooling,92.37213225786802,no_cobenefits,93.8486009310202,94.09663223954267,92.67799688862459,94.08875746327482
24,FCZ7.Commercial.Health Care.Heating,149.48385137790598,no_cobenefits,147.5582655411653,146.48849562398212,143.46833514119075,140.662128648185
25,FCZ7.Commercial.Health Care.IndoorLightingEff,63.83800293529171,no_cobenefits,65.42688939639625,66.56180829718521,67.57609297122697,68.13641008177851
26,FCZ7.Commercial.Health Care.OfficeEquipment,17.397439486488473,no_cobenefits,16.608030252347277,13.713529727547247,13.713529727547247,13.713529727547247
27,FCZ7.Commercial.Health Care.OutdoorLighting,95.80570054619257,no_cobenefits,95.80570054619257,95.80570054619257,95.80570054619257,95.80570054619257
28,FCZ7.Commercial.Health Care.Refrigeration,42.10081448165662,no_cobenefits,42.742500537172525,44.13830763051763,52.56732211100666,53.179816865380914
29,FCZ7.Commercial.Health Care.Ventilation,6.56744778986038,no_cobenefits,6.56744778986038,6.56744778986038,6.56744778986038,6.56744778986038
30,FCZ7.Commercial.Health Care.WaterHeating,48.161283788504505,no_cobenefits,48.161283788504505,48.161283788504505,48.161283788504505,48.161283788504505
31,FCZ7.Commercial.Hotel.Cooking,30.10748013970322,no_cobenefits,29.639893552744876,29.639893552744876,28.7394335923666,27.83897363198832
32,FCZ7.Commercial.Hotel.Cooling,92.3721322528084,no_cobenefits,93.84860093280545,94.0966322444493,92.67799688875789,94.0887574609458
33,FCZ7.Commercial.Hotel.Heating,149.4838513741188,no_cobenefits,147.5582655156343,146.48849560679636,143.46833515834803,140.66212863978038
34,FCZ7.Commercial.Hotel.IndoorLightingEff,63.8380029384214,no_cobenefits,65.42688939798329,66.56180829680864,67.57609297179097,68.13641008603672
35,FCZ7.Commercial.Hotel.OfficeEquipment,17.39743949069103,no_cobenefits,16.608030257235953,13.713529731477054,13.713529731477054,13.713529731477054
36,FCZ7.Commercial.Hotel.OutdoorLighting,95.8057005491173,no_cobenefits,95.8057005491173,95.8057005491173,95.8057005491173,95.8057005491173
37,FCZ7.Commercial.Hotel.Refrigeration,42.10081448023447,no_cobenefits,42.74250053303189,44.13830762825629,52.56732211112446,53.17981686162644
38,FCZ7.Commercial.Hotel.Ventilation,6.567447789278064,no_cobenefits,6.567447789278064,6.567447789278064,6.567447789278064,6.567447789278064
39,FCZ7.Commercial.Hotel.WaterHeating,48.16128379145824,no_cobenefits,48.16128379145824,48.16128379145824,48.16128379145824,48.16128379145824
40,FCZ7.Commercial.Miscellaneous.Cooking,30.107480142584066,no_cobenefits,29.639893556663335,29.639893556663335,28.739433590465566,27.838973634115245
41,FCZ7.Commercial.Miscellaneous.Cooling,92.37213227367391,no_cobenefits,93.84860095892878,94.09663226328138,92.67799688508609,94.08875746316288
42,FCZ7.Commercial.Miscellaneous.Heating,149.48385139117204,no_cobenefits,147.55826553413226,146.48849562108074,143.46833513065565,140.6621286444703
43,FCZ7.Commercial.Miscellaneous.IndoorLightingEff,63.83800294156411,no_cobenefits,65.4268894007659,66.56180830204973,67.57609296972115,68.1364100858274
44,FCZ7.Commercial.Miscellaneous.OfficeEquipment,17.397439488197662,no_cobenefits,16.60803025595656,13.71352972838947,13.71352972838947,13.71352972838947
45,FCZ7.Commercial.Miscellaneous.OutdoorLighting,95.80570053969758,no_cobenefits,95.80570053969758,95.80570053969758,95.80570053969758,95.80570053969758
46,FCZ7.Commercial.Miscellaneous.Refrigeration,42.10081448201114,no_cobenefits,42.74250053574354,44.13830762931905,52.56732211266409,53.17981686628647
47,FCZ7.Commercial.Miscellaneous.Ventilation,6.567447789880274,no_cobenefits,6.567447789880274,6.567447789880274,6.567447789880274,6.567447789880274
48,FCZ7.Commercial.Miscellaneous.WaterHeating,48.16128379272007,no_cobenefits,48.16128379272007,48.16128379272007,48.16128379272007,48.16128379272007
49,FCZ7.Commercial.Office.Cooling,92.37213226417462,no_cobenefits,93.8486009341362,94.09663224308714,92.67799686345869,94.08875746769023
50,FCZ7.Commercial.Office.Heating,149.4838513687615,no_cobenefits,147.55826552409678,146.48849560136833,143.46833513524305,140.66212866990995
51,FCZ7.Commercial.Office.IndoorLightingEff,63.838002938873736,no_cobenefits,65.42688939683327,66.56180829966816,67.57609297170228,68.13641008431938
52,FCZ7.Commercial.Office.OfficeEquipment,17.397439487319875,no_cobenefits,16.608030252621944,13.713529727690666,13.713529727690666,13.713529727690666
53,FCZ7.Commercial.Office.OutdoorLighting,95.80570054561905,no_cobenefits,95.80570054561905,95.80570054561905,95.80570054561905,95.80570054561905
54,FCZ7.Commercial.Office.Refrigeration,42.10081447785418,no_cobenefits,42.74250053020627,44.13830762525812,52.5673221054572,53.179816859611535
55,FCZ7.Commercial.Office.Ventilation,6.5674477900572,no_cobenefits,6.5674477900572,6.5674477900572,6.5674477900572,6.5674477900572
56,FCZ7.Commercial.Office.WaterHeating,48.161283790325534,no_cobenefits,48.161283790325534,48.161283790325534,48.161283790325534,48.161283790325534
57,FCZ7.Commercial.Refrigerated Warehouse.Cooling,92.37213225867053,no_cobenefits,93.8486009333827,94.0966322400881,92.67799688466056,94.08875746197111
58,FCZ7.Commercial.Refrigerated Warehouse.Heating,149.48385137148625,no_cobenefits,147.55826551673036,146.48849560797527,143.46833513190438,140.66212864572597
59,FCZ7.Commercial.Refrigerated Warehouse.IndoorLightingEff,63.8380029384527,no_cobenefits,65.42688939645407,66.56180829790122,67.57609297253121,68.13641008255772
60,FCZ7.Commercial.Refrigerated Warehouse.OfficeEquipment,17.397439485717648,no_cobenefits,16.608030254002312,13.713529727872677,13.713529727872677,13.713529727872677
61,FCZ7.Commercial.Refrigerated Warehouse.OutdoorLighting,95.80570054900242,no_cobenefits,95.80570054900242,95.80570054900242,95.80570054900242,95.80570054900242
62,FCZ7.Commercial.Refrigerated Warehouse.Refrigeration,42.10081447839199,no_cobenefits,42.742500529135995,44.13830762564153,52.56732210507185,53.17981685931756
63,FCZ7.Commercial.Refrigerated Warehouse.Ventilation,6.56744778884158,no_cobenefits,6.56744778884158,6.56744778884158,6.56744778884158,6.56744778884158
64,FCZ7.Commercial.Refrigerated Warehouse.WaterHeating,48.161283794803964,no_cobenefits,48.161283794803964,48.161283794803964,48.161283794803964,48.161283794803964
65,FCZ7.Commercial.Restaurant.Cooling,92.37213225652285,no_cobenefits,93.84860094090669,94.0966322446357,92.67799688163018,94.08875746239349
66,FCZ7.Commercial.Restaurant.Heating,149.48385136934562,no_cobenefits,147.55826550233618,146.48849558534977,143.46833516605034,140.66212864970595
67,FCZ7.Commercial.Restaurant.IndoorLightingEff,63.8380029424038,no_cobenefits,65.42688939887957,66.56180830036185,67.576092971845,68.13641008585475
68,FCZ7.Commercial.Restaurant.OfficeEquipment,17.397439486104698,no_cobenefits,16.608030252649552,13.713529726729531,13.713529726729531,13.713529726729531
69,FCZ7.Commercial.Restaurant.OutdoorLighting,95.8057005441948,no_cobenefits,95.8057005441948,95.8057005441948,95.8057005441948,95.8057005441948
70,FCZ7.Commercial.Restaurant.Refrigeration,42.10081447451356,no_cobenefits,42.74250053006619,44.13830762321753,52.56732210492688,53.17981685745161
71,FCZ7.Commercial.Restaurant.Ventilation,6.567447789463454,no_cobenefits,6.567447789463454,6.567447789463454,6.567447789463454,6.567447789463454
72,FCZ7.Commercial.Restaurant.WaterHeating,48.16128378930872,no_cobenefits,48.16128378930872,48.16128378930872,48.16128378930872,48.16128378930872
73,FCZ7.Commercial.Retail.Cooling,92.372132273407,no_cobenefits,93.84860095359718,94.09663225266513,92.67799687958286,94.08875746694233
74,FCZ7.Commercial.Retail.Heating,149.4838513778032,no_cobenefits,147.5582655348316,146.48849562475516,143.46833515304988,140.66212864503987
75,FCZ7.Commercial.Retail.IndoorLightingEff,63.838002939665124,no_cobenefits,65.42688939882008,66.56180830006956,67.5760929677136,68.13641008380185
76,FCZ7.Commercial.Retail.OfficeEquipment,17.39743949010465,no_cobenefits,16.608030255280973,13.713529729196617,13.713529729196617,13.713529729196617
77,FCZ7.Commercial.Retail.OutdoorLighting,95.80570053881006,no_cobenefits,95.80570053881006,95.80570053881006,95.80570053881006,95.80570053881006
78,FCZ7.Commercial.Retail.Refrigeration,42.10081447782599,no_cobenefits,42.74250053333423,44.13830762938937,52.56732211153685,53.179816860830144
79,FCZ7.Commercial.Retail.Ventilation,6.567447789196343,no_cobenefits,6.567447789196343,6.567447789196343,6.567447789196343,6.567447789196343
80,FCZ7.Commercial.Retail.WaterHeating,48.161283789065955,no_cobenefits,48.161283789065955,48.161283789065955,48.161283789065955,48.161283789065955
81,FCZ7.Commercial.School.Cooking,30.107480144290633,no_cobenefits,29.639893556963667,29.639893556963667,28.739433592198854,27.838973627434044
82,FCZ7.Commercial.School.Cooling,92.3721322594731,no_cobenefits,93.84860093610702,94.09663224087163,92.67799688032,94.0887574607403
83,FCZ7.Commercial.School.Heating,149.4838513760709,no_cobenefits,147.55826554520712,146.48849562360985,143.46833512777988,140.66212865296373
84,FCZ7.Commercial.School.IndoorLightingEff,63.838002943833175,no_cobenefits,65.4268894039173,66.56180830296225,67.57609296985008,68.13641008613406
85,FCZ7.Commercial.School.OfficeEquipment,17.397439489418527,no_cobenefits,16.608030254646415,13.713529728652762,13.713529728652762,13.713529728652762
86,FCZ7.Commercial.School.OutdoorLighting,95.80570054342948,no_cobenefits,95.80570054342948,95.80570054342948,95.80570054342948,95.80570054342948
87,FCZ7.Commercial.School.Refrigeration,42.1008144754122,no_cobenefits,42.74250053218769,44.138307625912844,52.56732211033886,53.17981685936419
88,FCZ7.Commercial.School.Ventilation,6.567447791036076,no_cobenefits,6.567447791036076,6.567447791036076,6.567447791036076,6.567447791036076
89,FCZ7.Commercial.School.WaterHeating,48.161283788489435,no_cobenefits,48.161283788489435,48.161283788489435,48.161283788489435,48.161283788489435
90,FCZ7.Commercial.Warehouse.Cooking,30.107480140842213,no_cobenefits,29.639893556344475,29.639893556344475,28.73943358900937,27.838973630333072
91,FCZ7.Commercial.Warehouse.Cooling,92.37213226955205,no_cobenefits,93.84860093842529,94.0966322418862,92.67799688295834,94.0887574640636
92,FCZ7.Commercial.Warehouse.Heating,149.483851373362,no_cobenefits,147.5582655338586,146.48849562302334,143.46833515344932,140.66212866604232
93,FCZ7.Commercial.Warehouse.IndoorLightingEff,63.83800294161921,no_cobenefits,65.42688939955764,66.56180829995289,67.5760929711376,68.1364100824629
94,FCZ7.Commercial.Warehouse.OfficeEquipment,17.397439493229275,no_cobenefits,16.608030258594326,13.713529732378442,13.713529732378442,13.713529732378442
95,FCZ7.Commercial.Warehouse.OutdoorLighting,95.8057005477898,no_cobenefits,95.8057005477898,95.8057005477898,95.8057005477898,95.8057005477898
96,FCZ7.Commercial.Warehouse.Refrigeration,42.10081447876569,no_cobenefits,42.742500532910576,44.138307627383334,52.567322108658665,53.17981686088655
97,FCZ7.Commercial.Warehouse.Ventilation,6.567447789324749,no_cobenefits,6.567447789324749,6.567447789324749,6.567447789324749,6.567447789324749
98,FCZ7.Commercial.Warehouse.WaterHeating,48.16128379465324,no_cobenefits,48.16128379465324,48.16128379465324,48.16128379465324,48.16128379465324
99,FCZ7.Residential.MULTIFAMILY.CoolingEff,127.03139111165788,no_cobenefits,131.28273148669442,129.246988380596,126.8779119315197,132.0835285824802
100,FCZ7.Residential.MULTIFAMILY.Dryer,102.11581997267977,no_cobenefits,102.11581997267977,103.10794518615624,102.44915330872631,102.44915330872631
101,FCZ7.Residential.MULTIFAMILY.Heating,84.36486494212603,no_cobenefits,84.63589544706583,84.8562680499475,86.89582823226579,87.51183699595849
102,FCZ7.Residential.MULTIFAMILY.Refrigerator,102.11581996997299,no_cobenefits,102.11581996997299,103.10794518964339,102.44915330180265,102.44915330180265
103,FCZ7.Residential.MULTIFAMILY.ResLightingEff,75.13667809697591,no_cobenefits,74.94087989056055,74.94087989056055,74.60754655062757,70.13677658043711
104,FCZ7.Residential.MULTIFAMILY.WaterHeating,79.11325784362383,no_cobenefits,78.89930386115827,80.1830277559517,80.84969442261837,81.84969442261837
105,FCZ7.Residential.SINGLEFAMILY.CoolingEff,127.03139111617195,no_cobenefits,131.28273149175723,129.2469883780471,126.8779119308471,132.0835285762687
106,FCZ7.Residential.SINGLEFAMILY.Dryer,102.11581997267977,no_cobenefits,102.11581997267977,103.10794518615624,102.44915330872631,102.44915330872631
107,FCZ7.Residential.SINGLEFAMILY.Heating,84.3648649466738,no_cobenefits,84.63589545074018,84.85626805291164,86.89582823520364,87.51183699757637
108,FCZ7.Residential.SINGLEFAMILY.Refrigerator,102.11581996997299,no_cobenefits,102.11581996997299,103.10794518964339,102.44915330180265,102.44915330180265
109,FCZ7.Residential.SINGLEFAMILY.ResLightingEff,75.13667809697591,no_cobenefits,74.94087989056055,74.94087989056055,74.60754655062757,70.13677658043711
110,FCZ7.Residential.SINGLEFAMILY.WaterHeating,79.11325784362383,no_cobenefits,78.89930386115827,80.1830277559517,80.84969442261837,81.84969442261837
