,resource,2020,lcoe_type,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
0,ci_shed_nonwatersystem,283.16979532512204,no_cobenefits,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204
1,ci_shed_nonwatersystem,283.16979532512204,w_resource_emissions,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204,283.16979532512204
