,DatesAll,FCZ7.Residential.MULTIFAMILY.Cooking,FCZ7.Residential.MULTIFAMILY.Cooling,FCZ7.Residential.MULTIFAMILY.Dishwasher,FCZ7.Residential.MULTIFAMILY.Dryer,FCZ7.Residential.MULTIFAMILY.Freezer,FCZ7.Residential.MULTIFAMILY.Heating,FCZ7.Residential.MULTIFAMILY.Lighting,FCZ7.Residential.MULTIFAMILY.Miscellaneous,FCZ7.Residential.MULTIFAMILY.Pool Heater,FCZ7.Residential.MULTIFAMILY.Pool Pump,FCZ7.Residential.MULTIFAMILY.Refrigerator,FCZ7.Residential.MULTIFAMILY.Residual,FCZ7.Residential.MULTIFAMILY.Solar Water Heat - Back-up,FCZ7.Residential.MULTIFAMILY.Solar Water Heat - Pump,FCZ7.Residential.MULTIFAMILY.Television,FCZ7.Residential.MULTIFAMILY.Washer,FCZ7.Residential.MULTIFAMILY.Water Heater - All Other,FCZ7.Residential.MULTIFAMILY.Water Heating - Dishwasher,FCZ7.Residential.MULTIFAMILY.Water Heating - Washer,FCZ7.Residential.SINGLEFAMILY.Cooking,FCZ7.Residential.SINGLEFAMILY.Cooling,FCZ7.Residential.SINGLEFAMILY.Dishwasher,FCZ7.Residential.SINGLEFAMILY.Dryer,FCZ7.Residential.SINGLEFAMILY.Freezer,FCZ7.Residential.SINGLEFAMILY.Heating,FCZ7.Residential.SINGLEFAMILY.Lighting,FCZ7.Residential.SINGLEFAMILY.Miscellaneous,FCZ7.Residential.SINGLEFAMILY.Pool Heater,FCZ7.Residential.SINGLEFAMILY.Pool Pump,FCZ7.Residential.SINGLEFAMILY.Refrigerator,FCZ7.Residential.SINGLEFAMILY.Residual,FCZ7.Residential.SINGLEFAMILY.Solar Pool Pump,FCZ7.Residential.SINGLEFAMILY.Solar Water Heat - Back-up,FCZ7.Residential.SINGLEFAMILY.Solar Water Heat - Pump,FCZ7.Residential.SINGLEFAMILY.Spa Heater,FCZ7.Residential.SINGLEFAMILY.Spa Pump,FCZ7.Residential.SINGLEFAMILY.Television,FCZ7.Residential.SINGLEFAMILY.Washer,FCZ7.Residential.SINGLEFAMILY.Water Heater - All Other,FCZ7.Residential.SINGLEFAMILY.Water Heating - Dishwasher,FCZ7.Residential.SINGLEFAMILY.Water Heating - Washer
1,1/1/21 0:00,4.09E-05,0,3.80E-05,4.23E-05,8.31E-05,0.000767564,8.39E-05,9.92E-05,5.95E-06,5.55E-05,8.48E-05,2.10E-05,7.54E-05,0.000114155,0.00011328,1.16E-05,0.000112908,3.80E-05,1.16E-05,4.09E-05,0,3.80E-05,4.23E-05,8.31E-05,0.000670348,8.39E-05,9.92E-05,5.95E-06,5.55E-05,8.48E-05,2.21E-05,8.48E-05,7.54E-05,0.000114155,5.91E-05,8.48E-05,0.00011328,1.16E-05,0.00011346,3.80E-05,1.16E-05
2,1/1/21 1:00,3.47E-05,0,2.28E-05,1.91E-05,8.19E-05,0.000748038,6.47E-05,9.37E-05,5.12E-06,5.98E-05,8.25E-05,2.45E-05,4.93E-05,0.000114155,6.83E-05,6.77E-06,7.47E-05,2.28E-05,6.77E-06,3.47E-05,0,2.28E-05,1.91E-05,8.19E-05,0.000648535,6.47E-05,9.37E-05,5.12E-06,5.98E-05,8.25E-05,2.08E-05,8.69E-05,4.93E-05,0.000114155,6.02E-05,8.69E-05,6.83E-05,6.77E-06,7.52E-05,2.28E-05,6.77E-06
3,1/1/21 2:00,3.56E-05,0,1.57E-05,8.71E-06,8.07E-05,0.000716735,5.63E-05,9.10E-05,5.88E-06,5.57E-05,8.14E-05,2.58E-05,4.21E-05,0.000114155,3.35E-05,4.97E-06,6.49E-05,1.57E-05,4.97E-06,3.56E-05,0,1.57E-05,8.71E-06,8.07E-05,0.000608541,5.63E-05,9.10E-05,5.88E-06,5.57E-05,8.14E-05,2.10E-05,8.49E-05,4.21E-05,0.000114155,6.86E-05,8.49E-05,3.35E-05,4.97E-06,6.55E-05,1.57E-05,4.97E-06
4,1/1/21 3:00,4.00E-05,0,1.14E-05,4.24E-06,7.98E-05,0.000709245,5.25E-05,9.03E-05,8.53E-06,5.34E-05,8.05E-05,2.56E-05,4.05E-05,0.000114155,1.36E-05,4.86E-06,6.33E-05,1.14E-05,4.86E-06,4.00E-05,0,1.14E-05,4.24E-06,7.98E-05,0.000599509,5.25E-05,9.03E-05,8.53E-06,5.34E-05,8.05E-05,2.06E-05,8.37E-05,4.05E-05,0.000114155,7.33E-05,8.37E-05,1.36E-05,4.86E-06,6.41E-05,1.14E-05,4.86E-06
5,1/1/21 4:00,3.65E-05,0,1.24E-05,5.24E-06,7.85E-05,0.000718457,5.58E-05,9.15E-05,1.96E-05,5.61E-05,7.97E-05,2.32E-05,6.23E-05,0.000114155,3.08E-06,7.42E-06,9.87E-05,1.24E-05,7.42E-06,3.65E-05,0,1.24E-05,5.24E-06,7.85E-05,0.000608385,5.58E-05,9.15E-05,1.96E-05,5.61E-05,7.97E-05,1.93E-05,8.51E-05,6.23E-05,0.000114155,9.53E-05,8.51E-05,3.08E-06,7.42E-06,0.000100151,1.24E-05,7.42E-06
6,1/1/21 5:00,4.84E-05,0,1.98E-05,1.85E-05,7.77E-05,0.000748008,7.05E-05,9.41E-05,4.21E-05,6.62E-05,8.08E-05,1.75E-05,0.00010799,0.000114155,5.65E-06,1.45E-05,0.000170661,1.98E-05,1.45E-05,4.84E-05,0,1.98E-05,1.85E-05,7.77E-05,0.000637326,7.05E-05,9.41E-05,4.21E-05,6.62E-05,8.08E-05,1.60E-05,9.01E-05,0.00010799,0.000114155,0.000117121,9.01E-05,5.65E-06,1.45E-05,0.000173397,1.98E-05,1.45E-05
7,1/1/21 6:00,8.41E-05,0,3.44E-05,4.23E-05,7.78E-05,0.00080033,9.57E-05,9.74E-05,6.99E-05,7.96E-05,8.30E-05,9.51E-06,0.000180125,0.000114155,1.27E-05,3.38E-05,0.000279892,3.44E-05,3.38E-05,8.41E-05,0,3.44E-05,4.23E-05,7.78E-05,0.000684817,9.57E-05,9.74E-05,6.99E-05,7.96E-05,8.30E-05,1.18E-05,9.68E-05,0.000180125,0.000114155,0.000110727,9.68E-05,1.27E-05,3.38E-05,0.000284613,3.44E-05,3.38E-05
8,1/1/21 7:00,0.000114421,0,6.68E-05,6.99E-05,7.89E-05,0.000838828,0.000115144,0.00010022,0.000117328,9.34E-05,8.64E-05,7.05E-06,0.000215852,0.000114155,2.39E-05,7.81E-05,0.000311833,6.68E-05,7.81E-05,0.000114421,0,6.68E-05,6.99E-05,7.89E-05,0.000701192,0.000115144,0.00010022,0.000117328,9.34E-05,8.64E-05,1.04E-05,0.000103741,0.000215852,0.000114155,8.58E-05,0.000103741,2.39E-05,7.81E-05,0.000316957,6.68E-05,7.81E-05
9,1/1/21 8:00,0.000130738,0,0.000111986,0.00010048,8.10E-05,0.000837589,0.00012277,0.00010213,0.000168787,0.000104659,8.80E-05,7.27E-06,0.00021869,0.000114155,3.58E-05,0.000131595,0.000281097,0.000111986,0.000131595,0.000130738,0,0.000111986,0.00010048,8.10E-05,0.000701113,0.00012277,0.00010213,0.000168787,0.000104659,8.80E-05,1.08E-05,0.000109399,0.00021869,0.000114155,5.34E-05,0.000109399,3.58E-05,0.000131595,0.000285041,0.000111986,0.000131595
10,1/1/21 9:00,0.000117363,0,0.000149517,0.000132751,8.47E-05,0.000789139,0.000118793,0.000103158,0.000236176,0.000125383,9.04E-05,1.19E-05,0.000181089,0.000114155,5.10E-05,0.00018911,0.00018206,0.000149517,0.00018911,0.000117363,0,0.000149517,0.000132751,8.47E-05,0.00067487,0.000118793,0.000103158,0.000236176,0.000125383,9.04E-05,1.43E-05,0.000119779,0.000181089,0.000114155,4.33E-05,0.000119779,5.10E-05,0.00018911,0.000184051,0.000149517,0.00018911
11,1/1/21 10:00,0.000113396,0,0.000164485,0.000172451,8.87E-05,0.000706022,0.00011477,0.000103836,0.000269259,0.00015491,9.31E-05,1.16E-05,0.000161115,0.000114155,6.48E-05,0.000228684,0.00012638,0.000164485,0.000228684,0.000113396,0,0.000164485,0.000172451,8.87E-05,0.000642336,0.00011477,0.000103836,0.000269259,0.00015491,9.31E-05,1.38E-05,0.000134567,0.000161115,0.000114155,3.44E-05,0.000134567,6.48E-05,0.000228684,0.000127846,0.000164485,0.000228684
12,1/1/21 11:00,0.000111606,0,0.000159999,0.000196996,9.45E-05,0.000602645,0.000112443,0.000104593,0.000288824,0.000190435,9.76E-05,1.15E-05,0.000137002,0.000114155,7.75E-05,0.000235758,8.35E-05,0.000159999,0.000235758,0.000111606,0,0.000159999,0.000196996,9.45E-05,0.000564703,0.000112443,0.000104593,0.000288824,0.000190435,9.76E-05,1.37E-05,0.000152359,0.000137002,0.000114155,2.72E-05,0.000152359,7.75E-05,0.000235758,8.46E-05,0.000159999,0.000235758
13,1/1/21 12:00,0.000120731,0,0.000154451,0.000210953,9.83E-05,0.000493816,0.000112656,0.000105706,0.000255741,0.000209435,0.000101127,9.62E-06,0.000128449,0.000114155,8.65E-05,0.000210788,8.20E-05,0.000154451,0.000210788,0.000120731,0,0.000154451,0.000210953,9.83E-05,0.00046026,0.000112656,0.000105706,0.000255741,0.000209435,0.000101127,1.02E-05,0.000161875,0.000128449,0.000114155,2.17E-05,0.000161875,8.65E-05,0.000210788,8.25E-05,0.000154451,0.000210788
14,1/1/21 13:00,0.000128604,0,0.000147329,0.000204447,0.0001016,0.000393496,0.000113734,0.000107153,0.000218329,0.000200936,0.000103937,8.26E-06,0.00010815,0.000114155,9.44E-05,0.00017839,6.46E-05,0.000147329,0.00017839,0.000128604,0,0.000147329,0.000204447,0.0001016,0.000341184,0.000113734,0.000107153,0.000218329,0.000200936,0.000103937,9.67E-06,0.000157618,0.00010815,0.000114155,2.99E-05,0.000157618,9.44E-05,0.00017839,6.41E-05,0.000147329,0.00017839
15,1/1/21 14:00,0.000139652,0,0.000136709,0.000193039,0.000103686,0.000323466,0.000115538,0.00010906,0.000174934,0.000174539,0.000105942,5.87E-06,9.32E-05,0.000114155,0.000105151,0.000201335,4.31E-05,0.000136709,0.000201335,0.000139652,0,0.000136709,0.000193039,0.000103686,0.000235139,0.000115538,0.00010906,0.000174934,0.000174539,0.000105942,6.33E-06,0.000144398,9.32E-05,0.000114155,3.98E-05,0.000144398,0.000105151,0.000201335,4.26E-05,0.000136709,0.000201335
16,1/1/21 15:00,0.000179949,0,0.00012653,0.000177418,0.000103721,0.000334041,0.000121217,0.000112143,0.000137191,0.000142025,0.000107801,2.12E-06,8.48E-05,0.000114155,0.000118651,0.000201411,3.14E-05,0.00012653,0.000201411,0.000179949,0,0.00012653,0.000177418,0.000103721,0.000246434,0.000121217,0.000112143,0.000137191,0.000142025,0.000107801,1.83E-07,0.000128114,8.48E-05,0.000114155,0.000177759,0.000128114,0.000118651,0.000201411,3.12E-05,0.00012653,0.000201411
17,1/1/21 16:00,0.000280824,0,0.00012904,0.000174509,0.000103016,0.000490836,0.000132551,0.000116794,9.71E-05,0.000117038,0.000108742,-4.95E-06,0.000106245,0.000114155,0.000136342,0.000185288,7.45E-05,0.00012904,0.000185288,0.000280824,0,0.00012904,0.000174509,0.000103016,0.000484056,0.000132551,0.000116794,9.71E-05,0.000117038,0.000108742,-1.86E-06,0.000115599,0.000106245,0.000114155,0.000294115,0.000115599,0.000136342,0.000185288,7.44E-05,0.00012904,0.000185288
18,1/1/21 17:00,0.000356978,0,0.000157302,0.00017085,0.00010059,0.000693798,0.000155965,0.000122285,5.30E-05,9.27E-05,0.000108466,-8.87E-07,0.000154935,0.000114155,0.00016375,0.00012434,0.000166493,0.000157302,0.00012434,0.000356978,0,0.000157302,0.00017085,0.00010059,0.00080495,0.000155965,0.000122285,5.30E-05,9.27E-05,0.000108466,1.36E-05,0.000103432,0.000154935,0.000114155,0.000319911,0.000103432,0.00016375,0.00012434,0.000165563,0.000157302,0.00012434
19,1/1/21 18:00,0.000346354,0,0.000199306,0.000158382,9.73E-05,0.000836354,0.000192037,0.000126842,2.92E-05,7.51E-05,0.000106404,-3.21E-06,0.000188976,0.000114155,0.000193947,9.77E-05,0.000226612,0.000199306,9.77E-05,0.000346354,0,0.000199306,0.000158382,9.73E-05,0.001009241,0.000192037,0.000126842,2.92E-05,7.51E-05,0.000106404,1.47E-05,9.46E-05,0.000188976,0.000114155,0.000222192,9.46E-05,0.000193947,9.77E-05,0.000223698,0.000199306,9.77E-05
20,1/1/21 19:00,0.000246119,0,0.00021666,0.00014121,9.47E-05,0.000838149,0.000234852,0.000128927,1.64E-05,6.36E-05,0.000103512,-6.35E-06,0.000209112,0.000114155,0.000222199,8.55E-05,0.000262269,0.00021666,8.55E-05,0.000246119,0,0.00021666,0.00014121,9.47E-05,0.000979858,0.000234852,0.000128927,1.64E-05,6.36E-05,0.000103512,8.82E-06,8.88E-05,0.000209112,0.000114155,0.000128298,8.88E-05,0.000222199,8.55E-05,0.000258702,0.00021666,8.55E-05
21,1/1/21 20:00,0.000144838,0,0.000191558,0.000128293,9.04E-05,0.000807273,0.00025323,0.000127681,1.09E-05,6.02E-05,1.00E-04,-2.90E-06,0.000189707,0.000114155,0.00023922,7.98E-05,0.000238032,0.000191558,7.98E-05,0.000144838,0,0.000191558,0.000128293,9.04E-05,0.000880187,0.00025323,0.000127681,1.09E-05,6.02E-05,1.00E-04,7.79E-06,8.71E-05,0.000189707,0.000114155,0.000121739,8.71E-05,0.00023922,7.98E-05,0.000235141,0.000191558,7.98E-05
22,1/1/21 21:00,9.10E-05,0,0.000140896,0.000118899,9.03E-05,0.000790835,0.000233236,0.000122872,8.56E-06,5.52E-05,9.66E-05,3.24E-06,0.000157558,0.000114155,0.00023407,6.89E-05,0.000200684,0.000140896,6.89E-05,9.10E-05,0,0.000140896,0.000118899,9.03E-05,0.000796794,0.000233236,0.000122872,8.56E-06,5.52E-05,9.66E-05,8.49E-06,8.46E-05,0.000157558,0.000114155,9.28E-05,8.46E-05,0.00023407,6.89E-05,0.0001994,0.000140896,6.89E-05
23,1/1/21 22:00,6.59E-05,0,9.50E-05,0.000100457,8.78E-05,0.000787497,0.000178502,0.000115535,8.03E-06,4.98E-05,9.27E-05,8.68E-06,0.000124868,0.000114155,0.000210578,4.80E-05,0.000165982,9.50E-05,4.80E-05,6.59E-05,0,9.50E-05,0.000100457,8.78E-05,0.000736727,0.000178502,0.000115535,8.03E-06,4.98E-05,9.27E-05,9.56E-06,8.19E-05,0.000124868,0.000114155,7.29E-05,8.19E-05,0.000210578,4.80E-05,0.00016576,9.50E-05,4.80E-05
24,1/1/21 23:00,5.27E-05,0,6.14E-05,7.04E-05,8.65E-05,0.00079181,0.000123296,0.00010679,6.84E-06,5.11E-05,8.84E-05,1.04E-05,9.34E-05,0.000114155,0.000163064,2.58E-05,0.000131085,6.14E-05,2.58E-05,5.27E-05,0,6.14E-05,7.04E-05,8.65E-05,0.000710314,0.000123296,0.00010679,6.84E-06,5.11E-05,8.84E-05,8.33E-06,8.26E-05,9.34E-05,0.000114155,5.30E-05,8.26E-05,0.000163064,2.58E-05,0.000131224,6.14E-05,2.58E-05
25,1/2/21 0:00,4.52E-05,0,3.81E-05,4.45E-05,8.07E-05,0.000514532,8.18E-05,0.000105573,5.95E-06,4.80E-05,8.66E-05,1.62E-05,7.39E-05,0.000114155,0.00012017,2.31E-05,0.000104906,3.81E-05,2.31E-05,4.52E-05,0,3.81E-05,4.45E-05,8.07E-05,0.000534987,8.18E-05,0.000105573,5.95E-06,4.80E-05,8.66E-05,1.16E-05,8.10E-05,7.39E-05,0.000114155,6.48E-05,8.10E-05,0.00012017,2.31E-05,0.00010569,3.81E-05,2.31E-05
26,1/2/21 1:00,3.71E-05,0,2.28E-05,2.00E-05,7.96E-05,0.000515292,6.26E-05,9.99E-05,5.42E-06,4.86E-05,8.31E-05,1.93E-05,5.05E-05,0.000114155,7.85E-05,6.77E-06,7.66E-05,2.28E-05,6.77E-06,3.71E-05,0,2.28E-05,2.00E-05,7.96E-05,0.000542878,6.26E-05,9.99E-05,5.42E-06,4.86E-05,8.31E-05,1.36E-05,8.13E-05,5.05E-05,0.000114155,7.04E-05,8.13E-05,7.85E-05,6.77E-06,7.71E-05,2.28E-05,6.77E-06
27,1/2/21 2:00,3.42E-05,0,1.57E-05,9.53E-06,7.86E-05,0.000491792,5.44E-05,9.67E-05,6.71E-06,4.46E-05,8.16E-05,2.15E-05,4.51E-05,0.000114155,3.94E-05,5.65E-06,6.97E-05,1.57E-05,5.65E-06,3.42E-05,0,1.57E-05,9.53E-06,7.86E-05,0.0005056,5.44E-05,9.67E-05,6.71E-06,4.46E-05,8.16E-05,1.55E-05,7.93E-05,4.51E-05,0.000114155,8.00E-05,7.93E-05,3.94E-05,5.65E-06,7.04E-05,1.57E-05,5.65E-06
28,1/2/21 3:00,3.31E-05,0,1.14E-05,6.79E-06,7.76E-05,0.00049675,5.07E-05,9.49E-05,9.02E-06,4.22E-05,8.01E-05,2.22E-05,4.30E-05,0.000114155,1.47E-05,5.61E-06,6.73E-05,1.14E-05,5.61E-06,3.31E-05,0,1.14E-05,6.79E-06,7.76E-05,0.000507037,5.07E-05,9.49E-05,9.02E-06,4.22E-05,8.01E-05,1.66E-05,7.81E-05,4.30E-05,0.000114155,8.17E-05,7.81E-05,1.47E-05,5.61E-06,6.82E-05,1.14E-05,5.61E-06
29,1/2/21 4:00,3.57E-05,0,1.24E-05,7.80E-06,7.61E-05,0.000514738,5.47E-05,9.44E-05,1.67E-05,4.50E-05,7.91E-05,2.12E-05,5.26E-05,0.000114155,3.17E-06,8.98E-06,8.16E-05,1.24E-05,8.98E-06,3.57E-05,0,1.24E-05,7.80E-06,7.61E-05,0.000529384,5.47E-05,9.44E-05,1.67E-05,4.50E-05,7.91E-05,1.60E-05,7.95E-05,5.26E-05,0.000114155,9.72E-05,7.95E-05,3.17E-06,8.98E-06,8.28E-05,1.24E-05,8.98E-06
30,1/2/21 5:00,4.33E-05,0,1.97E-05,1.37E-05,7.57E-05,0.000561174,7.05E-05,9.52E-05,2.88E-05,5.50E-05,7.80E-05,1.86E-05,6.81E-05,0.000114155,4.20E-06,1.57E-05,0.000102941,1.97E-05,1.57E-05,4.33E-05,0,1.97E-05,1.37E-05,7.57E-05,0.00057817,7.05E-05,9.52E-05,2.88E-05,5.50E-05,7.80E-05,1.42E-05,8.45E-05,6.81E-05,0.000114155,9.81E-05,8.45E-05,4.20E-06,1.57E-05,0.000104413,1.97E-05,1.57E-05
31,1/2/21 6:00,7.07E-05,0,3.42E-05,2.65E-05,7.50E-05,0.000628263,9.68E-05,9.74E-05,4.85E-05,6.87E-05,7.99E-05,1.42E-05,0.000100305,0.000114155,9.32E-06,3.32E-05,0.000145604,3.42E-05,3.32E-05,7.07E-05,0,3.42E-05,2.65E-05,7.50E-05,0.000652231,9.68E-05,9.74E-05,4.85E-05,6.87E-05,7.99E-05,1.24E-05,9.14E-05,0.000100305,0.000114155,8.34E-05,9.14E-05,9.32E-06,3.32E-05,0.000147725,3.42E-05,3.32E-05
32,1/2/21 7:00,0.000121422,0,6.78E-05,5.54E-05,7.58E-05,0.00068293,0.000116415,0.000100617,9.30E-05,8.37E-05,8.26E-05,1.18E-05,0.0001482,0.000114155,2.20E-05,7.33E-05,0.000199794,6.78E-05,7.33E-05,0.000121422,0,6.78E-05,5.54E-05,7.58E-05,0.000708061,0.000116415,0.000100617,9.30E-05,8.37E-05,8.26E-05,1.17E-05,9.89E-05,0.0001482,0.000114155,6.05E-05,9.89E-05,2.20E-05,7.33E-05,0.000202538,6.78E-05,7.33E-05
33,1/2/21 8:00,0.000161122,0,0.000119316,0.000100894,7.67E-05,0.000703643,0.000123138,0.000103843,0.000186303,0.000101181,8.59E-05,8.10E-06,0.000204115,0.000114155,4.04E-05,0.000142082,0.000249912,0.000119316,0.000142082,0.000161122,0,0.000119316,0.000100894,7.67E-05,0.000750365,0.000123138,0.000103843,0.000186303,0.000101181,8.59E-05,9.32E-06,0.000107657,0.000204115,0.000114155,5.24E-05,0.000107657,4.04E-05,0.000142082,0.000253221,0.000119316,0.000142082
34,1/2/21 9:00,0.000188102,0,0.000167287,0.000160816,8.13E-05,0.000681303,0.000118223,0.000106453,0.000283933,0.000128787,8.89E-05,2.95E-06,0.000238792,0.000114155,6.57E-05,0.000212751,0.000264152,0.000167287,0.000212751,0.000188102,0,0.000167287,0.000160816,8.13E-05,0.0007596,0.000118223,0.000106453,0.000283933,0.000128787,8.89E-05,8.18E-06,0.000121483,0.000238792,0.000114155,5.27E-05,0.000121483,6.57E-05,0.000212751,0.000267587,0.000167287,0.000212751
35,1/2/21 10:00,0.000186785,0,0.00019044,0.000216227,8.61E-05,0.000627177,0.000113664,0.000108362,0.000348579,0.000158784,9.24E-05,-1.85E-06,0.000240205,0.000114155,8.90E-05,0.000281679,0.000228883,0.00019044,0.000281679,0.000186785,0,0.00019044,0.000216227,8.61E-05,0.000713812,0.000113664,0.000108362,0.000348579,0.000158784,9.24E-05,4.79E-06,0.000136507,0.000240205,0.000114155,4.77E-05,0.000136507,8.90E-05,0.000281679,0.000232751,0.00019044,0.000281679
36,1/2/21 11:00,0.000186072,0,0.000186841,0.000257704,9.24E-05,0.000540165,0.000111116,0.000110123,0.00037958,0.000193117,9.75E-05,-4.59E-06,0.00020427,0.000114155,0.000106747,0.000310998,0.000155402,0.000186841,0.000310998,0.000186072,0,0.000186841,0.000257704,9.24E-05,0.000627017,0.000111116,0.000110123,0.00037958,0.000193117,9.75E-05,1.35E-06,0.000153703,0.00020427,0.000114155,3.70E-05,0.000153703,0.000106747,0.000310998,0.000159042,0.000186841,0.000310998
37,1/2/21 12:00,0.000174472,0,0.000177561,0.000281085,9.73E-05,0.000426429,0.000111134,0.000112032,0.000344051,0.000211724,0.000101929,-6.00E-06,0.000177363,0.000114155,0.00012072,0.000291523,0.000121312,0.000177561,0.000291523,0.000174472,0,0.000177561,0.000281085,9.73E-05,0.00049514,0.000111134,0.000112032,0.000344051,0.000211724,0.000101929,-1.22E-06,0.000163022,0.000177363,0.000114155,3.09E-05,0.000163022,0.00012072,0.000291523,0.000124124,0.000177561,0.000291523
38,1/2/21 13:00,0.000173603,0,0.00016685,0.000280052,0.000101229,0.000309294,0.000112191,0.000113933,0.000297483,0.000218138,0.000105123,-7.59E-06,0.000153286,0.000114155,0.000132691,0.000249037,0.0001031,0.00016685,0.000249037,0.000173603,0,0.00016685,0.000280052,0.000101229,0.000336315,0.000112191,0.000113933,0.000297483,0.000218138,0.000105123,-4.39E-06,0.000166234,0.000153286,0.000114155,4.50E-05,0.000166234,0.000132691,0.000249037,0.000104685,0.00016685,0.000249037
39,1/2/21 14:00,0.000182331,0,0.000152485,0.000267804,0.000103266,0.000221819,0.000114173,0.000115881,0.00022203,0.000204904,0.000106292,-9.06E-06,0.000147898,0.000114155,0.000140721,0.00021835,0.00011172,0.000152485,0.00021835,0.000182331,0,0.000152485,0.000267804,0.000103266,0.000179206,0.000114173,0.000115881,0.00022203,0.000204904,0.000106292,-7.30E-06,0.000159606,0.000147898,0.000114155,5.96E-05,0.000159606,0.000140721,0.00021835,0.000113191,0.000152485,0.00021835
40,1/2/21 15:00,0.000214717,0,0.000137552,0.000237562,0.000103671,0.000243827,0.00012005,0.000118224,0.000167597,0.000180556,0.000107404,-1.09E-05,0.000145689,0.000114155,0.000146821,0.000211475,0.000114679,0.000137552,0.000211475,0.000214717,0,0.000137552,0.000237562,0.000103671,0.0001793,0.00012005,0.000118224,0.000167597,0.000180556,0.000107404,-1.24E-05,0.000147412,0.000145689,0.000114155,0.000215961,0.000147412,0.000146821,0.000211475,0.000116768,0.000137552,0.000211475
41,1/2/21 16:00,0.000279284,0,0.000134261,0.000216228,0.000103126,0.000424672,0.000131468,0.000121259,0.000112238,0.000147075,0.000109143,-1.35E-05,0.000161946,0.000114155,0.000155445,0.000189626,0.000153084,0.000134261,0.000189626,0.000279284,0,0.000134261,0.000216228,0.000103126,0.000482165,0.000131468,0.000121259,0.000112238,0.000147075,0.000109143,-1.18E-05,0.000130643,0.000161946,0.000114155,0.000329831,0.000130643,0.000155445,0.000189626,0.000155346,0.000134261,0.000189626
42,1/2/21 17:00,0.000331006,0,0.000158303,0.000189669,0.000101596,0.000641084,0.000154791,0.000124681,5.65E-05,0.000110809,0.000109404,-9.38E-06,0.000194266,0.000114155,0.000180077,0.000158444,0.000216601,0.000158303,0.000158444,0.000331006,0,0.000158303,0.000189669,0.000101596,0.000868165,0.000154791,0.000124681,5.65E-05,0.000110809,0.000109404,1.69E-06,0.000112479,0.000194266,0.000114155,0.000350107,0.000112479,0.000180077,0.000158444,0.000217747,0.000158303,0.000158444
43,1/2/21 18:00,0.000318341,0,0.000202657,0.000165844,9.99E-05,0.000751781,0.000190723,0.000127502,2.97E-05,8.41E-05,0.000107781,-1.03E-05,0.00020732,0.000114155,0.000204855,0.000123392,0.000244734,0.000202657,0.000123392,0.000318341,0,0.000202657,0.000165844,9.99E-05,0.001078088,0.000190723,0.000127502,2.97E-05,8.41E-05,0.000107781,4.05E-06,9.91E-05,0.00020732,0.000114155,0.000231291,9.91E-05,0.000204855,0.000123392,0.000242866,0.000202657,0.000123392
44,1/2/21 19:00,0.000241109,0,0.000219942,0.000143497,9.73E-05,0.000665182,0.000233128,0.00012873,1.57E-05,6.91E-05,0.000104719,-1.47E-05,0.000191899,0.000114155,0.000227525,0.000113693,0.000219267,0.000219942,0.000113693,0.000241109,0,0.000219942,0.000143497,9.73E-05,0.000963907,0.000233128,0.00012873,1.57E-05,6.91E-05,0.000104719,-2.32E-06,9.16E-05,0.000191899,0.000114155,0.000134282,9.16E-05,0.000227525,0.000113693,0.000215656,0.000219942,0.000113693
45,1/2/21 20:00,0.000150557,0,0.000195527,0.000128666,9.36E-05,0.000543203,0.000251755,0.000127801,1.01E-05,6.31E-05,0.000101259,-1.13E-05,0.000148831,0.000114155,0.000237668,0.000105634,0.000156094,0.000195527,0.000105634,0.000150557,0,0.000195527,0.000128666,9.36E-05,0.000757908,0.000251755,0.000127801,1.01E-05,6.31E-05,0.000101259,-3.21E-06,8.86E-05,0.000148831,0.000114155,0.000124581,8.86E-05,0.000237668,0.000105634,0.00015229,0.000195527,0.000105634
46,1/2/21 21:00,9.98E-05,0,0.000140582,0.000118238,9.02E-05,0.000468082,0.000231945,0.00012452,7.67E-06,5.60E-05,9.72E-05,-3.34E-06,0.000114195,0.000114155,0.000229061,0.000108413,0.000109143,0.000140582,0.000108413,9.98E-05,0,0.000140582,0.000118238,9.02E-05,0.00059621,0.000231945,0.00012452,7.67E-06,5.60E-05,9.72E-05,4.12E-07,8.50E-05,0.000114195,0.000114155,9.56E-05,8.50E-05,0.000229061,0.000108413,0.000107454,0.000140582,0.000108413
47,1/2/21 22:00,6.94E-05,0,9.48E-05,0.000102142,8.64E-05,0.00047168,0.00017713,0.000119357,7.30E-06,4.98E-05,9.37E-05,6.23E-06,0.000102017,0.000114155,0.00020304,8.64E-05,0.000109537,9.48E-05,8.64E-05,6.94E-05,0,9.48E-05,0.000102142,8.64E-05,0.00052607,0.00017713,0.000119357,7.30E-06,4.98E-05,9.37E-05,6.06E-06,8.19E-05,0.000102017,0.000114155,7.15E-05,8.19E-05,0.00020304,8.64E-05,0.000109542,9.48E-05,8.64E-05
