DEMAND,SOLAR,WIND,COAL,COAL_CRYO,COAL_AMINE,NUCLEAR
25550,0,34222.66,57747,57747,57747,115494
25422,0,34041.3,57747,57747,57747,115494
25955,0,33836.86,57747,57747,57747,115494
27521,1070.83,33146.15,57747,57747,57747,115494
30014,5047.17,33577.6,57747,57747,57747,115494
31612,8049.35,35221.57,57747,57747,57747,115494
31966,9666.2,35880.45,57747,57747,57747,115494
32114,9777.36,37086.25,57747,57747,57747,115494
32360,9222.38,38651.95,57747,57747,57747,115494
32449,8424.39,40182.19,57747,57747,57747,115494
32204,7727.78,42216.6,57747,57747,57747,115494
32318,6720.92,43841.18,57747,57747,57747,115494
32441,5654.15,44377.93,57747,57747,57747,115494
32485,3714.16,44279.85,57747,57747,57747,115494
32247,791.68,42023.58,57747,57747,57747,115494
31993,1.44,40560.28,57747,57747,57747,115494
32543,0,39524.2,57747,57747,57747,115494
33967,0,38060.05,57747,57747,57747,115494
33579,0,36667.38,57747,57747,57747,115494
31898,0,34704.01,57747,57747,57747,115494
29954,0,32745.14,57747,57747,57747,115494
27969,0,30720.31,57747,57747,57747,115494
26577,0,28941.95,57747,57747,57747,115494
25410,0,27251,57747,57747,57747,115494
24943,0,25146.86,57747,57747,57747,115494
24696,0,22460.38,57747,57747,57747,115494
24886,0,19968.27,57747,57747,57747,115494
25546,988.95,16732.82,57747,57747,57747,115494
26427,4370.55,13046.47,57747,57747,57747,115494
27247,7121.42,10736.4,57747,57747,57747,115494
27802,8575.61,8106.68,57747,57747,57747,115494
28711,9013.26,6044.6,57747,57747,57747,115494
28660,8897,4969.28,57747,57747,57747,115494
28351,8562.95,4896.83,57747,57747,57747,115494
28073,7395.95,5569.72,57747,57747,57747,115494
28111,6196.32,6394.96,57747,57747,57747,115494
28265,4740.09,7772.77,57747,57747,57747,115494
28425,2823.38,9638.2,57747,57747,57747,115494
28947,481.39,11733.73,57747,57747,57747,115494
29095,2.96,13417.8,57747,57747,57747,115494
29977,0,13356.95,57747,57747,57747,115494
31474,0,13324.36,57747,57747,57747,115494
31334,0,12887.29,57747,57747,57747,115494
30223,0,12139.32,57747,57747,57747,115494
28531,0,11393.24,57747,57747,57747,115494
26792,0,10994.53,57747,57747,57747,115494
25392,0,10582.75,57747,57747,57747,115494
24240,0,9989.77,57747,57747,57747,115494
23571,0,9614.59,57747,57747,57747,115494
23258,0,8907.52,57747,57747,57747,115494
23136,0.23,8329.8,57747,57747,57747,115494
23600,1100.63,7900.36,57747,57747,57747,115494
24386,4340.92,6839.66,57747,57747,57747,115494
24866,7061.28,6351.92,57747,57747,57747,115494
25901,9022.87,6398.38,57747,57747,57747,115494
26714,10106.51,6616.75,57747,57747,57747,115494
26834,10359.08,7025.2,57747,57747,57747,115494
26869,10024.89,7732.73,57747,57747,57747,115494
27098,9342.19,8293.67,57747,57747,57747,115494
27453,8232.25,8548.25,57747,57747,57747,115494
27750,7024.16,8650.55,57747,57747,57747,115494
28032,4431.7,8682.43,57747,57747,57747,115494
28477,1116.24,9231.24,57747,57747,57747,115494
29154,4.7,10566.26,57747,57747,57747,115494
30151,0,11187.74,57747,57747,57747,115494
32027,0,11385.5,57747,57747,57747,115494
32109,0,11344.21,57747,57747,57747,115494
30615,0,11404.19,57747,57747,57747,115494
28334,0,11171.46,57747,57747,57747,115494
26265,0,10784.5,57747,57747,57747,115494
25532,0,10289.27,57747,57747,57747,115494
24873,0,9742.25,57747,57747,57747,115494
24251,0,9251.53,57747,57747,57747,115494
24195,0,8616.85,57747,57747,57747,115494
24921,0,8069.64,57747,57747,57747,115494
26569,1472.81,7523.4,57747,57747,57747,115494
29077,5552.71,6984.62,57747,57747,57747,115494
30787,8461.25,6793.88,57747,57747,57747,115494
31663,10203.12,7622.16,57747,57747,57747,115494
32123,10996.89,8876.42,57747,57747,57747,115494
32212,11407.08,9537.75,57747,57747,57747,115494
32317,11264.47,9601.65,57747,57747,57747,115494
32391,10783.47,9628.44,57747,57747,57747,115494
32277,10263.7,9787.86,57747,57747,57747,115494
32136,8347.45,10151.21,57747,57747,57747,115494
32114,4931.66,10757.53,57747,57747,57747,115494
32290,1025.82,11827.93,57747,57747,57747,115494
32088,3.79,12831.14,57747,57747,57747,115494
32726,0,13020.54,57747,57747,57747,115494
34326,0,13105.18,57747,57747,57747,115494
34064,0,13185.18,57747,57747,57747,115494
32278,0,12800,57747,57747,57747,115494
29794,0,12487.1,57747,57747,57747,115494
27747,0,11919.51,57747,57747,57747,115494
26488,0,10827.17,57747,57747,57747,115494
25448,0,9934.19,57747,57747,57747,115494
24974,0,9150.87,57747,57747,57747,115494
24924,0,8389.46,57747,57747,57747,115494
25543,0,7730.41,57747,57747,57747,115494
27347,1324.8,7259.14,57747,57747,57747,115494
30208,4928.57,6778.74,57747,57747,57747,115494
31527,7799.22,6709.45,57747,57747,57747,115494
31525,9859.71,7583.4,57747,57747,57747,115494
31608,10759.67,8999.99,57747,57747,57747,115494
31887,11231.91,11033.24,57747,57747,57747,115494
31651,11231.76,13381.27,57747,57747,57747,115494
31438,10721.75,15784.34,57747,57747,57747,115494
31289,9889.18,18618.73,57747,57747,57747,115494
31095,8127.42,21816.55,57747,57747,57747,115494
30793,5159.34,24463.57,57747,57747,57747,115494
30355,1423.15,27137.76,57747,57747,57747,115494
30538,7.19,29347.63,57747,57747,57747,115494
31462,0,28692.57,57747,57747,57747,115494
33473,0,27748.94,57747,57747,57747,115494
33560,0,26589.62,57747,57747,57747,115494
31943,0,26185.26,57747,57747,57747,115494
29706,0,26835.65,57747,57747,57747,115494
27607,0,26843.61,57747,57747,57747,115494
26763,0,26530.96,57747,57747,57747,115494
25982,0,26127.36,57747,57747,57747,115494
25667,0,25867.01,57747,57747,57747,115494
25368,0,24540.46,57747,57747,57747,115494
25972,0.01,23381.37,57747,57747,57747,115494
27834,1176.97,21538.59,57747,57747,57747,115494
30554,4036.81,17943.69,57747,57747,57747,115494
31925,6584.88,16473.3,57747,57747,57747,115494
31971,8344.94,15128.68,57747,57747,57747,115494
31819,9358.09,14774.22,57747,57747,57747,115494
31930,9995.99,15459.51,57747,57747,57747,115494
31633,10286.49,16215.13,57747,57747,57747,115494
31524,10015.18,16686.38,57747,57747,57747,115494
31571,9253.46,17298.35,57747,57747,57747,115494
31633,7378.66,18478.91,57747,57747,57747,115494
31494,4408.27,19118.09,57747,57747,57747,115494
31501,940.99,19698.15,57747,57747,57747,115494
31545,3.93,21579.23,57747,57747,57747,115494
32577,0,22311.77,57747,57747,57747,115494
34271,0,21156.6,57747,57747,57747,115494
34228,0,19264.22,57747,57747,57747,115494
32420,0,17597.78,57747,57747,57747,115494
29881,0,17044.46,57747,57747,57747,115494
27521,0,16269.84,57747,57747,57747,115494
25875,0,15841,57747,57747,57747,115494
25222,0,15601.4,57747,57747,57747,115494
24703,0,15945.69,57747,57747,57747,115494
24751,0,16227.36,57747,57747,57747,115494
25407,0.05,15984.26,57747,57747,57747,115494
27088,1566.03,15293.69,57747,57747,57747,115494
29633,4086.62,13620.67,57747,57747,57747,115494
30978,6186.1,13572.85,57747,57747,57747,115494
30937,7319.25,15632.09,57747,57747,57747,115494
30938,8127.03,18674.56,57747,57747,57747,115494
31479,8642.74,21587.25,57747,57747,57747,115494
31534,8284.27,23864.56,57747,57747,57747,115494
31562,7814.27,26310.46,57747,57747,57747,115494
31686,6185.27,28489.33,57747,57747,57747,115494
31868,3965.75,29866.79,57747,57747,57747,115494
31826,2181.41,30028.98,57747,57747,57747,115494
31748,586.97,27768.58,57747,57747,57747,115494
32125,2.27,25528.54,57747,57747,57747,115494
32238,0,24700.67,57747,57747,57747,115494
33819,0,24052.24,57747,57747,57747,115494
33745,0,23134.39,57747,57747,57747,115494
31985,0,22564.51,57747,57747,57747,115494
29771,0,22732.18,57747,57747,57747,115494
27566,0,22291.3,57747,57747,57747,115494
25968,0,21566.68,57747,57747,57747,115494
25187,0,21043.93,57747,57747,57747,115494
24514,0,20629.89,57747,57747,57747,115494
24381,0,19721.12,57747,57747,57747,115494
24966,0.51,19333.99,57747,57747,57747,115494
26404,1584.27,18465.74,57747,57747,57747,115494
28588,4580.19,16685.4,57747,57747,57747,115494
29854,7082.47,17609.49,57747,57747,57747,115494
30410,8813.5,19392.86,57747,57747,57747,115494
30970,10247.34,22960.21,57747,57747,57747,115494
31304,10992.46,26203.62,57747,57747,57747,115494
31166,10794.52,30186.43,57747,57747,57747,115494
30992,9873.82,32811.74,57747,57747,57747,115494
31142,8695.52,33692.12,57747,57747,57747,115494
31263,6303.82,32242.43,57747,57747,57747,115494
31335,3757.1,31422.77,57747,57747,57747,115494
31257,915.23,30881.16,57747,57747,57747,115494
30885,3.52,30517.69,57747,57747,57747,115494
31341,0,30175.51,57747,57747,57747,115494
32707,0,30282.17,57747,57747,57747,115494
32704,0,29285.96,57747,57747,57747,115494
31350,0,28789.18,57747,57747,57747,115494
29743,0,27676.51,57747,57747,57747,115494
27428,0,26753.55,57747,57747,57747,115494
25814,0,25305.28,57747,57747,57747,115494
25215,0,25435.39,57747,57747,57747,115494
24612,0,25905.39,57747,57747,57747,115494
24278,0,26118.35,57747,57747,57747,115494
24483,2.45,25381.8,57747,57747,57747,115494
25099,1380.78,23788.95,57747,57747,57747,115494
26028,3649.2,21729.01,57747,57747,57747,115494
26251,5934.83,22320.65,57747,57747,57747,115494
27218,7829.16,22016.04,57747,57747,57747,115494
27671,9212.19,20533.49,57747,57747,57747,115494
27632,9921.85,19504.82,57747,57747,57747,115494
27713,9740.4,19448.17,57747,57747,57747,115494
27606,9132.3,19866.65,57747,57747,57747,115494
27588,7320.08,20515.04,57747,57747,57747,115494
27838,4917.21,21053.58,57747,57747,57747,115494
28266,2516.8,21788.37,57747,57747,57747,115494
28316,380.17,21997.42,57747,57747,57747,115494
28615,1.08,22980.52,57747,57747,57747,115494
29710,0,22617.91,57747,57747,57747,115494
31362,0,21364.25,57747,57747,57747,115494
31504,0,19731.68,57747,57747,57747,115494
30236,0,18100.92,57747,57747,57747,115494
28636,0,16917.91,57747,57747,57747,115494
26632,0,15718.2,57747,57747,57747,115494
24967,0,15030.37,57747,57747,57747,115494
23761,0,15015.91,57747,57747,57747,115494
23050,0,14771.14,57747,57747,57747,115494
22733,0,14453.65,57747,57747,57747,115494
22771,2.82,13684.06,57747,57747,57747,115494
23207,1270.19,13138.33,57747,57747,57747,115494
23901,2139.18,12035.05,57747,57747,57747,115494
24314,3218.85,11397.22,57747,57747,57747,115494
25279,4559.09,12125.69,57747,57747,57747,115494
25773,6016.85,13526.88,57747,57747,57747,115494
25654,6068.61,14992.56,57747,57747,57747,115494
25569,5492.4,16993.16,57747,57747,57747,115494
25390,4508.98,19221.64,57747,57747,57747,115494
25447,3525.22,22048.8,57747,57747,57747,115494
25517,2626.38,25021.33,57747,57747,57747,115494
25748,1223.54,27841.37,57747,57747,57747,115494
26264,189.68,30748.56,57747,57747,57747,115494
26800,0.54,33459.89,57747,57747,57747,115494
27969,0,33678.34,57747,57747,57747,115494
29983,0,32679.2,57747,57747,57747,115494
30333,0,31267.56,57747,57747,57747,115494
29103,0,30503.97,57747,57747,57747,115494
27230,0,29765.99,57747,57747,57747,115494
25283,0,29718.96,57747,57747,57747,115494
23920,0,30292.23,57747,57747,57747,115494
23412,0,29953.33,57747,57747,57747,115494
23269,0,29136.06,57747,57747,57747,115494
23422,0,28569.38,57747,57747,57747,115494
24269,1.57,28199.24,57747,57747,57747,115494
25644,1764.79,27540.57,57747,57747,57747,115494
28186,4484.73,25906.5,57747,57747,57747,115494
29780,6858.08,26420.81,57747,57747,57747,115494
30772,8681.22,27936.67,57747,57747,57747,115494
31526,9439.04,29250.21,57747,57747,57747,115494
31843,9681.31,31230.28,57747,57747,57747,115494
31617,9365,32142.56,57747,57747,57747,115494
31435,8727.26,32216.53,57747,57747,57747,115494
31268,7964.08,32238.96,57747,57747,57747,115494
31075,6063.81,32733.57,57747,57747,57747,115494
30693,3903.94,32884.97,57747,57747,57747,115494
30305,1026.2,32382.74,57747,57747,57747,115494
30136,4.81,31577.49,57747,57747,57747,115494
31254,0,30614.28,57747,57747,57747,115494
33155,0,29935.23,57747,57747,57747,115494
33117,0,29068.8,57747,57747,57747,115494
31364,0,28113.61,57747,57747,57747,115494
29078,0,26778.64,57747,57747,57747,115494
27006,0,24614.69,57747,57747,57747,115494
25406,0,22688.23,57747,57747,57747,115494
24475,0,21235.35,57747,57747,57747,115494
24043,0,20263.09,57747,57747,57747,115494
24098,0,19566.47,57747,57747,57747,115494
25102,6.97,18761.58,57747,57747,57747,115494
27126,1298.84,17417.65,57747,57747,57747,115494
29915,3317.5,14801.13,57747,57747,57747,115494
31114,5233.73,13553.14,57747,57747,57747,115494
31034,7935.07,12669.43,57747,57747,57747,115494
30963,9157.42,12054.14,57747,57747,57747,115494
30561,9474.63,11931.51,57747,57747,57747,115494
30193,9738.62,12010.9,57747,57747,57747,115494
29992,9628.64,12600.33,57747,57747,57747,115494
29920,8514.43,14183.59,57747,57747,57747,115494
29896,6536.38,16269.83,57747,57747,57747,115494
29777,3924.78,18160.27,57747,57747,57747,115494
29691,884.97,19697.43,57747,57747,57747,115494
29895,3.96,21321.5,57747,57747,57747,115494
30945,0,21986.52,57747,57747,57747,115494
32860,0,23418.84,57747,57747,57747,115494
33155,0,23209.18,57747,57747,57747,115494
31406,0,22398.13,57747,57747,57747,115494
28854,0,21048.74,57747,57747,57747,115494
26895,0,19888.6,57747,57747,57747,115494
25448,0,18943.68,57747,57747,57747,115494
24565,0,18146.48,57747,57747,57747,115494
24140,0,16999.43,57747,57747,57747,115494
24214,0,15686.23,57747,57747,57747,115494
25108,10.25,14334.83,57747,57747,57747,115494
26941,1325.74,12643.64,57747,57747,57747,115494
29414,2164.4,10080.16,57747,57747,57747,115494
30681,2380.18,9011.69,57747,57747,57747,115494
30741,3340.87,8867.1,57747,57747,57747,115494
30429,4001.95,9155.83,57747,57747,57747,115494
30242,4368.65,9907.95,57747,57747,57747,115494
29882,5163.31,11188.16,57747,57747,57747,115494
29596,5252.79,12959.32,57747,57747,57747,115494
29512,4243.1,15263.1,57747,57747,57747,115494
29381,3401.17,18341.62,57747,57747,57747,115494
29238,1930.08,21505.91,57747,57747,57747,115494
29464,590.91,24506.64,57747,57747,57747,115494
29877,1.47,28494.41,57747,57747,57747,115494
30997,0,32169.93,57747,57747,57747,115494
32916,0,33696.91,57747,57747,57747,115494
33116,0,33195.88,57747,57747,57747,115494
31410,0,32304.9,57747,57747,57747,115494
29113,0,31201.48,57747,57747,57747,115494
27003,0,29912.2,57747,57747,57747,115494
25655,0,29445.21,57747,57747,57747,115494
24750,0,29506.54,57747,57747,57747,115494
24167,0,29488.45,57747,57747,57747,115494
24163,0,29632.7,57747,57747,57747,115494
24696,10.62,29713.18,57747,57747,57747,115494
26369,1906.48,29282.44,57747,57747,57747,115494
28854,4406.51,29208.99,57747,57747,57747,115494
30072,6273.44,32733.22,57747,57747,57747,115494
30193,7722.34,35817.49,57747,57747,57747,115494
30117,8601.78,38236.01,57747,57747,57747,115494
29817,9232.13,40406.89,57747,57747,57747,115494
29372,9377.84,42976.65,57747,57747,57747,115494
29067,8850.96,44068.85,57747,57747,57747,115494
29091,8451.07,45265.36,57747,57747,57747,115494
29113,7044.71,45918.11,57747,57747,57747,115494
29175,4632.53,46099.25,57747,57747,57747,115494
29451,1341.28,46043.27,57747,57747,57747,115494
29963,5.21,44746.91,57747,57747,57747,115494
30875,0,43580.31,57747,57747,57747,115494
32690,0,42703.14,57747,57747,57747,115494
32907,0,42633.44,57747,57747,57747,115494
31552,0,40844.43,57747,57747,57747,115494
29257,0,39716.36,57747,57747,57747,115494
26910,0,38840.38,57747,57747,57747,115494
25249,0,38251.58,57747,57747,57747,115494
24316,0,36710.54,57747,57747,57747,115494
23917,0,35565.82,57747,57747,57747,115494
23969,0,35856.47,57747,57747,57747,115494
24747,13.17,36181.26,57747,57747,57747,115494
26582,2498.04,34749.54,57747,57747,57747,115494
28993,5661.52,32068.62,57747,57747,57747,115494
30242,8054.3,29535.36,57747,57747,57747,115494
30670,9256.12,27085.11,57747,57747,57747,115494
30701,9957.11,26539.41,57747,57747,57747,115494
30481,10178.26,27731.83,57747,57747,57747,115494
30372,9944.36,28722.34,57747,57747,57747,115494
30164,9481.57,29235.66,57747,57747,57747,115494
30287,8546.35,30325.55,57747,57747,57747,115494
30307,6239.41,31510.92,57747,57747,57747,115494
30259,3183.41,33118.1,57747,57747,57747,115494
30207,681.16,33911.22,57747,57747,57747,115494
30338,2.43,34069.92,57747,57747,57747,115494
31026,0,32507.12,57747,57747,57747,115494
32484,0,30042.47,57747,57747,57747,115494
32648,0,28363.89,57747,57747,57747,115494
31479,0,27470.55,57747,57747,57747,115494
29464,0,25104.92,57747,57747,57747,115494
27334,0,22795.59,57747,57747,57747,115494
25764,0,21016.89,57747,57747,57747,115494
24795,0,19381.52,57747,57747,57747,115494
24159,0,18797.93,57747,57747,57747,115494
24081,0,18231.34,57747,57747,57747,115494
24420,17.14,17901.96,57747,57747,57747,115494
24905,2045.02,16999.34,57747,57747,57747,115494
25888,4539.78,15236.91,57747,57747,57747,115494
26430,6038.68,16127.14,57747,57747,57747,115494
27042,6978.18,16817.19,57747,57747,57747,115494
27789,6887.23,16657.76,57747,57747,57747,115494
28161,7124,15598.69,57747,57747,57747,115494
27972,6138.35,14632.78,57747,57747,57747,115494
28066,4878.41,14142.34,57747,57747,57747,115494
28124,4036.01,13698.83,57747,57747,57747,115494
28338,2548.84,13365.66,57747,57747,57747,115494
28615,996.66,13627.62,57747,57747,57747,115494
28927,227.87,14256.26,57747,57747,57747,115494
29225,0.78,14729.38,57747,57747,57747,115494
30033,0,14750.4,57747,57747,57747,115494
31448,0,14466.83,57747,57747,57747,115494
31634,0,13447.03,57747,57747,57747,115494
30334,0,13124.13,57747,57747,57747,115494
28486,0,12814.97,57747,57747,57747,115494
26582,0,12180.74,57747,57747,57747,115494
25130,0,11387.47,57747,57747,57747,115494
24022,0,11275.32,57747,57747,57747,115494
23347,0,11220.68,57747,57747,57747,115494
22983,0,11124.36,57747,57747,57747,115494
23009,14.57,11191.63,57747,57747,57747,115494
23387,1331.62,10728.83,57747,57747,57747,115494
23947,3504.78,8637.27,57747,57747,57747,115494
24259,4838.4,7796.24,57747,57747,57747,115494
25331,6075.85,7445.9,57747,57747,57747,115494
26234,6777.16,7365.42,57747,57747,57747,115494
26618,6336.89,8059.26,57747,57747,57747,115494
26760,6376.83,8818.49,57747,57747,57747,115494
26927,6023.03,9658.57,57747,57747,57747,115494
27233,5581.62,11557.22,57747,57747,57747,115494
27757,4096.54,14573.94,57747,57747,57747,115494
28266,2280.16,17526.63,57747,57747,57747,115494
28443,583.44,19276.98,57747,57747,57747,115494
29138,4.36,21504.83,57747,57747,57747,115494
30090,0,24047.92,57747,57747,57747,115494
31587,0,27391.55,57747,57747,57747,115494
31842,0,28748.6,57747,57747,57747,115494
30354,0,29512.1,57747,57747,57747,115494
28101,0,29930.88,57747,57747,57747,115494
25933,0,29316.27,57747,57747,57747,115494
24618,0,28575.37,57747,57747,57747,115494
24164,0,28726.8,57747,57747,57747,115494
23868,0,28447.16,57747,57747,57747,115494
23972,0,27641.28,57747,57747,57747,115494
24673,26.52,26164.38,57747,57747,57747,115494
26316,2184.38,24356.27,57747,57747,57747,115494
28567,4506.18,22273.39,57747,57747,57747,115494
29937,5685.48,23180.53,57747,57747,57747,115494
30490,6459.77,24753.05,57747,57747,57747,115494
31096,7047.96,26124.76,57747,57747,57747,115494
31683,7143.8,27760.91,57747,57747,57747,115494
32152,6890.4,29478.1,57747,57747,57747,115494
32453,7234.26,30733,57747,57747,57747,115494
32927,6055.55,31963.32,57747,57747,57747,115494
33264,5224.9,33249.03,57747,57747,57747,115494
33376,3407.68,33998.35,57747,57747,57747,115494
33568,1071.88,33050.42,57747,57747,57747,115494
33298,8.28,32230.27,57747,57747,57747,115494
33523,0,31633.97,57747,57747,57747,115494
34740,0,31045.74,57747,57747,57747,115494
34595,0,30731.93,57747,57747,57747,115494
32605,0,29932.46,57747,57747,57747,115494
29723,0,29039.68,57747,57747,57747,115494
27060,0,28249.21,57747,57747,57747,115494
25613,0,27115.68,57747,57747,57747,115494
24756,0,25967.77,57747,57747,57747,115494
24150,0,25025.57,57747,57747,57747,115494
24147,0,24511.68,57747,57747,57747,115494
24837,38.13,24222.37,57747,57747,57747,115494
26392,2892.91,23134.75,57747,57747,57747,115494
28996,6303.84,21480.87,57747,57747,57747,115494
30357,8754.81,22580.91,57747,57747,57747,115494
30819,10124.2,25066.32,57747,57747,57747,115494
31241,10725.17,27272.25,57747,57747,57747,115494
31826,10932.53,29320.8,57747,57747,57747,115494
32290,10702.43,31489.89,57747,57747,57747,115494
32780,10417.88,32997.23,57747,57747,57747,115494
33645,10102.93,34297.14,57747,57747,57747,115494
34387,8522.75,34922.94,57747,57747,57747,115494
34905,5532.34,35480.42,57747,57747,57747,115494
35012,1844.54,35121.56,57747,57747,57747,115494
35140,9.66,35227.96,57747,57747,57747,115494
35032,0,34630.09,57747,57747,57747,115494
35974,0,33112.97,57747,57747,57747,115494
35795,0,31955.65,57747,57747,57747,115494
33544,0,30016.38,57747,57747,57747,115494
30661,0,28275.66,57747,57747,57747,115494
28016,0,25905.1,57747,57747,57747,115494
26216,0,23167.4,57747,57747,57747,115494
25022,0,20899.37,57747,57747,57747,115494
24745,0,18310.56,57747,57747,57747,115494
24602,0,16321.4,57747,57747,57747,115494
24923,37.42,14141.49,57747,57747,57747,115494
26718,2680.51,11812.8,57747,57747,57747,115494
29175,6011.02,9763.29,57747,57747,57747,115494
30532,8439.85,9133.69,57747,57747,57747,115494
31596,9898.57,8712.6,57747,57747,57747,115494
32348,10557.89,8097.31,57747,57747,57747,115494
33262,11029.04,7516.68,57747,57747,57747,115494
34200,11065.03,6940.68,57747,57747,57747,115494
35048,10589.82,6479.42,57747,57747,57747,115494
35695,9454.03,5936.5,57747,57747,57747,115494
36104,7659.3,5576.87,57747,57747,57747,115494
36543,4878.89,5677.44,57747,57747,57747,115494
36403,1619.26,6184.53,57747,57747,57747,115494
35861,15.23,7491.64,57747,57747,57747,115494
35724,0,7625.59,57747,57747,57747,115494
36548,0,7466.59,57747,57747,57747,115494
36207,0,7313.77,57747,57747,57747,115494
33997,0,7266.68,57747,57747,57747,115494
31225,0,7235.36,57747,57747,57747,115494
28685,0,7646.83,57747,57747,57747,115494
27182,0,7885.97,57747,57747,57747,115494
26220,0,8081.88,57747,57747,57747,115494
25538,0,8420.74,57747,57747,57747,115494
25432,0,8607.24,57747,57747,57747,115494
26107,52.05,9066.83,57747,57747,57747,115494
27663,2949.38,8990.57,57747,57747,57747,115494
30060,6332.36,7817.41,57747,57747,57747,115494
31541,8613.42,7730.51,57747,57747,57747,115494
32616,10057.16,8455.75,57747,57747,57747,115494
33258,10656.63,8622.68,57747,57747,57747,115494
33715,10917.57,8342.17,57747,57747,57747,115494
33962,10881.95,8392.54,57747,57747,57747,115494
34068,10502.69,8588.21,57747,57747,57747,115494
34112,9802.32,8061.36,57747,57747,57747,115494
33906,8206.13,6851.61,57747,57747,57747,115494
33320,5503.95,6099.54,57747,57747,57747,115494
32794,1977.22,5778.27,57747,57747,57747,115494
32387,22.06,6168.41,57747,57747,57747,115494
32766,0,6223,57747,57747,57747,115494
34035,0,6588.79,57747,57747,57747,115494
33861,0,6684.4,57747,57747,57747,115494
32067,0,6642.54,57747,57747,57747,115494
29853,0,6519.81,57747,57747,57747,115494
27647,0,6352.1,57747,57747,57747,115494
26098,0,6277.35,57747,57747,57747,115494
25303,0,6243.98,57747,57747,57747,115494
24890,0,6122.2,57747,57747,57747,115494
24806,0,6120.85,57747,57747,57747,115494
25492,68.56,6166.88,57747,57747,57747,115494
26939,2817.91,6043.3,57747,57747,57747,115494
29524,5977.76,5057.8,57747,57747,57747,115494
31246,8003.35,4555,57747,57747,57747,115494
32143,9404.08,5241.08,57747,57747,57747,115494
32845,10252.19,6201.23,57747,57747,57747,115494
33243,10554.7,7169.46,57747,57747,57747,115494
33198,10706.57,8454.25,57747,57747,57747,115494
32973,10169.91,9522.71,57747,57747,57747,115494
32932,8786.83,10424.07,57747,57747,57747,115494
32703,6748.14,11227.2,57747,57747,57747,115494
32181,4417.92,11971.99,57747,57747,57747,115494
31868,1381.03,13560.77,57747,57747,57747,115494
31532,7.03,16277.72,57747,57747,57747,115494
32003,0,18045.81,57747,57747,57747,115494
33031,0,19892.46,57747,57747,57747,115494
32799,0,18603.97,57747,57747,57747,115494
31408,0,16290.72,57747,57747,57747,115494
29489,0,14871.8,57747,57747,57747,115494
27466,0,13532.86,57747,57747,57747,115494
26010,0,11240.22,57747,57747,57747,115494
25100,0,9346.08,57747,57747,57747,115494
24406,0,7804.1,57747,57747,57747,115494
24130,0,6442.72,57747,57747,57747,115494
24293,82.08,5641.8,57747,57747,57747,115494
24898,2861.37,5082.9,57747,57747,57747,115494
26066,5688.48,4012.27,57747,57747,57747,115494
26848,7542.79,3907.85,57747,57747,57747,115494
27985,8820.31,5034.36,57747,57747,57747,115494
28929,8868.53,6586.69,57747,57747,57747,115494
29501,8437.54,8525.07,57747,57747,57747,115494
29715,7803.55,10693.37,57747,57747,57747,115494
29928,7244.55,13309.77,57747,57747,57747,115494
29540,6283.95,16171.88,57747,57747,57747,115494
29204,4827.06,19109,57747,57747,57747,115494
28664,3074.93,21515.21,57747,57747,57747,115494
28501,1032.59,24605.46,57747,57747,57747,115494
28756,6.27,28399.9,57747,57747,57747,115494
29386,0,29056.41,57747,57747,57747,115494
30591,0,27088.5,57747,57747,57747,115494
30746,0,24126.04,57747,57747,57747,115494
29568,0,22366.49,57747,57747,57747,115494
27954,0,20919.54,57747,57747,57747,115494
26421,0,18701.81,57747,57747,57747,115494
25273,0,17226.11,57747,57747,57747,115494
24272,0,15995.42,57747,57747,57747,115494
23593,0,14132.65,57747,57747,57747,115494
23463,0,13064.92,57747,57747,57747,115494
23607,78.81,12267.38,57747,57747,57747,115494
24010,2240.08,11133.9,57747,57747,57747,115494
24583,4407.09,9288.88,57747,57747,57747,115494
25050,6078.55,9260.84,57747,57747,57747,115494
26204,7286.82,10895.7,57747,57747,57747,115494
27103,7681.38,14646.7,57747,57747,57747,115494
27582,7407.27,20202.23,57747,57747,57747,115494
27687,7364.2,24930.8,57747,57747,57747,115494
27597,6905.86,29115.51,57747,57747,57747,115494
27628,6234.88,32772.48,57747,57747,57747,115494
27692,5049.89,35783.55,57747,57747,57747,115494
27804,3320.9,35503.79,57747,57747,57747,115494
28062,1177.43,33128.32,57747,57747,57747,115494
28392,18.86,30257.7,57747,57747,57747,115494
29091,0,28339.88,57747,57747,57747,115494
30560,0,27657.09,57747,57747,57747,115494
30876,0,26121.02,57747,57747,57747,115494
29394,0,25179.34,57747,57747,57747,115494
27606,0,24258.95,57747,57747,57747,115494
25879,0,23504.96,57747,57747,57747,115494
24805,0,23513.98,57747,57747,57747,115494
24263,0,23531.61,57747,57747,57747,115494
23873,0,22624.98,57747,57747,57747,115494
23970,0,22012.04,57747,57747,57747,115494
24809,125.84,22148.33,57747,57747,57747,115494
26521,3164.49,21398.67,57747,57747,57747,115494
28511,6194.83,22149.23,57747,57747,57747,115494
29910,8318.34,24961.77,57747,57747,57747,115494
30574,9623.95,29587.51,57747,57747,57747,115494
31319,10251.61,34326.14,57747,57747,57747,115494
31828,10620.12,39247.68,57747,57747,57747,115494
31954,10530.84,41515.65,57747,57747,57747,115494
31849,9994.06,43378.2,57747,57747,57747,115494
31857,9206.93,44273.1,57747,57747,57747,115494
31825,7652.56,44836.05,57747,57747,57747,115494
31763,5171.55,44990.19,57747,57747,57747,115494
