,diesel_genset_replacement_storage_4hr_CHARGE,diesel_genset_replacement_storage_4hr_DISCHARGE,diesel_genset_replacement_storage_4hr_STATE_OF_CHARGE
580,-0.0,0.0,171.73978208594403
581,-152.63672197646244,0.0,324.37650406240647
582,-0.0,0.0,324.37650406240647
583,-0.0,0.0,324.37650406240647
584,-0.0,0.0,324.37650406240647
585,-0.0,0.0,324.37650406240647
586,-0.0,0.0,324.37650406240647
587,-171.73978208594397,0.0,496.11628614835047
588,-0.0,0.0,496.11628614835047
589,-0.0,0.0,496.11628614835047
590,-0.0,38.97369749864341,450.26487732641687
591,-0.0,46.97120099915738,395.00464085681995
592,-0.0,42.97181099229176,344.4495691011826
593,-0.0,39.972205887157976,297.42344452805554
594,-0.0,39.972662418037,250.39678285977666
595,-0.0,39.97294290982677,203.36979120115697
596,-0.0,39.972960264530045,156.34277912523928
597,-0.0,39.973094972897556,109.31560856888922
598,-0.0,39.97254371648457,62.28908654949567
599,-0.0,39.97248253083165,15.262636513223134
600,-0.0,12.97324103623966,0.0
601,-0.0,0.0,0.0
602,-0.0,0.0,0.0
603,-0.0,0.0,0.0
604,-0.0,0.0,0.0
605,-0.0,0.0,0.0
606,-0.0,0.0,0.0
607,-0.0,0.0,0.0
608,-0.0,0.0,0.0
609,-0.0,0.0,0.0
610,-0.0,0.0,0.0
611,-0.0,0.0,0.0
612,-0.0,0.0,0.0
613,-0.0,0.0,0.0
614,-0.0,0.0,0.0
615,-0.0,0.0,0.0
616,-0.0,0.0,0.0
617,-0.0,0.0,0.0
618,-0.0,0.0,0.0
619,-0.0,0.0,0.0
620,-0.0,0.0,0.0
621,-0.0,0.0,0.0
622,-0.0,0.0,0.0
623,-0.0,0.0,0.0
624,-0.0,0.0,0.0
625,-0.0,0.0,0.0
626,-0.0,0.0,0.0
627,-0.0,0.0,0.0
628,-0.0,0.0,0.0
629,-0.0,0.0,0.0
630,-0.0,0.0,0.0
631,-0.0,0.0,0.0
632,-0.0,0.0,0.0
633,-0.0,0.0,0.0
634,-0.0,0.0,0.0
635,-0.0,0.0,0.0
636,-0.0,0.0,0.0
637,-0.0,0.0,0.0
638,-0.0,0.0,0.0
639,-0.0,0.0,0.0
640,-0.0,0.0,0.0
641,-0.0,0.0,0.0
642,-0.0,0.0,0.0
643,-0.0,0.0,0.0
644,-0.0,0.0,0.0
645,-0.0,0.0,0.0
646,-0.0,0.0,0.0
647,-0.0,0.0,0.0
648,-0.0,0.0,0.0
649,-0.0,0.0,0.0
650,-0.0,0.0,0.0
651,-0.0,0.0,0.0
652,-0.0,0.0,0.0
653,-0.0,0.0,0.0
654,-0.0,0.0,0.0
655,-0.0,0.0,0.0
656,-0.0,0.0,0.0
657,-0.0,0.0,0.0
658,-0.0,0.0,0.0
659,-0.0,0.0,0.0
660,-0.0,0.0,0.0
661,-0.0,0.0,0.0
