,state,facility_name,facility_id,year,date,hour,load_mw,so2_lb,nox_lb,co2_short_tons,heat_input_mmbtu
1070,CA,Harbor Generating Station,399,2019,2/14/19,14,0.0,0.0,0.0,0.0,0.0
1071,CA,Harbor Generating Station,399,2019,2/14/19,15,34.0,0.273,105.484,26.523000000000003,454.671
1072,CA,Harbor Generating Station,399,2019,2/14/19,16,78.0,0.5660000000000001,71.744,55.1,944.0
1073,CA,Harbor Generating Station,399,2019,2/14/19,17,139.0,0.919,121.43799999999999,89.38,1532.118
1074,CA,Harbor Generating Station,399,2019,2/14/19,18,211.0,1.139,24.66,110.7,1896.9
1075,CA,Harbor Generating Station,399,2019,2/14/19,19,221.0,1.143,24.761999999999997,111.1,1904.7
1076,CA,Harbor Generating Station,399,2019,2/14/19,20,221.0,1.15,25.871,111.8,1916.9
1077,CA,Harbor Generating Station,399,2019,2/14/19,21,222.0,1.1540000000000001,25.934,112.1,1921.7
1078,CA,Harbor Generating Station,399,2019,2/14/19,22,221.0,1.155,27.886999999999997,112.3,1923.8
1079,CA,Harbor Generating Station,399,2019,2/14/19,23,161.0,0.857,17.156,83.36,1429.6
1080,CA,Harbor Generating Station,399,2019,2/15/19,0,0.0,0.001,0.0,0.086,1.4580000000000002
1081,CA,Harbor Generating Station,399,2019,2/15/19,1,0.0,0.0,0.0,0.0,0.0
1082,CA,Harbor Generating Station,399,2019,2/15/19,2,0.0,0.0,0.0,0.0,0.0
1083,CA,Harbor Generating Station,399,2019,2/15/19,3,0.0,0.0,0.0,0.0,0.0
1084,CA,Harbor Generating Station,399,2019,2/15/19,4,0.0,0.0,0.0,0.0,0.0
1085,CA,Harbor Generating Station,399,2019,2/15/19,5,0.0,0.0,0.0,0.0,0.0
1086,CA,Harbor Generating Station,399,2019,2/15/19,6,0.0,0.0,0.0,0.0,0.0
1087,CA,Harbor Generating Station,399,2019,2/15/19,7,0.0,0.0,0.0,0.0,0.0
1088,CA,Harbor Generating Station,399,2019,2/15/19,8,0.0,0.0,0.0,0.0,0.0
1089,CA,Harbor Generating Station,399,2019,2/15/19,9,0.0,0.0,0.0,0.0,0.0
1090,CA,Harbor Generating Station,399,2019,2/15/19,10,0.0,0.0,0.0,0.0,0.0
1091,CA,Harbor Generating Station,399,2019,2/15/19,11,0.0,0.0,0.0,0.0,0.0
1092,CA,Harbor Generating Station,399,2019,2/15/19,12,0.0,0.0,0.0,0.0,0.0
1093,CA,Harbor Generating Station,399,2019,2/15/19,13,0.0,0.0,0.0,0.0,0.0
1094,CA,Harbor Generating Station,399,2019,2/15/19,14,0.0,0.0,0.0,0.0,0.0
1095,CA,Harbor Generating Station,399,2019,2/15/19,15,0.0,0.0,0.0,0.0,0.0
1096,CA,Harbor Generating Station,399,2019,2/15/19,16,0.0,0.0,0.0,0.0,0.0
1097,CA,Harbor Generating Station,399,2019,2/15/19,17,0.0,0.0,0.0,0.0,0.0
1098,CA,Harbor Generating Station,399,2019,2/15/19,18,0.0,0.0,0.0,0.0,0.0
1099,CA,Harbor Generating Station,399,2019,2/15/19,19,0.0,0.0,0.0,0.0,0.0
1100,CA,Harbor Generating Station,399,2019,2/15/19,20,0.0,0.0,0.0,0.0,0.0
1101,CA,Harbor Generating Station,399,2019,2/15/19,21,0.0,0.0,0.0,0.0,0.0
1102,CA,Harbor Generating Station,399,2019,2/15/19,22,0.0,0.0,0.0,0.0,0.0
1103,CA,Harbor Generating Station,399,2019,2/15/19,23,0.0,0.0,0.0,0.0,0.0
1104,CA,Harbor Generating Station,399,2019,2/16/19,0,0.0,0.0,0.0,0.0,0.0
1105,CA,Harbor Generating Station,399,2019,2/16/19,1,0.0,0.0,0.0,0.0,0.0
1106,CA,Harbor Generating Station,399,2019,2/16/19,2,0.0,0.0,0.0,0.0,0.0
1107,CA,Harbor Generating Station,399,2019,2/16/19,3,0.0,0.0,0.0,0.0,0.0
1108,CA,Harbor Generating Station,399,2019,2/16/19,4,0.0,0.0,0.0,0.0,0.0
1109,CA,Harbor Generating Station,399,2019,2/16/19,5,0.0,0.0,0.0,0.0,0.0
1110,CA,Harbor Generating Station,399,2019,2/16/19,6,0.0,0.0,0.0,0.0,0.0
1111,CA,Harbor Generating Station,399,2019,2/16/19,7,0.0,0.0,0.0,0.0,0.0
1112,CA,Harbor Generating Station,399,2019,2/16/19,8,0.0,0.0,0.0,0.0,0.0
1113,CA,Harbor Generating Station,399,2019,2/16/19,9,0.0,0.0,0.0,0.0,0.0
1114,CA,Harbor Generating Station,399,2019,2/16/19,10,0.0,0.0,0.0,0.0,0.0
1115,CA,Harbor Generating Station,399,2019,2/16/19,11,0.0,0.0,0.0,0.0,0.0
1116,CA,Harbor Generating Station,399,2019,2/16/19,12,0.0,0.0,0.0,0.0,0.0
1117,CA,Harbor Generating Station,399,2019,2/16/19,13,0.0,0.0,0.0,0.0,0.0
1118,CA,Harbor Generating Station,399,2019,2/16/19,14,0.0,0.0,0.0,0.0,0.0
1119,CA,Harbor Generating Station,399,2019,2/16/19,15,0.0,0.0,0.0,0.0,0.0
1120,CA,Harbor Generating Station,399,2019,2/16/19,16,0.0,0.0,0.0,0.0,0.0
1121,CA,Harbor Generating Station,399,2019,2/16/19,17,0.0,0.0,0.0,0.0,0.0
1122,CA,Harbor Generating Station,399,2019,2/16/19,18,0.0,0.0,0.0,0.0,0.0
1123,CA,Harbor Generating Station,399,2019,2/16/19,19,0.0,0.0,0.0,0.0,0.0
1124,CA,Harbor Generating Station,399,2019,2/16/19,20,0.0,0.0,0.0,0.0,0.0
1125,CA,Harbor Generating Station,399,2019,2/16/19,21,0.0,0.0,0.0,0.0,0.0
1126,CA,Harbor Generating Station,399,2019,2/16/19,22,0.0,0.0,0.0,0.0,0.0
1127,CA,Harbor Generating Station,399,2019,2/16/19,23,0.0,0.0,0.0,0.0,0.0
1128,CA,Harbor Generating Station,399,2019,2/17/19,0,0.0,0.0,0.0,0.0,0.0
1129,CA,Harbor Generating Station,399,2019,2/17/19,1,0.0,0.0,0.0,0.0,0.0
1130,CA,Harbor Generating Station,399,2019,2/17/19,2,0.0,0.0,0.0,0.0,0.0
1131,CA,Harbor Generating Station,399,2019,2/17/19,3,0.0,0.0,0.0,0.0,0.0
1132,CA,Harbor Generating Station,399,2019,2/17/19,4,0.0,0.0,0.0,0.0,0.0
1133,CA,Harbor Generating Station,399,2019,2/17/19,5,0.0,0.0,0.0,0.0,0.0
1134,CA,Harbor Generating Station,399,2019,2/17/19,6,0.0,0.0,0.0,0.0,0.0
1135,CA,Harbor Generating Station,399,2019,2/17/19,7,0.0,0.0,0.0,0.0,0.0
1136,CA,Harbor Generating Station,399,2019,2/17/19,8,0.0,0.0,0.0,0.0,0.0
1137,CA,Harbor Generating Station,399,2019,2/17/19,9,0.0,0.0,0.0,0.0,0.0
1138,CA,Harbor Generating Station,399,2019,2/17/19,10,0.0,0.0,0.0,0.0,0.0
1139,CA,Harbor Generating Station,399,2019,2/17/19,11,0.0,0.0,0.0,0.0,0.0
1140,CA,Harbor Generating Station,399,2019,2/17/19,12,0.0,0.0,0.0,0.0,0.0
1141,CA,Harbor Generating Station,399,2019,2/17/19,13,0.0,0.0,0.0,0.0,0.0
1142,CA,Harbor Generating Station,399,2019,2/17/19,14,0.0,0.0,0.0,0.0,0.0
1143,CA,Harbor Generating Station,399,2019,2/17/19,15,0.0,0.0,0.0,0.0,0.0
1144,CA,Harbor Generating Station,399,2019,2/17/19,16,0.0,0.0,0.0,0.0,0.0
1145,CA,Harbor Generating Station,399,2019,2/17/19,17,0.0,0.0,0.0,0.0,0.0
1146,CA,Harbor Generating Station,399,2019,2/17/19,18,0.0,0.0,0.0,0.0,0.0
1147,CA,Harbor Generating Station,399,2019,2/17/19,19,0.0,0.0,0.0,0.0,0.0
1148,CA,Harbor Generating Station,399,2019,2/17/19,20,0.0,0.0,0.0,0.0,0.0
1149,CA,Harbor Generating Station,399,2019,2/17/19,21,0.0,0.0,0.0,0.0,0.0
1150,CA,Harbor Generating Station,399,2019,2/17/19,22,0.0,0.0,0.0,0.0,0.0
1151,CA,Harbor Generating Station,399,2019,2/17/19,23,0.0,0.0,0.0,0.0,0.0
1152,CA,Harbor Generating Station,399,2019,2/18/19,0,0.0,0.0,0.0,0.0,0.0
1153,CA,Harbor Generating Station,399,2019,2/18/19,1,0.0,0.0,0.0,0.0,0.0
1154,CA,Harbor Generating Station,399,2019,2/18/19,2,0.0,0.0,0.0,0.0,0.0
1155,CA,Harbor Generating Station,399,2019,2/18/19,3,0.0,0.0,0.0,0.0,0.0
1156,CA,Harbor Generating Station,399,2019,2/18/19,4,0.0,0.0,0.0,0.0,0.0
1157,CA,Harbor Generating Station,399,2019,2/18/19,5,0.0,0.0,0.0,0.0,0.0
1158,CA,Harbor Generating Station,399,2019,2/18/19,6,0.0,0.0,0.0,0.0,0.0
1159,CA,Harbor Generating Station,399,2019,2/18/19,7,0.0,0.0,0.0,0.0,0.0
1160,CA,Harbor Generating Station,399,2019,2/18/19,8,0.0,0.0,0.0,0.0,0.0
1161,CA,Harbor Generating Station,399,2019,2/18/19,9,0.0,0.0,0.0,0.0,0.0
1162,CA,Harbor Generating Station,399,2019,2/18/19,10,0.0,0.0,0.0,0.0,0.0
1163,CA,Harbor Generating Station,399,2019,2/18/19,11,0.0,0.0,0.0,0.0,0.0
1164,CA,Harbor Generating Station,399,2019,2/18/19,12,0.0,0.0,0.0,0.0,0.0
1165,CA,Harbor Generating Station,399,2019,2/18/19,13,0.0,0.0,0.0,0.0,0.0
1166,CA,Harbor Generating Station,399,2019,2/18/19,14,0.0,0.0,0.0,0.0,0.0
1167,CA,Harbor Generating Station,399,2019,2/18/19,15,0.0,0.0,0.0,0.0,0.0
1168,CA,Harbor Generating Station,399,2019,2/18/19,16,0.0,0.0,0.0,0.0,0.0
1169,CA,Harbor Generating Station,399,2019,2/18/19,17,0.0,0.0,0.0,0.0,0.0
1170,CA,Harbor Generating Station,399,2019,2/18/19,18,0.0,0.0,0.0,0.0,0.0
1171,CA,Harbor Generating Station,399,2019,2/18/19,19,0.0,0.0,0.0,0.0,0.0
1172,CA,Harbor Generating Station,399,2019,2/18/19,20,0.0,0.0,0.0,0.0,0.0
1173,CA,Harbor Generating Station,399,2019,2/18/19,21,0.0,0.0,0.0,0.0,0.0
1174,CA,Harbor Generating Station,399,2019,2/18/19,22,0.0,0.0,0.0,0.0,0.0
1175,CA,Harbor Generating Station,399,2019,2/18/19,23,0.0,0.0,0.0,0.0,0.0
1176,CA,Harbor Generating Station,399,2019,2/19/19,0,0.0,0.0,0.0,0.0,0.0
1177,CA,Harbor Generating Station,399,2019,2/19/19,1,0.0,0.0,0.0,0.0,0.0
1178,CA,Harbor Generating Station,399,2019,2/19/19,2,0.0,0.0,0.0,0.0,0.0
1179,CA,Harbor Generating Station,399,2019,2/19/19,3,0.0,0.0,0.0,0.0,0.0
1180,CA,Harbor Generating Station,399,2019,2/19/19,4,0.0,0.0,0.0,0.0,0.0
1181,CA,Harbor Generating Station,399,2019,2/19/19,5,0.0,0.0,0.0,0.0,0.0
1182,CA,Harbor Generating Station,399,2019,2/19/19,6,0.0,0.0,0.0,0.0,0.0
1183,CA,Harbor Generating Station,399,2019,2/19/19,7,0.0,0.0,0.0,0.0,0.0
1184,CA,Harbor Generating Station,399,2019,2/19/19,8,0.0,0.0,0.0,0.0,0.0
1185,CA,Harbor Generating Station,399,2019,2/19/19,9,0.0,0.0,0.0,0.0,0.0
1186,CA,Harbor Generating Station,399,2019,2/19/19,10,0.0,0.0,0.0,0.0,0.0
1187,CA,Harbor Generating Station,399,2019,2/19/19,11,0.0,0.0,0.0,0.0,0.0
1188,CA,Harbor Generating Station,399,2019,2/19/19,12,0.0,0.0,0.0,0.0,0.0
1189,CA,Harbor Generating Station,399,2019,2/19/19,13,0.0,0.0,0.0,0.0,0.0
1190,CA,Harbor Generating Station,399,2019,2/19/19,14,0.0,0.0,0.0,0.0,0.0
1191,CA,Harbor Generating Station,399,2019,2/19/19,15,0.0,0.0,0.0,0.0,0.0
1192,CA,Harbor Generating Station,399,2019,2/19/19,16,0.0,0.0,0.0,0.0,0.0
1193,CA,Harbor Generating Station,399,2019,2/19/19,17,0.0,0.0,0.0,0.0,0.0
1194,CA,Harbor Generating Station,399,2019,2/19/19,18,0.0,0.0,0.0,0.0,0.0
1195,CA,Harbor Generating Station,399,2019,2/19/19,19,0.0,0.005,0.085,0.496,8.527999999999999
1196,CA,Harbor Generating Station,399,2019,2/19/19,20,68.0,0.41,39.325,39.94,683.48
1197,CA,Harbor Generating Station,399,2019,2/19/19,21,92.0,0.535,13.364,52.0,890.9
1198,CA,Harbor Generating Station,399,2019,2/19/19,22,20.0,0.121,4.056,11.825999999999999,202.608
1199,CA,Harbor Generating Station,399,2019,2/19/19,23,0.0,0.0,0.0,0.0,0.0
1200,CA,Harbor Generating Station,399,2019,2/20/19,0,0.0,0.0,0.0,0.0,0.0
1201,CA,Harbor Generating Station,399,2019,2/20/19,1,0.0,0.0,0.0,0.0,0.0
1202,CA,Harbor Generating Station,399,2019,2/20/19,2,0.0,0.0,0.0,0.0,0.0
1203,CA,Harbor Generating Station,399,2019,2/20/19,3,0.0,0.0,0.0,0.0,0.0
1204,CA,Harbor Generating Station,399,2019,2/20/19,4,0.0,0.0,0.0,0.0,0.0
1205,CA,Harbor Generating Station,399,2019,2/20/19,5,0.0,0.0,0.0,0.0,0.0
1206,CA,Harbor Generating Station,399,2019,2/20/19,6,0.0,0.0,0.0,0.0,0.0
1207,CA,Harbor Generating Station,399,2019,2/20/19,7,0.0,0.001,0.0,0.066,1.1420000000000001
1208,CA,Harbor Generating Station,399,2019,2/20/19,8,35.0,0.281,78.256,27.336,468.598
1209,CA,Harbor Generating Station,399,2019,2/20/19,9,59.0,0.6759999999999999,47.787,47.138000000000005,758.52
1210,CA,Harbor Generating Station,399,2019,2/20/19,10,29.0,0.24100000000000002,34.476,23.461,401.92800000000005
1211,CA,Harbor Generating Station,399,2019,2/20/19,11,56.0,0.655,18.093,45.2,723.7
1212,CA,Harbor Generating Station,399,2019,2/20/19,12,0.0,0.008,0.013000000000000001,0.7759999999999999,13.264000000000001
1213,CA,Harbor Generating Station,399,2019,2/20/19,13,0.0,0.0,0.0,0.0,0.0
1214,CA,Harbor Generating Station,399,2019,2/20/19,14,0.0,0.0,0.0,0.0,0.0
1215,CA,Harbor Generating Station,399,2019,2/20/19,15,0.0,0.0,0.0,0.0,0.0
1216,CA,Harbor Generating Station,399,2019,2/20/19,16,0.0,0.0,0.0,0.0,0.0
1217,CA,Harbor Generating Station,399,2019,2/20/19,17,0.0,0.0,0.0,0.0,0.0
1218,CA,Harbor Generating Station,399,2019,2/20/19,18,6.0,0.061,12.602,5.928,101.631
1219,CA,Harbor Generating Station,399,2019,2/20/19,19,9.0,0.086,8.54,8.388,143.472
1220,CA,Harbor Generating Station,399,2019,2/20/19,20,2.0,0.017,0.40700000000000003,1.702,29.095
1221,CA,Harbor Generating Station,399,2019,2/20/19,21,0.0,0.0,0.0,0.0,0.0
1222,CA,Harbor Generating Station,399,2019,2/20/19,22,0.0,0.0,0.0,0.0,0.0
1223,CA,Harbor Generating Station,399,2019,2/20/19,23,0.0,0.0,0.0,0.0,0.0
1224,CA,Harbor Generating Station,399,2019,2/21/19,0,0.0,0.0,0.0,0.0,0.0
1225,CA,Harbor Generating Station,399,2019,2/21/19,1,0.0,0.0,0.0,0.0,0.0
1226,CA,Harbor Generating Station,399,2019,2/21/19,2,0.0,0.0,0.0,0.0,0.0
1227,CA,Harbor Generating Station,399,2019,2/21/19,3,0.0,0.0,0.0,0.0,0.0
1228,CA,Harbor Generating Station,399,2019,2/21/19,4,0.0,0.0,0.0,0.0,0.0
1229,CA,Harbor Generating Station,399,2019,2/21/19,5,0.0,0.0,0.0,0.0,0.0
1230,CA,Harbor Generating Station,399,2019,2/21/19,6,0.0,0.0,0.0,0.0,0.0
1231,CA,Harbor Generating Station,399,2019,2/21/19,7,0.0,0.0,0.0,0.0,0.0
1232,CA,Harbor Generating Station,399,2019,2/21/19,8,0.0,0.0,0.0,0.0,0.0
1233,CA,Harbor Generating Station,399,2019,2/21/19,9,0.0,0.0,0.0,0.0,0.0
1234,CA,Harbor Generating Station,399,2019,2/21/19,10,0.0,0.0,0.0,0.0,0.0
1235,CA,Harbor Generating Station,399,2019,2/21/19,11,0.0,0.0,0.0,0.0,0.0
1236,CA,Harbor Generating Station,399,2019,2/21/19,12,0.0,0.0,0.0,0.0,0.0
1237,CA,Harbor Generating Station,399,2019,2/21/19,13,0.0,0.0,0.0,0.0,0.0
1238,CA,Harbor Generating Station,399,2019,2/21/19,14,0.0,0.0,0.0,0.0,0.0
1239,CA,Harbor Generating Station,399,2019,2/21/19,15,0.0,0.0,0.0,0.0,0.0
1240,CA,Harbor Generating Station,399,2019,2/21/19,16,0.0,0.0,0.0,0.0,0.0
1241,CA,Harbor Generating Station,399,2019,2/21/19,17,0.0,0.0,0.0,0.0,0.0
1242,CA,Harbor Generating Station,399,2019,2/21/19,18,0.0,0.0,0.0,0.0,0.0
1243,CA,Harbor Generating Station,399,2019,2/21/19,19,0.0,0.0,0.0,0.0,0.0
1244,CA,Harbor Generating Station,399,2019,2/21/19,20,0.0,0.0,0.0,0.0,0.0
1245,CA,Harbor Generating Station,399,2019,2/21/19,21,0.0,0.0,0.0,0.0,0.0
1246,CA,Harbor Generating Station,399,2019,2/21/19,22,0.0,0.0,0.0,0.0,0.0
1247,CA,Harbor Generating Station,399,2019,2/21/19,23,0.0,0.0,0.0,0.0,0.0
1248,CA,Harbor Generating Station,399,2019,2/22/19,0,0.0,0.0,0.0,0.0,0.0
1249,CA,Harbor Generating Station,399,2019,2/22/19,1,0.0,0.0,0.0,0.0,0.0
1250,CA,Harbor Generating Station,399,2019,2/22/19,2,0.0,0.0,0.0,0.0,0.0
1251,CA,Harbor Generating Station,399,2019,2/22/19,3,0.0,0.0,0.0,0.0,0.0
1252,CA,Harbor Generating Station,399,2019,2/22/19,4,0.0,0.0,0.0,0.0,0.0
1253,CA,Harbor Generating Station,399,2019,2/22/19,5,0.0,0.0,0.0,0.0,0.0
1254,CA,Harbor Generating Station,399,2019,2/22/19,6,0.0,0.0,0.0,0.0,0.0
1255,CA,Harbor Generating Station,399,2019,2/22/19,7,0.0,0.0,0.0,0.0,0.0
1256,CA,Harbor Generating Station,399,2019,2/22/19,8,0.0,0.0,0.0,0.0,0.0
1257,CA,Harbor Generating Station,399,2019,2/22/19,9,0.0,0.0,0.0,0.0,0.0
1258,CA,Harbor Generating Station,399,2019,2/22/19,10,9.0,0.087,4.907,8.4,144.32
1259,CA,Harbor Generating Station,399,2019,2/22/19,11,2.0,0.026000000000000002,0.9129999999999999,2.528,43.456
1260,CA,Harbor Generating Station,399,2019,2/22/19,12,0.0,0.0,0.0,0.0,0.0
1261,CA,Harbor Generating Station,399,2019,2/22/19,13,0.0,0.0,0.0,0.0,0.0
1262,CA,Harbor Generating Station,399,2019,2/22/19,14,0.0,0.0,0.0,0.0,0.0
1263,CA,Harbor Generating Station,399,2019,2/22/19,15,0.0,0.006,0.095,0.55,9.49
1264,CA,Harbor Generating Station,399,2019,2/22/19,16,39.0,0.23600000000000002,16.125,22.9,393.3
1265,CA,Harbor Generating Station,399,2019,2/22/19,17,5.0,0.034,1.178,3.266,56.074
1266,CA,Harbor Generating Station,399,2019,2/22/19,18,0.0,0.0,0.0,0.0,0.0
1267,CA,Harbor Generating Station,399,2019,2/22/19,19,0.0,0.0,0.0,0.0,0.0
1268,CA,Harbor Generating Station,399,2019,2/22/19,20,0.0,0.0,0.0,0.0,0.0
1269,CA,Harbor Generating Station,399,2019,2/22/19,21,0.0,0.0,0.0,0.0,0.0
1270,CA,Harbor Generating Station,399,2019,2/22/19,22,0.0,0.0,0.0,0.0,0.0
1271,CA,Harbor Generating Station,399,2019,2/22/19,23,0.0,0.0,0.0,0.0,0.0
1272,CA,Harbor Generating Station,399,2019,2/23/19,0,0.0,0.0,0.0,0.0,0.0
1273,CA,Harbor Generating Station,399,2019,2/23/19,1,0.0,0.0,0.0,0.0,0.0
1274,CA,Harbor Generating Station,399,2019,2/23/19,2,0.0,0.0,0.0,0.0,0.0
1275,CA,Harbor Generating Station,399,2019,2/23/19,3,0.0,0.0,0.0,0.0,0.0
1276,CA,Harbor Generating Station,399,2019,2/23/19,4,0.0,0.0,0.0,0.0,0.0
1277,CA,Harbor Generating Station,399,2019,2/23/19,5,0.0,0.0,0.0,0.0,0.0
1278,CA,Harbor Generating Station,399,2019,2/23/19,6,0.0,0.0,0.0,0.0,0.0
1279,CA,Harbor Generating Station,399,2019,2/23/19,7,0.0,0.0,0.0,0.0,0.0
1280,CA,Harbor Generating Station,399,2019,2/23/19,8,0.0,0.0,0.0,0.0,0.0
