,ci_shed_nonwatersystem,FCZ7.Commercial.College.OfficeEquipment,FCZ7.Commercial.College.Ventilation,FCZ7.Commercial.Food.OfficeEquipment,FCZ7.Commercial.Food.Ventilation,FCZ7.Commercial.Health Care.OfficeEquipment,FCZ7.Commercial.Health Care.Ventilation,FCZ7.Commercial.Hotel.OfficeEquipment,FCZ7.Commercial.Hotel.Ventilation,FCZ7.Commercial.Miscellaneous.Ventilation,FCZ7.Commercial.Office.Ventilation,FCZ7.Commercial.Refrigerated Warehouse.Ventilation,FCZ7.Commercial.Restaurant.OfficeEquipment,FCZ7.Commercial.Restaurant.Ventilation,FCZ7.Commercial.Retail.OfficeEquipment,FCZ7.Commercial.Retail.Ventilation,FCZ7.Commercial.School.Ventilation,FCZ7.Commercial.Warehouse.Ventilation
0,0.0,6.867409672366201e-05,0.001683298044716256,9.606622588799999e-06,4.9710951963024e-05,0.0005061593192475821,0.001742130875219625,2.35922846042e-06,0.001004408470583496,0.0028131029981580324,0.006211634099179475,1.406012795e-07,1.14321336465e-06,0.0010047314241986,4.028653828024e-05,0.001395999176203584,0.0002126079320584,2.0877199791228002e-05
1,0.0,6.8360810204925e-05,0.0016723201090544637,9.271463896e-06,4.9710951963024e-05,0.0005050003439907151,0.0017414347898565751,2.0990586195e-06,0.000998289642611976,0.0028265304211628397,0.00630895443254325,1.406012982e-07,1.02527687437e-06,0.00100420414144834,3.8777246338214006e-05,0.001396963421194464,0.00020894326782515,2.0877199791228002e-05
2,0.0,6.8931003482424e-05,0.0016422047028039361,9.1098722096e-06,4.9710951963024e-05,0.000503029851942117,0.001742953498061325,1.91469517142e-06,0.000994056535670088,0.002871855102209925,0.006188960995035749,1.406013169e-07,9.0857081077e-07,0.00100367685869808,3.7258566384124e-05,0.001399621325831136,0.00025413045218265003,2.0877199791228002e-05
3,0.0,6.940618290787501e-05,0.001637475209579232,9.0250859408e-06,4.9710951963024e-05,0.0005029466612641429,0.0017377872430248,1.8980431788599998e-06,0.00099424010582292,0.002894012856257244,0.00614768523717025,1.406013356e-07,8.5194988501e-07,0.00100367685869808,3.7109097610233e-05,0.0014015462278328642,0.000263305910221175,2.0877199791228002e-05
4,0.0,7.063532545518901e-05,0.001614575164039776,9.2645230592e-06,4.9710951963024e-05,0.0005084393823648971,0.0017273170399650002,2.04697685434e-06,0.000990224829026928,0.002916126956495601,0.006055825337718475,1.406013543e-07,8.660522535e-07,0.00100367685869808,3.7961912178517004e-05,0.001402880867690976,0.00029652885176355,2.0877199791228002e-05
5,0.0,7.314338545194601e-05,0.0016839736451303036,1.00522244816e-05,4.9710951963024e-05,0.000522703798245174,0.001733534063825025,2.38291688968e-06,0.001019447465096016,0.003163935906550662,0.006660929047622924,1.406013356e-07,9.6627653332e-07,0.00100420414144834,4.1162999083974e-05,0.0014031585221457598,0.000304365666591675,2.0877199791228002e-05
6,0.0,7.610310735201901e-05,0.001731653572052736,1.39257056592e-05,4.9710951963024e-05,0.000539700624798595,0.001737245046145125,3.05468149746e-06,0.001044375432214224,0.0034573344421034605,0.0069647463769078495,1.406013543e-07,1.42269361864e-06,0.0010047314241986,5.0889117716936e-05,0.00140458614884352,0.00036026043768565,2.0877199791228002e-05
7,0.0,7.8619613348286e-05,0.0017904920121599999,1.9029334388800002e-05,4.9710951963024e-05,0.000552327074051587,0.0017536736745470249,3.8840607418199995e-06,0.00107664716043324,0.0037274089682871807,0.00743347045302465,1.406013543e-07,2.0132403958799996e-06,0.00100525871140072,6.1800925218967e-05,0.001405913809883328,0.00038771491379977505,2.0877199791228002e-05
8,0.0,8.0220607786683e-05,0.0018187848864186238,2.3939096268800002e-05,4.9710951963024e-05,0.000559758539051535,0.00176601583939935,4.686548286180001e-06,0.001096719565052496,0.0037098832360472,0.007400174176618925,1.406013543e-07,2.6956829756500004e-06,0.00100525871140072,7.2671993286248e-05,0.0014067309131930881,0.000353536078953725,2.0877199791228002e-05
9,0.0,8.2403979834384e-05,0.0018861561882949438,2.5608019241600002e-05,4.9710951963024e-05,0.00056602300674662,0.00178818061672635,5.15215690676e-06,0.001114292380592688,0.003613677119632227,0.0076938032775857,1.406012795e-07,3.15494968824e-06,0.00100525871140072,7.8782947598316e-05,0.001406144919168576,0.000250295137664875,2.0877199791228002e-05
10,0.0,8.4169150914726e-05,0.0019952833732889276,2.54537528912e-05,4.9710951963024e-05,0.000575189997329278,0.0018066996939667499,5.2777834475000005e-06,0.0011298524809503362,0.0034583709542128616,0.008103284897611975,1.406012047e-07,3.5265896098299997e-06,0.00100525871140072,8.3283277007036e-05,0.0014022634344842881,9.049565580605e-05,2.0877199791228002e-05
11,0.0,8.614415356839e-05,0.0019414817176943997,2.56512161824e-05,4.9710951963024e-05,0.000582416961460837,0.001812593833400625,5.1914216943000005e-06,0.00112513741969992,0.0033351740363548738,0.008037059167417576,1.406012047e-07,3.7772634652200005e-06,0.00100525871140072,8.6446967104956e-05,0.001398515133844512,6.3180148657125e-05,2.0877199791228002e-05
12,0.0,8.700957667699201e-05,0.0020245445845862397,2.60267715504e-05,4.9710951963024e-05,0.000589923428765588,0.0018057234619462499,4.971975222e-06,0.001124737908711912,0.0032389019479023657,0.007924686803345826,1.406012047e-07,3.90701366741e-06,0.00100525871140072,8.764078302502101e-05,0.00139521883490352,6.7482157960425e-05,2.0877199791228002e-05
13,0.0,8.831078213940001e-05,0.0021297267217682877,2.7088666046399998e-05,4.9710951963024e-05,0.00059500246293419,0.001812958138278375,4.8589161084e-06,0.0011419059674748,0.0032227293087480654,0.00770259998029715,1.406012047e-07,3.9603810868299996e-06,0.00100525871140072,8.892596408890801e-05,0.0013925237246881922,7.70871084113e-05,2.0877199791228002e-05
14,0.0,8.938240508613601e-05,0.0021727211919504,2.7147264296000002e-05,4.9710951963024e-05,0.000597987818715805,0.001811416043526375,4.844171352760001e-06,0.0011450243692836962,0.00322002818388789,0.007943716522806824,1.406012047e-07,3.9404658889400005e-06,0.00100525871140072,9.004838381195401e-05,0.0013917188096677442,7.9565610997375e-05,2.0877199791228002e-05
15,0.0,9.1283752409625e-05,0.002165175647991072,2.7094231222399997e-05,4.9710951963024e-05,0.000595643972481158,0.0018131555649256498,4.96208496616e-06,0.001153150707977136,0.0032198124993424075,0.007698308001466,1.406012047e-07,3.8042175808000003e-06,0.00100525871140072,9.006458016491302e-05,0.0013928271258568318,8.24634754317e-05,2.0877199791228002e-05
16,0.0,9.302606874315001e-05,0.002071981634329344,2.5195447982399998e-05,4.9710951963024e-05,0.000587789306749048,0.0017991665535995248,4.987850086580001e-06,0.0011459591367589202,0.003223459227894216,0.0077915074974225,1.406012047e-07,3.33491844609e-06,0.00100525871140072,8.407189612966299e-05,0.001395808298623008,7.87938702178e-05,2.0877199791228002e-05
17,0.0,9.247934600775e-05,0.001974929161325472,2.4315090339199998e-05,4.9710951963024e-05,0.000576983536393805,0.0017974403220955499,5.00526750066e-06,0.001124081606448504,0.0032758075887361557,0.00798390860848295,1.406012047e-07,2.86485013374e-06,0.00100525871140072,7.5308603201148e-05,0.00139795873572672,7.576471760895e-05,2.0877199791228002e-05
18,0.0,8.986350325276801e-05,0.001956625288951392,2.1888098526399998e-05,4.9710951963024e-05,0.000562744995536197,0.0017932151984150248,5.06755086966e-06,0.0011020602789279601,0.003120035062527894,0.00778417124622715,1.406012047e-07,2.44718786074e-06,0.00100525871140072,6.602346878864e-05,0.001399697930190528,6.8973919778725e-05,2.0877199791228002e-05
19,0.0,8.4813373429965e-05,0.00193594533080304,2.11259878848e-05,4.9710951963024e-05,0.000545707011263805,0.0017909838049842749,5.13833280266e-06,0.00107722934857956,0.0028883068807525826,0.007534355623694825,1.406012047e-07,2.25894942126e-06,0.00100525871140072,6.0495527363317995e-05,0.0013975346295869758,6.617714345795e-05,2.0877199791228002e-05
20,0.0,7.991884014835501e-05,0.0018506664191778237,1.79534472288e-05,4.9710951963024e-05,0.0005281140272336889,0.001790118127550775,4.9591415417400005e-06,0.001058353602373848,0.0026789320134737427,0.0071274091763926,1.406012047e-07,2.04284175207e-06,0.00100525871140072,5.604568218497e-05,0.001395521033507424,0.00010651184976225,2.0877199791228002e-05
