Facility Id,Facility Name,Facility  Status,Location  Street Address,Location  City,Location  State,Location  Zip,Locatino  Zip Four,Location  Area Code,Location  Phone Number,Location  Phone Extension,Location  Rep First,Location  Rep Last,Location  County Identity,Utm East,Utm North,Application  Date,Application  Number,Application  Status,Application  Type,Permit Number,Permit Status,PO Issue Date,BCAT Number,BCAT Description,CCAT Number,CCAT  Description,Naics Code,Sic Code1,Sic Code2,Emi Amt Av30 Co,Emi Amt Av30 Nox,Emi Amt Av30 Pm10,Emi Amt Av30 Rog,Emi Amt Av30 Sox,Emi Amt Av30 Tog,Operation  Days Per Week,Operation  Hours Per Day,Operation  Weeks Per Year
31418,"LA CITY, DEPT OF GEN SERVICES",A,2111 E FIRST ST,LOS ANGELES,CA,90033,    ,213,9783798,     ,EMMANUEL,AMESI,LA  ,387.9660034,3767.601074,2/17/2009,496281,31,30,G6773 ,ACTIVE      ,1/12/2010,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,921190,7538,    ,0.24,1.27,0.02,0.04,0,0,1,1,50
31468,MONTCLAIR FIRE DEPT,A,8901 MONTE VISTA,MONTCLAIR,CA,91763,1412,714,6261217,     ,UNKNOWN,UNKNOWN,SB  ,435.5870056,3772.404053,1/25/2007,464775,31,96,F87149,ACTIVE      ,1/25/2007,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,922160,9224,    ,0,0,0,0,0,0,1,1,29
31605,RUBIDOUX COMMUNITY SERVICES DISTRICT,A,3590 RUBIDOUX BLVD,RIVERSIDE,CA,92509,    ,951,6847580,     ,STEVEN W,APPEL,RV  ,462.5499878,3761.969971,11/15/2011,529467,31,20,G18891,ACTIVE      ,6/28/2012,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,813910,9999,    ,0.07,0.05,0,0.05,0,0,1,1,50
31610,AUTOMATIC DATA PROCESSING INC,A,5355 ORANGETHORPE AVE,LA PALMA,CA,90623,    ,973,9745057,     ,DENNIS,VANDERPOOL,OR  ,403.7999878,3746.800049,6/4/1999,355428,31,30,F44553,ACTIVE      ,9/28/2001,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,518210,7380,7374,1,5,0,0,0,0,1,0,52
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449227,31,63,F79532,ACTIVE      ,12/1/2005,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,8220,1,3,0,0,0,0,1,1,20
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449228,31,63,F79533,ACTIVE      ,12/1/2005,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,8220,1,1,0,0,0,0,1,1,20
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449229,31,63,F79534,ACTIVE      ,12/1/2005,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,8220,0,0,0,0,0,0,1,1,50
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449231,31,63,F79535,ACTIVE      ,12/1/2005,044901,I C E (50-500 HP) EM FIRE FGHT-DIESEL,  ,,611310,8221,8220,0,1,0,0,0,0,1,1,50
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449232,31,63,F79536,ACTIVE      ,12/1/2005,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,8220,0,1,0,0,0,0,1,1,50
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449233,31,63,F79539,ACTIVE      ,12/1/2005,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,8220,0,1,0,0,0,0,1,1,50
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449234,31,63,F79542,ACTIVE      ,12/1/2005,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,8220,0,0,0,0,0,0,1,1,50
31843,PEPPERDINE UNIVERSITY,A,24255 PACIFIC COAST HWY,MALIBU,CA,90263,    ,310,5064829,     ,SUSAN,VALENTINE ,LA  ,342.6700134,3767.120117,9/30/2005,449235,31,63,F79544,ACTIVE      ,12/1/2005,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,8220,0,0,0,0,0,0,1,1,50
