,OPR_DT,OPR_HR,NODE,MW
1933,2019-03-22,15,HARBGN_7_UNITS-APND,8.857280000000001
1934,2019-03-22,16,HARBGN_7_UNITS-APND,12.55215
1935,2019-03-22,17,HARBGN_7_UNITS-APND,15.408570000000001
1936,2019-03-22,18,HARBGN_7_UNITS-APND,27.12817
1937,2019-03-22,19,HARBGN_7_UNITS-APND,43.910990000000005
1938,2019-03-22,20,HARBGN_7_UNITS-APND,64.42071
1939,2019-03-22,21,HARBGN_7_UNITS-APND,54.872840000000004
1940,2019-03-22,22,HARBGN_7_UNITS-APND,45.34303
1941,2019-03-22,23,HARBGN_7_UNITS-APND,37.42096
1942,2019-03-22,24,HARBGN_7_UNITS-APND,33.65035
1943,2019-03-23,1,HARBGN_7_UNITS-APND,30.42445
1944,2019-03-23,2,HARBGN_7_UNITS-APND,31.29334
1945,2019-03-23,3,HARBGN_7_UNITS-APND,26.6438
1946,2019-03-23,4,HARBGN_7_UNITS-APND,26.10374
1947,2019-03-23,5,HARBGN_7_UNITS-APND,27.389159999999997
1948,2019-03-23,6,HARBGN_7_UNITS-APND,27.44785
1949,2019-03-23,7,HARBGN_7_UNITS-APND,34.82604
1950,2019-03-23,8,HARBGN_7_UNITS-APND,30.82137
1951,2019-03-23,9,HARBGN_7_UNITS-APND,20.83458
1952,2019-03-23,10,HARBGN_7_UNITS-APND,7.95147
1953,2019-03-23,11,HARBGN_7_UNITS-APND,1.2521
1954,2019-03-23,12,HARBGN_7_UNITS-APND,0.0454
1955,2019-03-23,13,HARBGN_7_UNITS-APND,0.08499
1956,2019-03-23,14,HARBGN_7_UNITS-APND,-1.10212
1957,2019-03-23,15,HARBGN_7_UNITS-APND,-4.15334
1958,2019-03-23,16,HARBGN_7_UNITS-APND,-1.5227899999999999
1959,2019-03-23,17,HARBGN_7_UNITS-APND,0.42003
1960,2019-03-23,18,HARBGN_7_UNITS-APND,13.18092
1961,2019-03-23,19,HARBGN_7_UNITS-APND,31.70102
1962,2019-03-23,20,HARBGN_7_UNITS-APND,54.97428000000001
1963,2019-03-23,21,HARBGN_7_UNITS-APND,51.570859999999996
1964,2019-03-23,22,HARBGN_7_UNITS-APND,41.38798
1965,2019-03-23,23,HARBGN_7_UNITS-APND,25.627679999999998
1966,2019-03-23,24,HARBGN_7_UNITS-APND,28.213829999999998
1967,2019-03-24,1,HARBGN_7_UNITS-APND,29.73805
1968,2019-03-24,2,HARBGN_7_UNITS-APND,26.349940000000004
1969,2019-03-24,3,HARBGN_7_UNITS-APND,26.04896
1970,2019-03-24,4,HARBGN_7_UNITS-APND,25.93595
1971,2019-03-24,5,HARBGN_7_UNITS-APND,25.43086
1972,2019-03-24,6,HARBGN_7_UNITS-APND,30.234029999999997
1973,2019-03-24,7,HARBGN_7_UNITS-APND,39.567009999999996
1974,2019-03-24,8,HARBGN_7_UNITS-APND,33.980979999999995
1975,2019-03-24,9,HARBGN_7_UNITS-APND,20.7685
1976,2019-03-24,10,HARBGN_7_UNITS-APND,2.89194
1977,2019-03-24,11,HARBGN_7_UNITS-APND,0.26284
1978,2019-03-24,12,HARBGN_7_UNITS-APND,0.019459999999999998
1979,2019-03-24,13,HARBGN_7_UNITS-APND,0.02495
1980,2019-03-24,14,HARBGN_7_UNITS-APND,0.03165
1981,2019-03-24,15,HARBGN_7_UNITS-APND,0.03596
1982,2019-03-24,16,HARBGN_7_UNITS-APND,0.41817
1983,2019-03-24,17,HARBGN_7_UNITS-APND,2.13521
1984,2019-03-24,18,HARBGN_7_UNITS-APND,24.6221
1985,2019-03-24,19,HARBGN_7_UNITS-APND,54.4303
1986,2019-03-24,20,HARBGN_7_UNITS-APND,75.80993000000001
1987,2019-03-24,21,HARBGN_7_UNITS-APND,69.0501
1988,2019-03-24,22,HARBGN_7_UNITS-APND,58.31381
1989,2019-03-24,23,HARBGN_7_UNITS-APND,43.86083
1990,2019-03-24,24,HARBGN_7_UNITS-APND,36.84704
1991,2019-03-25,1,HARBGN_7_UNITS-APND,31.47229
1992,2019-03-25,2,HARBGN_7_UNITS-APND,29.29154
1993,2019-03-25,3,HARBGN_7_UNITS-APND,28.55525
1994,2019-03-25,4,HARBGN_7_UNITS-APND,26.68631
1995,2019-03-25,5,HARBGN_7_UNITS-APND,30.0573
1996,2019-03-25,6,HARBGN_7_UNITS-APND,39.79397
1997,2019-03-25,7,HARBGN_7_UNITS-APND,56.997969999999995
1998,2019-03-25,8,HARBGN_7_UNITS-APND,50.94853
1999,2019-03-25,9,HARBGN_7_UNITS-APND,30.5851
2000,2019-03-25,10,HARBGN_7_UNITS-APND,21.13634
2001,2019-03-25,11,HARBGN_7_UNITS-APND,20.55705
2002,2019-03-25,12,HARBGN_7_UNITS-APND,17.20228
2003,2019-03-25,13,HARBGN_7_UNITS-APND,15.880679999999998
2004,2019-03-25,14,HARBGN_7_UNITS-APND,12.97671
2005,2019-03-25,15,HARBGN_7_UNITS-APND,12.98752
2006,2019-03-25,16,HARBGN_7_UNITS-APND,18.25713
2007,2019-03-25,17,HARBGN_7_UNITS-APND,9.97997
2008,2019-03-25,18,HARBGN_7_UNITS-APND,26.519840000000002
2009,2019-03-25,19,HARBGN_7_UNITS-APND,48.30397
2010,2019-03-25,20,HARBGN_7_UNITS-APND,78.94349
2011,2019-03-25,21,HARBGN_7_UNITS-APND,63.049980000000005
2012,2019-03-25,22,HARBGN_7_UNITS-APND,51.46371
2013,2019-03-25,23,HARBGN_7_UNITS-APND,35.55535
2014,2019-03-25,24,HARBGN_7_UNITS-APND,33.32691
2015,2019-03-26,1,HARBGN_7_UNITS-APND,36.89255
2016,2019-03-26,2,HARBGN_7_UNITS-APND,29.0262
2017,2019-03-26,3,HARBGN_7_UNITS-APND,27.30545
2018,2019-03-26,4,HARBGN_7_UNITS-APND,25.208560000000002
2019,2019-03-26,5,HARBGN_7_UNITS-APND,29.77239
2020,2019-03-26,6,HARBGN_7_UNITS-APND,37.68963
2021,2019-03-26,7,HARBGN_7_UNITS-APND,51.03966
2022,2019-03-26,8,HARBGN_7_UNITS-APND,48.26441
2023,2019-03-26,9,HARBGN_7_UNITS-APND,32.71302
2024,2019-03-26,10,HARBGN_7_UNITS-APND,25.182389999999998
2025,2019-03-26,11,HARBGN_7_UNITS-APND,22.44305
2026,2019-03-26,12,HARBGN_7_UNITS-APND,19.73819
2027,2019-03-26,13,HARBGN_7_UNITS-APND,15.67704
2028,2019-03-26,14,HARBGN_7_UNITS-APND,12.54074
2029,2019-03-26,15,HARBGN_7_UNITS-APND,13.74632
2030,2019-03-26,16,HARBGN_7_UNITS-APND,16.62705
2031,2019-03-26,17,HARBGN_7_UNITS-APND,19.78695
2032,2019-03-26,18,HARBGN_7_UNITS-APND,29.566370000000003
2033,2019-03-26,19,HARBGN_7_UNITS-APND,45.61797
2034,2019-03-26,20,HARBGN_7_UNITS-APND,75.64745
2035,2019-03-26,21,HARBGN_7_UNITS-APND,63.79283
2036,2019-03-26,22,HARBGN_7_UNITS-APND,49.94567
2037,2019-03-26,23,HARBGN_7_UNITS-APND,39.917429999999996
2038,2019-03-26,24,HARBGN_7_UNITS-APND,34.346309999999995
2039,2019-03-27,1,HARBGN_7_UNITS-APND,27.46878
2040,2019-03-27,2,HARBGN_7_UNITS-APND,26.64443
2041,2019-03-27,3,HARBGN_7_UNITS-APND,25.71819
2042,2019-03-27,4,HARBGN_7_UNITS-APND,25.569110000000002
2043,2019-03-27,5,HARBGN_7_UNITS-APND,29.399070000000002
2044,2019-03-27,6,HARBGN_7_UNITS-APND,38.02113
2045,2019-03-27,7,HARBGN_7_UNITS-APND,47.59516
2046,2019-03-27,8,HARBGN_7_UNITS-APND,42.61555
2047,2019-03-27,9,HARBGN_7_UNITS-APND,34.54456
2048,2019-03-27,10,HARBGN_7_UNITS-APND,34.86762
2049,2019-03-27,11,HARBGN_7_UNITS-APND,27.835490000000004
2050,2019-03-27,12,HARBGN_7_UNITS-APND,22.72006
2051,2019-03-27,13,HARBGN_7_UNITS-APND,15.07585
2052,2019-03-27,14,HARBGN_7_UNITS-APND,13.812370000000001
2053,2019-03-27,15,HARBGN_7_UNITS-APND,10.17935
2054,2019-03-27,16,HARBGN_7_UNITS-APND,9.24883
2055,2019-03-27,17,HARBGN_7_UNITS-APND,10.999189999999999
2056,2019-03-27,18,HARBGN_7_UNITS-APND,23.13674
2057,2019-03-27,19,HARBGN_7_UNITS-APND,39.09507
2058,2019-03-27,20,HARBGN_7_UNITS-APND,68.68712
2059,2019-03-27,21,HARBGN_7_UNITS-APND,54.544959999999996
2060,2019-03-27,22,HARBGN_7_UNITS-APND,47.09206
2061,2019-03-27,23,HARBGN_7_UNITS-APND,34.8071
2062,2019-03-27,24,HARBGN_7_UNITS-APND,29.582659999999997
2063,2019-03-28,1,HARBGN_7_UNITS-APND,26.21718
2064,2019-03-28,2,HARBGN_7_UNITS-APND,24.84454
2065,2019-03-28,3,HARBGN_7_UNITS-APND,23.119
2066,2019-03-28,4,HARBGN_7_UNITS-APND,24.410510000000002
2067,2019-03-28,5,HARBGN_7_UNITS-APND,26.82975
2068,2019-03-28,6,HARBGN_7_UNITS-APND,35.452709999999996
2069,2019-03-28,7,HARBGN_7_UNITS-APND,47.83145
2070,2019-03-28,8,HARBGN_7_UNITS-APND,42.24743
2071,2019-03-28,9,HARBGN_7_UNITS-APND,28.450779999999998
2072,2019-03-28,10,HARBGN_7_UNITS-APND,18.66302
2073,2019-03-28,11,HARBGN_7_UNITS-APND,11.88769
2074,2019-03-28,12,HARBGN_7_UNITS-APND,5.47348
2075,2019-03-28,13,HARBGN_7_UNITS-APND,1.72353
2076,2019-03-28,14,HARBGN_7_UNITS-APND,0.6645
2077,2019-03-28,15,HARBGN_7_UNITS-APND,0.72833
2078,2019-03-28,16,HARBGN_7_UNITS-APND,0.8489200000000001
2079,2019-03-28,17,HARBGN_7_UNITS-APND,0.01278
2080,2019-03-28,18,HARBGN_7_UNITS-APND,20.22655
2081,2019-03-28,19,HARBGN_7_UNITS-APND,40.132059999999996
2082,2019-03-28,20,HARBGN_7_UNITS-APND,60.72916
2083,2019-03-28,21,HARBGN_7_UNITS-APND,55.849140000000006
2084,2019-03-28,22,HARBGN_7_UNITS-APND,45.62003
2085,2019-03-28,23,HARBGN_7_UNITS-APND,29.807029999999997
2086,2019-03-28,24,HARBGN_7_UNITS-APND,26.28642
2087,2019-03-29,1,HARBGN_7_UNITS-APND,20.95337
2088,2019-03-29,2,HARBGN_7_UNITS-APND,20.39563
2089,2019-03-29,3,HARBGN_7_UNITS-APND,20.45641
2090,2019-03-29,4,HARBGN_7_UNITS-APND,20.843510000000002
2091,2019-03-29,5,HARBGN_7_UNITS-APND,23.15956
2092,2019-03-29,6,HARBGN_7_UNITS-APND,33.8998
2093,2019-03-29,7,HARBGN_7_UNITS-APND,42.47002
2094,2019-03-29,8,HARBGN_7_UNITS-APND,37.3753
2095,2019-03-29,9,HARBGN_7_UNITS-APND,21.29052
2096,2019-03-29,10,HARBGN_7_UNITS-APND,6.880839999999999
2097,2019-03-29,11,HARBGN_7_UNITS-APND,1.8801599999999998
2098,2019-03-29,12,HARBGN_7_UNITS-APND,1.22801
2099,2019-03-29,13,HARBGN_7_UNITS-APND,0.43803000000000003
2100,2019-03-29,14,HARBGN_7_UNITS-APND,0.3585
2101,2019-03-29,15,HARBGN_7_UNITS-APND,0.24852
2102,2019-03-29,16,HARBGN_7_UNITS-APND,0.14334000000000002
2103,2019-03-29,17,HARBGN_7_UNITS-APND,0.011609999999999999
2104,2019-03-29,18,HARBGN_7_UNITS-APND,14.449420000000002
2105,2019-03-29,19,HARBGN_7_UNITS-APND,32.17307
2106,2019-03-29,20,HARBGN_7_UNITS-APND,52.01762
2107,2019-03-29,21,HARBGN_7_UNITS-APND,49.22725
2108,2019-03-29,22,HARBGN_7_UNITS-APND,40.29317
2109,2019-03-29,23,HARBGN_7_UNITS-APND,31.39381
2110,2019-03-29,24,HARBGN_7_UNITS-APND,26.583090000000002
2111,2019-03-30,1,HARBGN_7_UNITS-APND,29.0059
2112,2019-03-30,2,HARBGN_7_UNITS-APND,24.84009
2113,2019-03-30,3,HARBGN_7_UNITS-APND,23.13859
2114,2019-03-30,4,HARBGN_7_UNITS-APND,23.85724
2115,2019-03-30,5,HARBGN_7_UNITS-APND,26.9314
2116,2019-03-30,6,HARBGN_7_UNITS-APND,33.41302
2117,2019-03-30,7,HARBGN_7_UNITS-APND,37.98948
2118,2019-03-30,8,HARBGN_7_UNITS-APND,26.94347
2119,2019-03-30,9,HARBGN_7_UNITS-APND,15.67035
2120,2019-03-30,10,HARBGN_7_UNITS-APND,0.9641
2121,2019-03-30,11,HARBGN_7_UNITS-APND,-0.01026
2122,2019-03-30,12,HARBGN_7_UNITS-APND,-0.010620000000000001
2123,2019-03-30,13,HARBGN_7_UNITS-APND,-0.30214
2124,2019-03-30,14,HARBGN_7_UNITS-APND,-0.29655
2125,2019-03-30,15,HARBGN_7_UNITS-APND,-0.07148
2126,2019-03-30,16,HARBGN_7_UNITS-APND,-0.01027
2127,2019-03-30,17,HARBGN_7_UNITS-APND,0.05836
2128,2019-03-30,18,HARBGN_7_UNITS-APND,16.70524
2129,2019-03-30,19,HARBGN_7_UNITS-APND,43.54892
2130,2019-03-30,20,HARBGN_7_UNITS-APND,61.845580000000005
2131,2019-03-30,21,HARBGN_7_UNITS-APND,51.0453
2132,2019-03-30,22,HARBGN_7_UNITS-APND,46.2232
2133,2019-03-30,23,HARBGN_7_UNITS-APND,43.417229999999996
2134,2019-03-30,24,HARBGN_7_UNITS-APND,36.73457
2135,2019-03-31,1,HARBGN_7_UNITS-APND,20.524379999999997
2136,2019-03-31,2,HARBGN_7_UNITS-APND,24.36196
2137,2019-03-31,3,HARBGN_7_UNITS-APND,21.75004
2138,2019-03-31,4,HARBGN_7_UNITS-APND,20.65394
2139,2019-03-31,5,HARBGN_7_UNITS-APND,24.76074
2140,2019-03-31,6,HARBGN_7_UNITS-APND,29.03981
2141,2019-03-31,7,HARBGN_7_UNITS-APND,33.58657
2142,2019-03-31,8,HARBGN_7_UNITS-APND,24.65249
2143,2019-03-31,9,HARBGN_7_UNITS-APND,13.17268
2144,2019-03-31,10,HARBGN_7_UNITS-APND,-0.00695
2145,2019-03-31,11,HARBGN_7_UNITS-APND,-0.01073
2146,2019-03-31,12,HARBGN_7_UNITS-APND,-0.08852
2147,2019-03-31,13,HARBGN_7_UNITS-APND,-2.16476
2148,2019-03-31,14,HARBGN_7_UNITS-APND,-1.8289
2149,2019-03-31,15,HARBGN_7_UNITS-APND,-0.01047
2150,2019-03-31,16,HARBGN_7_UNITS-APND,-0.01022
2151,2019-03-31,17,HARBGN_7_UNITS-APND,5.04697
2152,2019-03-31,18,HARBGN_7_UNITS-APND,18.56074
2153,2019-03-31,19,HARBGN_7_UNITS-APND,44.92496
2154,2019-03-31,20,HARBGN_7_UNITS-APND,61.903999999999996
2155,2019-03-31,21,HARBGN_7_UNITS-APND,53.19758
2156,2019-03-31,22,HARBGN_7_UNITS-APND,42.089
2157,2019-03-31,23,HARBGN_7_UNITS-APND,33.16983
2158,2019-03-31,24,HARBGN_7_UNITS-APND,26.15707
2159,2019-04-01,1,HARBGN_7_UNITS-APND,36.6795
2160,2019-04-01,2,HARBGN_7_UNITS-APND,32.09779
2161,2019-04-01,3,HARBGN_7_UNITS-APND,30.115209999999998
2162,2019-04-01,4,HARBGN_7_UNITS-APND,30.24825
2163,2019-04-01,5,HARBGN_7_UNITS-APND,32.16558
2164,2019-04-01,6,HARBGN_7_UNITS-APND,45.73202
2165,2019-04-01,7,HARBGN_7_UNITS-APND,55.600159999999995
2166,2019-04-01,8,HARBGN_7_UNITS-APND,55.17483000000001
2167,2019-04-01,9,HARBGN_7_UNITS-APND,36.43209
2168,2019-04-01,10,HARBGN_7_UNITS-APND,27.83833
2169,2019-04-01,11,HARBGN_7_UNITS-APND,25.474429999999998
2170,2019-04-01,12,HARBGN_7_UNITS-APND,22.17126
2171,2019-04-01,13,HARBGN_7_UNITS-APND,21.89545
2172,2019-04-01,14,HARBGN_7_UNITS-APND,22.66261
2173,2019-04-01,15,HARBGN_7_UNITS-APND,23.48239
2174,2019-04-01,16,HARBGN_7_UNITS-APND,30.062959999999997
2175,2019-04-01,17,HARBGN_7_UNITS-APND,38.50671
2176,2019-04-01,18,HARBGN_7_UNITS-APND,46.84227
2177,2019-04-01,19,HARBGN_7_UNITS-APND,58.86518
2178,2019-04-01,20,HARBGN_7_UNITS-APND,78.69725
2179,2019-04-01,21,HARBGN_7_UNITS-APND,60.18919
2180,2019-04-01,22,HARBGN_7_UNITS-APND,53.892680000000006
2181,2019-04-01,23,HARBGN_7_UNITS-APND,42.30252
2182,2019-04-01,24,HARBGN_7_UNITS-APND,35.36792
2183,2019-04-02,1,HARBGN_7_UNITS-APND,29.95243
2184,2019-04-02,2,HARBGN_7_UNITS-APND,28.67933
2185,2019-04-02,3,HARBGN_7_UNITS-APND,25.78173
2186,2019-04-02,4,HARBGN_7_UNITS-APND,25.29024
2187,2019-04-02,5,HARBGN_7_UNITS-APND,28.27194
2188,2019-04-02,6,HARBGN_7_UNITS-APND,39.924690000000005
2189,2019-04-02,7,HARBGN_7_UNITS-APND,54.38811
2190,2019-04-02,8,HARBGN_7_UNITS-APND,46.89383
2191,2019-04-02,9,HARBGN_7_UNITS-APND,29.80759
2192,2019-04-02,10,HARBGN_7_UNITS-APND,26.23795
2193,2019-04-02,11,HARBGN_7_UNITS-APND,20.50779
2194,2019-04-02,12,HARBGN_7_UNITS-APND,15.2742
2195,2019-04-02,13,HARBGN_7_UNITS-APND,11.51491
2196,2019-04-02,14,HARBGN_7_UNITS-APND,9.05386
2197,2019-04-02,15,HARBGN_7_UNITS-APND,8.73718
2198,2019-04-02,16,HARBGN_7_UNITS-APND,14.055370000000002
2199,2019-04-02,17,HARBGN_7_UNITS-APND,17.640629999999998
2200,2019-04-02,18,HARBGN_7_UNITS-APND,24.38739
2201,2019-04-02,19,HARBGN_7_UNITS-APND,47.67118
2202,2019-04-02,20,HARBGN_7_UNITS-APND,63.25281
2203,2019-04-02,21,HARBGN_7_UNITS-APND,56.577780000000004
2204,2019-04-02,22,HARBGN_7_UNITS-APND,49.25414
2205,2019-04-02,23,HARBGN_7_UNITS-APND,38.53504
2206,2019-04-02,24,HARBGN_7_UNITS-APND,32.748459999999994
2207,2019-04-03,1,HARBGN_7_UNITS-APND,28.913140000000002
2208,2019-04-03,2,HARBGN_7_UNITS-APND,27.09623
2209,2019-04-03,3,HARBGN_7_UNITS-APND,24.67363
2210,2019-04-03,4,HARBGN_7_UNITS-APND,24.3543
2211,2019-04-03,5,HARBGN_7_UNITS-APND,25.52081
2212,2019-04-03,6,HARBGN_7_UNITS-APND,37.307790000000004
2213,2019-04-03,7,HARBGN_7_UNITS-APND,49.046659999999996
2214,2019-04-03,8,HARBGN_7_UNITS-APND,52.642790000000005
2215,2019-04-03,9,HARBGN_7_UNITS-APND,37.45391
2216,2019-04-03,10,HARBGN_7_UNITS-APND,37.1448
2217,2019-04-03,11,HARBGN_7_UNITS-APND,33.15741
2218,2019-04-03,12,HARBGN_7_UNITS-APND,31.71923
2219,2019-04-03,13,HARBGN_7_UNITS-APND,31.757309999999997
2220,2019-04-03,14,HARBGN_7_UNITS-APND,26.21505
2221,2019-04-03,15,HARBGN_7_UNITS-APND,22.066029999999998
2222,2019-04-03,16,HARBGN_7_UNITS-APND,23.218770000000003
2223,2019-04-03,17,HARBGN_7_UNITS-APND,31.720240000000004
2224,2019-04-03,18,HARBGN_7_UNITS-APND,44.43258
2225,2019-04-03,19,HARBGN_7_UNITS-APND,48.42216
2226,2019-04-03,20,HARBGN_7_UNITS-APND,69.7295
2227,2019-04-03,21,HARBGN_7_UNITS-APND,58.548359999999995
2228,2019-04-03,22,HARBGN_7_UNITS-APND,49.63774
2229,2019-04-03,23,HARBGN_7_UNITS-APND,41.84018
2230,2019-04-03,24,HARBGN_7_UNITS-APND,40.092420000000004
2231,2019-04-04,1,HARBGN_7_UNITS-APND,29.121109999999998
2232,2019-04-04,2,HARBGN_7_UNITS-APND,29.20457
2233,2019-04-04,3,HARBGN_7_UNITS-APND,26.95305
2234,2019-04-04,4,HARBGN_7_UNITS-APND,27.044990000000002
2235,2019-04-04,5,HARBGN_7_UNITS-APND,30.77005
2236,2019-04-04,6,HARBGN_7_UNITS-APND,42.63544
2237,2019-04-04,7,HARBGN_7_UNITS-APND,54.41626
2238,2019-04-04,8,HARBGN_7_UNITS-APND,52.20615
2239,2019-04-04,9,HARBGN_7_UNITS-APND,41.41453
2240,2019-04-04,10,HARBGN_7_UNITS-APND,39.25764
2241,2019-04-04,11,HARBGN_7_UNITS-APND,33.58085
2242,2019-04-04,12,HARBGN_7_UNITS-APND,31.500429999999998
2243,2019-04-04,13,HARBGN_7_UNITS-APND,28.992929999999998
2244,2019-04-04,14,HARBGN_7_UNITS-APND,27.8739
2245,2019-04-04,15,HARBGN_7_UNITS-APND,27.68174
2246,2019-04-04,16,HARBGN_7_UNITS-APND,29.91119
2247,2019-04-04,17,HARBGN_7_UNITS-APND,33.9514
2248,2019-04-04,18,HARBGN_7_UNITS-APND,37.416340000000005
2249,2019-04-04,19,HARBGN_7_UNITS-APND,49.540409999999994
2250,2019-04-04,20,HARBGN_7_UNITS-APND,61.81893
2251,2019-04-04,21,HARBGN_7_UNITS-APND,56.44405
2252,2019-04-04,22,HARBGN_7_UNITS-APND,45.32018
2253,2019-04-04,23,HARBGN_7_UNITS-APND,33.77293
2254,2019-04-04,24,HARBGN_7_UNITS-APND,31.64657
2255,2019-04-05,1,HARBGN_7_UNITS-APND,27.550959999999996
2256,2019-04-05,2,HARBGN_7_UNITS-APND,24.238310000000002
2257,2019-04-05,3,HARBGN_7_UNITS-APND,23.15757
2258,2019-04-05,4,HARBGN_7_UNITS-APND,23.03196
2259,2019-04-05,5,HARBGN_7_UNITS-APND,25.51258
2260,2019-04-05,6,HARBGN_7_UNITS-APND,37.30904
2261,2019-04-05,7,HARBGN_7_UNITS-APND,48.84659
2262,2019-04-05,8,HARBGN_7_UNITS-APND,47.10423
2263,2019-04-05,9,HARBGN_7_UNITS-APND,33.88888
2264,2019-04-05,10,HARBGN_7_UNITS-APND,26.953290000000003
2265,2019-04-05,11,HARBGN_7_UNITS-APND,23.64442
2266,2019-04-05,12,HARBGN_7_UNITS-APND,22.67459
2267,2019-04-05,13,HARBGN_7_UNITS-APND,20.14933
2268,2019-04-05,14,HARBGN_7_UNITS-APND,18.50491
2269,2019-04-05,15,HARBGN_7_UNITS-APND,22.02208
2270,2019-04-05,16,HARBGN_7_UNITS-APND,23.75243
2271,2019-04-05,17,HARBGN_7_UNITS-APND,22.43381
2272,2019-04-05,18,HARBGN_7_UNITS-APND,29.09467
2273,2019-04-05,19,HARBGN_7_UNITS-APND,41.79417
2274,2019-04-05,20,HARBGN_7_UNITS-APND,58.961980000000004
2275,2019-04-05,21,HARBGN_7_UNITS-APND,50.81792
2276,2019-04-05,22,HARBGN_7_UNITS-APND,42.48453
2277,2019-04-05,23,HARBGN_7_UNITS-APND,37.08084
2278,2019-04-05,24,HARBGN_7_UNITS-APND,31.3656
2279,2019-04-06,1,HARBGN_7_UNITS-APND,33.10821
2280,2019-04-06,2,HARBGN_7_UNITS-APND,30.07331
2281,2019-04-06,3,HARBGN_7_UNITS-APND,23.52156
2282,2019-04-06,4,HARBGN_7_UNITS-APND,22.60931
2283,2019-04-06,5,HARBGN_7_UNITS-APND,25.34894
2284,2019-04-06,6,HARBGN_7_UNITS-APND,32.45815
2285,2019-04-06,7,HARBGN_7_UNITS-APND,39.00554
2286,2019-04-06,8,HARBGN_7_UNITS-APND,28.2982
2287,2019-04-06,9,HARBGN_7_UNITS-APND,15.3088
2288,2019-04-06,10,HARBGN_7_UNITS-APND,3.02526
2289,2019-04-06,11,HARBGN_7_UNITS-APND,1.71058
2290,2019-04-06,12,HARBGN_7_UNITS-APND,0.25422
2291,2019-04-06,13,HARBGN_7_UNITS-APND,-0.26549
2292,2019-04-06,14,HARBGN_7_UNITS-APND,-2.04486
2293,2019-04-06,15,HARBGN_7_UNITS-APND,-3.88444
2294,2019-04-06,16,HARBGN_7_UNITS-APND,-1.18397
2295,2019-04-06,17,HARBGN_7_UNITS-APND,-0.010020000000000001
2296,2019-04-06,18,HARBGN_7_UNITS-APND,11.81115
2297,2019-04-06,19,HARBGN_7_UNITS-APND,30.91491
2298,2019-04-06,20,HARBGN_7_UNITS-APND,52.34621
2299,2019-04-06,21,HARBGN_7_UNITS-APND,52.90531
2300,2019-04-06,22,HARBGN_7_UNITS-APND,43.32116
2301,2019-04-06,23,HARBGN_7_UNITS-APND,33.602540000000005
2302,2019-04-06,24,HARBGN_7_UNITS-APND,29.736959999999996
2303,2019-04-07,1,HARBGN_7_UNITS-APND,29.89852
2304,2019-04-07,2,HARBGN_7_UNITS-APND,24.85874
2305,2019-04-07,3,HARBGN_7_UNITS-APND,23.55465
2306,2019-04-07,4,HARBGN_7_UNITS-APND,22.94667
2307,2019-04-07,5,HARBGN_7_UNITS-APND,23.85455
2308,2019-04-07,6,HARBGN_7_UNITS-APND,27.77603
2309,2019-04-07,7,HARBGN_7_UNITS-APND,27.9959
2310,2019-04-07,8,HARBGN_7_UNITS-APND,20.671020000000002
2311,2019-04-07,9,HARBGN_7_UNITS-APND,6.60624
2312,2019-04-07,10,HARBGN_7_UNITS-APND,0.00878
2313,2019-04-07,11,HARBGN_7_UNITS-APND,-0.008490000000000001
2314,2019-04-07,12,HARBGN_7_UNITS-APND,-0.010620000000000001
2315,2019-04-07,13,HARBGN_7_UNITS-APND,-0.1496
2316,2019-04-07,14,HARBGN_7_UNITS-APND,-0.010209999999999999
2317,2019-04-07,15,HARBGN_7_UNITS-APND,-0.00952
2318,2019-04-07,16,HARBGN_7_UNITS-APND,-0.01006
2319,2019-04-07,17,HARBGN_7_UNITS-APND,1.0033
2320,2019-04-07,18,HARBGN_7_UNITS-APND,21.501829999999998
2321,2019-04-07,19,HARBGN_7_UNITS-APND,42.349070000000005
2322,2019-04-07,20,HARBGN_7_UNITS-APND,61.2759
2323,2019-04-07,21,HARBGN_7_UNITS-APND,53.73497
2324,2019-04-07,22,HARBGN_7_UNITS-APND,49.14788
2325,2019-04-07,23,HARBGN_7_UNITS-APND,42.34746
2326,2019-04-07,24,HARBGN_7_UNITS-APND,33.24487
2327,2019-04-08,1,HARBGN_7_UNITS-APND,27.3115
2328,2019-04-08,2,HARBGN_7_UNITS-APND,25.00055
2329,2019-04-08,3,HARBGN_7_UNITS-APND,23.59499
2330,2019-04-08,4,HARBGN_7_UNITS-APND,23.5791
2331,2019-04-08,5,HARBGN_7_UNITS-APND,28.88813
2332,2019-04-08,6,HARBGN_7_UNITS-APND,40.28352
2333,2019-04-08,7,HARBGN_7_UNITS-APND,48.05052
2334,2019-04-08,8,HARBGN_7_UNITS-APND,45.59389
2335,2019-04-08,9,HARBGN_7_UNITS-APND,27.997259999999997
2336,2019-04-08,10,HARBGN_7_UNITS-APND,18.73775
2337,2019-04-08,11,HARBGN_7_UNITS-APND,21.059520000000003
2338,2019-04-08,12,HARBGN_7_UNITS-APND,18.81375
2339,2019-04-08,13,HARBGN_7_UNITS-APND,18.30811
2340,2019-04-08,14,HARBGN_7_UNITS-APND,17.062910000000002
2341,2019-04-08,15,HARBGN_7_UNITS-APND,18.31235
2342,2019-04-08,16,HARBGN_7_UNITS-APND,18.9474
2343,2019-04-08,17,HARBGN_7_UNITS-APND,23.85056
2344,2019-04-08,18,HARBGN_7_UNITS-APND,39.54422
2345,2019-04-08,19,HARBGN_7_UNITS-APND,57.85983
