,resource,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,lceo_type
745,FCZ7.Commercial.Health Care.DaylightingEff,68.5046695999504,68.27236877767564,67.13966910976767,66.11235893064399,51.913001196170725,51.65517722051904,50.70898033560199,49.68760883244238,48.50353334061484,38.63464054595174,no_cobenefits
746,FCZ7.Commercial.Health Care.EconomizerEff,102.62869886003807,101.72808655973661,98.99892587669574,93.90206803602882,91.8281741487225,90.79840957717599,90.1661747334782,87.46421419701282,86.08528560555034,85.66899595426406,no_cobenefits
747,FCZ7.Commercial.Health Care.Heating,149.48385137790598,143.26045198171389,138.07945671032343,131.29385028574453,124.97647943616273,119.10028802824314,107.05133274690508,104.20436326450319,101.43242113108822,98.73355100908523,no_cobenefits
748,FCZ7.Commercial.Health Care.IndoorLightingEff,68.50466960058716,68.27236877849465,67.13966911347032,66.11235893001859,51.913001193791224,51.655177223153146,50.70898033638975,49.68760883289889,48.50353333676809,38.63464054745328,no_cobenefits
749,FCZ7.Commercial.Health Care.OfficeEquipment,28.96726027841406,28.379025912421813,28.544577561802296,27.713182098837184,26.906002037706003,26.12233207544272,20.82963309820281,20.22294475553671,19.63392694712302,18.82211537240315,no_cobenefits
750,FCZ7.Commercial.Health Care.OutdoorLighting,101.47236721149075,98.51686137037936,95.64743822366928,92.86159050841677,90.15688398875415,87.53095532888752,64.79415881142361,62.90695030235301,61.07470903141069,59.80677849594816,no_cobenefits
751,FCZ7.Commercial.Health Care.Refrigeration,59.7752247349261,59.118320786700586,58.5275514202627,65.50892175648366,64.44125091681637,63.13939379947983,51.775224736378256,48.91363437102128,37.440180885644274,31.550656441096947,no_cobenefits
752,gas_harbor,,,,,,,,,,,no_cobenefits
753,FCZ7.Commercial.College.DaylightingEff,68.50466960651984,68.27236878513541,67.13966911700703,66.11235892953617,51.91300119118758,51.65517722165789,50.70898033739484,49.68760882877106,48.50353333802397,38.634640546003766,no_cobenefits
754,gas_ct,,,,,,,,,,,no_cobenefits
755,ci_shed_nonwatersystem,,,,,,,,,,,no_cobenefits
756,utility_solar_inbasin_rsCrsQ,28.375434175410874,26.49638061600755,24.702714572666334,22.991056091062642,21.358149675656975,19.80085985685922,18.316167058642925,16.901163428214275,15.553048928047057,14.269127497556866,no_cobenefits
757,utility_solar_outofbasin,31.190138230061322,29.229102999163324,27.355843100002037,25.566909030223517,23.858977771929673,22.22884829984242,20.673437391636323,19.189775401994268,17.775002300648996,16.426363781636418,no_cobenefits
758,commercial_solar,33.8121225266828,31.499392236639185,29.292700035122852,27.187830944341435,25.180725528746343,23.267474434128562,21.4443131500867,19.707616778885587,18.053895210309367,16.479788236673933,no_cobenefits
759,residential_solar,51.62236256883871,47.238476689533854,43.066169678198726,39.096835561839484,35.322190196239625,31.734259819411964,28.32536998462123,25.088134945360874,22.015447264419052,19.10046792179197,no_cobenefits
760,FCZ7.Commercial.College.Cooking,39.657696329222595,37.82166645720121,36.49969192020812,34.307498458509436,32.21204156843285,29.892065646102004,23.519259006589543,22.02114053607748,20.853475266600416,19.479675761564096,no_cobenefits
761,FCZ7.Commercial.College.Cooling,102.62869886279599,101.72808656421088,98.99892588020934,93.9020680394577,91.8281741553699,90.79840957778774,90.16617473760714,87.46421420129059,86.08528560885617,85.66899595024569,no_cobenefits
762,FCZ7.Commercial.College.EconomizerEff,102.6286988587823,101.72808655795991,98.99892587249596,93.90206803874548,91.82817415002818,90.79840957745124,90.1661747326599,87.4642141954286,86.08528560842586,85.66899595778463,no_cobenefits
763,FCZ7.Commercial.College.Heating,149.4838513829042,143.26045196732443,138.07945671444097,131.29385029825295,124.9764794375615,119.10028801328593,107.0513327302655,104.20436324798008,101.43242113939174,98.73355101679991,no_cobenefits
764,FCZ7.Commercial.College.IndoorLightingEff,68.50466960480887,68.27236877995723,67.139669115551,66.11235892810484,51.91300119887171,51.655177226446206,50.70898034001793,49.68760883264128,48.50353333910757,38.634640547289806,no_cobenefits
765,FCZ7.Commercial.College.OfficeEquipment,28.96726028792438,28.379025918922114,28.54457757102318,27.71318210778949,26.906002046397568,26.12233208388113,20.829633104958972,20.222944762096084,19.633926953491343,18.82211537569595,no_cobenefits
766,FCZ7.Commercial.College.OutdoorLighting,101.47236720783148,98.51686136682667,95.64743822022008,92.86159050506802,90.15688398550294,87.530955325731,64.7941588103882,62.90695030134776,61.074709030434725,59.80677849428351,no_cobenefits
767,FCZ7.Commercial.College.Refrigeration,59.77522473295196,59.118320787807136,58.52755141681767,65.50892175498737,64.44125091150478,63.13939379772765,51.77522473377895,48.91363436906836,37.440180882914575,31.550656441687373,no_cobenefits
768,FCZ7.Commercial.College.Ventilation,13.682182894494957,13.283672713101899,12.896769624370773,12.521135557641529,12.156442288972356,11.802371154342094,11.458612771205916,11.124866768161082,10.800841522486488,10.486253905326688,no_cobenefits
769,FCZ7.Commercial.College.WaterHeating,105.41249797017086,102.54995335383502,99.56306150857769,96.6631665131822,93.84773447881767,91.11430531924047,88.46049060120434,85.61294095140136,83.1193601469916,80.69840790970058,no_cobenefits
770,FCZ7.Commercial.Food.Cooking,39.65769633391651,37.82166645791246,36.499691923373994,34.30749845520608,32.212041568153765,29.892065647134352,23.519259008756535,22.021140533589097,20.85347527087312,19.4796757613837,no_cobenefits
771,FCZ7.Commercial.Food.Cooling,102.62869886934436,101.72808656234089,98.99892587906426,93.90206803199855,91.82817413253868,90.79840956033847,90.16617472643705,87.46421419022859,86.0852856068104,85.66899596383311,no_cobenefits
772,FCZ7.Commercial.Food.DaylightingEff,68.50466960712386,68.27236878323433,67.1396691139606,66.11235893250421,51.91300119706528,51.65517722030662,50.70898033963744,49.68760883386334,48.50353333644035,38.634640543148784,no_cobenefits
773,FCZ7.Commercial.Food.EconomizerEff,102.6286988614184,101.72808655898217,98.99892587623245,93.90206804075163,91.82817415411328,90.79840957150955,90.16617473037729,87.46421419568448,86.08528560563194,85.66899595682727,no_cobenefits
774,FCZ7.Commercial.Food.Heating,149.48385135648545,143.26045195251072,138.0794566876555,131.29385029507154,124.97647942733965,119.1002880202287,107.05133271748308,104.2043632658869,101.43242112876155,98.73355100326314,no_cobenefits
775,FCZ7.Commercial.Food.IndoorLightingEff,68.50466960410922,68.27236878065054,67.1396691133434,66.11235892712216,51.9130011974084,51.65517722596137,50.70898033976414,49.68760883328267,48.50353333547015,38.634640545962206,no_cobenefits
776,FCZ7.Commercial.Food.OfficeEquipment,28.9672602859135,28.379025919979856,28.544577565789307,27.713182102708068,26.906002041464138,26.1223320790914,20.82963310173274,20.222944758963823,19.633926950450313,18.822115375909217,no_cobenefits
777,FCZ7.Commercial.Food.OutdoorLighting,101.47236721277197,98.51686137162328,95.64743822487695,92.86159050958928,90.15688398989249,87.53095532999271,64.7941588122113,62.90695030311776,61.074709032153166,59.806778500084924,no_cobenefits
778,FCZ7.Commercial.Food.Refrigeration,59.77522473338731,59.118320785220995,58.5275514188205,65.50892175533318,64.44125091269404,63.13939379533374,51.77522473473345,48.9136343695101,37.440180883889845,31.550656441905815,no_cobenefits
779,FCZ7.Commercial.Food.Ventilation,13.682182894633284,13.283672713236196,12.896769624501163,12.521135557768117,12.15644228909526,11.802371154461417,11.458612771321764,11.124866768273556,10.800841522595688,10.486253905432704,no_cobenefits
780,FCZ7.Commercial.Food.WaterHeating,105.41249795782866,102.54995335936263,99.56306151394429,96.66316651839252,93.84773448387622,91.11430532415169,88.46049060597251,85.61294093318362,83.11936012930448,80.69840789252864,no_cobenefits
781,FCZ7.Commercial.Health Care.Cooking,39.657696332130044,37.82166645828179,36.499691920693415,34.30749845609186,32.21204156740108,29.89206564726815,23.519259007263717,22.021140530560338,20.853475265116614,19.479675758162664,no_cobenefits
782,FCZ7.Commercial.Health Care.Cooling,102.62869886161306,101.72808656901314,98.99892587710937,93.90206803507806,91.82817414974606,90.79840958452468,90.1661747291619,87.46421419530778,86.08528560367024,85.66899594749057,no_cobenefits
783,FCZ7.Commercial.Health Care.DaylightingEff,68.5046695999504,68.27236877767564,67.13966910976767,66.11235893064399,51.913001196170725,51.65517722051904,50.70898033560199,49.68760883244238,48.50353334061484,38.63464054595174,no_cobenefits
784,FCZ7.Commercial.Health Care.EconomizerEff,102.62869886003807,101.72808655973661,98.99892587669574,93.90206803602882,91.8281741487225,90.79840957717599,90.1661747334782,87.46421419701282,86.08528560555034,85.66899595426406,no_cobenefits
785,FCZ7.Commercial.Health Care.Heating,149.48385137790598,143.26045198171389,138.07945671032343,131.29385028574453,124.97647943616273,119.10028802824314,107.05133274690508,104.20436326450319,101.43242113108822,98.73355100908523,no_cobenefits
786,FCZ7.Commercial.Health Care.IndoorLightingEff,68.50466960058716,68.27236877849465,67.13966911347032,66.11235893001859,51.913001193791224,51.655177223153146,50.70898033638975,49.68760883289889,48.50353333676809,38.63464054745328,no_cobenefits
787,FCZ7.Commercial.Health Care.OfficeEquipment,28.96726027841406,28.379025912421813,28.544577561802296,27.713182098837184,26.906002037706003,26.12233207544272,20.82963309820281,20.22294475553671,19.63392694712302,18.82211537240315,no_cobenefits
788,FCZ7.Commercial.Health Care.OutdoorLighting,101.47236721149075,98.51686137037936,95.64743822366928,92.86159050841677,90.15688398875415,87.53095532888752,64.79415881142361,62.90695030235301,61.07470903141069,59.80677849594816,no_cobenefits
789,FCZ7.Commercial.Health Care.Refrigeration,59.7752247349261,59.118320786700586,58.5275514202627,65.50892175648366,64.44125091681637,63.13939379947983,51.775224736378256,48.91363437102128,37.440180885644274,31.550656441096947,no_cobenefits
790,FCZ7.Commercial.Health Care.Ventilation,13.682182895127116,13.283672713715646,12.896769624966645,12.521135558220044,12.156442289534024,11.802371154887402,11.45861277173534,11.124866768675087,10.800841522985522,10.486253905811186,no_cobenefits
791,gas_harbor,,,,,,,,,,,no_cobenefits
792,FCZ7.Commercial.College.DaylightingEff,68.50466960651984,68.27236878513541,67.13966911700703,66.11235892953617,51.91300119118758,51.65517722165789,50.70898033739484,49.68760882877106,48.50353333802397,38.634640546003766,no_cobenefits
793,gas_ct,,,,,,,,,,,no_cobenefits
794,ci_shed_nonwatersystem,,,,,,,,,,,no_cobenefits
795,utility_solar_inbasin_rsCrsQ,28.375434175410874,26.49638061600755,24.702714572666334,22.991056091062642,21.358149675656975,19.80085985685922,18.316167058642925,16.901163428214275,15.553048928047057,14.269127497556866,no_cobenefits
796,utility_solar_outofbasin,31.190138230061322,29.229102999163324,27.355843100002037,25.566909030223517,23.858977771929673,22.22884829984242,20.673437391636323,19.189775401994268,17.775002300648996,16.426363781636418,no_cobenefits
797,commercial_solar,33.8121225266828,31.499392236639185,29.292700035122852,27.187830944341435,25.180725528746343,23.267474434128562,21.4443131500867,19.707616778885587,18.053895210309367,16.479788236673933,no_cobenefits
798,residential_solar,51.62236256883871,47.238476689533854,43.066169678198726,39.096835561839484,35.322190196239625,31.734259819411964,28.32536998462123,25.088134945360874,22.015447264419052,19.10046792179197,no_cobenefits
799,FCZ7.Commercial.College.Cooking,39.657696329222595,37.82166645720121,36.49969192020812,34.307498458509436,32.21204156843285,29.892065646102004,23.519259006589543,22.02114053607748,20.853475266600416,19.479675761564096,no_cobenefits
800,FCZ7.Commercial.College.Cooling,102.62869886279599,101.72808656421088,98.99892588020934,93.9020680394577,91.8281741553699,90.79840957778774,90.16617473760714,87.46421420129059,86.08528560885617,85.66899595024569,no_cobenefits
801,FCZ7.Commercial.College.EconomizerEff,102.6286988587823,101.72808655795991,98.99892587249596,93.90206803874548,91.82817415002818,90.79840957745124,90.1661747326599,87.4642141954286,86.08528560842586,85.66899595778463,no_cobenefits
802,FCZ7.Commercial.College.Heating,149.4838513829042,143.26045196732443,138.07945671444097,131.29385029825295,124.9764794375615,119.10028801328593,107.0513327302655,104.20436324798008,101.43242113939174,98.73355101679991,no_cobenefits
803,FCZ7.Commercial.College.IndoorLightingEff,68.50466960480887,68.27236877995723,67.139669115551,66.11235892810484,51.91300119887171,51.655177226446206,50.70898034001793,49.68760883264128,48.50353333910757,38.634640547289806,no_cobenefits
804,FCZ7.Commercial.College.OfficeEquipment,28.96726028792438,28.379025918922114,28.54457757102318,27.71318210778949,26.906002046397568,26.12233208388113,20.829633104958972,20.222944762096084,19.633926953491343,18.82211537569595,no_cobenefits
805,FCZ7.Commercial.College.OutdoorLighting,101.47236720783148,98.51686136682667,95.64743822022008,92.86159050506802,90.15688398550294,87.530955325731,64.7941588103882,62.90695030134776,61.074709030434725,59.80677849428351,no_cobenefits
806,FCZ7.Commercial.College.Refrigeration,59.77522473295196,59.118320787807136,58.52755141681767,65.50892175498737,64.44125091150478,63.13939379772765,51.77522473377895,48.91363436906836,37.440180882914575,31.550656441687373,no_cobenefits
807,FCZ7.Commercial.College.Ventilation,13.682182894494957,13.283672713101899,12.896769624370773,12.521135557641529,12.156442288972356,11.802371154342094,11.458612771205916,11.124866768161082,10.800841522486488,10.486253905326688,no_cobenefits
808,FCZ7.Commercial.College.WaterHeating,105.41249797017086,102.54995335383502,99.56306150857769,96.6631665131822,93.84773447881767,91.11430531924047,88.46049060120434,85.61294095140136,83.1193601469916,80.69840790970058,no_cobenefits
809,FCZ7.Commercial.Food.Cooking,39.65769633391651,37.82166645791246,36.499691923373994,34.30749845520608,32.212041568153765,29.892065647134352,23.519259008756535,22.021140533589097,20.85347527087312,19.4796757613837,no_cobenefits
810,FCZ7.Commercial.Food.Cooling,102.62869886934436,101.72808656234089,98.99892587906426,93.90206803199855,91.82817413253868,90.79840956033847,90.16617472643705,87.46421419022859,86.0852856068104,85.66899596383311,no_cobenefits
811,FCZ7.Commercial.Food.DaylightingEff,68.50466960712386,68.27236878323433,67.1396691139606,66.11235893250421,51.91300119706528,51.65517722030662,50.70898033963744,49.68760883386334,48.50353333644035,38.634640543148784,no_cobenefits
812,FCZ7.Commercial.Food.EconomizerEff,102.6286988614184,101.72808655898217,98.99892587623245,93.90206804075163,91.82817415411328,90.79840957150955,90.16617473037729,87.46421419568448,86.08528560563194,85.66899595682727,no_cobenefits
813,FCZ7.Commercial.Food.Heating,149.48385135648545,143.26045195251072,138.0794566876555,131.29385029507154,124.97647942733965,119.1002880202287,107.05133271748308,104.2043632658869,101.43242112876155,98.73355100326314,no_cobenefits
814,FCZ7.Commercial.Food.IndoorLightingEff,68.50466960410922,68.27236878065054,67.1396691133434,66.11235892712216,51.9130011974084,51.65517722596137,50.70898033976414,49.68760883328267,48.50353333547015,38.634640545962206,no_cobenefits
815,FCZ7.Commercial.Food.OfficeEquipment,28.9672602859135,28.379025919979856,28.544577565789307,27.713182102708068,26.906002041464138,26.1223320790914,20.82963310173274,20.222944758963823,19.633926950450313,18.822115375909217,no_cobenefits
816,FCZ7.Commercial.Food.OutdoorLighting,101.47236721277197,98.51686137162328,95.64743822487695,92.86159050958928,90.15688398989249,87.53095532999271,64.7941588122113,62.90695030311776,61.074709032153166,59.806778500084924,no_cobenefits
817,FCZ7.Commercial.Food.Refrigeration,59.77522473338731,59.118320785220995,58.5275514188205,65.50892175533318,64.44125091269404,63.13939379533374,51.77522473473345,48.9136343695101,37.440180883889845,31.550656441905815,no_cobenefits
818,FCZ7.Commercial.Food.Ventilation,13.682182894633284,13.283672713236196,12.896769624501163,12.521135557768117,12.15644228909526,11.802371154461417,11.458612771321764,11.124866768273556,10.800841522595688,10.486253905432704,no_cobenefits
819,FCZ7.Commercial.Food.WaterHeating,105.41249795782866,102.54995335936263,99.56306151394429,96.66316651839252,93.84773448387622,91.11430532415169,88.46049060597251,85.61294093318362,83.11936012930448,80.69840789252864,no_cobenefits
820,FCZ7.Commercial.Health Care.Cooking,39.657696332130044,37.82166645828179,36.499691920693415,34.30749845609186,32.21204156740108,29.89206564726815,23.519259007263717,22.021140530560338,20.853475265116614,19.479675758162664,no_cobenefits
821,FCZ7.Commercial.Health Care.Cooling,102.62869886161306,101.72808656901314,98.99892587710937,93.90206803507806,91.82817414974606,90.79840958452468,90.1661747291619,87.46421419530778,86.08528560367024,85.66899594749057,no_cobenefits
822,FCZ7.Commercial.Health Care.DaylightingEff,68.5046695999504,68.27236877767564,67.13966910976767,66.11235893064399,51.913001196170725,51.65517722051904,50.70898033560199,49.68760883244238,48.50353334061484,38.63464054595174,no_cobenefits
823,FCZ7.Commercial.Health Care.EconomizerEff,102.62869886003807,101.72808655973661,98.99892587669574,93.90206803602882,91.8281741487225,90.79840957717599,90.1661747334782,87.46421419701282,86.08528560555034,85.66899595426406,no_cobenefits
824,FCZ7.Commercial.Health Care.Heating,149.48385137790598,143.26045198171389,138.07945671032343,131.29385028574453,124.97647943616273,119.10028802824314,107.05133274690508,104.20436326450319,101.43242113108822,98.73355100908523,no_cobenefits
825,FCZ7.Commercial.Health Care.IndoorLightingEff,68.50466960058716,68.27236877849465,67.13966911347032,66.11235893001859,51.913001193791224,51.655177223153146,50.70898033638975,49.68760883289889,48.50353333676809,38.63464054745328,no_cobenefits
826,FCZ7.Commercial.Health Care.OfficeEquipment,28.96726027841406,28.379025912421813,28.544577561802296,27.713182098837184,26.906002037706003,26.12233207544272,20.82963309820281,20.22294475553671,19.63392694712302,18.82211537240315,no_cobenefits
827,FCZ7.Commercial.Health Care.OutdoorLighting,101.47236721149075,98.51686137037936,95.64743822366928,92.86159050841677,90.15688398875415,87.53095532888752,64.79415881142361,62.90695030235301,61.07470903141069,59.80677849594816,no_cobenefits
828,FCZ7.Commercial.Health Care.Refrigeration,59.7752247349261,59.118320786700586,58.5275514202627,65.50892175648366,64.44125091681637,63.13939379947983,51.775224736378256,48.91363437102128,37.440180885644274,31.550656441096947,no_cobenefits
829,FCZ7.Commercial.Health Care.Ventilation,13.682182895127116,13.283672713715646,12.896769624966645,12.521135558220044,12.156442289534024,11.802371154887402,11.45861277173534,11.124866768675087,10.800841522985522,10.486253905811186,no_cobenefits
830,FCZ7.Commercial.Health Care.WaterHeating,105.41249800225022,102.54995338043291,99.56306153440089,96.66316653825326,93.84773450315852,91.11430534287234,88.46049062414792,85.61294097960962,83.11936017437826,80.69840793628957,no_cobenefits
831,gas_harbor,,,,,,,,,,,no_cobenefits
832,FCZ7.Commercial.College.DaylightingEff,68.50466960651984,68.27236878513541,67.13966911700703,66.11235892953617,51.91300119118758,51.65517722165789,50.70898033739484,49.68760882877106,48.50353333802397,38.634640546003766,no_cobenefits
833,gas_ct,,,,,,,,,,,no_cobenefits
834,ci_shed_nonwatersystem,,,,,,,,,,,no_cobenefits
835,utility_solar_inbasin_rsCrsQ,28.375434175410874,26.49638061600755,24.702714572666334,22.991056091062642,21.358149675656975,19.80085985685922,18.316167058642925,16.901163428214275,15.553048928047057,14.269127497556866,no_cobenefits
836,utility_solar_outofbasin,31.190138230061322,29.229102999163324,27.355843100002037,25.566909030223517,23.858977771929673,22.22884829984242,20.673437391636323,19.189775401994268,17.775002300648996,16.426363781636418,no_cobenefits
837,commercial_solar,33.8121225266828,31.499392236639185,29.292700035122852,27.187830944341435,25.180725528746343,23.267474434128562,21.4443131500867,19.707616778885587,18.053895210309367,16.479788236673933,no_cobenefits
838,residential_solar,51.62236256883871,47.238476689533854,43.066169678198726,39.096835561839484,35.322190196239625,31.734259819411964,28.32536998462123,25.088134945360874,22.015447264419052,19.10046792179197,no_cobenefits
839,FCZ7.Commercial.College.Cooking,39.657696329222595,37.82166645720121,36.49969192020812,34.307498458509436,32.21204156843285,29.892065646102004,23.519259006589543,22.02114053607748,20.853475266600416,19.479675761564096,no_cobenefits
840,FCZ7.Commercial.College.Cooling,102.62869886279599,101.72808656421088,98.99892588020934,93.9020680394577,91.8281741553699,90.79840957778774,90.16617473760714,87.46421420129059,86.08528560885617,85.66899595024569,no_cobenefits
841,FCZ7.Commercial.College.EconomizerEff,102.6286988587823,101.72808655795991,98.99892587249596,93.90206803874548,91.82817415002818,90.79840957745124,90.1661747326599,87.4642141954286,86.08528560842586,85.66899595778463,no_cobenefits
842,FCZ7.Commercial.College.Heating,149.4838513829042,143.26045196732443,138.07945671444097,131.29385029825295,124.9764794375615,119.10028801328593,107.0513327302655,104.20436324798008,101.43242113939174,98.73355101679991,no_cobenefits
843,FCZ7.Commercial.College.IndoorLightingEff,68.50466960480887,68.27236877995723,67.139669115551,66.11235892810484,51.91300119887171,51.655177226446206,50.70898034001793,49.68760883264128,48.50353333910757,38.634640547289806,no_cobenefits
844,FCZ7.Commercial.College.OfficeEquipment,28.96726028792438,28.379025918922114,28.54457757102318,27.71318210778949,26.906002046397568,26.12233208388113,20.829633104958972,20.222944762096084,19.633926953491343,18.82211537569595,no_cobenefits
845,FCZ7.Commercial.College.OutdoorLighting,101.47236720783148,98.51686136682667,95.64743822022008,92.86159050506802,90.15688398550294,87.530955325731,64.7941588103882,62.90695030134776,61.074709030434725,59.80677849428351,no_cobenefits
846,FCZ7.Commercial.College.Refrigeration,59.77522473295196,59.118320787807136,58.52755141681767,65.50892175498737,64.44125091150478,63.13939379772765,51.77522473377895,48.91363436906836,37.440180882914575,31.550656441687373,no_cobenefits
847,FCZ7.Commercial.College.Ventilation,13.682182894494957,13.283672713101899,12.896769624370773,12.521135557641529,12.156442288972356,11.802371154342094,11.458612771205916,11.124866768161082,10.800841522486488,10.486253905326688,no_cobenefits
848,FCZ7.Commercial.College.WaterHeating,105.41249797017086,102.54995335383502,99.56306150857769,96.6631665131822,93.84773447881767,91.11430531924047,88.46049060120434,85.61294095140136,83.1193601469916,80.69840790970058,no_cobenefits
849,FCZ7.Commercial.Food.Cooking,39.65769633391651,37.82166645791246,36.499691923373994,34.30749845520608,32.212041568153765,29.892065647134352,23.519259008756535,22.021140533589097,20.85347527087312,19.4796757613837,no_cobenefits
850,FCZ7.Commercial.Food.Cooling,102.62869886934436,101.72808656234089,98.99892587906426,93.90206803199855,91.82817413253868,90.79840956033847,90.16617472643705,87.46421419022859,86.0852856068104,85.66899596383311,no_cobenefits
851,FCZ7.Commercial.Food.DaylightingEff,68.50466960712386,68.27236878323433,67.1396691139606,66.11235893250421,51.91300119706528,51.65517722030662,50.70898033963744,49.68760883386334,48.50353333644035,38.634640543148784,no_cobenefits
852,FCZ7.Commercial.Food.EconomizerEff,102.6286988614184,101.72808655898217,98.99892587623245,93.90206804075163,91.82817415411328,90.79840957150955,90.16617473037729,87.46421419568448,86.08528560563194,85.66899595682727,no_cobenefits
853,FCZ7.Commercial.Food.Heating,149.48385135648545,143.26045195251072,138.0794566876555,131.29385029507154,124.97647942733965,119.1002880202287,107.05133271748308,104.2043632658869,101.43242112876155,98.73355100326314,no_cobenefits
854,FCZ7.Commercial.Food.IndoorLightingEff,68.50466960410922,68.27236878065054,67.1396691133434,66.11235892712216,51.9130011974084,51.65517722596137,50.70898033976414,49.68760883328267,48.50353333547015,38.634640545962206,no_cobenefits
855,FCZ7.Commercial.Food.OfficeEquipment,28.9672602859135,28.379025919979856,28.544577565789307,27.713182102708068,26.906002041464138,26.1223320790914,20.82963310173274,20.222944758963823,19.633926950450313,18.822115375909217,no_cobenefits
856,FCZ7.Commercial.Food.OutdoorLighting,101.47236721277197,98.51686137162328,95.64743822487695,92.86159050958928,90.15688398989249,87.53095532999271,64.7941588122113,62.90695030311776,61.074709032153166,59.806778500084924,no_cobenefits
857,FCZ7.Commercial.Food.Refrigeration,59.77522473338731,59.118320785220995,58.5275514188205,65.50892175533318,64.44125091269404,63.13939379533374,51.77522473473345,48.9136343695101,37.440180883889845,31.550656441905815,no_cobenefits
858,FCZ7.Commercial.Food.Ventilation,13.682182894633284,13.283672713236196,12.896769624501163,12.521135557768117,12.15644228909526,11.802371154461417,11.458612771321764,11.124866768273556,10.800841522595688,10.486253905432704,no_cobenefits
859,FCZ7.Commercial.Food.WaterHeating,105.41249795782866,102.54995335936263,99.56306151394429,96.66316651839252,93.84773448387622,91.11430532415169,88.46049060597251,85.61294093318362,83.11936012930448,80.69840789252864,no_cobenefits
860,FCZ7.Commercial.Health Care.Cooking,39.657696332130044,37.82166645828179,36.499691920693415,34.30749845609186,32.21204156740108,29.89206564726815,23.519259007263717,22.021140530560338,20.853475265116614,19.479675758162664,no_cobenefits
861,FCZ7.Commercial.Health Care.Cooling,102.62869886161306,101.72808656901314,98.99892587710937,93.90206803507806,91.82817414974606,90.79840958452468,90.1661747291619,87.46421419530778,86.08528560367024,85.66899594749057,no_cobenefits
862,FCZ7.Commercial.Health Care.DaylightingEff,68.5046695999504,68.27236877767564,67.13966910976767,66.11235893064399,51.913001196170725,51.65517722051904,50.70898033560199,49.68760883244238,48.50353334061484,38.63464054595174,no_cobenefits
863,FCZ7.Commercial.Health Care.EconomizerEff,102.62869886003807,101.72808655973661,98.99892587669574,93.90206803602882,91.8281741487225,90.79840957717599,90.1661747334782,87.46421419701282,86.08528560555034,85.66899595426406,no_cobenefits
864,FCZ7.Commercial.Health Care.Heating,149.48385137790598,143.26045198171389,138.07945671032343,131.29385028574453,124.97647943616273,119.10028802824314,107.05133274690508,104.20436326450319,101.43242113108822,98.73355100908523,no_cobenefits
865,FCZ7.Commercial.Health Care.IndoorLightingEff,68.50466960058716,68.27236877849465,67.13966911347032,66.11235893001859,51.913001193791224,51.655177223153146,50.70898033638975,49.68760883289889,48.50353333676809,38.63464054745328,no_cobenefits
866,FCZ7.Commercial.Health Care.OfficeEquipment,28.96726027841406,28.379025912421813,28.544577561802296,27.713182098837184,26.906002037706003,26.12233207544272,20.82963309820281,20.22294475553671,19.63392694712302,18.82211537240315,no_cobenefits
867,FCZ7.Commercial.Health Care.OutdoorLighting,101.47236721149075,98.51686137037936,95.64743822366928,92.86159050841677,90.15688398875415,87.53095532888752,64.79415881142361,62.90695030235301,61.07470903141069,59.80677849594816,no_cobenefits
868,FCZ7.Commercial.Health Care.Refrigeration,59.7752247349261,59.118320786700586,58.5275514202627,65.50892175648366,64.44125091681637,63.13939379947983,51.775224736378256,48.91363437102128,37.440180885644274,31.550656441096947,no_cobenefits
869,FCZ7.Commercial.Health Care.Ventilation,13.682182895127116,13.283672713715646,12.896769624966645,12.521135558220044,12.156442289534024,11.802371154887402,11.45861277173534,11.124866768675087,10.800841522985522,10.486253905811186,no_cobenefits
870,FCZ7.Commercial.Health Care.WaterHeating,105.41249800225022,102.54995338043291,99.56306153440089,96.66316653825326,93.84773450315852,91.11430534287234,88.46049062414792,85.61294097960962,83.11936017437826,80.69840793628957,no_cobenefits
871,FCZ7.Commercial.Hotel.Cooking,39.65769633397925,37.82166645974927,36.49969192201203,34.307498456828405,32.21204156758835,29.89206564678465,23.51925900643926,22.021140533459814,20.853475267678235,19.479675760280646,no_cobenefits
872,gas_harbor,,,,,,,,,,,no_cobenefits
873,FCZ7.Commercial.College.DaylightingEff,68.50466960651984,68.27236878513541,67.13966911700703,66.11235892953617,51.91300119118758,51.65517722165789,50.70898033739484,49.68760882877106,48.50353333802397,38.634640546003766,no_cobenefits
874,gas_ct,,,,,,,,,,,no_cobenefits
875,ci_shed_nonwatersystem,,,,,,,,,,,no_cobenefits
876,utility_solar_inbasin_rsCrsQ,28.375434175410874,26.49638061600755,24.702714572666334,22.991056091062642,21.358149675656975,19.80085985685922,18.316167058642925,16.901163428214275,15.553048928047057,14.269127497556866,no_cobenefits
877,utility_solar_outofbasin,31.190138230061322,29.229102999163324,27.355843100002037,25.566909030223517,23.858977771929673,22.22884829984242,20.673437391636323,19.189775401994268,17.775002300648996,16.426363781636418,no_cobenefits
878,commercial_solar,33.8121225266828,31.499392236639185,29.292700035122852,27.187830944341435,25.180725528746343,23.267474434128562,21.4443131500867,19.707616778885587,18.053895210309367,16.479788236673933,no_cobenefits
879,residential_solar,51.62236256883871,47.238476689533854,43.066169678198726,39.096835561839484,35.322190196239625,31.734259819411964,28.32536998462123,25.088134945360874,22.015447264419052,19.10046792179197,no_cobenefits
