,resource,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,lceo_type
27,FCZ7.Commercial.Food.Ventilation,13.682182894633284,13.283672713236196,12.896769624501163,12.521135557768117,12.15644228909526,11.802371154461417,11.458612771321764,11.124866768273556,10.800841522595688,10.486253905432704,no_cobenefits
28,FCZ7.Commercial.Food.WaterHeating,105.41249795782866,102.54995335936263,99.56306151394429,96.66316651839252,93.84773448387622,91.11430532415169,88.46049060597251,85.61294093318362,83.11936012930448,80.69840789252864,no_cobenefits
29,FCZ7.Commercial.Health Care.Cooking,39.657696332130044,37.82166645828179,36.499691920693415,34.30749845609186,32.21204156740108,29.89206564726815,23.519259007263717,22.021140530560338,20.853475265116614,19.479675758162664,no_cobenefits
30,FCZ7.Commercial.Health Care.Cooling,102.62869886161306,101.72808656901314,98.99892587710937,93.90206803507806,91.82817414974606,90.79840958452468,90.1661747291619,87.46421419530778,86.08528560367024,85.66899594749057,no_cobenefits
31,FCZ7.Commercial.Health Care.DaylightingEff,68.5046695999504,68.27236877767564,67.13966910976767,66.11235893064399,51.913001196170725,51.65517722051904,50.70898033560199,49.68760883244238,48.50353334061484,38.63464054595174,no_cobenefits
32,FCZ7.Commercial.Health Care.EconomizerEff,102.62869886003807,101.72808655973661,98.99892587669574,93.90206803602882,91.8281741487225,90.79840957717599,90.1661747334782,87.46421419701282,86.08528560555034,85.66899595426406,no_cobenefits
33,FCZ7.Commercial.Health Care.Heating,149.48385137790598,143.26045198171389,138.07945671032343,131.29385028574453,124.97647943616273,119.10028802824314,107.05133274690508,104.20436326450319,101.43242113108822,98.73355100908523,no_cobenefits
34,FCZ7.Commercial.Health Care.IndoorLightingEff,68.50466960058716,68.27236877849465,67.13966911347032,66.11235893001859,51.913001193791224,51.655177223153146,50.70898033638975,49.68760883289889,48.50353333676809,38.63464054745328,no_cobenefits
35,FCZ7.Commercial.Health Care.OfficeEquipment,28.96726027841406,28.379025912421813,28.544577561802296,27.713182098837184,26.906002037706003,26.12233207544272,20.82963309820281,20.22294475553671,19.63392694712302,18.82211537240315,no_cobenefits
36,FCZ7.Commercial.Health Care.OutdoorLighting,101.47236721149075,98.51686137037936,95.64743822366928,92.86159050841677,90.15688398875415,87.53095532888752,64.79415881142361,62.90695030235301,61.07470903141069,59.80677849594816,no_cobenefits
37,FCZ7.Commercial.Health Care.Refrigeration,59.7752247349261,59.118320786700586,58.5275514202627,65.50892175648366,64.44125091681637,63.13939379947983,51.775224736378256,48.91363437102128,37.440180885644274,31.550656441096947,no_cobenefits
38,FCZ7.Commercial.Health Care.Ventilation,13.682182895127116,13.283672713715646,12.896769624966645,12.521135558220044,12.156442289534024,11.802371154887402,11.45861277173534,11.124866768675087,10.800841522985522,10.486253905811186,no_cobenefits
39,FCZ7.Commercial.Health Care.WaterHeating,105.41249800225022,102.54995338043291,99.56306153440089,96.66316653825326,93.84773450315852,91.11430534287234,88.46049062414792,85.61294097960962,83.11936017437826,80.69840793628957,no_cobenefits
40,FCZ7.Commercial.Hotel.Cooking,39.65769633397925,37.82166645974927,36.49969192201203,34.307498456828405,32.21204156758835,29.89206564678465,23.51925900643926,22.021140533459814,20.853475267678235,19.479675760280646,no_cobenefits
41,FCZ7.Commercial.Hotel.Cooling,102.62869885117864,101.72808655880827,98.99892587153694,93.9020680478789,91.8281741628308,90.79840956963457,90.1661747369459,87.4642141989341,86.08528561062134,85.66899596185596,no_cobenefits
42,FCZ7.Commercial.Hotel.DaylightingEff,68.50466960361608,68.27236878305227,67.13966911335721,66.11235892954944,51.9130011986789,51.655177225472,50.70898033915314,49.68760883033244,48.50353333779095,38.634640542599286,no_cobenefits
43,FCZ7.Commercial.Hotel.EconomizerEff,102.62869886295545,101.72808656535706,98.99892588002442,93.90206803728131,91.8281741547463,90.79840957306114,90.1661747332464,87.46421419585366,86.08528560468234,85.66899595306424,no_cobenefits
44,FCZ7.Commercial.Hotel.Heating,149.4838513741188,143.26045195692652,138.0794566941242,131.29385030144584,124.97647942869531,119.1002880235306,107.0513327328066,104.20436324842814,101.43242113630188,98.73355101189689,no_cobenefits
45,FCZ7.Commercial.Hotel.IndoorLightingEff,68.50466960384806,68.2723687803672,67.13966911323902,66.11235893065476,51.91300119631666,51.65517722676807,50.70898033670777,49.68760883363012,48.50353333772205,38.634640546572236,no_cobenefits
46,FCZ7.Commercial.Hotel.OfficeEquipment,28.967260281062508,28.379025917498588,28.54457756454486,27.71318210149986,26.90600204029113,26.122332077952557,20.82963310017991,20.22294475745623,19.633926948986627,18.822115376667703,no_cobenefits
47,FCZ7.Commercial.Hotel.OutdoorLighting,101.47236721168926,98.5168613705721,95.64743822385638,92.86159050859844,90.15688398893052,87.53095532905874,64.79415881081583,62.90695030176295,61.07470903083781,59.80677849912164,no_cobenefits
48,FCZ7.Commercial.Hotel.Refrigeration,59.77522473802293,59.118320787627475,58.52755142027535,65.50892175845371,64.44125091293148,63.13939379640595,51.775224737232804,48.91363436718421,37.44018088454439,31.550656442369725,no_cobenefits
49,FCZ7.Commercial.Hotel.Ventilation,13.68218289182023,13.283672710505078,12.896769621849588,12.521135555193773,12.156442286595897,11.802371152034851,11.458612768965876,11.124866765986287,10.800841520375034,10.486253903276735,no_cobenefits
50,FCZ7.Commercial.Hotel.WaterHeating,105.41249796551355,102.54995335285643,99.56306150762761,96.6631665122598,93.84773447792215,91.114305318371,88.4604906003602,85.61294094595888,83.11936014170766,80.69840790457053,no_cobenefits
51,FCZ7.Commercial.Miscellaneous.Cooking,39.65769633328583,37.82166645861647,36.49969192331451,34.307498456092596,32.21204156493189,29.892065647271796,23.51925900728952,22.02114053373657,20.853475269114774,19.47967576115811,no_cobenefits
52,FCZ7.Commercial.Miscellaneous.Cooling,102.62869886012429,101.72808655467593,98.99892587017514,93.90206803707164,91.82817415085619,90.7984095679391,90.1661747213575,87.46421419786651,86.08528560164825,85.6689959572813,no_cobenefits
53,FCZ7.Commercial.Miscellaneous.DaylightingEff,68.50466960144033,68.27236877578457,67.13966911508213,66.11235893039832,51.91300119921833,51.65517722117487,50.70898033723716,49.68760883598032,48.50353333373353,38.63464054997783,no_cobenefits
54,FCZ7.Commercial.Miscellaneous.EconomizerEff,102.62869886347458,101.72808656433504,98.99892587767282,93.9020680384504,91.82817415829254,90.79840958045983,90.16617473346913,87.46421420156074,86.08528560249121,85.6689959495703,no_cobenefits
55,FCZ7.Commercial.Miscellaneous.Heating,149.48385139117204,143.26045197488568,138.07945670758858,131.29385027610337,124.97647943286226,119.10028802576032,107.05133272590102,104.20436325899838,101.43242111242891,98.73355100500231,no_cobenefits
56,FCZ7.Commercial.Miscellaneous.IndoorLightingEff,68.50466960593313,68.27236878277367,67.13966911718234,66.11235893360643,51.91300119552626,51.65517722643355,50.70898033662586,49.68760883506333,48.503533339987214,38.634640549310895,no_cobenefits
57,FCZ7.Commercial.Miscellaneous.OfficeEquipment,28.967260285136554,28.379025918333582,28.544577565153855,27.713182102091125,26.906002040865168,26.122332078509867,20.829633101245303,20.222944758490584,19.633926949990855,18.822115374579614,no_cobenefits
58,FCZ7.Commercial.Miscellaneous.OutdoorLighting,101.47236720599227,98.51686136504104,95.64743821848643,92.86159050338489,90.15688398386881,87.53095532414447,64.7941588082838,62.906950299304654,61.074709028451124,59.80677849413212,no_cobenefits
59,FCZ7.Commercial.Miscellaneous.Refrigeration,59.775224732548764,59.11832078752736,58.5275514207897,65.50892175481457,64.4412509139493,63.13939379823203,51.77522473322075,48.913634370712636,37.44018088639108,31.550656439386113,no_cobenefits
60,FCZ7.Commercial.Miscellaneous.Ventilation,13.682182896133591,13.283672714692807,12.896769625915345,12.521135559141111,12.156442290428263,11.802371155755596,11.458612772578247,11.124866769493444,10.800841523780043,10.486253906582567,no_cobenefits
61,FCZ7.Commercial.Miscellaneous.WaterHeating,105.4124979784612,102.54995335434946,99.56306150907713,96.66316651366712,93.84773447928846,91.11430531969754,88.46049060164809,85.61294096166291,83.11936015695429,80.6984079193731,no_cobenefits
62,FCZ7.Commercial.Office.Cooking,39.65769633061119,37.8216664517267,36.49969191866262,34.3074984539705,32.21204156519618,29.892065648087986,23.519259004258892,22.02114053301972,20.85347526357792,19.479675757880276,no_cobenefits
63,FCZ7.Commercial.Office.Cooling,102.62869885364346,101.72808657017285,98.99892587621488,93.9020680367122,91.82817415018958,90.79840958557826,90.16617473615727,87.46421419118036,86.08528560949166,85.66899595971695,no_cobenefits
64,FCZ7.Commercial.Office.DaylightingEff,68.50466960274038,68.27236877943335,67.13966911701121,66.1123589293915,51.91300119512171,51.65517721895245,50.70898033818738,49.68760883264904,48.5035333353732,38.634640547600775,no_cobenefits
65,FCZ7.Commercial.Office.EconomizerEff,102.628698860677,101.72808656125639,98.99892587529854,93.90206804070047,91.82817415506828,90.79840957697944,90.16617473130943,87.46421419840017,86.08528560591168,85.66899595342072,no_cobenefits
66,FCZ7.Commercial.Office.Heating,149.4838513687615,143.2604519651425,138.07945668900774,131.2938502803015,124.97647945546507,119.10028803854946,107.05133274179657,104.20436323457109,101.43242112773574,98.73355103078947,no_cobenefits
67,FCZ7.Commercial.Office.IndoorLightingEff,68.50466960589766,68.27236878432822,67.13966911744,66.11235893203535,51.91300119767897,51.65517722444512,50.70898033653898,49.687608832141976,48.50353333551238,38.63464054712082,no_cobenefits
68,FCZ7.Commercial.Office.OfficeEquipment,28.96726028818302,28.379025920495227,28.544577568795443,27.71318210562664,26.906002044297708,26.122332081842437,20.82963310378603,20.22294476095731,19.633926952385735,18.822115376032702,no_cobenefits
69,FCZ7.Commercial.Office.OutdoorLighting,101.47236720780774,98.51686136680362,95.64743822019769,92.8615905050463,90.15688398548183,87.53095532571052,64.7941588083055,62.90695029932573,61.07470902847159,59.80677849681921,no_cobenefits
70,FCZ7.Commercial.Office.Refrigeration,59.77522473201146,59.1183207837774,58.52755141784144,65.5089217535279,64.44125091255692,63.139393799058624,51.77522473415313,48.91363436769487,37.44018088482223,31.550656440538404,no_cobenefits
71,FCZ7.Commercial.Office.Ventilation,13.682182894278768,13.283672712892004,12.896769624166994,12.521135557443685,12.156442288780275,11.80237115415561,11.458612771024862,11.124866767985303,10.800841522315828,10.486253905160996,no_cobenefits
72,FCZ7.Commercial.Office.WaterHeating,105.4124979526825,102.5499533057787,99.56306146192107,96.66316646788454,93.84773443483934,91.11430527654305,88.46049055975054,85.61294095170379,83.11936014728524,80.69840790998566,no_cobenefits
73,FCZ7.Commercial.Refrigerated Warehouse.Cooking,39.657696334006985,37.821666459236894,36.499691921340066,34.30749845528181,32.21204156521865,29.892065643389657,23.519259003159764,22.0211405296319,20.85347526354503,19.47967576186344,no_cobenefits
74,FCZ7.Commercial.Refrigerated Warehouse.Cooling,102.62869886228455,101.72808656350306,98.99892588096289,93.90206803587284,91.82817415060045,90.79840957808669,90.16617473339427,87.46421419842149,86.08528560538062,85.66899595082934,no_cobenefits
75,FCZ7.Commercial.Refrigerated Warehouse.DaylightingEff,68.50466960365551,68.27236878281961,67.13966911410833,66.11235892581728,51.91300119883554,51.655177229520504,50.708980334749754,49.687608835601246,48.50353333570529,38.634640543709914,no_cobenefits
76,FCZ7.Commercial.Refrigerated Warehouse.EconomizerEff,102.6286988622074,101.72808656110783,98.998925877805,93.9020680449258,91.82817416239892,90.79840957938002,90.1661747319784,87.46421419871216,86.08528560939344,85.66899595733403,no_cobenefits
77,FCZ7.Commercial.Refrigerated Warehouse.Heating,149.48385137148625,143.26045195799065,138.0794566952354,131.29385027724615,124.97647943397791,119.10028803187139,107.05133272467513,104.2043632555923,101.43242111805118,98.7335510083721,no_cobenefits
78,FCZ7.Commercial.Refrigerated Warehouse.IndoorLightingEff,68.50466960520633,68.27236878009431,67.13966911551971,66.11235893254658,51.913001195813514,51.65517722584391,50.70898033437615,49.68760883120816,48.5035333352792,38.63464054726395,no_cobenefits
79,FCZ7.Commercial.Refrigerated Warehouse.OfficeEquipment,28.967260281597852,28.37902591685079,28.544577566145207,27.713182103053597,26.90600204179961,26.12233207941709,20.8296331011521,20.222944758400097,19.633926949903007,18.822115376340687,no_cobenefits
80,FCZ7.Commercial.Refrigerated Warehouse.OutdoorLighting,101.47236721482714,98.51686137361858,95.64743822681416,92.86159051147004,90.1568839917185,87.53095533176553,64.79415881338566,62.906950304257926,61.07470903326012,59.80677849843839,no_cobenefits
81,FCZ7.Commercial.Refrigerated Warehouse.Refrigeration,59.7752247354764,59.11832078745238,58.52755142090095,65.50892175724584,64.44125091532192,63.13939379994533,51.77522473532349,48.91363437092654,37.440180884483496,31.55065644094625,no_cobenefits
82,FCZ7.Commercial.Refrigerated Warehouse.Ventilation,13.682182895046228,13.283672713637111,12.896769624890402,12.521135558146021,12.156442289462154,11.802371154817628,11.458612771667598,11.124866768609317,10.800841522921667,10.48625390574919,no_cobenefits
83,FCZ7.Commercial.Refrigerated Warehouse.WaterHeating,105.4124979658803,102.54995335038014,99.56306150522343,96.66316650992565,93.84773447565597,91.11430531617086,88.46049059822413,85.61294094758064,83.11936014328217,80.69840790609919,no_cobenefits
84,FCZ7.Commercial.Restaurant.Cooking,39.657696331386234,37.82166645711838,36.499691917826866,34.30749845102934,32.21204157120869,29.892065644450287,23.51925900596249,22.02114053286155,20.853475268913385,19.479675761352212,no_cobenefits
85,FCZ7.Commercial.Restaurant.Cooling,102.62869883231909,101.72808654719681,98.99892586232605,93.90206804268227,91.82817416017954,90.79840957823251,90.16617474024025,87.46421421355434,86.0852856073282,85.66899596285353,no_cobenefits
86,FCZ7.Commercial.Restaurant.DaylightingEff,68.50466960586311,68.2723687810296,67.13966911467543,66.11235892982636,51.913001196370466,51.655177223816594,50.70898033621449,49.687608832060114,48.50353333556757,38.63464054436554,no_cobenefits
87,FCZ7.Commercial.Restaurant.EconomizerEff,102.62869885185418,101.72808656315492,98.99892586993451,93.90206803455413,91.82817414713152,90.79840957833974,90.16617472633223,87.46421419301198,86.08528560810473,85.66899595461464,no_cobenefits
88,FCZ7.Commercial.Restaurant.Heating,149.48385136934562,143.2604519440157,138.0794566739087,131.29385030849454,124.97647943751406,119.10028801841341,107.05133275267434,104.20436325373022,101.43242115526061,98.73355101711937,no_cobenefits
89,FCZ7.Commercial.Restaurant.IndoorLightingEff,68.50466960561877,68.27236878083248,67.13966911450353,66.11235893495123,51.91300119453273,51.655177225016445,50.7089803373921,49.68760883232496,48.503533338535405,38.634640547103395,no_cobenefits
90,FCZ7.Commercial.Restaurant.OfficeEquipment,28.967260288965456,28.37902592086563,28.544577573223986,27.713182109926198,26.90600204847204,26.12233208589518,20.829633106350713,20.22294476344729,19.633926954803194,18.822115377840728,no_cobenefits
91,FCZ7.Commercial.Restaurant.OutdoorLighting,101.47236721023341,98.51686136915863,95.64743822248411,92.86159050726614,90.15688398763703,87.53095532780293,64.7941588107195,62.90695030166942,61.07470903074701,59.80677849936128,no_cobenefits
92,FCZ7.Commercial.Restaurant.Refrigeration,59.77522474043395,59.11832079036731,58.52755142675548,65.50892176176154,64.44125091510071,63.13939380098115,51.775224738586054,48.91363437040151,37.440180888769376,31.550656443143147,no_cobenefits
93,FCZ7.Commercial.Restaurant.Ventilation,13.682182895927545,13.283672714492761,12.896769625721126,12.52113555895255,12.156442290245193,11.802371155577859,11.458612772405688,11.12486676932591,10.800841523617388,10.486253906424649,no_cobenefits
94,FCZ7.Commercial.Restaurant.WaterHeating,105.41249796569139,102.54995334633583,99.56306150129691,96.6631665061135,93.84773447195485,91.11430531257753,88.46049059473546,85.61294094923117,83.11936014488462,80.69840790765498,no_cobenefits
95,FCZ7.Commercial.Retail.Cooking,39.65769633168164,37.82166645866773,36.4996919195892,34.30749845976935,32.21204157064904,29.892065645938523,23.519259008295595,22.021140530196977,20.853475267481823,19.479675761383344,no_cobenefits
96,FCZ7.Commercial.Retail.Cooling,102.6286988616069,101.72808655594653,98.99892588224817,93.90206803402495,91.82817414872483,90.79840957923817,90.16617473645485,87.46421419265091,86.08528560687864,85.6689959578557,no_cobenefits
97,FCZ7.Commercial.Retail.DaylightingEff,68.50466960401508,68.27236878069874,67.13966911811762,66.11235893062742,51.91300119609815,51.65517722011897,50.70898033906332,49.68760883357884,48.50353333632175,38.63464054827104,no_cobenefits
98,FCZ7.Commercial.Retail.EconomizerEff,102.62869885806752,101.72808655966597,98.99892587398848,93.90206803899198,91.82817414980425,90.79840958122331,90.1661747316378,87.46421419399086,86.0852856104329,85.66899595663789,no_cobenefits
99,FCZ7.Commercial.Retail.Heating,149.4838513778032,143.26045197556468,138.0794567110521,131.29385029659727,124.97647943336833,119.10028802743408,107.05133273603501,104.20436325051924,101.43242114390681,98.73355101829695,no_cobenefits
100,FCZ7.Commercial.Retail.IndoorLightingEff,68.5046696038966,68.2723687807439,67.1396691151862,66.11235893164053,51.913001199625704,51.65517722489782,50.708980335119506,49.68760883358621,48.50353333854467,38.63464054816184,no_cobenefits
101,FCZ7.Commercial.Retail.OfficeEquipment,28.967260291665436,28.379025924470902,28.544577575365143,27.713182112004993,26.906002050490287,26.12233208785465,20.829633108007883,20.22294476505619,19.633926956365237,18.8221153803144,no_cobenefits
102,FCZ7.Commercial.Retail.OutdoorLighting,101.47236720840162,98.51686136738023,95.64743822075751,92.86159050558979,90.1568839860095,87.53095532622282,64.79415881080614,62.90695030175355,61.074709030828686,59.80677849606711,no_cobenefits
103,FCZ7.Commercial.Retail.Refrigeration,59.77522473681586,59.118320785362606,58.52755142017553,65.50892175827596,64.4412509143457,63.139393797199205,51.775224738115135,48.91363436813933,37.44018088500518,31.550656444254138,no_cobenefits
104,FCZ7.Commercial.Retail.Ventilation,13.682182890004068,13.283672708741813,12.896769620137682,12.52113555353173,12.156442284982262,11.802371150468216,11.458612767444869,11.124866764509582,10.80084151894134,10.486253901884798,no_cobenefits
105,FCZ7.Commercial.Retail.WaterHeating,105.41249796797806,102.5499533492707,99.56306150414629,96.66316650887988,93.84773447464067,91.11430531518512,88.46049059726711,85.61294095075644,83.11936014636548,80.6984079090927,no_cobenefits
106,FCZ7.Commercial.School.Cooking,39.657696337025094,37.82166645791701,36.49969192785805,34.30749845189054,32.212041569144155,29.89206564445413,23.51925901139791,22.021140532555275,20.85347526309858,19.479675761080074,no_cobenefits
107,FCZ7.Commercial.School.Cooling,102.62869885188772,101.72808655014875,98.99892586616816,93.90206802950456,91.82817414460776,90.79840956460502,90.16617472146343,87.46421418574302,86.08528560689962,85.66899595444745,no_cobenefits
108,FCZ7.Commercial.School.DaylightingEff,68.50466960379092,68.2723687844827,67.13966911621405,66.11235892935284,51.91300119598432,51.65517722078342,50.7089803320863,49.68760882708654,48.503533330181135,38.63464054458322,no_cobenefits
109,FCZ7.Commercial.School.EconomizerEff,102.62869886122633,101.72808656302276,98.99892587990213,93.90206804344643,91.82817416163559,90.79840956960555,90.16617472857261,87.46421420317256,86.08528560701905,85.66899595027951,no_cobenefits
110,FCZ7.Commercial.School.Heating,149.4838513760709,143.26045198563799,138.07945670997253,131.29385027347166,124.97647944040857,119.1002880204692,107.05133273836036,104.20436325787658,101.43242112627523,98.73355100598586,no_cobenefits
111,FCZ7.Commercial.School.IndoorLightingEff,68.50466961079368,68.27236878431498,67.13966912048522,66.11235893028228,51.91300119712485,51.65517722388799,50.70898033799311,49.68760883382817,48.503533342208605,38.634640551408154,no_cobenefits
112,FCZ7.Commercial.School.OfficeEquipment,28.967260285052067,28.379025918778595,28.544577567632654,27.713182104497722,26.906002043201674,26.122332080778328,20.829633102586964,20.22294475979317,19.6339269512555,18.822115376240372,no_cobenefits
113,FCZ7.Commercial.School.OutdoorLighting,101.4723672072537,98.5168613662657,95.64743821967544,92.86159050453927,90.15688398498958,87.5309553252326,64.79415880922424,62.90695030021771,61.074709029337576,59.80677849779246,no_cobenefits
114,FCZ7.Commercial.School.Refrigeration,59.775224734837735,59.11832078437041,58.52755142109487,65.50892175524635,64.44125091181822,63.139393800172336,51.7752247356903,48.9136343664526,37.4401808871649,31.550656440460873,no_cobenefits
115,FCZ7.Commercial.School.Ventilation,13.68218289503187,13.283672713623174,12.896769624876868,12.521135558132883,12.1564422894494,11.802371154805243,11.458612771655575,11.124866768597645,10.800841522910336,10.48625390573819,no_cobenefits
116,FCZ7.Commercial.School.WaterHeating,105.41249796998858,102.54995335066768,99.5630615055026,96.66316651019669,93.84773447591911,91.11430531642633,88.46049059847216,85.61294095265049,83.11936014820438,80.69840791087802,no_cobenefits
117,FCZ7.Commercial.Warehouse.Cooking,39.65769633886934,37.82166646513221,36.49969192553562,34.30749845152614,32.212041567060496,29.892065648304758,23.519259009603967,22.02114053729092,20.85347526733185,19.47967576065938,no_cobenefits
118,FCZ7.Commercial.Warehouse.Cooling,102.6286988555784,101.72808656436456,98.99892588199855,93.9020680395069,91.82817415391428,90.79840957496317,90.16617473351464,87.46421419871862,86.08528559460812,85.66899595800918,no_cobenefits
119,FCZ7.Commercial.Warehouse.DaylightingEff,68.50466960476192,68.27236878016944,67.13966911795812,66.11235892968085,51.91300119719642,51.65517721985788,50.70898033505748,49.687608833128884,48.503533337871296,38.63464054987261,no_cobenefits
120,FCZ7.Commercial.Warehouse.EconomizerEff,102.62869885371632,101.72808655417104,98.99892587032484,93.90206803115892,91.82817414692519,90.79840956862455,90.16617472753089,87.46421419155224,86.0852855987163,85.66899594875208,no_cobenefits
121,FCZ7.Commercial.Warehouse.Heating,149.483851373362,143.26045197461997,138.07945670941965,131.29385029696283,124.97647945202874,119.10028803514182,107.05133274709712,104.20436326757493,101.43242113687174,98.73355101741996,no_cobenefits
122,FCZ7.Commercial.Warehouse.IndoorLightingEff,68.50466960867782,68.27236878404558,67.13966911774108,66.11235893155035,51.91300119448424,51.655177222686326,50.708980337886864,49.68760883594385,48.50353334064355,38.63464054722781,no_cobenefits
123,FCZ7.Commercial.Warehouse.OfficeEquipment,28.96726027945173,28.37902591547963,28.544577561720555,27.71318209875782,26.906002037628948,26.122332075367915,20.829633098344516,20.222944755674288,19.63392694725659,18.822115374606643,no_cobenefits
