,day,hour_starting,period,month,rate,units
137,sun,17,base,jan_mar,174.45119999999997,2018$/MWh
138,sun,18,base,jan_mar,174.45119999999997,2018$/MWh
139,sun,19,base,jan_mar,174.45119999999997,2018$/MWh
140,sun,20,base,jan_mar,174.45119999999997,2018$/MWh
141,sun,21,base,jan_mar,174.45119999999997,2018$/MWh
142,sun,22,base,jan_mar,174.45119999999997,2018$/MWh
143,sun,23,base,jan_mar,174.45119999999997,2018$/MWh
144,mon,0,base,jan_mar,174.45119999999997,2018$/MWh
145,mon,1,base,jan_mar,174.45119999999997,2018$/MWh
146,mon,2,base,jan_mar,174.45119999999997,2018$/MWh
147,mon,3,base,jan_mar,174.45119999999997,2018$/MWh
148,mon,4,base,jan_mar,174.45119999999997,2018$/MWh
149,mon,5,base,jan_mar,174.45119999999997,2018$/MWh
150,mon,6,base,jan_mar,174.45119999999997,2018$/MWh
151,mon,7,base,jan_mar,174.45119999999997,2018$/MWh
152,mon,8,base,jan_mar,174.45119999999997,2018$/MWh
153,mon,9,base,jan_mar,174.45119999999997,2018$/MWh
154,mon,10,low,jan_mar,197.0496,2018$/MWh
155,mon,11,low,jan_mar,197.0496,2018$/MWh
156,mon,12,low,jan_mar,197.0496,2018$/MWh
157,mon,13,high,jan_mar,197.0496,2018$/MWh
158,mon,14,high,jan_mar,197.0496,2018$/MWh
159,mon,15,high,jan_mar,197.0496,2018$/MWh
160,mon,16,high,jan_mar,197.0496,2018$/MWh
161,mon,17,low,jan_mar,197.0496,2018$/MWh
162,mon,18,low,jan_mar,197.0496,2018$/MWh
163,mon,19,low,jan_mar,197.0496,2018$/MWh
164,mon,20,base,jan_mar,174.45119999999997,2018$/MWh
165,mon,21,base,jan_mar,174.45119999999997,2018$/MWh
166,mon,22,base,jan_mar,174.45119999999997,2018$/MWh
167,mon,23,base,jan_mar,174.45119999999997,2018$/MWh
168,tues,0,base,jan_mar,174.45119999999997,2018$/MWh
169,tues,1,base,jan_mar,174.45119999999997,2018$/MWh
170,tues,2,base,jan_mar,174.45119999999997,2018$/MWh
171,tues,3,base,jan_mar,174.45119999999997,2018$/MWh
172,tues,4,base,jan_mar,174.45119999999997,2018$/MWh
173,tues,5,base,jan_mar,174.45119999999997,2018$/MWh
174,tues,6,base,jan_mar,174.45119999999997,2018$/MWh
175,tues,7,base,jan_mar,174.45119999999997,2018$/MWh
176,tues,8,base,jan_mar,174.45119999999997,2018$/MWh
177,tues,9,base,jan_mar,174.45119999999997,2018$/MWh
178,tues,10,low,jan_mar,197.0496,2018$/MWh
179,tues,11,low,jan_mar,197.0496,2018$/MWh
180,tues,12,low,jan_mar,197.0496,2018$/MWh
181,tues,13,high,jan_mar,197.0496,2018$/MWh
182,tues,14,high,jan_mar,197.0496,2018$/MWh
183,tues,15,high,jan_mar,197.0496,2018$/MWh
184,tues,16,high,jan_mar,197.0496,2018$/MWh
185,tues,17,low,jan_mar,197.0496,2018$/MWh
186,tues,18,low,jan_mar,197.0496,2018$/MWh
187,tues,19,low,jan_mar,197.0496,2018$/MWh
188,tues,20,base,jan_mar,174.45119999999997,2018$/MWh
189,tues,21,base,jan_mar,174.45119999999997,2018$/MWh
190,tues,22,base,jan_mar,174.45119999999997,2018$/MWh
191,tues,23,base,jan_mar,174.45119999999997,2018$/MWh
192,wed,0,base,jan_mar,174.45119999999997,2018$/MWh
193,wed,1,base,jan_mar,174.45119999999997,2018$/MWh
194,wed,2,base,jan_mar,174.45119999999997,2018$/MWh
195,wed,3,base,jan_mar,174.45119999999997,2018$/MWh
196,wed,4,base,jan_mar,174.45119999999997,2018$/MWh
197,wed,5,base,jan_mar,174.45119999999997,2018$/MWh
198,wed,6,base,jan_mar,174.45119999999997,2018$/MWh
199,wed,7,base,jan_mar,174.45119999999997,2018$/MWh
200,wed,8,base,jan_mar,174.45119999999997,2018$/MWh
201,wed,9,base,jan_mar,174.45119999999997,2018$/MWh
202,wed,10,low,jan_mar,197.0496,2018$/MWh
203,wed,11,low,jan_mar,197.0496,2018$/MWh
204,wed,12,low,jan_mar,197.0496,2018$/MWh
205,wed,13,high,jan_mar,197.0496,2018$/MWh
206,wed,14,high,jan_mar,197.0496,2018$/MWh
207,wed,15,high,jan_mar,197.0496,2018$/MWh
208,wed,16,high,jan_mar,197.0496,2018$/MWh
209,wed,17,low,jan_mar,197.0496,2018$/MWh
210,wed,18,low,jan_mar,197.0496,2018$/MWh
211,wed,19,low,jan_mar,197.0496,2018$/MWh
212,wed,20,base,jan_mar,174.45119999999997,2018$/MWh
213,wed,21,base,jan_mar,174.45119999999997,2018$/MWh
214,wed,22,base,jan_mar,174.45119999999997,2018$/MWh
215,wed,23,base,jan_mar,174.45119999999997,2018$/MWh
216,thurs,0,base,jan_mar,174.45119999999997,2018$/MWh
217,thurs,1,base,jan_mar,174.45119999999997,2018$/MWh
218,thurs,2,base,jan_mar,174.45119999999997,2018$/MWh
219,thurs,3,base,jan_mar,174.45119999999997,2018$/MWh
220,thurs,4,base,jan_mar,174.45119999999997,2018$/MWh
221,thurs,5,base,jan_mar,174.45119999999997,2018$/MWh
222,thurs,6,base,jan_mar,174.45119999999997,2018$/MWh
223,thurs,7,base,jan_mar,174.45119999999997,2018$/MWh
224,thurs,8,base,jan_mar,174.45119999999997,2018$/MWh
225,thurs,9,base,jan_mar,174.45119999999997,2018$/MWh
226,thurs,10,low,jan_mar,197.0496,2018$/MWh
227,thurs,11,low,jan_mar,197.0496,2018$/MWh
228,thurs,12,low,jan_mar,197.0496,2018$/MWh
229,thurs,13,high,jan_mar,197.0496,2018$/MWh
230,thurs,14,high,jan_mar,197.0496,2018$/MWh
231,thurs,15,high,jan_mar,197.0496,2018$/MWh
232,thurs,16,high,jan_mar,197.0496,2018$/MWh
233,thurs,17,low,jan_mar,197.0496,2018$/MWh
234,thurs,18,low,jan_mar,197.0496,2018$/MWh
235,thurs,19,low,jan_mar,197.0496,2018$/MWh
236,thurs,20,base,jan_mar,174.45119999999997,2018$/MWh
237,thurs,21,base,jan_mar,174.45119999999997,2018$/MWh
238,thurs,22,base,jan_mar,174.45119999999997,2018$/MWh
239,thurs,23,base,jan_mar,174.45119999999997,2018$/MWh
240,fri,0,base,jan_mar,174.45119999999997,2018$/MWh
241,fri,1,base,jan_mar,174.45119999999997,2018$/MWh
242,fri,2,base,jan_mar,174.45119999999997,2018$/MWh
243,fri,3,base,jan_mar,174.45119999999997,2018$/MWh
244,fri,4,base,jan_mar,174.45119999999997,2018$/MWh
245,fri,5,base,jan_mar,174.45119999999997,2018$/MWh
246,fri,6,base,jan_mar,174.45119999999997,2018$/MWh
247,fri,7,base,jan_mar,174.45119999999997,2018$/MWh
248,fri,8,base,jan_mar,174.45119999999997,2018$/MWh
249,fri,9,base,jan_mar,174.45119999999997,2018$/MWh
250,fri,10,low,jan_mar,197.0496,2018$/MWh
251,fri,11,low,jan_mar,197.0496,2018$/MWh
252,fri,12,low,jan_mar,197.0496,2018$/MWh
253,fri,13,high,jan_mar,197.0496,2018$/MWh
254,fri,14,high,jan_mar,197.0496,2018$/MWh
255,fri,15,high,jan_mar,197.0496,2018$/MWh
256,fri,16,high,jan_mar,197.0496,2018$/MWh
257,fri,17,low,jan_mar,197.0496,2018$/MWh
258,fri,18,low,jan_mar,197.0496,2018$/MWh
259,fri,19,low,jan_mar,197.0496,2018$/MWh
260,fri,20,base,jan_mar,174.45119999999997,2018$/MWh
261,fri,21,base,jan_mar,174.45119999999997,2018$/MWh
262,fri,22,base,jan_mar,174.45119999999997,2018$/MWh
263,fri,23,base,jan_mar,174.45119999999997,2018$/MWh
264,sat,0,base,jan_mar,174.45119999999997,2018$/MWh
265,sat,1,base,jan_mar,174.45119999999997,2018$/MWh
266,sat,2,base,jan_mar,174.45119999999997,2018$/MWh
267,sat,3,base,jan_mar,174.45119999999997,2018$/MWh
268,sat,4,base,jan_mar,174.45119999999997,2018$/MWh
269,sat,5,base,jan_mar,174.45119999999997,2018$/MWh
270,sat,6,base,jan_mar,174.45119999999997,2018$/MWh
271,sat,7,base,jan_mar,174.45119999999997,2018$/MWh
272,sat,8,base,jan_mar,174.45119999999997,2018$/MWh
273,sat,9,base,jan_mar,174.45119999999997,2018$/MWh
274,sat,10,base,jan_mar,174.45119999999997,2018$/MWh
275,sat,11,base,jan_mar,174.45119999999997,2018$/MWh
276,sat,12,base,jan_mar,174.45119999999997,2018$/MWh
277,sat,13,base,jan_mar,174.45119999999997,2018$/MWh
278,sat,14,base,jan_mar,174.45119999999997,2018$/MWh
279,sat,15,base,jan_mar,174.45119999999997,2018$/MWh
280,sat,16,base,jan_mar,174.45119999999997,2018$/MWh
281,sat,17,base,jan_mar,174.45119999999997,2018$/MWh
282,sat,18,base,jan_mar,174.45119999999997,2018$/MWh
283,sat,19,base,jan_mar,174.45119999999997,2018$/MWh
284,sat,20,base,jan_mar,174.45119999999997,2018$/MWh
285,sat,21,base,jan_mar,174.45119999999997,2018$/MWh
286,sat,22,base,jan_mar,174.45119999999997,2018$/MWh
287,sat,23,base,jan_mar,174.45119999999997,2018$/MWh
288,sun,0,base,jan_mar,174.45119999999997,2018$/MWh
289,sun,1,base,jan_mar,174.45119999999997,2018$/MWh
290,sun,2,base,jan_mar,174.45119999999997,2018$/MWh
291,sun,3,base,jan_mar,174.45119999999997,2018$/MWh
292,sun,4,base,jan_mar,174.45119999999997,2018$/MWh
293,sun,5,base,jan_mar,174.45119999999997,2018$/MWh
294,sun,6,base,jan_mar,174.45119999999997,2018$/MWh
295,sun,7,base,jan_mar,174.45119999999997,2018$/MWh
296,sun,8,base,jan_mar,174.45119999999997,2018$/MWh
297,sun,9,base,jan_mar,174.45119999999997,2018$/MWh
298,sun,10,base,jan_mar,174.45119999999997,2018$/MWh
299,sun,11,base,jan_mar,174.45119999999997,2018$/MWh
300,sun,12,base,jan_mar,174.45119999999997,2018$/MWh
301,sun,13,base,jan_mar,174.45119999999997,2018$/MWh
302,sun,14,base,jan_mar,174.45119999999997,2018$/MWh
303,sun,15,base,jan_mar,174.45119999999997,2018$/MWh
304,sun,16,base,jan_mar,174.45119999999997,2018$/MWh
305,sun,17,base,jan_mar,174.45119999999997,2018$/MWh
306,sun,18,base,jan_mar,174.45119999999997,2018$/MWh
307,sun,19,base,jan_mar,174.45119999999997,2018$/MWh
308,sun,20,base,jan_mar,174.45119999999997,2018$/MWh
309,sun,21,base,jan_mar,174.45119999999997,2018$/MWh
310,sun,22,base,jan_mar,174.45119999999997,2018$/MWh
311,sun,23,base,jan_mar,174.45119999999997,2018$/MWh
312,mon,0,base,jan_mar,174.45119999999997,2018$/MWh
313,mon,1,base,jan_mar,174.45119999999997,2018$/MWh
314,mon,2,base,jan_mar,174.45119999999997,2018$/MWh
315,mon,3,base,jan_mar,174.45119999999997,2018$/MWh
316,mon,4,base,jan_mar,174.45119999999997,2018$/MWh
317,mon,5,base,jan_mar,174.45119999999997,2018$/MWh
318,mon,6,base,jan_mar,174.45119999999997,2018$/MWh
319,mon,7,base,jan_mar,174.45119999999997,2018$/MWh
320,mon,8,base,jan_mar,174.45119999999997,2018$/MWh
321,mon,9,base,jan_mar,174.45119999999997,2018$/MWh
322,mon,10,low,jan_mar,197.0496,2018$/MWh
323,mon,11,low,jan_mar,197.0496,2018$/MWh
324,mon,12,low,jan_mar,197.0496,2018$/MWh
325,mon,13,high,jan_mar,197.0496,2018$/MWh
326,mon,14,high,jan_mar,197.0496,2018$/MWh
327,mon,15,high,jan_mar,197.0496,2018$/MWh
328,mon,16,high,jan_mar,197.0496,2018$/MWh
329,mon,17,low,jan_mar,197.0496,2018$/MWh
330,mon,18,low,jan_mar,197.0496,2018$/MWh
331,mon,19,low,jan_mar,197.0496,2018$/MWh
332,mon,20,base,jan_mar,174.45119999999997,2018$/MWh
333,mon,21,base,jan_mar,174.45119999999997,2018$/MWh
334,mon,22,base,jan_mar,174.45119999999997,2018$/MWh
335,mon,23,base,jan_mar,174.45119999999997,2018$/MWh
336,tues,0,base,jan_mar,174.45119999999997,2018$/MWh
337,tues,1,base,jan_mar,174.45119999999997,2018$/MWh
338,tues,2,base,jan_mar,174.45119999999997,2018$/MWh
339,tues,3,base,jan_mar,174.45119999999997,2018$/MWh
340,tues,4,base,jan_mar,174.45119999999997,2018$/MWh
341,tues,5,base,jan_mar,174.45119999999997,2018$/MWh
342,tues,6,base,jan_mar,174.45119999999997,2018$/MWh
343,tues,7,base,jan_mar,174.45119999999997,2018$/MWh
344,tues,8,base,jan_mar,174.45119999999997,2018$/MWh
345,tues,9,base,jan_mar,174.45119999999997,2018$/MWh
346,tues,10,low,jan_mar,197.0496,2018$/MWh
347,tues,11,low,jan_mar,197.0496,2018$/MWh
348,tues,12,low,jan_mar,197.0496,2018$/MWh
349,tues,13,high,jan_mar,197.0496,2018$/MWh
350,tues,14,high,jan_mar,197.0496,2018$/MWh
351,tues,15,high,jan_mar,197.0496,2018$/MWh
352,tues,16,high,jan_mar,197.0496,2018$/MWh
353,tues,17,low,jan_mar,197.0496,2018$/MWh
354,tues,18,low,jan_mar,197.0496,2018$/MWh
355,tues,19,low,jan_mar,197.0496,2018$/MWh
356,tues,20,base,jan_mar,174.45119999999997,2018$/MWh
357,tues,21,base,jan_mar,174.45119999999997,2018$/MWh
358,tues,22,base,jan_mar,174.45119999999997,2018$/MWh
359,tues,23,base,jan_mar,174.45119999999997,2018$/MWh
360,wed,0,base,jan_mar,174.45119999999997,2018$/MWh
361,wed,1,base,jan_mar,174.45119999999997,2018$/MWh
362,wed,2,base,jan_mar,174.45119999999997,2018$/MWh
363,wed,3,base,jan_mar,174.45119999999997,2018$/MWh
364,wed,4,base,jan_mar,174.45119999999997,2018$/MWh
365,wed,5,base,jan_mar,174.45119999999997,2018$/MWh
366,wed,6,base,jan_mar,174.45119999999997,2018$/MWh
367,wed,7,base,jan_mar,174.45119999999997,2018$/MWh
368,wed,8,base,jan_mar,174.45119999999997,2018$/MWh
369,wed,9,base,jan_mar,174.45119999999997,2018$/MWh
370,wed,10,low,jan_mar,197.0496,2018$/MWh
371,wed,11,low,jan_mar,197.0496,2018$/MWh
372,wed,12,low,jan_mar,197.0496,2018$/MWh
373,wed,13,high,jan_mar,197.0496,2018$/MWh
374,wed,14,high,jan_mar,197.0496,2018$/MWh
375,wed,15,high,jan_mar,197.0496,2018$/MWh
376,wed,16,high,jan_mar,197.0496,2018$/MWh
377,wed,17,low,jan_mar,197.0496,2018$/MWh
378,wed,18,low,jan_mar,197.0496,2018$/MWh
379,wed,19,low,jan_mar,197.0496,2018$/MWh
380,wed,20,base,jan_mar,174.45119999999997,2018$/MWh
381,wed,21,base,jan_mar,174.45119999999997,2018$/MWh
382,wed,22,base,jan_mar,174.45119999999997,2018$/MWh
383,wed,23,base,jan_mar,174.45119999999997,2018$/MWh
384,thurs,0,base,jan_mar,174.45119999999997,2018$/MWh
385,thurs,1,base,jan_mar,174.45119999999997,2018$/MWh
386,thurs,2,base,jan_mar,174.45119999999997,2018$/MWh
387,thurs,3,base,jan_mar,174.45119999999997,2018$/MWh
388,thurs,4,base,jan_mar,174.45119999999997,2018$/MWh
389,thurs,5,base,jan_mar,174.45119999999997,2018$/MWh
390,thurs,6,base,jan_mar,174.45119999999997,2018$/MWh
391,thurs,7,base,jan_mar,174.45119999999997,2018$/MWh
392,thurs,8,base,jan_mar,174.45119999999997,2018$/MWh
393,thurs,9,base,jan_mar,174.45119999999997,2018$/MWh
394,thurs,10,low,jan_mar,197.0496,2018$/MWh
395,thurs,11,low,jan_mar,197.0496,2018$/MWh
396,thurs,12,low,jan_mar,197.0496,2018$/MWh
397,thurs,13,high,jan_mar,197.0496,2018$/MWh
398,thurs,14,high,jan_mar,197.0496,2018$/MWh
399,thurs,15,high,jan_mar,197.0496,2018$/MWh
400,thurs,16,high,jan_mar,197.0496,2018$/MWh
401,thurs,17,low,jan_mar,197.0496,2018$/MWh
402,thurs,18,low,jan_mar,197.0496,2018$/MWh
403,thurs,19,low,jan_mar,197.0496,2018$/MWh
404,thurs,20,base,jan_mar,174.45119999999997,2018$/MWh
405,thurs,21,base,jan_mar,174.45119999999997,2018$/MWh
406,thurs,22,base,jan_mar,174.45119999999997,2018$/MWh
407,thurs,23,base,jan_mar,174.45119999999997,2018$/MWh
408,fri,0,base,jan_mar,174.45119999999997,2018$/MWh
409,fri,1,base,jan_mar,174.45119999999997,2018$/MWh
410,fri,2,base,jan_mar,174.45119999999997,2018$/MWh
411,fri,3,base,jan_mar,174.45119999999997,2018$/MWh
412,fri,4,base,jan_mar,174.45119999999997,2018$/MWh
413,fri,5,base,jan_mar,174.45119999999997,2018$/MWh
414,fri,6,base,jan_mar,174.45119999999997,2018$/MWh
415,fri,7,base,jan_mar,174.45119999999997,2018$/MWh
416,fri,8,base,jan_mar,174.45119999999997,2018$/MWh
417,fri,9,base,jan_mar,174.45119999999997,2018$/MWh
418,fri,10,low,jan_mar,197.0496,2018$/MWh
419,fri,11,low,jan_mar,197.0496,2018$/MWh
420,fri,12,low,jan_mar,197.0496,2018$/MWh
421,fri,13,high,jan_mar,197.0496,2018$/MWh
422,fri,14,high,jan_mar,197.0496,2018$/MWh
423,fri,15,high,jan_mar,197.0496,2018$/MWh
424,fri,16,high,jan_mar,197.0496,2018$/MWh
425,fri,17,low,jan_mar,197.0496,2018$/MWh
426,fri,18,low,jan_mar,197.0496,2018$/MWh
427,fri,19,low,jan_mar,197.0496,2018$/MWh
428,fri,20,base,jan_mar,174.45119999999997,2018$/MWh
429,fri,21,base,jan_mar,174.45119999999997,2018$/MWh
430,fri,22,base,jan_mar,174.45119999999997,2018$/MWh
431,fri,23,base,jan_mar,174.45119999999997,2018$/MWh
432,sat,0,base,jan_mar,174.45119999999997,2018$/MWh
433,sat,1,base,jan_mar,174.45119999999997,2018$/MWh
434,sat,2,base,jan_mar,174.45119999999997,2018$/MWh
435,sat,3,base,jan_mar,174.45119999999997,2018$/MWh
436,sat,4,base,jan_mar,174.45119999999997,2018$/MWh
437,sat,5,base,jan_mar,174.45119999999997,2018$/MWh
438,sat,6,base,jan_mar,174.45119999999997,2018$/MWh
439,sat,7,base,jan_mar,174.45119999999997,2018$/MWh
440,sat,8,base,jan_mar,174.45119999999997,2018$/MWh
441,sat,9,base,jan_mar,174.45119999999997,2018$/MWh
442,sat,10,base,jan_mar,174.45119999999997,2018$/MWh
443,sat,11,base,jan_mar,174.45119999999997,2018$/MWh
444,sat,12,base,jan_mar,174.45119999999997,2018$/MWh
445,sat,13,base,jan_mar,174.45119999999997,2018$/MWh
446,sat,14,base,jan_mar,174.45119999999997,2018$/MWh
447,sat,15,base,jan_mar,174.45119999999997,2018$/MWh
448,sat,16,base,jan_mar,174.45119999999997,2018$/MWh
449,sat,17,base,jan_mar,174.45119999999997,2018$/MWh
450,sat,18,base,jan_mar,174.45119999999997,2018$/MWh
451,sat,19,base,jan_mar,174.45119999999997,2018$/MWh
452,sat,20,base,jan_mar,174.45119999999997,2018$/MWh
453,sat,21,base,jan_mar,174.45119999999997,2018$/MWh
454,sat,22,base,jan_mar,174.45119999999997,2018$/MWh
455,sat,23,base,jan_mar,174.45119999999997,2018$/MWh
456,sun,0,base,jan_mar,174.45119999999997,2018$/MWh
457,sun,1,base,jan_mar,174.45119999999997,2018$/MWh
458,sun,2,base,jan_mar,174.45119999999997,2018$/MWh
459,sun,3,base,jan_mar,174.45119999999997,2018$/MWh
460,sun,4,base,jan_mar,174.45119999999997,2018$/MWh
