,day,hour_starting,period,month,rate,units
1870,tues,22,base,jan_mar,174.45119999999997,2018$/MWh
1871,tues,23,base,jan_mar,174.45119999999997,2018$/MWh
1872,wed,0,base,jan_mar,174.45119999999997,2018$/MWh
1873,wed,1,base,jan_mar,174.45119999999997,2018$/MWh
1874,wed,2,base,jan_mar,174.45119999999997,2018$/MWh
1875,wed,3,base,jan_mar,174.45119999999997,2018$/MWh
1876,wed,4,base,jan_mar,174.45119999999997,2018$/MWh
1877,wed,5,base,jan_mar,174.45119999999997,2018$/MWh
1878,wed,6,base,jan_mar,174.45119999999997,2018$/MWh
1879,wed,7,base,jan_mar,174.45119999999997,2018$/MWh
1880,wed,8,base,jan_mar,174.45119999999997,2018$/MWh
1881,wed,9,base,jan_mar,174.45119999999997,2018$/MWh
1882,wed,10,low,jan_mar,197.0496,2018$/MWh
1883,wed,11,low,jan_mar,197.0496,2018$/MWh
1884,wed,12,low,jan_mar,197.0496,2018$/MWh
1885,wed,13,high,jan_mar,197.0496,2018$/MWh
1886,wed,14,high,jan_mar,197.0496,2018$/MWh
1887,wed,15,high,jan_mar,197.0496,2018$/MWh
1888,wed,16,high,jan_mar,197.0496,2018$/MWh
1889,wed,17,low,jan_mar,197.0496,2018$/MWh
1890,wed,18,low,jan_mar,197.0496,2018$/MWh
1891,wed,19,low,jan_mar,197.0496,2018$/MWh
1892,wed,20,base,jan_mar,174.45119999999997,2018$/MWh
1893,wed,21,base,jan_mar,174.45119999999997,2018$/MWh
1894,wed,22,base,jan_mar,174.45119999999997,2018$/MWh
1895,wed,23,base,jan_mar,174.45119999999997,2018$/MWh
1896,thurs,0,base,jan_mar,174.45119999999997,2018$/MWh
1897,thurs,1,base,jan_mar,174.45119999999997,2018$/MWh
1898,thurs,2,base,jan_mar,174.45119999999997,2018$/MWh
1899,thurs,3,base,jan_mar,174.45119999999997,2018$/MWh
1900,thurs,4,base,jan_mar,174.45119999999997,2018$/MWh
1901,thurs,5,base,jan_mar,174.45119999999997,2018$/MWh
1902,thurs,6,base,jan_mar,174.45119999999997,2018$/MWh
1903,thurs,7,base,jan_mar,174.45119999999997,2018$/MWh
1904,thurs,8,base,jan_mar,174.45119999999997,2018$/MWh
1905,thurs,9,base,jan_mar,174.45119999999997,2018$/MWh
1906,thurs,10,low,jan_mar,197.0496,2018$/MWh
1907,thurs,11,low,jan_mar,197.0496,2018$/MWh
1908,thurs,12,low,jan_mar,197.0496,2018$/MWh
1909,thurs,13,high,jan_mar,197.0496,2018$/MWh
1910,thurs,14,high,jan_mar,197.0496,2018$/MWh
1911,thurs,15,high,jan_mar,197.0496,2018$/MWh
1912,thurs,16,high,jan_mar,197.0496,2018$/MWh
1913,thurs,17,low,jan_mar,197.0496,2018$/MWh
1914,thurs,18,low,jan_mar,197.0496,2018$/MWh
1915,thurs,19,low,jan_mar,197.0496,2018$/MWh
1916,thurs,20,base,jan_mar,174.45119999999997,2018$/MWh
1917,thurs,21,base,jan_mar,174.45119999999997,2018$/MWh
1918,thurs,22,base,jan_mar,174.45119999999997,2018$/MWh
1919,thurs,23,base,jan_mar,174.45119999999997,2018$/MWh
1920,fri,0,base,jan_mar,174.45119999999997,2018$/MWh
1921,fri,1,base,jan_mar,174.45119999999997,2018$/MWh
1922,fri,2,base,jan_mar,174.45119999999997,2018$/MWh
1923,fri,3,base,jan_mar,174.45119999999997,2018$/MWh
1924,fri,4,base,jan_mar,174.45119999999997,2018$/MWh
1925,fri,5,base,jan_mar,174.45119999999997,2018$/MWh
1926,fri,6,base,jan_mar,174.45119999999997,2018$/MWh
1927,fri,7,base,jan_mar,174.45119999999997,2018$/MWh
1928,fri,8,base,jan_mar,174.45119999999997,2018$/MWh
1929,fri,9,base,jan_mar,174.45119999999997,2018$/MWh
1930,fri,10,low,jan_mar,197.0496,2018$/MWh
1931,fri,11,low,jan_mar,197.0496,2018$/MWh
1932,fri,12,low,jan_mar,197.0496,2018$/MWh
1933,fri,13,high,jan_mar,197.0496,2018$/MWh
1934,fri,14,high,jan_mar,197.0496,2018$/MWh
1935,fri,15,high,jan_mar,197.0496,2018$/MWh
1936,fri,16,high,jan_mar,197.0496,2018$/MWh
1937,fri,17,low,jan_mar,197.0496,2018$/MWh
1938,fri,18,low,jan_mar,197.0496,2018$/MWh
1939,fri,19,low,jan_mar,197.0496,2018$/MWh
1940,fri,20,base,jan_mar,174.45119999999997,2018$/MWh
1941,fri,21,base,jan_mar,174.45119999999997,2018$/MWh
1942,fri,22,base,jan_mar,174.45119999999997,2018$/MWh
1943,fri,23,base,jan_mar,174.45119999999997,2018$/MWh
1944,sat,0,base,jan_mar,174.45119999999997,2018$/MWh
1945,sat,1,base,jan_mar,174.45119999999997,2018$/MWh
1946,sat,2,base,jan_mar,174.45119999999997,2018$/MWh
1947,sat,3,base,jan_mar,174.45119999999997,2018$/MWh
1948,sat,4,base,jan_mar,174.45119999999997,2018$/MWh
1949,sat,5,base,jan_mar,174.45119999999997,2018$/MWh
1950,sat,6,base,jan_mar,174.45119999999997,2018$/MWh
1951,sat,7,base,jan_mar,174.45119999999997,2018$/MWh
1952,sat,8,base,jan_mar,174.45119999999997,2018$/MWh
1953,sat,9,base,jan_mar,174.45119999999997,2018$/MWh
1954,sat,10,base,jan_mar,174.45119999999997,2018$/MWh
1955,sat,11,base,jan_mar,174.45119999999997,2018$/MWh
1956,sat,12,base,jan_mar,174.45119999999997,2018$/MWh
1957,sat,13,base,jan_mar,174.45119999999997,2018$/MWh
1958,sat,14,base,jan_mar,174.45119999999997,2018$/MWh
1959,sat,15,base,jan_mar,174.45119999999997,2018$/MWh
1960,sat,16,base,jan_mar,174.45119999999997,2018$/MWh
1961,sat,17,base,jan_mar,174.45119999999997,2018$/MWh
1962,sat,18,base,jan_mar,174.45119999999997,2018$/MWh
1963,sat,19,base,jan_mar,174.45119999999997,2018$/MWh
1964,sat,20,base,jan_mar,174.45119999999997,2018$/MWh
1965,sat,21,base,jan_mar,174.45119999999997,2018$/MWh
1966,sat,22,base,jan_mar,174.45119999999997,2018$/MWh
1967,sat,23,base,jan_mar,174.45119999999997,2018$/MWh
1968,sun,0,base,jan_mar,174.45119999999997,2018$/MWh
1969,sun,1,base,jan_mar,174.45119999999997,2018$/MWh
1970,sun,2,base,jan_mar,174.45119999999997,2018$/MWh
1971,sun,3,base,jan_mar,174.45119999999997,2018$/MWh
1972,sun,4,base,jan_mar,174.45119999999997,2018$/MWh
1973,sun,5,base,jan_mar,174.45119999999997,2018$/MWh
1974,sun,6,base,jan_mar,174.45119999999997,2018$/MWh
1975,sun,7,base,jan_mar,174.45119999999997,2018$/MWh
1976,sun,8,base,jan_mar,174.45119999999997,2018$/MWh
1977,sun,9,base,jan_mar,174.45119999999997,2018$/MWh
1978,sun,10,base,jan_mar,174.45119999999997,2018$/MWh
1979,sun,11,base,jan_mar,174.45119999999997,2018$/MWh
1980,sun,12,base,jan_mar,174.45119999999997,2018$/MWh
1981,sun,13,base,jan_mar,174.45119999999997,2018$/MWh
1982,sun,14,base,jan_mar,174.45119999999997,2018$/MWh
1983,sun,15,base,jan_mar,174.45119999999997,2018$/MWh
1984,sun,16,base,jan_mar,174.45119999999997,2018$/MWh
1985,sun,17,base,jan_mar,174.45119999999997,2018$/MWh
1986,sun,18,base,jan_mar,174.45119999999997,2018$/MWh
1987,sun,19,base,jan_mar,174.45119999999997,2018$/MWh
1988,sun,20,base,jan_mar,174.45119999999997,2018$/MWh
1989,sun,21,base,jan_mar,174.45119999999997,2018$/MWh
1990,sun,22,base,jan_mar,174.45119999999997,2018$/MWh
1991,sun,23,base,jan_mar,174.45119999999997,2018$/MWh
1992,mon,0,base,jan_mar,174.45119999999997,2018$/MWh
1993,mon,1,base,jan_mar,174.45119999999997,2018$/MWh
1994,mon,2,base,jan_mar,174.45119999999997,2018$/MWh
1995,mon,3,base,jan_mar,174.45119999999997,2018$/MWh
1996,mon,4,base,jan_mar,174.45119999999997,2018$/MWh
1997,mon,5,base,jan_mar,174.45119999999997,2018$/MWh
1998,mon,6,base,jan_mar,174.45119999999997,2018$/MWh
1999,mon,7,base,jan_mar,174.45119999999997,2018$/MWh
2000,mon,8,base,jan_mar,174.45119999999997,2018$/MWh
2001,mon,9,base,jan_mar,174.45119999999997,2018$/MWh
2002,mon,10,low,jan_mar,197.0496,2018$/MWh
2003,mon,11,low,jan_mar,197.0496,2018$/MWh
2004,mon,12,low,jan_mar,197.0496,2018$/MWh
2005,mon,13,high,jan_mar,197.0496,2018$/MWh
2006,mon,14,high,jan_mar,197.0496,2018$/MWh
2007,mon,15,high,jan_mar,197.0496,2018$/MWh
2008,mon,16,high,jan_mar,197.0496,2018$/MWh
2009,mon,17,low,jan_mar,197.0496,2018$/MWh
2010,mon,18,low,jan_mar,197.0496,2018$/MWh
2011,mon,19,low,jan_mar,197.0496,2018$/MWh
2012,mon,20,base,jan_mar,174.45119999999997,2018$/MWh
2013,mon,21,base,jan_mar,174.45119999999997,2018$/MWh
2014,mon,22,base,jan_mar,174.45119999999997,2018$/MWh
2015,mon,23,base,jan_mar,174.45119999999997,2018$/MWh
2016,tues,0,base,jan_mar,174.45119999999997,2018$/MWh
2017,tues,1,base,jan_mar,174.45119999999997,2018$/MWh
2018,tues,2,base,jan_mar,174.45119999999997,2018$/MWh
2019,tues,3,base,jan_mar,174.45119999999997,2018$/MWh
2020,tues,4,base,jan_mar,174.45119999999997,2018$/MWh
2021,tues,5,base,jan_mar,174.45119999999997,2018$/MWh
2022,tues,6,base,jan_mar,174.45119999999997,2018$/MWh
2023,tues,7,base,jan_mar,174.45119999999997,2018$/MWh
2024,tues,8,base,jan_mar,174.45119999999997,2018$/MWh
2025,tues,9,base,jan_mar,174.45119999999997,2018$/MWh
2026,tues,10,low,jan_mar,197.0496,2018$/MWh
2027,tues,11,low,jan_mar,197.0496,2018$/MWh
2028,tues,12,low,jan_mar,197.0496,2018$/MWh
2029,tues,13,high,jan_mar,197.0496,2018$/MWh
2030,tues,14,high,jan_mar,197.0496,2018$/MWh
2031,tues,15,high,jan_mar,197.0496,2018$/MWh
2032,tues,16,high,jan_mar,197.0496,2018$/MWh
2033,tues,17,low,jan_mar,197.0496,2018$/MWh
2034,tues,18,low,jan_mar,197.0496,2018$/MWh
2035,tues,19,low,jan_mar,197.0496,2018$/MWh
2036,tues,20,base,jan_mar,174.45119999999997,2018$/MWh
2037,tues,21,base,jan_mar,174.45119999999997,2018$/MWh
2038,tues,22,base,jan_mar,174.45119999999997,2018$/MWh
2039,tues,23,base,jan_mar,174.45119999999997,2018$/MWh
2040,wed,0,base,jan_mar,174.45119999999997,2018$/MWh
2041,wed,1,base,jan_mar,174.45119999999997,2018$/MWh
2042,wed,2,base,jan_mar,174.45119999999997,2018$/MWh
2043,wed,3,base,jan_mar,174.45119999999997,2018$/MWh
2044,wed,4,base,jan_mar,174.45119999999997,2018$/MWh
2045,wed,5,base,jan_mar,174.45119999999997,2018$/MWh
2046,wed,6,base,jan_mar,174.45119999999997,2018$/MWh
2047,wed,7,base,jan_mar,174.45119999999997,2018$/MWh
2048,wed,8,base,jan_mar,174.45119999999997,2018$/MWh
2049,wed,9,base,jan_mar,174.45119999999997,2018$/MWh
2050,wed,10,low,jan_mar,197.0496,2018$/MWh
2051,wed,11,low,jan_mar,197.0496,2018$/MWh
2052,wed,12,low,jan_mar,197.0496,2018$/MWh
2053,wed,13,high,jan_mar,197.0496,2018$/MWh
2054,wed,14,high,jan_mar,197.0496,2018$/MWh
2055,wed,15,high,jan_mar,197.0496,2018$/MWh
2056,wed,16,high,jan_mar,197.0496,2018$/MWh
2057,wed,17,low,jan_mar,197.0496,2018$/MWh
2058,wed,18,low,jan_mar,197.0496,2018$/MWh
2059,wed,19,low,jan_mar,197.0496,2018$/MWh
2060,wed,20,base,jan_mar,174.45119999999997,2018$/MWh
2061,wed,21,base,jan_mar,174.45119999999997,2018$/MWh
2062,wed,22,base,jan_mar,174.45119999999997,2018$/MWh
2063,wed,23,base,jan_mar,174.45119999999997,2018$/MWh
2064,thurs,0,base,jan_mar,174.45119999999997,2018$/MWh
2065,thurs,1,base,jan_mar,174.45119999999997,2018$/MWh
2066,thurs,2,base,jan_mar,174.45119999999997,2018$/MWh
2067,thurs,3,base,jan_mar,174.45119999999997,2018$/MWh
2068,thurs,4,base,jan_mar,174.45119999999997,2018$/MWh
2069,thurs,5,base,jan_mar,174.45119999999997,2018$/MWh
2070,thurs,6,base,jan_mar,174.45119999999997,2018$/MWh
2071,thurs,7,base,jan_mar,174.45119999999997,2018$/MWh
2072,thurs,8,base,jan_mar,174.45119999999997,2018$/MWh
2073,thurs,9,base,jan_mar,174.45119999999997,2018$/MWh
2074,thurs,10,low,jan_mar,197.0496,2018$/MWh
2075,thurs,11,low,jan_mar,197.0496,2018$/MWh
2076,thurs,12,low,jan_mar,197.0496,2018$/MWh
2077,thurs,13,high,jan_mar,197.0496,2018$/MWh
2078,thurs,14,high,jan_mar,197.0496,2018$/MWh
2079,thurs,15,high,jan_mar,197.0496,2018$/MWh
2080,thurs,16,high,jan_mar,197.0496,2018$/MWh
2081,thurs,17,low,jan_mar,197.0496,2018$/MWh
2082,thurs,18,low,jan_mar,197.0496,2018$/MWh
2083,thurs,19,low,jan_mar,197.0496,2018$/MWh
2084,thurs,20,base,jan_mar,174.45119999999997,2018$/MWh
2085,thurs,21,base,jan_mar,174.45119999999997,2018$/MWh
2086,thurs,22,base,jan_mar,174.45119999999997,2018$/MWh
2087,thurs,23,base,jan_mar,174.45119999999997,2018$/MWh
2088,fri,0,base,jan_mar,174.45119999999997,2018$/MWh
2089,fri,1,base,jan_mar,174.45119999999997,2018$/MWh
2090,fri,2,base,jan_mar,174.45119999999997,2018$/MWh
2091,fri,3,base,jan_mar,174.45119999999997,2018$/MWh
2092,fri,4,base,jan_mar,174.45119999999997,2018$/MWh
2093,fri,5,base,jan_mar,174.45119999999997,2018$/MWh
2094,fri,6,base,jan_mar,174.45119999999997,2018$/MWh
2095,fri,7,base,jan_mar,174.45119999999997,2018$/MWh
2096,fri,8,base,jan_mar,174.45119999999997,2018$/MWh
2097,fri,9,base,jan_mar,174.45119999999997,2018$/MWh
2098,fri,10,low,jan_mar,197.0496,2018$/MWh
2099,fri,11,low,jan_mar,197.0496,2018$/MWh
2100,fri,12,low,jan_mar,197.0496,2018$/MWh
2101,fri,13,high,jan_mar,197.0496,2018$/MWh
2102,fri,14,high,jan_mar,197.0496,2018$/MWh
2103,fri,15,high,jan_mar,197.0496,2018$/MWh
2104,fri,16,high,jan_mar,197.0496,2018$/MWh
2105,fri,17,low,jan_mar,197.0496,2018$/MWh
2106,fri,18,low,jan_mar,197.0496,2018$/MWh
2107,fri,19,low,jan_mar,197.0496,2018$/MWh
2108,fri,20,base,jan_mar,174.45119999999997,2018$/MWh
2109,fri,21,base,jan_mar,174.45119999999997,2018$/MWh
2110,fri,22,base,jan_mar,174.45119999999997,2018$/MWh
2111,fri,23,base,jan_mar,174.45119999999997,2018$/MWh
2112,sat,0,base,jan_mar,174.45119999999997,2018$/MWh
2113,sat,1,base,jan_mar,174.45119999999997,2018$/MWh
2114,sat,2,base,jan_mar,174.45119999999997,2018$/MWh
2115,sat,3,base,jan_mar,174.45119999999997,2018$/MWh
2116,sat,4,base,jan_mar,174.45119999999997,2018$/MWh
2117,sat,5,base,jan_mar,174.45119999999997,2018$/MWh
2118,sat,6,base,jan_mar,174.45119999999997,2018$/MWh
2119,sat,7,base,jan_mar,174.45119999999997,2018$/MWh
2120,sat,8,base,jan_mar,174.45119999999997,2018$/MWh
2121,sat,9,base,jan_mar,174.45119999999997,2018$/MWh
2122,sat,10,base,jan_mar,174.45119999999997,2018$/MWh
2123,sat,11,base,jan_mar,174.45119999999997,2018$/MWh
2124,sat,12,base,jan_mar,174.45119999999997,2018$/MWh
2125,sat,13,base,jan_mar,174.45119999999997,2018$/MWh
2126,sat,14,base,jan_mar,174.45119999999997,2018$/MWh
2127,sat,15,base,jan_mar,174.45119999999997,2018$/MWh
2128,sat,16,base,jan_mar,174.45119999999997,2018$/MWh
2129,sat,17,base,jan_mar,174.45119999999997,2018$/MWh
2130,sat,18,base,jan_mar,174.45119999999997,2018$/MWh
2131,sat,19,base,jan_mar,174.45119999999997,2018$/MWh
2132,sat,20,base,jan_mar,174.45119999999997,2018$/MWh
2133,sat,21,base,jan_mar,174.45119999999997,2018$/MWh
2134,sat,22,base,jan_mar,174.45119999999997,2018$/MWh
2135,sat,23,base,jan_mar,174.45119999999997,2018$/MWh
2136,sun,0,base,jan_mar,174.45119999999997,2018$/MWh
2137,sun,1,base,jan_mar,174.45119999999997,2018$/MWh
2138,sun,2,base,jan_mar,174.45119999999997,2018$/MWh
2139,sun,3,base,jan_mar,174.45119999999997,2018$/MWh
2140,sun,4,base,jan_mar,174.45119999999997,2018$/MWh
2141,sun,5,base,jan_mar,174.45119999999997,2018$/MWh
2142,sun,6,base,jan_mar,174.45119999999997,2018$/MWh
2143,sun,7,base,jan_mar,174.45119999999997,2018$/MWh
2144,sun,8,base,jan_mar,174.45119999999997,2018$/MWh
2145,sun,9,base,jan_mar,174.45119999999997,2018$/MWh
2146,sun,10,base,jan_mar,174.45119999999997,2018$/MWh
2147,sun,11,base,jan_mar,174.45119999999997,2018$/MWh
2148,sun,12,base,jan_mar,174.45119999999997,2018$/MWh
2149,sun,13,base,jan_mar,174.45119999999997,2018$/MWh
2150,sun,14,base,jan_mar,174.45119999999997,2018$/MWh
2151,sun,15,base,jan_mar,174.45119999999997,2018$/MWh
2152,sun,16,base,jan_mar,174.45119999999997,2018$/MWh
2153,sun,17,base,jan_mar,174.45119999999997,2018$/MWh
2154,sun,18,base,jan_mar,174.45119999999997,2018$/MWh
2155,sun,19,base,jan_mar,174.45119999999997,2018$/MWh
2156,sun,20,base,jan_mar,174.45119999999997,2018$/MWh
2157,sun,21,base,jan_mar,174.45119999999997,2018$/MWh
2158,sun,22,base,jan_mar,174.45119999999997,2018$/MWh
2159,sun,23,base,jan_mar,174.45119999999997,2018$/MWh
2160,mon,0,base,apr_may,172.53119999999998,2018$/MWh
2161,mon,1,base,apr_may,172.53119999999998,2018$/MWh
2162,mon,2,base,apr_may,172.53119999999998,2018$/MWh
2163,mon,3,base,apr_may,172.53119999999998,2018$/MWh
2164,mon,4,base,apr_may,172.53119999999998,2018$/MWh
2165,mon,5,base,apr_may,172.53119999999998,2018$/MWh
2166,mon,6,base,apr_may,172.53119999999998,2018$/MWh
2167,mon,7,base,apr_may,172.53119999999998,2018$/MWh
2168,mon,8,base,apr_may,172.53119999999998,2018$/MWh
2169,mon,9,base,apr_may,172.53119999999998,2018$/MWh
2170,mon,10,low,apr_may,195.12959999999998,2018$/MWh
2171,mon,11,low,apr_may,195.12959999999998,2018$/MWh
2172,mon,12,low,apr_may,195.12959999999998,2018$/MWh
2173,mon,13,high,apr_may,195.12959999999998,2018$/MWh
2174,mon,14,high,apr_may,195.12959999999998,2018$/MWh
2175,mon,15,high,apr_may,195.12959999999998,2018$/MWh
2176,mon,16,high,apr_may,195.12959999999998,2018$/MWh
2177,mon,17,low,apr_may,195.12959999999998,2018$/MWh
2178,mon,18,low,apr_may,195.12959999999998,2018$/MWh
2179,mon,19,low,apr_may,195.12959999999998,2018$/MWh
2180,mon,20,base,apr_may,172.53119999999998,2018$/MWh
2181,mon,21,base,apr_may,172.53119999999998,2018$/MWh
2182,mon,22,base,apr_may,172.53119999999998,2018$/MWh
2183,mon,23,base,apr_may,172.53119999999998,2018$/MWh
2184,tues,0,base,apr_may,172.53119999999998,2018$/MWh
2185,tues,1,base,apr_may,172.53119999999998,2018$/MWh
2186,tues,2,base,apr_may,172.53119999999998,2018$/MWh
2187,tues,3,base,apr_may,172.53119999999998,2018$/MWh
2188,tues,4,base,apr_may,172.53119999999998,2018$/MWh
2189,tues,5,base,apr_may,172.53119999999998,2018$/MWh
2190,tues,6,base,apr_may,172.53119999999998,2018$/MWh
2191,tues,7,base,apr_may,172.53119999999998,2018$/MWh
2192,tues,8,base,apr_may,172.53119999999998,2018$/MWh
2193,tues,9,base,apr_may,172.53119999999998,2018$/MWh
2194,tues,10,low,apr_may,195.12959999999998,2018$/MWh
2195,tues,11,low,apr_may,195.12959999999998,2018$/MWh
2196,tues,12,low,apr_may,195.12959999999998,2018$/MWh
2197,tues,13,high,apr_may,195.12959999999998,2018$/MWh
2198,tues,14,high,apr_may,195.12959999999998,2018$/MWh
2199,tues,15,high,apr_may,195.12959999999998,2018$/MWh
2200,tues,16,high,apr_may,195.12959999999998,2018$/MWh
2201,tues,17,low,apr_may,195.12959999999998,2018$/MWh
2202,tues,18,low,apr_may,195.12959999999998,2018$/MWh
2203,tues,19,low,apr_may,195.12959999999998,2018$/MWh
2204,tues,20,base,apr_may,172.53119999999998,2018$/MWh
2205,tues,21,base,apr_may,172.53119999999998,2018$/MWh
2206,tues,22,base,apr_may,172.53119999999998,2018$/MWh
2207,tues,23,base,apr_may,172.53119999999998,2018$/MWh
2208,wed,0,base,apr_may,172.53119999999998,2018$/MWh
2209,wed,1,base,apr_may,172.53119999999998,2018$/MWh
2210,wed,2,base,apr_may,172.53119999999998,2018$/MWh
2211,wed,3,base,apr_may,172.53119999999998,2018$/MWh
2212,wed,4,base,apr_may,172.53119999999998,2018$/MWh
2213,wed,5,base,apr_may,172.53119999999998,2018$/MWh
2214,wed,6,base,apr_may,172.53119999999998,2018$/MWh
2215,wed,7,base,apr_may,172.53119999999998,2018$/MWh
2216,wed,8,base,apr_may,172.53119999999998,2018$/MWh
2217,wed,9,base,apr_may,172.53119999999998,2018$/MWh
2218,wed,10,low,apr_may,195.12959999999998,2018$/MWh
2219,wed,11,low,apr_may,195.12959999999998,2018$/MWh
2220,wed,12,low,apr_may,195.12959999999998,2018$/MWh
2221,wed,13,high,apr_may,195.12959999999998,2018$/MWh
2222,wed,14,high,apr_may,195.12959999999998,2018$/MWh
2223,wed,15,high,apr_may,195.12959999999998,2018$/MWh
2224,wed,16,high,apr_may,195.12959999999998,2018$/MWh
2225,wed,17,low,apr_may,195.12959999999998,2018$/MWh
2226,wed,18,low,apr_may,195.12959999999998,2018$/MWh
2227,wed,19,low,apr_may,195.12959999999998,2018$/MWh
2228,wed,20,base,apr_may,172.53119999999998,2018$/MWh
2229,wed,21,base,apr_may,172.53119999999998,2018$/MWh
2230,wed,22,base,apr_may,172.53119999999998,2018$/MWh
2231,wed,23,base,apr_may,172.53119999999998,2018$/MWh
2232,thurs,0,base,apr_may,172.53119999999998,2018$/MWh
2233,thurs,1,base,apr_may,172.53119999999998,2018$/MWh
2234,thurs,2,base,apr_may,172.53119999999998,2018$/MWh
2235,thurs,3,base,apr_may,172.53119999999998,2018$/MWh
2236,thurs,4,base,apr_may,172.53119999999998,2018$/MWh
2237,thurs,5,base,apr_may,172.53119999999998,2018$/MWh
2238,thurs,6,base,apr_may,172.53119999999998,2018$/MWh
2239,thurs,7,base,apr_may,172.53119999999998,2018$/MWh
2240,thurs,8,base,apr_may,172.53119999999998,2018$/MWh
2241,thurs,9,base,apr_may,172.53119999999998,2018$/MWh
2242,thurs,10,low,apr_may,195.12959999999998,2018$/MWh
2243,thurs,11,low,apr_may,195.12959999999998,2018$/MWh
2244,thurs,12,low,apr_may,195.12959999999998,2018$/MWh
2245,thurs,13,high,apr_may,195.12959999999998,2018$/MWh
2246,thurs,14,high,apr_may,195.12959999999998,2018$/MWh
2247,thurs,15,high,apr_may,195.12959999999998,2018$/MWh
2248,thurs,16,high,apr_may,195.12959999999998,2018$/MWh
2249,thurs,17,low,apr_may,195.12959999999998,2018$/MWh
2250,thurs,18,low,apr_may,195.12959999999998,2018$/MWh
2251,thurs,19,low,apr_may,195.12959999999998,2018$/MWh
2252,thurs,20,base,apr_may,172.53119999999998,2018$/MWh
2253,thurs,21,base,apr_may,172.53119999999998,2018$/MWh
2254,thurs,22,base,apr_may,172.53119999999998,2018$/MWh
2255,thurs,23,base,apr_may,172.53119999999998,2018$/MWh
2256,fri,0,base,apr_may,172.53119999999998,2018$/MWh
2257,fri,1,base,apr_may,172.53119999999998,2018$/MWh
2258,fri,2,base,apr_may,172.53119999999998,2018$/MWh
2259,fri,3,base,apr_may,172.53119999999998,2018$/MWh
2260,fri,4,base,apr_may,172.53119999999998,2018$/MWh
2261,fri,5,base,apr_may,172.53119999999998,2018$/MWh
2262,fri,6,base,apr_may,172.53119999999998,2018$/MWh
2263,fri,7,base,apr_may,172.53119999999998,2018$/MWh
2264,fri,8,base,apr_may,172.53119999999998,2018$/MWh
2265,fri,9,base,apr_may,172.53119999999998,2018$/MWh
2266,fri,10,low,apr_may,195.12959999999998,2018$/MWh
2267,fri,11,low,apr_may,195.12959999999998,2018$/MWh
2268,fri,12,low,apr_may,195.12959999999998,2018$/MWh
2269,fri,13,high,apr_may,195.12959999999998,2018$/MWh
2270,fri,14,high,apr_may,195.12959999999998,2018$/MWh
2271,fri,15,high,apr_may,195.12959999999998,2018$/MWh
2272,fri,16,high,apr_may,195.12959999999998,2018$/MWh
2273,fri,17,low,apr_may,195.12959999999998,2018$/MWh
2274,fri,18,low,apr_may,195.12959999999998,2018$/MWh
2275,fri,19,low,apr_may,195.12959999999998,2018$/MWh
2276,fri,20,base,apr_may,172.53119999999998,2018$/MWh
2277,fri,21,base,apr_may,172.53119999999998,2018$/MWh
2278,fri,22,base,apr_may,172.53119999999998,2018$/MWh
2279,fri,23,base,apr_may,172.53119999999998,2018$/MWh
2280,sat,0,base,apr_may,172.53119999999998,2018$/MWh
2281,sat,1,base,apr_may,172.53119999999998,2018$/MWh
2282,sat,2,base,apr_may,172.53119999999998,2018$/MWh
2283,sat,3,base,apr_may,172.53119999999998,2018$/MWh
2284,sat,4,base,apr_may,172.53119999999998,2018$/MWh
2285,sat,5,base,apr_may,172.53119999999998,2018$/MWh
2286,sat,6,base,apr_may,172.53119999999998,2018$/MWh
2287,sat,7,base,apr_may,172.53119999999998,2018$/MWh
2288,sat,8,base,apr_may,172.53119999999998,2018$/MWh
2289,sat,9,base,apr_may,172.53119999999998,2018$/MWh
2290,sat,10,base,apr_may,172.53119999999998,2018$/MWh
2291,sat,11,base,apr_may,172.53119999999998,2018$/MWh
2292,sat,12,base,apr_may,172.53119999999998,2018$/MWh
2293,sat,13,base,apr_may,172.53119999999998,2018$/MWh
2294,sat,14,base,apr_may,172.53119999999998,2018$/MWh
2295,sat,15,base,apr_may,172.53119999999998,2018$/MWh
2296,sat,16,base,apr_may,172.53119999999998,2018$/MWh
2297,sat,17,base,apr_may,172.53119999999998,2018$/MWh
2298,sat,18,base,apr_may,172.53119999999998,2018$/MWh
2299,sat,19,base,apr_may,172.53119999999998,2018$/MWh
2300,sat,20,base,apr_may,172.53119999999998,2018$/MWh
2301,sat,21,base,apr_may,172.53119999999998,2018$/MWh
2302,sat,22,base,apr_may,172.53119999999998,2018$/MWh
2303,sat,23,base,apr_may,172.53119999999998,2018$/MWh
2304,sun,0,base,apr_may,172.53119999999998,2018$/MWh
2305,sun,1,base,apr_may,172.53119999999998,2018$/MWh
2306,sun,2,base,apr_may,172.53119999999998,2018$/MWh
2307,sun,3,base,apr_may,172.53119999999998,2018$/MWh
2308,sun,4,base,apr_may,172.53119999999998,2018$/MWh
2309,sun,5,base,apr_may,172.53119999999998,2018$/MWh
2310,sun,6,base,apr_may,172.53119999999998,2018$/MWh
2311,sun,7,base,apr_may,172.53119999999998,2018$/MWh
2312,sun,8,base,apr_may,172.53119999999998,2018$/MWh
2313,sun,9,base,apr_may,172.53119999999998,2018$/MWh
2314,sun,10,base,apr_may,172.53119999999998,2018$/MWh
2315,sun,11,base,apr_may,172.53119999999998,2018$/MWh
2316,sun,12,base,apr_may,172.53119999999998,2018$/MWh
