,Unnamed: 0,OPR_DT,OPR_HR,NODE,LMP_$/MWh
0,0,2019-01-01,1,HARBGN_7_UNITS-APND,43.9536
1,1,2019-01-01,2,HARBGN_7_UNITS-APND,42.48586
2,2,2019-01-01,3,HARBGN_7_UNITS-APND,41.26137
3,3,2019-01-01,4,HARBGN_7_UNITS-APND,40.31803
4,4,2019-01-01,5,HARBGN_7_UNITS-APND,41.30714
5,5,2019-01-01,6,HARBGN_7_UNITS-APND,44.63176
6,6,2019-01-01,7,HARBGN_7_UNITS-APND,45.05728
7,7,2019-01-01,8,HARBGN_7_UNITS-APND,42.35163
8,8,2019-01-01,9,HARBGN_7_UNITS-APND,36.25319
9,9,2019-01-01,10,HARBGN_7_UNITS-APND,28.89702
10,10,2019-01-01,11,HARBGN_7_UNITS-APND,22.40166
11,11,2019-01-01,12,HARBGN_7_UNITS-APND,18.60403
12,12,2019-01-01,13,HARBGN_7_UNITS-APND,15.74141
13,13,2019-01-01,14,HARBGN_7_UNITS-APND,14.55681
14,14,2019-01-01,15,HARBGN_7_UNITS-APND,21.48436
15,15,2019-01-01,16,HARBGN_7_UNITS-APND,37.13308
16,16,2019-01-01,17,HARBGN_7_UNITS-APND,46.85562
17,17,2019-01-01,18,HARBGN_7_UNITS-APND,57.47243
18,18,2019-01-01,19,HARBGN_7_UNITS-APND,67.70517
19,19,2019-01-01,20,HARBGN_7_UNITS-APND,63.42925
20,20,2019-01-01,21,HARBGN_7_UNITS-APND,57.220180000000006
21,21,2019-01-01,22,HARBGN_7_UNITS-APND,54.03974
22,22,2019-01-01,23,HARBGN_7_UNITS-APND,50.37982
23,23,2019-01-01,24,HARBGN_7_UNITS-APND,47.7768
24,24,2019-01-02,1,HARBGN_7_UNITS-APND,46.12043
25,25,2019-01-02,2,HARBGN_7_UNITS-APND,44.87182
26,26,2019-01-02,3,HARBGN_7_UNITS-APND,44.68627
27,27,2019-01-02,4,HARBGN_7_UNITS-APND,44.49583
28,28,2019-01-02,5,HARBGN_7_UNITS-APND,45.72298
29,29,2019-01-02,6,HARBGN_7_UNITS-APND,47.91204000000001
30,30,2019-01-02,7,HARBGN_7_UNITS-APND,62.73648000000001
31,31,2019-01-02,8,HARBGN_7_UNITS-APND,59.49113000000001
32,32,2019-01-02,9,HARBGN_7_UNITS-APND,45.02512
33,33,2019-01-02,10,HARBGN_7_UNITS-APND,39.89119
34,34,2019-01-02,11,HARBGN_7_UNITS-APND,37.03296
35,35,2019-01-02,12,HARBGN_7_UNITS-APND,34.89008
36,36,2019-01-02,13,HARBGN_7_UNITS-APND,31.85583
37,37,2019-01-02,14,HARBGN_7_UNITS-APND,31.77644
38,38,2019-01-02,15,HARBGN_7_UNITS-APND,34.74968
39,39,2019-01-02,16,HARBGN_7_UNITS-APND,43.66649
40,40,2019-01-02,17,HARBGN_7_UNITS-APND,54.90732
41,41,2019-01-02,18,HARBGN_7_UNITS-APND,79.34319
42,42,2019-01-02,19,HARBGN_7_UNITS-APND,80.71694000000002
43,43,2019-01-02,20,HARBGN_7_UNITS-APND,68.80674
44,44,2019-01-02,21,HARBGN_7_UNITS-APND,63.68727
45,45,2019-01-02,22,HARBGN_7_UNITS-APND,57.96501
46,46,2019-01-02,23,HARBGN_7_UNITS-APND,49.95468
47,47,2019-01-02,24,HARBGN_7_UNITS-APND,45.46188
48,48,2019-01-03,1,HARBGN_7_UNITS-APND,43.44158
49,49,2019-01-03,2,HARBGN_7_UNITS-APND,41.92294
50,50,2019-01-03,3,HARBGN_7_UNITS-APND,43.00909
51,51,2019-01-03,4,HARBGN_7_UNITS-APND,41.95303
52,52,2019-01-03,5,HARBGN_7_UNITS-APND,43.92996
53,53,2019-01-03,6,HARBGN_7_UNITS-APND,47.22287
54,54,2019-01-03,7,HARBGN_7_UNITS-APND,61.64753
55,55,2019-01-03,8,HARBGN_7_UNITS-APND,54.8677
56,56,2019-01-03,9,HARBGN_7_UNITS-APND,43.9282
57,57,2019-01-03,10,HARBGN_7_UNITS-APND,37.15415
58,58,2019-01-03,11,HARBGN_7_UNITS-APND,34.47599
59,59,2019-01-03,12,HARBGN_7_UNITS-APND,32.35564
60,60,2019-01-03,13,HARBGN_7_UNITS-APND,29.536
61,61,2019-01-03,14,HARBGN_7_UNITS-APND,31.02683
62,62,2019-01-03,15,HARBGN_7_UNITS-APND,33.85324
63,63,2019-01-03,16,HARBGN_7_UNITS-APND,42.47076
64,64,2019-01-03,17,HARBGN_7_UNITS-APND,53.47296
65,65,2019-01-03,18,HARBGN_7_UNITS-APND,76.55739
66,66,2019-01-03,19,HARBGN_7_UNITS-APND,80.67593000000002
67,67,2019-01-03,20,HARBGN_7_UNITS-APND,68.00059
68,68,2019-01-03,21,HARBGN_7_UNITS-APND,62.69042
69,69,2019-01-03,22,HARBGN_7_UNITS-APND,55.27506
70,70,2019-01-03,23,HARBGN_7_UNITS-APND,49.02154
71,71,2019-01-03,24,HARBGN_7_UNITS-APND,44.18537
72,72,2019-01-04,1,HARBGN_7_UNITS-APND,43.00963
73,73,2019-01-04,2,HARBGN_7_UNITS-APND,41.47491
74,74,2019-01-04,3,HARBGN_7_UNITS-APND,41.75542
75,75,2019-01-04,4,HARBGN_7_UNITS-APND,42.30075
76,76,2019-01-04,5,HARBGN_7_UNITS-APND,43.16739000000001
77,77,2019-01-04,6,HARBGN_7_UNITS-APND,47.48963
78,78,2019-01-04,7,HARBGN_7_UNITS-APND,61.23965
79,79,2019-01-04,8,HARBGN_7_UNITS-APND,53.19992
80,80,2019-01-04,9,HARBGN_7_UNITS-APND,43.48859
81,81,2019-01-04,10,HARBGN_7_UNITS-APND,36.05111
82,82,2019-01-04,11,HARBGN_7_UNITS-APND,34.11252
83,83,2019-01-04,12,HARBGN_7_UNITS-APND,33.753190000000004
84,84,2019-01-04,13,HARBGN_7_UNITS-APND,31.45014
85,85,2019-01-04,14,HARBGN_7_UNITS-APND,31.63492
86,86,2019-01-04,15,HARBGN_7_UNITS-APND,33.13434
87,87,2019-01-04,16,HARBGN_7_UNITS-APND,39.46743
88,88,2019-01-04,17,HARBGN_7_UNITS-APND,53.54876
89,89,2019-01-04,18,HARBGN_7_UNITS-APND,75.62786
90,90,2019-01-04,19,HARBGN_7_UNITS-APND,74.71291
91,91,2019-01-04,20,HARBGN_7_UNITS-APND,62.34146
92,92,2019-01-04,21,HARBGN_7_UNITS-APND,57.68174000000001
93,93,2019-01-04,22,HARBGN_7_UNITS-APND,52.58038000000001
94,94,2019-01-04,23,HARBGN_7_UNITS-APND,47.80045
95,95,2019-01-04,24,HARBGN_7_UNITS-APND,43.0721
96,96,2019-01-05,1,HARBGN_7_UNITS-APND,40.77912
97,97,2019-01-05,2,HARBGN_7_UNITS-APND,40.23425
98,98,2019-01-05,3,HARBGN_7_UNITS-APND,39.09588
99,99,2019-01-05,4,HARBGN_7_UNITS-APND,38.88344
100,100,2019-01-05,5,HARBGN_7_UNITS-APND,38.94356
101,101,2019-01-05,6,HARBGN_7_UNITS-APND,40.86073
102,102,2019-01-05,7,HARBGN_7_UNITS-APND,42.52389
103,103,2019-01-05,8,HARBGN_7_UNITS-APND,42.57663
104,104,2019-01-05,9,HARBGN_7_UNITS-APND,42.63781
105,105,2019-01-05,10,HARBGN_7_UNITS-APND,42.47029000000001
106,106,2019-01-05,11,HARBGN_7_UNITS-APND,40.81458
107,107,2019-01-05,12,HARBGN_7_UNITS-APND,38.85073
108,108,2019-01-05,13,HARBGN_7_UNITS-APND,37.70491
109,109,2019-01-05,14,HARBGN_7_UNITS-APND,39.12829
110,110,2019-01-05,15,HARBGN_7_UNITS-APND,40.36975
111,111,2019-01-05,16,HARBGN_7_UNITS-APND,40.6409
112,112,2019-01-05,17,HARBGN_7_UNITS-APND,44.37969
113,113,2019-01-05,18,HARBGN_7_UNITS-APND,56.83521
114,114,2019-01-05,19,HARBGN_7_UNITS-APND,58.65401
115,115,2019-01-05,20,HARBGN_7_UNITS-APND,53.22985
116,116,2019-01-05,21,HARBGN_7_UNITS-APND,49.52361
117,117,2019-01-05,22,HARBGN_7_UNITS-APND,43.96688
118,118,2019-01-05,23,HARBGN_7_UNITS-APND,42.08937
119,119,2019-01-05,24,HARBGN_7_UNITS-APND,39.32631
120,120,2019-01-06,1,HARBGN_7_UNITS-APND,36.45119
121,121,2019-01-06,2,HARBGN_7_UNITS-APND,36.08773
122,122,2019-01-06,3,HARBGN_7_UNITS-APND,34.06817
123,123,2019-01-06,4,HARBGN_7_UNITS-APND,34.3512
124,124,2019-01-06,5,HARBGN_7_UNITS-APND,35.91182
125,125,2019-01-06,6,HARBGN_7_UNITS-APND,36.5082
126,126,2019-01-06,7,HARBGN_7_UNITS-APND,38.5669
127,127,2019-01-06,8,HARBGN_7_UNITS-APND,36.61129
128,128,2019-01-06,9,HARBGN_7_UNITS-APND,35.18202
129,129,2019-01-06,10,HARBGN_7_UNITS-APND,33.03256
130,130,2019-01-06,11,HARBGN_7_UNITS-APND,29.44796
131,131,2019-01-06,12,HARBGN_7_UNITS-APND,24.85186
132,132,2019-01-06,13,HARBGN_7_UNITS-APND,23.23467
133,133,2019-01-06,14,HARBGN_7_UNITS-APND,25.92888
134,134,2019-01-06,15,HARBGN_7_UNITS-APND,29.52636
135,135,2019-01-06,16,HARBGN_7_UNITS-APND,34.926590000000004
136,136,2019-01-06,17,HARBGN_7_UNITS-APND,40.33078
137,137,2019-01-06,18,HARBGN_7_UNITS-APND,50.52282
138,138,2019-01-06,19,HARBGN_7_UNITS-APND,53.2233
139,139,2019-01-06,20,HARBGN_7_UNITS-APND,47.53289
140,140,2019-01-06,21,HARBGN_7_UNITS-APND,44.80385
141,141,2019-01-06,22,HARBGN_7_UNITS-APND,40.77544
142,142,2019-01-06,23,HARBGN_7_UNITS-APND,36.28293
143,143,2019-01-06,24,HARBGN_7_UNITS-APND,35.05748
144,144,2019-01-07,1,HARBGN_7_UNITS-APND,36.10223
145,145,2019-01-07,2,HARBGN_7_UNITS-APND,34.40498
146,146,2019-01-07,3,HARBGN_7_UNITS-APND,33.24492
147,147,2019-01-07,4,HARBGN_7_UNITS-APND,34.37157
148,148,2019-01-07,5,HARBGN_7_UNITS-APND,36.16683
149,149,2019-01-07,6,HARBGN_7_UNITS-APND,40.74687
150,150,2019-01-07,7,HARBGN_7_UNITS-APND,51.50427
151,151,2019-01-07,8,HARBGN_7_UNITS-APND,59.78259
152,152,2019-01-07,9,HARBGN_7_UNITS-APND,47.2036
153,153,2019-01-07,10,HARBGN_7_UNITS-APND,46.1151
154,154,2019-01-07,11,HARBGN_7_UNITS-APND,41.95699000000001
155,155,2019-01-07,12,HARBGN_7_UNITS-APND,39.94671
156,156,2019-01-07,13,HARBGN_7_UNITS-APND,36.26923
157,157,2019-01-07,14,HARBGN_7_UNITS-APND,35.70965
158,158,2019-01-07,15,HARBGN_7_UNITS-APND,35.42926
159,159,2019-01-07,16,HARBGN_7_UNITS-APND,41.27315
160,160,2019-01-07,17,HARBGN_7_UNITS-APND,57.64416
161,161,2019-01-07,18,HARBGN_7_UNITS-APND,90.74896
162,162,2019-01-07,19,HARBGN_7_UNITS-APND,74.90104000000002
163,163,2019-01-07,20,HARBGN_7_UNITS-APND,68.80788000000001
164,164,2019-01-07,21,HARBGN_7_UNITS-APND,59.9273
165,165,2019-01-07,22,HARBGN_7_UNITS-APND,48.06665
166,166,2019-01-07,23,HARBGN_7_UNITS-APND,45.15949000000001
167,167,2019-01-07,24,HARBGN_7_UNITS-APND,40.52195
168,168,2019-01-08,1,HARBGN_7_UNITS-APND,36.62668
169,169,2019-01-08,2,HARBGN_7_UNITS-APND,35.76356
170,170,2019-01-08,3,HARBGN_7_UNITS-APND,34.39066
171,171,2019-01-08,4,HARBGN_7_UNITS-APND,34.74138
172,172,2019-01-08,5,HARBGN_7_UNITS-APND,36.56107
173,173,2019-01-08,6,HARBGN_7_UNITS-APND,41.92922
174,174,2019-01-08,7,HARBGN_7_UNITS-APND,53.45861
175,175,2019-01-08,8,HARBGN_7_UNITS-APND,79.75434
176,176,2019-01-08,9,HARBGN_7_UNITS-APND,53.6137
177,177,2019-01-08,10,HARBGN_7_UNITS-APND,47.05414
178,178,2019-01-08,11,HARBGN_7_UNITS-APND,42.16605
179,179,2019-01-08,12,HARBGN_7_UNITS-APND,40.2358
180,180,2019-01-08,13,HARBGN_7_UNITS-APND,44.16076
181,181,2019-01-08,14,HARBGN_7_UNITS-APND,37.01944
182,182,2019-01-08,15,HARBGN_7_UNITS-APND,39.82654
183,183,2019-01-08,16,HARBGN_7_UNITS-APND,42.98142
184,184,2019-01-08,17,HARBGN_7_UNITS-APND,64.10763
185,185,2019-01-08,18,HARBGN_7_UNITS-APND,82.48894
186,186,2019-01-08,19,HARBGN_7_UNITS-APND,67.92184
187,187,2019-01-08,20,HARBGN_7_UNITS-APND,65.36707
188,188,2019-01-08,21,HARBGN_7_UNITS-APND,55.29083000000001
189,189,2019-01-08,22,HARBGN_7_UNITS-APND,49.79556
190,190,2019-01-08,23,HARBGN_7_UNITS-APND,42.45822
191,191,2019-01-08,24,HARBGN_7_UNITS-APND,38.9107
192,192,2019-01-09,1,HARBGN_7_UNITS-APND,37.84462
193,193,2019-01-09,2,HARBGN_7_UNITS-APND,37.21709
194,194,2019-01-09,3,HARBGN_7_UNITS-APND,35.61112
195,195,2019-01-09,4,HARBGN_7_UNITS-APND,36.20908
196,196,2019-01-09,5,HARBGN_7_UNITS-APND,37.7607
197,197,2019-01-09,6,HARBGN_7_UNITS-APND,42.44885
198,198,2019-01-09,7,HARBGN_7_UNITS-APND,51.68293
199,199,2019-01-09,8,HARBGN_7_UNITS-APND,53.42728
200,200,2019-01-09,9,HARBGN_7_UNITS-APND,38.65614
201,201,2019-01-09,10,HARBGN_7_UNITS-APND,35.26757
202,202,2019-01-09,11,HARBGN_7_UNITS-APND,31.29669
203,203,2019-01-09,12,HARBGN_7_UNITS-APND,30.94704
204,204,2019-01-09,13,HARBGN_7_UNITS-APND,28.5173
205,205,2019-01-09,14,HARBGN_7_UNITS-APND,28.82853
206,206,2019-01-09,15,HARBGN_7_UNITS-APND,29.231440000000006
207,207,2019-01-09,16,HARBGN_7_UNITS-APND,38.60205
208,208,2019-01-09,17,HARBGN_7_UNITS-APND,54.14561
209,209,2019-01-09,18,HARBGN_7_UNITS-APND,73.60292
210,210,2019-01-09,19,HARBGN_7_UNITS-APND,69.20697
211,211,2019-01-09,20,HARBGN_7_UNITS-APND,61.64092
212,212,2019-01-09,21,HARBGN_7_UNITS-APND,53.99135
213,213,2019-01-09,22,HARBGN_7_UNITS-APND,48.68367
214,214,2019-01-09,23,HARBGN_7_UNITS-APND,40.78209
215,215,2019-01-09,24,HARBGN_7_UNITS-APND,38.07256
216,216,2019-01-10,1,HARBGN_7_UNITS-APND,33.91783
217,217,2019-01-10,2,HARBGN_7_UNITS-APND,33.281890000000004
218,218,2019-01-10,3,HARBGN_7_UNITS-APND,31.68316
219,219,2019-01-10,4,HARBGN_7_UNITS-APND,31.93083
220,220,2019-01-10,5,HARBGN_7_UNITS-APND,33.53457
221,221,2019-01-10,6,HARBGN_7_UNITS-APND,39.07808
222,222,2019-01-10,7,HARBGN_7_UNITS-APND,52.06978
223,223,2019-01-10,8,HARBGN_7_UNITS-APND,50.04047
224,224,2019-01-10,9,HARBGN_7_UNITS-APND,36.01133
225,225,2019-01-10,10,HARBGN_7_UNITS-APND,30.90663
226,226,2019-01-10,11,HARBGN_7_UNITS-APND,25.92638
227,227,2019-01-10,12,HARBGN_7_UNITS-APND,22.80822
228,228,2019-01-10,13,HARBGN_7_UNITS-APND,19.95022
229,229,2019-01-10,14,HARBGN_7_UNITS-APND,18.80291
230,230,2019-01-10,15,HARBGN_7_UNITS-APND,21.34406
231,231,2019-01-10,16,HARBGN_7_UNITS-APND,33.36887
232,232,2019-01-10,17,HARBGN_7_UNITS-APND,48.82099
233,233,2019-01-10,18,HARBGN_7_UNITS-APND,68.99233000000001
234,234,2019-01-10,19,HARBGN_7_UNITS-APND,68.47921
235,235,2019-01-10,20,HARBGN_7_UNITS-APND,59.594530000000006
236,236,2019-01-10,21,HARBGN_7_UNITS-APND,51.87921
237,237,2019-01-10,22,HARBGN_7_UNITS-APND,42.79627
238,238,2019-01-10,23,HARBGN_7_UNITS-APND,39.46209
239,239,2019-01-10,24,HARBGN_7_UNITS-APND,35.832
240,240,2019-01-11,1,HARBGN_7_UNITS-APND,34.71685
241,241,2019-01-11,2,HARBGN_7_UNITS-APND,32.96696
242,242,2019-01-11,3,HARBGN_7_UNITS-APND,32.02428
243,243,2019-01-11,4,HARBGN_7_UNITS-APND,31.32757
244,244,2019-01-11,5,HARBGN_7_UNITS-APND,34.64086
245,245,2019-01-11,6,HARBGN_7_UNITS-APND,40.72518
246,246,2019-01-11,7,HARBGN_7_UNITS-APND,52.76711
247,247,2019-01-11,8,HARBGN_7_UNITS-APND,49.39907
248,248,2019-01-11,9,HARBGN_7_UNITS-APND,37.35389
249,249,2019-01-11,10,HARBGN_7_UNITS-APND,33.66082
250,250,2019-01-11,11,HARBGN_7_UNITS-APND,28.32455
251,251,2019-01-11,12,HARBGN_7_UNITS-APND,27.79715
252,252,2019-01-11,13,HARBGN_7_UNITS-APND,25.69294
253,253,2019-01-11,14,HARBGN_7_UNITS-APND,26.8247
254,254,2019-01-11,15,HARBGN_7_UNITS-APND,29.99091
255,255,2019-01-11,16,HARBGN_7_UNITS-APND,36.90269
256,256,2019-01-11,17,HARBGN_7_UNITS-APND,45.11578
257,257,2019-01-11,18,HARBGN_7_UNITS-APND,64.03022
258,258,2019-01-11,19,HARBGN_7_UNITS-APND,57.22078000000001
259,259,2019-01-11,20,HARBGN_7_UNITS-APND,51.44481
260,260,2019-01-11,21,HARBGN_7_UNITS-APND,43.45993
261,261,2019-01-11,22,HARBGN_7_UNITS-APND,40.757
262,262,2019-01-11,23,HARBGN_7_UNITS-APND,37.09395
263,263,2019-01-11,24,HARBGN_7_UNITS-APND,34.90019
264,264,2019-01-12,1,HARBGN_7_UNITS-APND,35.75219
265,265,2019-01-12,2,HARBGN_7_UNITS-APND,32.66592
266,266,2019-01-12,3,HARBGN_7_UNITS-APND,31.28518
267,267,2019-01-12,4,HARBGN_7_UNITS-APND,33.16298
268,268,2019-01-12,5,HARBGN_7_UNITS-APND,35.356
269,269,2019-01-12,6,HARBGN_7_UNITS-APND,36.31491
270,270,2019-01-12,7,HARBGN_7_UNITS-APND,39.21737
271,271,2019-01-12,8,HARBGN_7_UNITS-APND,37.81506
272,272,2019-01-12,9,HARBGN_7_UNITS-APND,38.82498
273,273,2019-01-12,10,HARBGN_7_UNITS-APND,37.31765
274,274,2019-01-12,11,HARBGN_7_UNITS-APND,36.72017
275,275,2019-01-12,12,HARBGN_7_UNITS-APND,34.14119
276,276,2019-01-12,13,HARBGN_7_UNITS-APND,33.617329999999995
277,277,2019-01-12,14,HARBGN_7_UNITS-APND,34.20333
278,278,2019-01-12,15,HARBGN_7_UNITS-APND,33.52888
279,279,2019-01-12,16,HARBGN_7_UNITS-APND,36.15051
280,280,2019-01-12,17,HARBGN_7_UNITS-APND,40.71969
281,281,2019-01-12,18,HARBGN_7_UNITS-APND,51.77329
282,282,2019-01-12,19,HARBGN_7_UNITS-APND,50.83593
283,283,2019-01-12,20,HARBGN_7_UNITS-APND,47.73317
284,284,2019-01-12,21,HARBGN_7_UNITS-APND,42.8605
285,285,2019-01-12,22,HARBGN_7_UNITS-APND,41.57656
286,286,2019-01-12,23,HARBGN_7_UNITS-APND,38.34886
287,287,2019-01-12,24,HARBGN_7_UNITS-APND,37.18493
288,288,2019-01-13,1,HARBGN_7_UNITS-APND,37.09893
289,289,2019-01-13,2,HARBGN_7_UNITS-APND,35.58419
290,290,2019-01-13,3,HARBGN_7_UNITS-APND,35.00468
291,291,2019-01-13,4,HARBGN_7_UNITS-APND,35.34623
292,292,2019-01-13,5,HARBGN_7_UNITS-APND,35.24440999999999
293,293,2019-01-13,6,HARBGN_7_UNITS-APND,38.25678
294,294,2019-01-13,7,HARBGN_7_UNITS-APND,38.5627
295,295,2019-01-13,8,HARBGN_7_UNITS-APND,37.0002
296,296,2019-01-13,9,HARBGN_7_UNITS-APND,32.03995
297,297,2019-01-13,10,HARBGN_7_UNITS-APND,29.85094
298,298,2019-01-13,11,HARBGN_7_UNITS-APND,28.3867
299,299,2019-01-13,12,HARBGN_7_UNITS-APND,25.9482
300,300,2019-01-13,13,HARBGN_7_UNITS-APND,25.17011
301,301,2019-01-13,14,HARBGN_7_UNITS-APND,28.36401
302,302,2019-01-13,15,HARBGN_7_UNITS-APND,29.62021
303,303,2019-01-13,16,HARBGN_7_UNITS-APND,37.05959
304,304,2019-01-13,17,HARBGN_7_UNITS-APND,41.42759
305,305,2019-01-13,18,HARBGN_7_UNITS-APND,53.090680000000006
306,306,2019-01-13,19,HARBGN_7_UNITS-APND,55.03356
307,307,2019-01-13,20,HARBGN_7_UNITS-APND,49.99522
308,308,2019-01-13,21,HARBGN_7_UNITS-APND,43.89372
309,309,2019-01-13,22,HARBGN_7_UNITS-APND,40.02345
310,310,2019-01-13,23,HARBGN_7_UNITS-APND,38.56505
311,311,2019-01-13,24,HARBGN_7_UNITS-APND,36.43117
312,312,2019-01-14,1,HARBGN_7_UNITS-APND,34.87818
313,313,2019-01-14,2,HARBGN_7_UNITS-APND,33.20221
314,314,2019-01-14,3,HARBGN_7_UNITS-APND,31.99498
315,315,2019-01-14,4,HARBGN_7_UNITS-APND,31.90463
316,316,2019-01-14,5,HARBGN_7_UNITS-APND,34.76862
317,317,2019-01-14,6,HARBGN_7_UNITS-APND,38.60221
318,318,2019-01-14,7,HARBGN_7_UNITS-APND,47.5781
319,319,2019-01-14,8,HARBGN_7_UNITS-APND,44.30559
320,320,2019-01-14,9,HARBGN_7_UNITS-APND,39.63797
321,321,2019-01-14,10,HARBGN_7_UNITS-APND,39.1099
322,322,2019-01-14,11,HARBGN_7_UNITS-APND,37.5354
323,323,2019-01-14,12,HARBGN_7_UNITS-APND,34.0949
324,324,2019-01-14,13,HARBGN_7_UNITS-APND,33.44072
325,325,2019-01-14,14,HARBGN_7_UNITS-APND,36.52936
326,326,2019-01-14,15,HARBGN_7_UNITS-APND,37.11198
327,327,2019-01-14,16,HARBGN_7_UNITS-APND,40.16022
328,328,2019-01-14,17,HARBGN_7_UNITS-APND,50.45109
329,329,2019-01-14,18,HARBGN_7_UNITS-APND,67.71446999999999
330,330,2019-01-14,19,HARBGN_7_UNITS-APND,62.57034
331,331,2019-01-14,20,HARBGN_7_UNITS-APND,59.56039000000001
332,332,2019-01-14,21,HARBGN_7_UNITS-APND,50.93151
333,333,2019-01-14,22,HARBGN_7_UNITS-APND,41.5548
334,334,2019-01-14,23,HARBGN_7_UNITS-APND,38.88193
335,335,2019-01-14,24,HARBGN_7_UNITS-APND,36.79816
336,336,2019-01-15,1,HARBGN_7_UNITS-APND,39.43554
337,337,2019-01-15,2,HARBGN_7_UNITS-APND,38.54648
338,338,2019-01-15,3,HARBGN_7_UNITS-APND,37.13343
339,339,2019-01-15,4,HARBGN_7_UNITS-APND,37.69638
340,340,2019-01-15,5,HARBGN_7_UNITS-APND,38.64475
341,341,2019-01-15,6,HARBGN_7_UNITS-APND,41.02348
342,342,2019-01-15,7,HARBGN_7_UNITS-APND,52.92001
343,343,2019-01-15,8,HARBGN_7_UNITS-APND,61.09759
344,344,2019-01-15,9,HARBGN_7_UNITS-APND,45.15437
345,345,2019-01-15,10,HARBGN_7_UNITS-APND,47.90736
346,346,2019-01-15,11,HARBGN_7_UNITS-APND,44.53901
347,347,2019-01-15,12,HARBGN_7_UNITS-APND,43.54946
348,348,2019-01-15,13,HARBGN_7_UNITS-APND,40.2157
349,349,2019-01-15,14,HARBGN_7_UNITS-APND,40.17525
350,350,2019-01-15,15,HARBGN_7_UNITS-APND,41.38464000000001
351,351,2019-01-15,16,HARBGN_7_UNITS-APND,42.99154
352,352,2019-01-15,17,HARBGN_7_UNITS-APND,53.18356
353,353,2019-01-15,18,HARBGN_7_UNITS-APND,69.76419
354,354,2019-01-15,19,HARBGN_7_UNITS-APND,73.27368
355,355,2019-01-15,20,HARBGN_7_UNITS-APND,66.59964000000001
356,356,2019-01-15,21,HARBGN_7_UNITS-APND,54.3351
357,357,2019-01-15,22,HARBGN_7_UNITS-APND,46.93557
358,358,2019-01-15,23,HARBGN_7_UNITS-APND,43.06549
359,359,2019-01-15,24,HARBGN_7_UNITS-APND,40.41213
360,360,2019-01-16,1,HARBGN_7_UNITS-APND,44.36834
361,361,2019-01-16,2,HARBGN_7_UNITS-APND,43.22483
362,362,2019-01-16,3,HARBGN_7_UNITS-APND,42.19581
363,363,2019-01-16,4,HARBGN_7_UNITS-APND,42.87128
364,364,2019-01-16,5,HARBGN_7_UNITS-APND,43.54177
365,365,2019-01-16,6,HARBGN_7_UNITS-APND,47.24241
366,366,2019-01-16,7,HARBGN_7_UNITS-APND,58.91311
367,367,2019-01-16,8,HARBGN_7_UNITS-APND,68.80818000000001
368,368,2019-01-16,9,HARBGN_7_UNITS-APND,48.70939
369,369,2019-01-16,10,HARBGN_7_UNITS-APND,44.6277
370,370,2019-01-16,11,HARBGN_7_UNITS-APND,40.92398
371,371,2019-01-16,12,HARBGN_7_UNITS-APND,38.84537
372,372,2019-01-16,13,HARBGN_7_UNITS-APND,37.42878
373,373,2019-01-16,14,HARBGN_7_UNITS-APND,38.0757
374,374,2019-01-16,15,HARBGN_7_UNITS-APND,39.65831
375,375,2019-01-16,16,HARBGN_7_UNITS-APND,46.06493
376,376,2019-01-16,17,HARBGN_7_UNITS-APND,66.42938000000001
377,377,2019-01-16,18,HARBGN_7_UNITS-APND,75.76945
378,378,2019-01-16,19,HARBGN_7_UNITS-APND,75.2458
379,379,2019-01-16,20,HARBGN_7_UNITS-APND,67.88918000000001
380,380,2019-01-16,21,HARBGN_7_UNITS-APND,57.56342
381,381,2019-01-16,22,HARBGN_7_UNITS-APND,50.25589
382,382,2019-01-16,23,HARBGN_7_UNITS-APND,46.75887
383,383,2019-01-16,24,HARBGN_7_UNITS-APND,43.276
384,384,2019-01-17,1,HARBGN_7_UNITS-APND,41.57195
385,385,2019-01-17,2,HARBGN_7_UNITS-APND,40.55174
386,386,2019-01-17,3,HARBGN_7_UNITS-APND,39.74257
387,387,2019-01-17,4,HARBGN_7_UNITS-APND,40.39495
388,388,2019-01-17,5,HARBGN_7_UNITS-APND,41.47276
389,389,2019-01-17,6,HARBGN_7_UNITS-APND,45.44764
390,390,2019-01-17,7,HARBGN_7_UNITS-APND,61.89652
391,391,2019-01-17,8,HARBGN_7_UNITS-APND,63.11988
392,392,2019-01-17,9,HARBGN_7_UNITS-APND,57.14139
393,393,2019-01-17,10,HARBGN_7_UNITS-APND,56.18441
394,394,2019-01-17,11,HARBGN_7_UNITS-APND,51.74875
395,395,2019-01-17,12,HARBGN_7_UNITS-APND,46.56618
396,396,2019-01-17,13,HARBGN_7_UNITS-APND,42.75346
397,397,2019-01-17,14,HARBGN_7_UNITS-APND,43.71994
398,398,2019-01-17,15,HARBGN_7_UNITS-APND,44.71108
399,399,2019-01-17,16,HARBGN_7_UNITS-APND,52.27707
400,400,2019-01-17,17,HARBGN_7_UNITS-APND,64.6134
401,401,2019-01-17,18,HARBGN_7_UNITS-APND,70.48868
402,402,2019-01-17,19,HARBGN_7_UNITS-APND,71.81044
403,403,2019-01-17,20,HARBGN_7_UNITS-APND,61.71739
404,404,2019-01-17,21,HARBGN_7_UNITS-APND,53.9716
405,405,2019-01-17,22,HARBGN_7_UNITS-APND,51.48708
406,406,2019-01-17,23,HARBGN_7_UNITS-APND,45.50624000000001
