"BA Code","Timestamp (Hour Ending)","Total Generation (MWh)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"2/2/2019 6 p.m. PST",2882,173,6,244,215,1233,1011
LDWP,"2/2/2019 7 p.m. PST",2952,113,4,231,208,1357,1038
LDWP,"2/2/2019 8 p.m. PST",2933,92,4,214,234,1348,1041
LDWP,"2/2/2019 9 p.m. PST",2931,172,4,213,231,1348,964
LDWP,"2/2/2019 10 p.m. PST",2862,181,4,213,237,1323,906
LDWP,"2/2/2019 11 p.m. PST",2655,222,4,45,239,1296,849
LDWP,"2/3/2019 12 a.m. PST",2372,312,4,29,228,1108,690
LDWP,"2/3/2019 1 a.m. PST",2195,339,4,29,223,920,679
LDWP,"2/3/2019 2 a.m. PST",2093,339,4,29,222,852,647
LDWP,"2/3/2019 3 a.m. PST",1900,348,4,29,196,659,665
LDWP,"2/3/2019 4 a.m. PST",1881,329,4,29,194,652,672
LDWP,"2/3/2019 5 a.m. PST",1957,316,4,29,222,720,666
LDWP,"2/3/2019 6 a.m. PST",2217,321,4,29,223,877,763
LDWP,"2/3/2019 7 a.m. PST",2215,301,7,28,224,879,776
LDWP,"2/3/2019 8 a.m. PST",2299,296,193,30,222,893,665
LDWP,"2/3/2019 9 a.m. PST",2463,289,655,31,195,653,640
LDWP,"2/3/2019 10 a.m. PST",2677,301,880,29,191,635,640
LDWP,"2/3/2019 11 a.m. PST",2613,301,798,29,190,655,640
LDWP,"2/3/2019 12 p.m. PST",2662,300,783,29,190,719,640
LDWP,"2/3/2019 1 p.m. PST",2662,293,775,29,189,735,639
LDWP,"2/3/2019 2 p.m. PST",2677,295,699,27,190,826,640
LDWP,"2/3/2019 3 p.m. PST",2356,300,495,27,190,704,640
LDWP,"2/3/2019 4 p.m. PST",2222,284,250,168,191,687,641
LDWP,"2/3/2019 5 p.m. PST",2298,261,59,254,223,816,685
LDWP,"2/3/2019 6 p.m. PST",2682,269,5,263,244,1207,694
LDWP,"2/3/2019 7 p.m. PST",2740,269,4,264,244,1265,693
LDWP,"2/3/2019 8 p.m. PST",2696,229,4,259,245,1266,692
LDWP,"2/3/2019 9 p.m. PST",2668,206,4,253,228,1265,711
LDWP,"2/3/2019 10 p.m. PST",2662,212,4,246,232,1264,704
LDWP,"2/3/2019 11 p.m. PST",2542,102,4,213,233,1265,726
LDWP,"2/4/2019 12 a.m. PST",2343,42,4,117,232,1258,689
LDWP,"2/4/2019 1 a.m. PST",2169,118,4,26,225,1128,668
LDWP,"2/4/2019 2 a.m. PST",2065,263,4,27,225,907,639
LDWP,"2/4/2019 3 a.m. PST",1992,262,4,27,224,835,640
LDWP,"2/4/2019 4 a.m. PST",1953,222,4,26,199,835,667
LDWP,"2/4/2019 5 a.m. PST",2016,284,4,26,224,835,642
LDWP,"2/4/2019 6 a.m. PST",2188,288,4,26,229,844,797
LDWP,"2/4/2019 7 a.m. PST",2474,329,4,26,226,1002,887
LDWP,"2/4/2019 8 a.m. PST",2828,367,112,27,226,1214,882
LDWP,"2/4/2019 9 a.m. PST",2915,337,258,27,231,1229,834
LDWP,"2/4/2019 10 a.m. PST",3079,312,523,27,229,1291,697
LDWP,"2/4/2019 11 a.m. PST",3167,301,577,28,228,1233,800
LDWP,"2/4/2019 12 p.m. PST",2929,307,598,27,216,1044,736
LDWP,"2/4/2019 1 p.m. PST",2847,316,591,27,210,1031,672
LDWP,"2/4/2019 2 p.m. PST",2798,288,593,26,232,1013,645
LDWP,"2/4/2019 3 p.m. PST",2790,272,599,26,233,1015,644
LDWP,"2/4/2019 4 p.m. PST",2859,308,459,26,233,1057,775
LDWP,"2/4/2019 5 p.m. PST",2835,309,137,49,230,1151,958
LDWP,"2/4/2019 6 p.m. PST",3165,327,5,253,241,1242,1097
LDWP,"2/4/2019 7 p.m. PST",3304,311,4,256,240,1408,1086
LDWP,"2/4/2019 8 p.m. PST",3167,325,4,256,240,1349,993
LDWP,"2/4/2019 9 p.m. PST",2989,313,4,243,237,1261,931
LDWP,"2/4/2019 10 p.m. PST",2839,322,4,212,236,1212,853
LDWP,"2/4/2019 11 p.m. PST",2595,312,4,80,229,1213,757
LDWP,"2/5/2019 12 a.m. PST",2529,322,4,27,224,1211,740
LDWP,"2/5/2019 1 a.m. PST",2516,328,4,27,225,1193,740
LDWP,"2/5/2019 2 a.m. PST",2437,314,4,27,224,1127,740
LDWP,"2/5/2019 3 a.m. PST",2351,310,4,27,224,1040,745
LDWP,"2/5/2019 4 a.m. PST",2316,312,4,27,225,1002,746
LDWP,"2/5/2019 5 a.m. PST",2326,311,4,27,225,1011,748
LDWP,"2/5/2019 6 a.m. PST",2563,332,4,27,226,1200,775
LDWP,"2/5/2019 7 a.m. PST",2868,324,4,27,231,1276,1006
LDWP,"2/5/2019 8 a.m. PST",2954,342,63,26,231,1291,1000
LDWP,"2/5/2019 9 a.m. PST",3093,327,242,27,230,1292,976
LDWP,"2/5/2019 10 a.m. PST",3158,380,257,27,229,1287,978
LDWP,"2/5/2019 11 a.m. PST",3161,393,344,25,202,1248,948
LDWP,"2/5/2019 12 p.m. PST",3187,387,554,25,199,1078,943
LDWP,"2/5/2019 1 p.m. PST",3038,387,665,26,208,964,789
LDWP,"2/5/2019 2 p.m. PST",2815,352,360,26,215,1030,832
LDWP,"2/5/2019 3 p.m. PST",2857,360,284,26,214,1089,883
LDWP,"2/5/2019 4 p.m. PST",3044,357,332,25,208,1193,928
LDWP,"2/5/2019 5 p.m. PST",3054,360,141,26,239,1295,993
LDWP,"2/5/2019 6 p.m. PST",3314,339,7,178,261,1314,1215
LDWP,"2/5/2019 7 p.m. PST",3529,271,4,256,260,1462,1277
LDWP,"2/5/2019 8 p.m. PST",3449,160,4,277,256,1527,1225
LDWP,"2/5/2019 9 p.m. PST",3263,138,4,278,255,1428,1160
LDWP,"2/5/2019 10 p.m. PST",3210,172,4,244,249,1409,1132
LDWP,"2/5/2019 11 p.m. PST",2991,244,4,86,254,1374,1029
LDWP,"2/6/2019 12 a.m. PST",2827,213,4,27,248,1367,968
LDWP,"2/6/2019 1 a.m. PST",2761,162,4,27,224,1168,1177
LDWP,"2/6/2019 2 a.m. PST",2835,137,4,27,247,1156,1264
LDWP,"2/6/2019 3 a.m. PST",2776,114,4,27,248,1052,1331
LDWP,"2/6/2019 4 a.m. PST",2713,51,4,27,247,1043,1341
LDWP,"2/6/2019 5 a.m. PST",2783,54,4,27,248,1085,1365
LDWP,"2/6/2019 6 a.m. PST",3069,64,4,227,253,1064,1457
LDWP,"2/6/2019 7 a.m. PST",3065,47,8,305,254,1049,1401
LDWP,"2/6/2019 8 a.m. PST",3256,82,230,394,254,953,1343
LDWP,"2/6/2019 9 a.m. PST",3390,150,715,291,249,707,1277
LDWP,"2/6/2019 10 a.m. PST",3326,132,949,40,219,683,1303
LDWP,"2/6/2019 11 a.m. PST",3195,85,951,25,218,681,1235
LDWP,"2/6/2019 12 p.m. PST",3175,92,908,24,222,680,1249
LDWP,"2/6/2019 1 p.m. PST",3131,78,945,24,221,679,1184
LDWP,"2/6/2019 2 p.m. PST",3004,83,852,25,222,681,1142
LDWP,"2/6/2019 3 p.m. PST",2895,92,719,24,222,679,1159
LDWP,"2/6/2019 4 p.m. PST",2890,91,544,25,225,795,1210
LDWP,"2/6/2019 5 p.m. PST",2991,90,179,25,253,956,1489
LDWP,"2/6/2019 6 p.m. PST",3270,84,7,268,260,1066,1585
LDWP,"2/6/2019 7 p.m. PST",3534,51,4,361,260,1269,1589
LDWP,"2/6/2019 8 p.m. PST",3650,67,4,212,266,1508,1593
LDWP,"2/6/2019 9 p.m. PST",3672,56,4,211,251,1556,1593
LDWP,"2/6/2019 10 p.m. PST",3471,29,4,210,258,1429,1540
LDWP,"2/6/2019 11 p.m. PST",3247,20,4,242,262,1258,1462
LDWP,"2/7/2019 12 a.m. PST",3079,13,4,275,255,1079,1452
LDWP,"2/7/2019 1 a.m. PST",2781,5,4,92,201,874,1605
LDWP,"2/7/2019 2 a.m. PST",2678,28,4,25,196,811,1613
LDWP,"2/7/2019 3 a.m. PST",2567,26,4,25,221,681,1610
LDWP,"2/7/2019 4 a.m. PST",2538,9,4,25,197,701,1602
LDWP,"2/7/2019 5 a.m. PST",2567,15,4,25,223,700,1600
LDWP,"2/7/2019 6 a.m. PST",2703,19,4,147,232,699,1603
LDWP,"2/7/2019 7 a.m. PST",2898,21,10,311,248,698,1610
LDWP,"2/7/2019 8 a.m. PST",3150,2,247,397,234,675,1595
LDWP,"2/7/2019 9 a.m. PST",3214,1,712,248,224,420,1609
LDWP,"2/7/2019 10 a.m. PST",3199,3,929,26,198,422,1622
LDWP,"2/7/2019 11 a.m. PST",3213,3,971,27,197,399,1617
LDWP,"2/7/2019 12 p.m. PST",3175,7,953,29,222,379,1586
LDWP,"2/7/2019 1 p.m. PST",3208,4,954,29,222,514,1483
LDWP,"2/7/2019 2 p.m. PST",3284,1,947,30,221,571,1514
LDWP,"2/7/2019 3 p.m. PST",3329,0,823,30,220,660,1596
LDWP,"2/7/2019 4 p.m. PST",3194,0,610,30,198,760,1596
LDWP,"2/7/2019 5 p.m. PST",2971,0,195,81,227,862,1606
LDWP,"2/7/2019 6 p.m. PST",3113,0,8,237,230,1029,1609
LDWP,"2/7/2019 7 p.m. PST",3365,0,4,215,237,1293,1616
LDWP,"2/7/2019 8 p.m. PST",3311,1,4,214,232,1243,1616
LDWP,"2/7/2019 9 p.m. PST",3244,2,4,213,236,1177,1612
LDWP,"2/7/2019 10 p.m. PST",3153,0,4,122,235,1172,1620
LDWP,"2/7/2019 11 p.m. PST",2989,0,4,29,208,1138,1610
LDWP,"2/8/2019 12 a.m. PST",2877,0,4,29,206,1022,1615
LDWP,"2/8/2019 1 a.m. PST",2497,0,4,29,223,695,1546
LDWP,"2/8/2019 2 a.m. PST",2466,0,4,29,196,694,1543
LDWP,"2/8/2019 3 a.m. PST",2557,0,4,29,195,777,1552
LDWP,"2/8/2019 4 a.m. PST",2507,0,4,29,223,701,1550
LDWP,"2/8/2019 5 a.m. PST",2520,0,4,29,226,709,1552
LDWP,"2/8/2019 6 a.m. PST",2669,0,4,153,234,718,1559
LDWP,"2/8/2019 7 a.m. PST",2874,3,11,348,230,724,1560
LDWP,"2/8/2019 8 a.m. PST",3165,15,255,407,228,699,1560
LDWP,"2/8/2019 9 a.m. PST",3273,18,711,148,227,608,1561
LDWP,"2/8/2019 10 a.m. PST",3233,37,933,28,200,496,1539
LDWP,"2/8/2019 11 a.m. PST",3374,62,972,27,194,490,1629
LDWP,"2/8/2019 12 p.m. PST",3351,73,958,27,194,490,1608
LDWP,"2/8/2019 1 p.m. PST",3305,87,957,27,195,489,1550
LDWP,"2/8/2019 2 p.m. PST",3341,91,956,29,195,488,1582
LDWP,"2/8/2019 3 p.m. PST",3312,113,885,28,195,496,1596
LDWP,"2/8/2019 4 p.m. PST",3109,109,658,28,195,543,1576
LDWP,"2/8/2019 5 p.m. PST",3034,166,214,97,197,819,1541
LDWP,"2/8/2019 6 p.m. PST",3169,184,8,220,232,998,1527
LDWP,"2/8/2019 7 p.m. PST",3215,206,4,214,239,1055,1497
LDWP,"2/8/2019 8 p.m. PST",3183,181,4,215,239,1067,1476
LDWP,"2/8/2019 9 p.m. PST",3160,206,4,215,237,1037,1461
LDWP,"2/8/2019 10 p.m. PST",3064,95,4,215,233,1054,1464
LDWP,"2/8/2019 11 p.m. PST",2895,79,4,41,236,1054,1481
LDWP,"2/9/2019 12 a.m. PST",2663,44,4,29,204,904,1478
LDWP,"2/9/2019 1 a.m. PST",2514,54,4,30,228,650,1548
LDWP,"2/9/2019 2 a.m. PST",2509,62,4,31,211,638,1563
LDWP,"2/9/2019 3 a.m. PST",2468,69,4,31,223,589,1552
LDWP,"2/9/2019 4 a.m. PST",2378,75,4,31,197,583,1488
LDWP,"2/9/2019 5 a.m. PST",2427,90,4,29,215,595,1494
LDWP,"2/9/2019 6 a.m. PST",2476,93,4,29,225,627,1498
LDWP,"2/9/2019 7 a.m. PST",2503,87,5,29,230,650,1501
LDWP,"2/9/2019 8 a.m. PST",2579,79,107,29,199,664,1500
LDWP,"2/9/2019 9 a.m. PST",2749,156,528,34,199,457,1376
LDWP,"2/9/2019 10 a.m. PST",2700,191,618,29,224,346,1292
LDWP,"2/9/2019 11 a.m. PST",2742,242,593,29,197,363,1318
LDWP,"2/9/2019 12 p.m. PST",2770,188,878,28,194,312,1170
LDWP,"2/9/2019 1 p.m. PST",2756,322,964,28,194,307,941
LDWP,"2/9/2019 2 p.m. PST",2634,334,958,28,194,310,810
LDWP,"2/9/2019 3 p.m. PST",2576,305,846,29,194,349,853
LDWP,"2/9/2019 4 p.m. PST",2380,243,585,29,198,464,860
LDWP,"2/9/2019 5 p.m. PST",2424,182,200,162,196,613,1072
LDWP,"2/9/2019 6 p.m. PST",2799,198,8,222,224,840,1308
LDWP,"2/9/2019 7 p.m. PST",2874,282,4,220,233,855,1280
LDWP,"2/9/2019 8 p.m. PST",2802,265,4,216,230,782,1304
LDWP,"2/9/2019 9 p.m. PST",2794,283,4,232,225,754,1296
LDWP,"2/9/2019 10 p.m. PST",2753,269,4,259,200,714,1307
LDWP,"2/9/2019 11 p.m. PST",2728,289,4,231,226,685,1294
LDWP,"2/10/2019 12 a.m. PST",2615,257,4,214,201,690,1249
LDWP,"2/10/2019 1 a.m. PST",2564,266,4,105,220,659,1310
LDWP,"2/10/2019 2 a.m. PST",2479,278,4,29,220,639,1309
LDWP,"2/10/2019 3 a.m. PST",2391,312,4,29,220,541,1286
LDWP,"2/10/2019 4 a.m. PST",2395,324,4,29,220,504,1315
LDWP,"2/10/2019 5 a.m. PST",2321,337,4,29,220,424,1308
LDWP,"2/10/2019 6 a.m. PST",2289,321,4,28,220,424,1292
LDWP,"2/10/2019 7 a.m. PST",2366,310,10,29,219,467,1331
LDWP,"2/10/2019 8 a.m. PST",2419,319,233,29,193,324,1322
LDWP,"2/10/2019 9 a.m. PST",2502,324,728,28,191,142,1089
LDWP,"2/10/2019 10 a.m. PST",2562,312,957,28,192,141,932
LDWP,"2/10/2019 11 a.m. PST",2798,321,1019,28,191,141,1098
LDWP,"2/10/2019 12 p.m. PST",2783,334,928,28,191,141,1161
LDWP,"2/10/2019 1 p.m. PST",2843,343,920,28,191,139,1221
LDWP,"2/10/2019 2 p.m. PST",2816,361,736,28,191,183,1316
LDWP,"2/10/2019 3 p.m. PST",2725,355,547,28,191,286,1317
LDWP,"2/10/2019 4 p.m. PST",2844,362,402,29,192,532,1327
LDWP,"2/10/2019 5 p.m. PST",2813,370,145,29,194,720,1356
LDWP,"2/10/2019 6 p.m. PST",2818,332,8,168,222,714,1374
LDWP,"2/10/2019 7 p.m. PST",3016,289,4,243,223,874,1382
LDWP,"2/10/2019 8 p.m. PST",3033,220,4,255,224,931,1400
LDWP,"2/10/2019 9 p.m. PST",3108,94,4,248,227,1030,1505
LDWP,"2/10/2019 10 p.m. PST",3185,261,4,213,226,1002,1478
LDWP,"2/10/2019 11 p.m. PST",2994,282,4,213,203,859,1433
LDWP,"2/11/2019 12 a.m. PST",2773,180,4,216,197,730,1446
LDWP,"2/11/2019 1 a.m. PST",2550,114,4,55,193,707,1477
LDWP,"2/11/2019 2 a.m. PST",2463,77,4,29,193,602,1559
LDWP,"2/11/2019 3 a.m. PST",2448,51,4,29,193,583,1588
LDWP,"2/11/2019 4 a.m. PST",2423,24,4,28,193,584,1589
LDWP,"2/11/2019 5 a.m. PST",2481,28,4,28,195,632,1594
LDWP,"2/11/2019 6 a.m. PST",2518,26,4,29,226,638,1596
LDWP,"2/11/2019 7 a.m. PST",2617,24,11,29,244,699,1609
LDWP,"2/11/2019 8 a.m. PST",2851,19,275,28,229,705,1596
LDWP,"2/11/2019 9 a.m. PST",3053,9,743,26,197,459,1618
LDWP,"2/11/2019 10 a.m. PST",3092,5,952,28,194,312,1602
LDWP,"2/11/2019 11 a.m. PST",3006,4,988,30,193,312,1479
LDWP,"2/11/2019 12 p.m. PST",2847,19,970,34,194,312,1318
LDWP,"2/11/2019 1 p.m. PST",2846,16,971,36,193,312,1318
LDWP,"2/11/2019 2 p.m. PST",2739,28,966,36,193,327,1188
LDWP,"2/11/2019 3 p.m. PST",2767,26,901,36,193,447,1163
LDWP,"2/11/2019 4 p.m. PST",2648,19,682,37,195,522,1193
LDWP,"2/11/2019 5 p.m. PST",2702,9,248,37,223,695,1491
LDWP,"2/11/2019 6 p.m. PST",2841,0,10,38,232,935,1627
LDWP,"2/11/2019 7 p.m. PST",3019,0,4,39,253,1101,1622
LDWP,"2/11/2019 8 p.m. PST",3020,0,4,39,252,1104,1621
LDWP,"2/11/2019 9 p.m. PST",3028,11,4,39,246,1105,1623
LDWP,"2/11/2019 10 p.m. PST",2958,20,4,38,226,1053,1617
LDWP,"2/11/2019 11 p.m. PST",2889,41,4,37,203,1005,1600
LDWP,"2/12/2019 12 a.m. PST",2812,57,4,37,195,963,1555
LDWP,"2/12/2019 1 a.m. PST",2539,76,4,37,193,725,1504
LDWP,"2/12/2019 2 a.m. PST",2491,128,4,37,193,677,1451
LDWP,"2/12/2019 3 a.m. PST",2430,137,4,38,193,607,1452
LDWP,"2/12/2019 4 a.m. PST",2416,186,4,38,195,588,1405
LDWP,"2/12/2019 5 a.m. PST",2485,148,4,38,223,675,1396
LDWP,"2/12/2019 6 a.m. PST",2567,131,4,41,234,725,1432
LDWP,"2/12/2019 7 a.m. PST",2831,111,12,254,241,724,1489
LDWP,"2/12/2019 8 a.m. PST",2937,96,277,110,235,725,1494
LDWP,"2/12/2019 9 a.m. PST",3192,124,710,36,207,594,1521
LDWP,"2/12/2019 10 a.m. PST",3111,147,898,36,198,392,1440
LDWP,"2/12/2019 11 a.m. PST",3037,128,926,37,194,340,1412
LDWP,"2/12/2019 12 p.m. PST",2971,105,870,38,194,332,1432
LDWP,"2/12/2019 1 p.m. PST",2881,83,885,38,194,326,1355
LDWP,"2/12/2019 2 p.m. PST",2936,180,727,39,195,373,1422
LDWP,"2/12/2019 3 p.m. PST",2949,241,650,64,199,476,1319
LDWP,"2/12/2019 4 p.m. PST",2908,243,458,76,237,595,1299
LDWP,"2/12/2019 5 p.m. PST",2928,248,119,40,227,927,1368
LDWP,"2/12/2019 6 p.m. PST",2931,229,7,39,238,1022,1396
LDWP,"2/12/2019 7 p.m. PST",3124,140,3,211,240,1130,1401
LDWP,"2/12/2019 8 p.m. PST",3307,166,2,550,240,889,1460
LDWP,"2/12/2019 9 p.m. PST",3114,124,2,284,240,997,1467
LDWP,"2/12/2019 10 p.m. PST",2950,138,2,36,236,1055,1482
LDWP,"2/12/2019 11 p.m. PST",2794,154,2,36,233,896,1474
LDWP,"2/13/2019 12 a.m. PST",2572,155,2,36,201,732,1446
LDWP,"2/13/2019 1 a.m. PST",2485,179,1,35,223,606,1440
LDWP,"2/13/2019 2 a.m. PST",2341,157,2,35,222,537,1387
LDWP,"2/13/2019 3 a.m. PST",2341,218,2,36,222,499,1365
LDWP,"2/13/2019 4 a.m. PST",2312,304,2,35,221,493,1256
LDWP,"2/13/2019 5 a.m. PST",2296,318,2,36,222,492,1226
LDWP,"2/13/2019 6 a.m. PST",2425,323,2,36,227,558,1280
LDWP,"2/13/2019 7 a.m. PST",2580,325,2,37,230,713,1272
LDWP,"2/13/2019 8 a.m. PST",2785,309,45,37,230,893,1272
LDWP,"2/13/2019 9 a.m. PST",2941,294,125,46,230,974,1272
LDWP,"2/13/2019 10 a.m. PST",3018,314,181,46,232,974,1272
LDWP,"2/13/2019 11 a.m. PST",3070,339,213,46,229,973,1271
LDWP,"2/13/2019 12 p.m. PST",3127,324,284,44,233,973,1270
LDWP,"2/13/2019 1 p.m. PST",3085,293,276,42,233,972,1270
LDWP,"2/13/2019 2 p.m. PST",3099,285,296,41,233,974,1271
LDWP,"2/13/2019 3 p.m. PST",3154,293,389,41,233,928,1270
LDWP,"2/13/2019 4 p.m. PST",3046,291,223,41,240,980,1270
LDWP,"2/13/2019 5 p.m. PST",3048,286,72,43,239,1135,1274
LDWP,"2/13/2019 6 p.m. PST",3136,291,6,43,239,1282,1275
LDWP,"2/13/2019 7 p.m. PST",3166,293,2,43,241,1312,1275
LDWP,"2/13/2019 8 p.m. PST",3165,293,2,43,241,1312,1275
LDWP,"2/13/2019 9 p.m. PST",3174,291,2,43,240,1323,1274
LDWP,"2/13/2019 10 p.m. PST",3103,296,3,43,233,1253,1276
LDWP,"2/13/2019 11 p.m. PST",2927,293,3,43,238,1075,1276
LDWP,"2/14/2019 12 a.m. PST",2731,279,3,43,234,901,1272
LDWP,"2/14/2019 1 a.m. PST",2602,280,2,42,201,780,1296
LDWP,"2/14/2019 2 a.m. PST",2452,287,2,42,192,644,1285
LDWP,"2/14/2019 3 a.m. PST",2359,256,2,42,191,636,1232
LDWP,"2/14/2019 4 a.m. PST",2352,276,2,42,192,637,1203
LDWP,"2/14/2019 5 a.m. PST",2407,273,2,42,193,663,1234
LDWP,"2/14/2019 6 a.m. PST",2527,259,2,42,222,701,1301
LDWP,"2/14/2019 7 a.m. PST",2744,259,2,42,230,877,1334
LDWP,"2/14/2019 8 a.m. PST",2900,292,7,42,227,995,1337
LDWP,"2/14/2019 9 a.m. PST",2979,334,22,66,231,1011,1315
LDWP,"2/14/2019 10 a.m. PST",3101,299,45,230,228,1008,1292
LDWP,"2/14/2019 11 a.m. PST",3101,253,55,266,227,1012,1289
LDWP,"2/14/2019 12 p.m. PST",3045,314,108,43,227,1054,1300
LDWP,"2/14/2019 1 p.m. PST",2988,227,174,43,200,1040,1304
LDWP,"2/14/2019 2 p.m. PST",3062,258,301,43,199,960,1301
LDWP,"2/14/2019 3 p.m. PST",3018,289,188,42,199,1006,1295
LDWP,"2/14/2019 4 p.m. PST",3097,324,110,41,199,1034,1388
LDWP,"2/14/2019 5 p.m. PST",3026,358,94,41,202,1010,1320
LDWP,"2/14/2019 6 p.m. PST",3069,339,6,41,234,1137,1311
LDWP,"2/14/2019 7 p.m. PST",3080,399,0,41,239,1089,1311
LDWP,"2/14/2019 8 p.m. PST",2991,375,1,42,236,1034,1303
LDWP,"2/14/2019 9 p.m. PST",2911,318,2,43,233,1035,1279
LDWP,"2/14/2019 10 p.m. PST",2917,329,1,43,227,1036,1280
LDWP,"2/14/2019 11 p.m. PST",2889,326,2,43,204,1036,1279
LDWP,"2/15/2019 12 a.m. PST",2733,333,2,44,197,878,1279
LDWP,"2/15/2019 1 a.m. PST",2528,358,2,43,221,710,1194
LDWP,"2/15/2019 2 a.m. PST",2370,366,2,43,193,718,1049
LDWP,"2/15/2019 3 a.m. PST",2316,354,2,43,192,718,1007
LDWP,"2/15/2019 4 a.m. PST",2297,379,2,42,194,718,962
LDWP,"2/15/2019 5 a.m. PST",2366,368,2,42,222,719,1014
LDWP,"2/15/2019 6 a.m. PST",2502,292,2,42,227,717,1222
LDWP,"2/15/2019 7 a.m. PST",2626,321,7,42,229,720,1307
LDWP,"2/15/2019 8 a.m. PST",2684,280,103,42,224,724,1312
LDWP,"2/15/2019 9 a.m. PST",2845,256,253,41,199,722,1374
LDWP,"2/15/2019 10 a.m. PST",3026,276,528,41,226,676,1279
LDWP,"2/15/2019 11 a.m. PST",2961,304,678,37,222,629,1090
LDWP,"2/15/2019 12 p.m. PST",2844,328,679,35,195,619,987
LDWP,"2/15/2019 1 p.m. PST",2915,318,747,34,193,664,959
LDWP,"2/15/2019 2 p.m. PST",2805,320,709,34,193,659,891
LDWP,"2/15/2019 3 p.m. PST",2882,320,737,34,200,702,890
LDWP,"2/15/2019 4 p.m. PST",2858,307,471,34,201,808,1036
LDWP,"2/15/2019 5 p.m. PST",2979,304,137,34,245,918,1341
LDWP,"2/15/2019 6 p.m. PST",2901,315,7,34,227,993,1325
LDWP,"2/15/2019 7 p.m. PST",2807,254,2,34,71,1153,1293
LDWP,"2/15/2019 8 p.m. PST",2804,243,2,34,60,1177,1288
LDWP,"2/15/2019 9 p.m. PST",2762,316,2,34,60,1082,1268
LDWP,"2/15/2019 10 p.m. PST",2702,311,2,34,60,1075,1220
LDWP,"2/15/2019 11 p.m. PST",2675,283,2,34,50,1076,1230
LDWP,"2/16/2019 12 a.m. PST",2615,227,3,34,49,1020,1281
